time/time_elapsed,time/fps,time/episodes,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/learning_rate,train/ent_coef_loss,train/ent_coef,train/n_updates,train/critic_loss,train/actor_loss
43041,7,15270,-3.24758579,313790,17.46,0.00073,14.152416229248047,0.000568570161703974,310789,0.015342311933636665,3.084277629852295
43065,7,15280,-3.2414547099999997,313965,17.46,0.00073,-20.887859344482422,0.000568487448617816,310964,0.01647348888218403,2.908970355987549
43089,7,15290,-3.2329438600000002,314136,17.38,0.00073,-10.967950820922852,0.0005609517684206367,311135,0.01554853655397892,2.871236801147461
43114,7,15300,-3.2461851199999994,314318,17.44,0.00073,-5.451421737670898,0.0005542563158087432,311317,0.013710951432585716,2.884800434112549
43139,7,15310,-3.2455263100000002,314497,17.47,0.00073,-9.365174293518066,0.0005505050648935139,311496,0.014359185472130775,2.797123908996582
43163,7,15320,-3.23975336,314675,17.53,0.00073,25.07733154296875,0.0005417493521235883,311674,0.019383274018764496,3.1769402027130127
43188,7,15330,-3.22386464,314851,17.54,0.00073,38.03179168701172,0.0005372999585233629,311850,0.021614056080579758,3.101092576980591
43212,7,15340,-3.1881237299999996,315026,17.53,0.00073,17.926326751708984,0.0005514732329174876,312025,0.016199424862861633,2.974578380584717
43238,7,15350,-3.18139519,315207,17.6,0.00073,6.441740036010742,0.0005545640597119927,312206,0.01416526548564434,2.939680576324463
43263,7,15360,-3.1793046300000003,315390,17.7,0.00073,7.234367847442627,0.0005522078718058765,312389,0.01603267714381218,2.9488937854766846
43288,7,15370,-3.1673013299999995,315566,17.76,0.00073,-3.9531333446502686,0.0005580826546065509,312565,0.021726951003074646,2.942714214324951
43312,7,15380,-3.187778099999999,315741,17.76,0.00073,2.89804744720459,0.0005520351696759462,312740,0.01981092058122158,3.0234670639038086
43336,7,15390,-3.18531187,315914,17.78,0.00073,-18.50325584411621,0.000551606819499284,312913,0.011271328665316105,2.9707911014556885
43361,7,15400,-3.17444667,316091,17.73,0.00073,44.78706359863281,0.0005451650358736515,313090,0.018053054809570312,3.1257424354553223
43385,7,15410,-3.14847389,316264,17.67,0.00073,14.123540878295898,0.0005693911225534976,313263,0.01600499078631401,2.9996590614318848
43409,7,15420,-3.1376282500000006,316436,17.61,0.00073,5.2605462074279785,0.0005503452266566455,313435,0.015371936373412609,3.0904483795166016
43434,7,15430,-3.14031993,316609,17.58,0.00073,-0.8826794624328613,0.0005540848360396922,313608,0.016288600862026215,3.091686725616455
43458,7,15440,-3.1526820499999997,316785,17.59,0.00073,12.017112731933594,0.0005435269558802247,313784,0.016861101612448692,2.95996356010437
43483,7,15450,-3.16168273,316960,17.53,0.00073,-16.71288299560547,0.0005400851950980723,313959,0.015893179923295975,2.873487949371338
43507,7,15460,-3.16928969,317132,17.42,0.00073,-0.7054216861724854,0.000535284576471895,314131,0.022705793380737305,2.9470903873443604
43531,7,15470,-3.19633013,317306,17.4,0.00073,7.249005317687988,0.0005630304804071784,314305,0.01738683320581913,2.8584325313568115
43556,7,15480,-3.1952435700000006,317479,17.38,0.00073,-20.160045623779297,0.0005605827900581062,314478,0.012905016541481018,2.8899378776550293
43580,7,15490,-3.2035568800000003,317651,17.37,0.00073,-13.616453170776367,0.0005436200299300253,314650,0.01701689511537552,2.9228131771087646
43603,7,15500,-3.2296387500000003,317824,17.33,0.00073,2.914353609085083,0.0005334759480319917,314823,0.01780632883310318,3.091391086578369
43627,7,15510,-3.27615667,317997,17.33,0.00073,-1.6981914043426514,0.0005496512749232352,314996,0.016285154968500137,2.942650079727173
43652,7,15520,-3.3005986699999994,318177,17.41,0.00073,-23.480148315429688,0.0005420493544079363,315176,0.014518221840262413,2.8735485076904297
43677,7,15530,-3.2939844100000006,318352,17.43,0.00073,-11.452223777770996,0.000550624739844352,315351,0.016708821058273315,2.9411096572875977
43701,7,15540,-3.2998872900000005,318529,17.44,0.00073,21.507965087890625,0.0005454765632748604,315528,0.016177140176296234,2.9309377670288086
43727,7,15550,-3.30323437,318712,17.52,0.00073,-36.746116638183594,0.0005448643933050334,315711,0.010992985218763351,2.821570873260498
43751,7,15560,-3.30854367,318891,17.59,0.00073,-7.826387405395508,0.0005551630165427923,315890,0.013060878962278366,2.777157783508301
43777,7,15570,-3.3032598,319071,17.65,0.00073,-1.956162452697754,0.0005485076108016074,316070,0.011549219489097595,2.9580585956573486
43801,7,15580,-3.2926152400000013,319247,17.68,0.00073,-13.303975105285645,0.0005425321287475526,316246,0.013471703976392746,2.9399778842926025
43826,7,15590,-3.2940415400000003,319427,17.76,0.00073,5.050704002380371,0.0005559991113841534,316426,0.01281289104372263,3.059877872467041
43851,7,15600,-3.2906487700000002,319604,17.8,0.00073,1.3799536228179932,0.0005505801527760923,316603,0.021924011409282684,2.903433084487915
43875,7,15610,-3.2496149900000004,319777,17.8,0.00073,24.86898422241211,0.0005399798392318189,316776,0.01617216132581234,3.04990816116333
43900,7,15620,-3.2240622399999994,319958,17.81,0.00073,2.5747904777526855,0.0005541165010072291,316957,0.015278971754014492,2.9360263347625732
43924,7,15630,-3.2458448499999997,320133,17.81,0.00073,15.732873916625977,0.0005554932286031544,317132,0.01723603531718254,3.0144057273864746
43949,7,15640,-3.24764517,320309,17.8,0.00073,22.432025909423828,0.0005417617503553629,317308,0.01509493961930275,2.8523004055023193
43973,7,15650,-3.23265514,320479,17.67,0.00073,0.502528190612793,0.0005400427035056055,317478,0.01660461351275444,2.963988780975342
43997,7,15660,-3.2114925800000003,320655,17.64,0.00073,-2.385887861251831,0.0005361932562664151,317654,0.01422915980219841,2.906550407409668
44021,7,15670,-3.1817157000000003,320828,17.57,0.00073,1.816086769104004,0.00053275196114555,317827,0.013267043977975845,2.9608261585235596
44046,7,15680,-3.1933000600000003,321007,17.6,0.00073,20.306640625,0.0005348026752471924,318006,0.014969099313020706,2.938444137573242
44070,7,15690,-3.21336566,321179,17.52,0.00073,-3.6730797290802,0.0005378264468163252,318178,0.013622955419123173,2.9438064098358154
44093,7,15700,-3.2009679499999995,321348,17.44,0.00073,6.443654537200928,0.000539718079380691,318347,0.012300346046686172,2.9301488399505615
44117,7,15710,-3.1979229300000003,321521,17.44,0.00073,12.245599746704102,0.0005219597951509058,318520,0.014473924413323402,2.9701778888702393
44141,7,15720,-3.2059300200000003,321694,17.36,0.00073,12.905097961425781,0.0005279483157210052,318693,0.017019551247358322,2.9167795181274414
44166,7,15730,-3.1759292699999997,321872,17.39,0.00073,11.397430419921875,0.0005389252328313887,318871,0.016936808824539185,2.8539767265319824
44190,7,15740,-3.1870153500000002,322046,17.37,0.00073,0.5660581588745117,0.0005390727310441434,319045,0.01170218363404274,2.7740256786346436
44215,7,15750,-3.1728238999999996,322220,17.41,0.00073,-10.615342140197754,0.0005327773396857083,319219,0.015111986547708511,2.8467912673950195
44239,7,15760,-3.16318884,322394,17.39,0.00073,34.36897277832031,0.0005355320172384381,319393,0.01632397249341011,2.9780092239379883
44263,7,15770,-3.169330169999999,322568,17.4,0.00073,-4.436318397521973,0.0005241418839432299,319567,0.014703318476676941,2.800612449645996
44289,7,15780,-3.14888181,322750,17.43,0.00073,-3.673128604888916,0.000532667909283191,319749,0.01632017269730568,2.898507595062256
44315,7,15790,-3.11059083,322933,17.54,0.00073,16.98777198791504,0.0005417973734438419,319932,0.020531099289655685,2.91463041305542
44341,7,15800,-3.1039607500000006,323117,17.69,0.00073,10.382233619689941,0.0005339218187145889,320116,0.012190287932753563,3.002441883087158
44365,7,15810,-3.10974134,323292,17.71,0.00073,0.5249619483947754,0.0005406476557254791,320291,0.019083991646766663,2.8577771186828613
44390,7,15820,-3.12740251,323473,17.79,0.00073,-13.181952476501465,0.0005358615308068693,320472,0.011164112016558647,2.91497540473938
44413,7,15830,-3.1455295200000006,323640,17.68,0.00073,15.368051528930664,0.0005132196238264441,320639,0.011342400684952736,2.8550913333892822
44436,7,15840,-3.14095408,323808,17.62,0.00073,13.700674057006836,0.0005119059351272881,320807,0.017148936167359352,2.8768539428710938
44461,7,15850,-3.12885814,323989,17.69,0.00073,-3.867405652999878,0.0005370223079808056,320988,0.012693998403847218,2.9030847549438477
44486,7,15860,-3.1473235999999996,324171,17.77,0.00073,-24.68071937561035,0.0005431683966889977,321170,0.011140504851937294,2.7156689167022705
44512,7,15870,-3.1744162499999997,324358,17.9,0.00073,19.534624099731445,0.0005514177610166371,321357,0.017291247844696045,2.8386223316192627
44536,7,15880,-3.1758995600000004,324536,17.86,0.00073,10.026605606079102,0.0005450132885016501,321535,0.016009412705898285,2.8358378410339355
44561,7,15890,-3.16966827,324712,17.79,0.00073,-0.3412771224975586,0.0005518246325664222,321711,0.016230862587690353,2.8569626808166504
44585,7,15900,-3.2032741600000003,324884,17.67,0.00073,-23.05765151977539,0.0005221343017183244,321883,0.013437265530228615,2.7009644508361816
44610,7,15910,-3.17771708,325068,17.76,0.00073,7.303535461425781,0.0005212017567828298,322067,0.016810784116387367,2.877979278564453
44635,7,15920,-3.17138858,325248,17.75,0.00073,1.5247750282287598,0.0005196482525207102,322247,0.015653148293495178,2.7774603366851807
44659,7,15930,-3.1667258000000005,325424,17.84,0.00073,5.200442790985107,0.000531405268702656,322423,0.013338737189769745,2.8232054710388184
44684,7,15940,-3.162575709999999,325602,17.94,0.00073,-3.6816258430480957,0.000515009684022516,322601,0.01585507206618786,2.7159297466278076
44708,7,15950,-3.1917057200000003,325779,17.9,0.00073,13.233952522277832,0.0005179974250495434,322778,0.01644902676343918,2.933154582977295
44733,7,15960,-3.18185003,325955,17.84,0.00073,-10.551899909973145,0.0005321337375789881,322954,0.016797728836536407,2.8281235694885254
44757,7,15970,-3.1484295700000002,326130,17.72,0.00073,3.6574347019195557,0.0005309055559337139,323129,0.015771424397826195,2.8799071311950684
44782,7,15980,-3.1590029600000005,326306,17.7,0.00073,1.2447566986083984,0.0005268968525342643,323305,0.014705322682857513,2.865339756011963
44807,7,15990,-3.18635653,326482,17.7,0.00073,3.1167006492614746,0.000527791038621217,323481,0.016263222321867943,2.92112135887146
44831,7,16000,-3.175173209999999,326659,17.75,0.00073,-20.615625381469727,0.0005185272311791778,323658,0.014246182516217232,2.648686170578003
44855,7,16010,-3.2161321,326830,17.62,0.00073,12.201122283935547,0.0005145104369148612,323829,0.011371823959052563,2.848968744277954
44879,7,16020,-3.20028853,327000,17.52,0.00073,-16.324398040771484,0.0005246895016171038,323999,0.01289844885468483,2.817880868911743
44904,7,16030,-3.2070716000000004,327176,17.52,0.00073,1.8403668403625488,0.0005266753141768277,324175,0.015203532762825489,2.8160195350646973
44929,7,16040,-3.1859708899999997,327353,17.51,0.00073,31.079044342041016,0.0005127920303493738,324352,0.01494839508086443,3.0186750888824463
44953,7,16050,-3.1785249400000004,327530,17.51,0.00073,-2.336432695388794,0.0005100267007946968,324529,0.014089780859649181,2.863518476486206
44977,7,16060,-3.1577727700000002,327705,17.5,0.00073,18.284147262573242,0.0004899731138721108,324704,0.01525644026696682,2.9899940490722656
45003,7,16070,-3.1482453799999996,327889,17.59,0.00073,-18.840023040771484,0.0005186988855712116,324888,0.01827291212975979,2.782956123352051
45028,7,16080,-3.1247811000000003,328071,17.65,0.00073,1.5589791536331177,0.0005096658715046942,325070,0.011431961320340633,2.8694324493408203
45054,7,16090,-3.1260273,328255,17.73,0.00073,-6.073081016540527,0.0005037991795688868,325254,0.013297351077198982,2.761280059814453
45080,7,16100,-3.09140709,328441,17.82,0.00073,-3.063258171081543,0.0005051749758422375,325440,0.016060205176472664,2.8904991149902344
45106,7,16110,-3.06437362,328622,17.92,0.00073,-1.312817096710205,0.0005083663854748011,325621,0.014038831926882267,2.9175541400909424
45130,7,16120,-3.0658604099999995,328798,17.98,0.00073,-7.029817581176758,0.0005142685840837657,325797,0.012032624334096909,2.944878578186035
45155,7,16130,-3.06363053,328978,18.02,0.00073,-1.8526287078857422,0.0005139511195011437,325977,0.01509677805006504,2.7751617431640625
45180,7,16140,-3.07856564,329158,18.05,0.00073,0.37286996841430664,0.000506519922055304,326157,0.016113385558128357,2.860206365585327
45206,7,16150,-3.0863991700000004,329340,18.1,0.00073,2.786799430847168,0.0004950098809786141,326339,0.018663382157683372,2.9162001609802246
45232,7,16160,-3.12808976,329523,18.18,0.00073,14.073488235473633,0.0005017271614633501,326522,0.0141476821154356,2.858356237411499
45258,7,16170,-3.16747541,329706,18.17,0.00073,8.92330551147461,0.0004971041926182806,326705,0.012725189328193665,2.797834873199463
45282,7,16180,-3.174510620000001,329879,18.08,0.00073,0.3964557647705078,0.000514472194481641,326878,0.01178754959255457,2.881608724594116
45306,7,16190,-3.15760622,330051,17.96,0.00073,11.058894157409668,0.0005022520781494677,327050,0.014643458649516106,2.771860122680664
45331,7,16200,-3.1782993299999998,330227,17.86,0.00073,24.988723754882812,0.0005069596809335053,327226,0.016346383839845657,2.879164695739746
45357,7,16210,-3.1895552300000003,330412,17.9,0.00073,-4.561062335968018,0.0005067721358500421,327411,0.01488378457725048,2.7326114177703857
45381,7,16220,-3.1980784900000003,330586,17.88,0.00073,16.52459144592285,0.0005200057057663798,327585,0.011598143726587296,2.7524023056030273
45401,7,16230,-3.29318815,330731,17.53,0.00073,-2.864763021469116,0.0005414995830506086,327730,0.014059135690331459,2.6224982738494873
45418,7,16240,-3.4593548399999996,330852,16.94,0.00073,22.621395111083984,0.0005359836504794657,327851,0.018530718982219696,2.7745628356933594
45434,7,16250,-3.52295753,330968,16.28,0.00073,-11.913131713867188,0.0005453241756185889,327967,0.012635314837098122,2.7268035411834717
45461,7,16260,-3.5150016300000004,331150,16.27,0.00073,28.90960693359375,0.0005261928308755159,328149,0.013233242556452751,3.0493898391723633
45484,7,16270,-3.48390562,331322,16.16,0.00073,-8.115614891052246,0.0005029984167777002,328321,0.01056961715221405,2.6676485538482666
45508,7,16280,-3.474575679999999,331496,16.17,0.00073,-6.689007759094238,0.00049351662164554,328495,0.011455659754574299,2.8693721294403076
45533,7,16290,-3.47342984,331673,16.22,0.00073,-12.17276668548584,0.0004864219226874411,328672,0.012362753972411156,2.7984046936035156
45558,7,16300,-3.4701108000000005,331854,16.27,0.00073,17.365013122558594,0.0004896981990896165,328853,0.01247015967965126,2.880671501159668
45582,7,16310,-3.4771900400000004,332028,16.16,0.00073,-27.254539489746094,0.0004967547138221562,329027,0.011679953895509243,2.7126715183258057
45606,7,16320,-3.46948618,332204,16.18,0.00073,-15.279030799865723,0.00048425758723169565,329203,0.009932756423950195,2.849787712097168
45631,7,16330,-3.3712938999999995,332382,16.51,0.00073,-11.928008079528809,0.000457438116427511,329381,0.009811118245124817,2.7234573364257812
45655,7,16340,-3.2084337900000004,332562,17.1,0.00073,21.121843338012695,0.00045289506670087576,329561,0.016881724819540977,2.9156999588012695
45681,7,16350,-3.13899856,332740,17.72,0.00073,21.68360137939453,0.000470079539809376,329739,0.012034301646053791,2.821211099624634
45705,7,16360,-3.109004529999999,332918,17.68,0.00073,6.224275588989258,0.0004908153787255287,329917,0.010622300207614899,2.736248016357422
45730,7,16370,-3.1122768400000003,333096,17.74,0.00073,11.091355323791504,0.00048626723582856357,330095,0.01591229811310768,2.7939765453338623
45755,7,16380,-3.12793686,333277,17.81,0.00073,-7.333086967468262,0.00048342125955969095,330276,0.013073300011456013,2.7333405017852783
45779,7,16390,-3.13622685,333455,17.82,0.00073,20.328824996948242,0.0004838421300519258,330454,0.014924394898116589,2.8955416679382324
45804,7,16400,-3.11681018,333629,17.75,0.00073,-4.565513610839844,0.000476371991680935,330628,0.010548468679189682,2.65250563621521
45828,7,16410,-3.1218845300000004,333806,17.78,0.00073,11.49969482421875,0.0004757531569339335,330805,0.01612689159810543,2.6759448051452637
45852,7,16420,-3.1181951600000004,333975,17.71,0.00073,20.718547821044922,0.0004668596957344562,330974,0.01358689833432436,2.796529769897461
45877,7,16430,-3.1126925500000002,334152,17.7,0.00073,-9.265382766723633,0.00046714028576388955,331151,0.015962418168783188,2.743746280670166
45901,7,16440,-3.106246100000001,334325,17.63,0.00073,-5.249073028564453,0.0004591146425809711,331324,0.012783710844814777,2.772139549255371
45926,7,16450,-3.09822617,334500,17.6,0.00073,9.539758682250977,0.00047517253551632166,331499,0.012091603130102158,2.816230535507202
45951,7,16460,-3.1093007300000006,334680,17.62,0.00073,-17.639633178710938,0.00047999375965446234,331679,0.011299404315650463,2.651386260986328
45975,7,16470,-3.0825545799999996,334854,17.58,0.00073,5.612114429473877,0.0004718487325590104,331853,0.012396370992064476,2.7621984481811523
