time/time_elapsed,time/fps,time/episodes,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/learning_rate,train/ent_coef_loss,train/ent_coef,train/n_updates,train/critic_loss,train/actor_loss
89687,7,34000,-2.973125849999999,643921,17.13,0.00073,403.7724609375,0.000399263808503747,640920,0.010281468741595745,1.1256316900253296
89724,7,34010,-3.8591540099999997,644178,18.03,0.00073,134.64173889160156,0.0005921574775129557,641177,0.00949949212372303,0.8349704146385193
89763,7,34020,-4.53495044,644456,19.15,0.00073,12.157476425170898,0.0006457833223976195,641455,0.008573686704039574,1.1279550790786743
89806,7,34030,-5.212302219999999,644756,20.46,0.00073,-81.24032592773438,0.000620462407823652,641755,0.003831113688647747,1.4876397848129272
89840,7,34040,-5.54947895,644996,21.22,0.00073,-87.06807708740234,0.0005626504425890744,641995,0.005544162821024656,1.680337905883789
89866,7,34050,-5.58819047,645180,21.37,0.00073,-76.41880798339844,0.0005146584007889032,642179,0.005124379880726337,1.6265310049057007
89890,7,34060,-5.63313505,645347,21.36,0.00073,-64.1874771118164,0.0004719860153272748,642346,0.0041670240461826324,1.6533606052398682
89914,7,34070,-5.643836859999999,645513,21.31,0.00073,-44.77558135986328,0.00043484082561917603,642512,0.008877074345946312,1.6866487264633179
89939,7,34080,-5.65390538,645681,21.27,0.00073,-65.86040496826172,0.00040114944567903876,642680,0.004885089583694935,1.7076921463012695
89963,7,34090,-5.661121959999999,645850,21.2,0.00073,-60.63536834716797,0.0003731130564119667,642849,0.0034143042284995317,1.689448595046997
89987,7,34100,-5.123738450000001,646016,20.95,0.00073,-24.8675537109375,0.00035470540751703084,643015,0.0036009016912430525,1.6625337600708008
90011,7,34110,-4.31587452,646181,20.03,0.00073,-38.934112548828125,0.00033712488948367536,643180,0.0030940803699195385,1.6839451789855957
90035,7,34120,-3.70556405,646347,18.91,0.00073,-35.48886489868164,0.0003213348099961877,643346,0.0026886165142059326,1.6400854587554932
90059,7,34130,-3.054922859999999,646513,17.57,0.00073,-29.197580337524414,0.00030752617749385536,643512,0.0035066150594502687,1.6281658411026
90083,7,34140,-2.75841233,646680,16.84,0.00073,-41.8226203918457,0.0002955437230411917,643679,0.006629143375903368,1.6136181354522705
90107,7,34150,-2.7518306,646849,16.69,0.00073,-26.96033477783203,0.00028767151525244117,643848,0.0021658185869455338,1.6104063987731934
90131,7,34160,-2.7230259800000005,647020,16.73,0.00073,-0.1321200132369995,0.0002753895823843777,644019,0.003053812775760889,1.6878215074539185
90156,7,34170,-2.69527744,647190,16.77,0.00073,-27.85664939880371,0.0002713109424803406,644189,0.002382416743785143,1.604306697845459
90180,7,34180,-2.6859933699999994,647359,16.78,0.00073,-20.754648208618164,0.0002675263094715774,644358,0.0027470553759485483,1.6443039178848267
90204,7,34190,-2.68121178,647528,16.78,0.00073,25.41732406616211,0.000265775976004079,644527,0.003795361379161477,1.6232173442840576
90229,7,34200,-2.6661912900000004,647698,16.82,0.00073,14.329170227050781,0.00026456566411070526,644697,0.005727175157517195,1.7046332359313965
90254,7,34210,-2.5934939599999995,647869,16.88,0.00073,-2.249708652496338,0.0002583298191893846,644868,0.0019358537392690778,1.7066196203231812
90278,7,34220,-2.53812972,648040,16.93,0.00073,-22.833602905273438,0.0002575814723968506,645039,0.0017438363283872604,1.6738178730010986
90303,7,34230,-2.5195735,648212,16.99,0.00073,-16.437782287597656,0.0002558161795604974,645211,0.0021304679103195667,1.6235600709915161
90328,7,34240,-2.47500412,648382,17.02,0.00073,5.3758625984191895,0.00025550872669555247,645381,0.0043628462590277195,1.633934497833252
90352,7,34250,-2.43329299,648553,17.04,0.00073,-7.368611812591553,0.0002503317082300782,645552,0.0033995765261352062,1.6588773727416992
90377,7,34260,-2.41624245,648725,17.05,0.00073,1.6521024703979492,0.0002472697233315557,645724,0.002648619469255209,1.6499391794204712
90402,7,34270,-2.42909252,648896,17.06,0.00073,-2.1855671405792236,0.00024608735111542046,645895,0.0026091448962688446,1.6172690391540527
90426,7,34280,-2.4107362699999997,649068,17.09,0.00073,-11.968555450439453,0.0002485905133653432,646067,0.0026295101270079613,1.599128007888794
90451,7,34290,-2.38618371,649242,17.14,0.00073,8.650483131408691,0.00025569324498064816,646241,0.002339913509786129,1.6045408248901367
90477,7,34300,-2.39722431,649419,17.21,0.00073,-12.02664566040039,0.0002524508163332939,646418,0.0030037628021091223,1.6565752029418945
90501,7,34310,-2.38914368,649592,17.23,0.00073,-13.038148880004883,0.0002488139143679291,646591,0.0021624527871608734,1.635681390762329
90527,7,34320,-2.39442712,649771,17.31,0.00073,-12.829487800598145,0.000252296042162925,646770,0.00246236240491271,1.6575676202774048
90553,7,34330,-2.38978689,649949,17.37,0.00073,-10.857261657714844,0.0002497312962077558,646948,0.0037899459712207317,1.6295636892318726
90577,7,34340,-2.40680609,650123,17.41,0.00073,16.9583740234375,0.00024774912162683904,647122,0.004888582043349743,1.6656116247177124
90603,7,34350,-2.4231094200000003,650298,17.45,0.00073,-21.152101516723633,0.0002476676309015602,647297,0.00301817012950778,1.6548250913619995
90627,7,34360,-2.4361420600000003,650469,17.44,0.00073,-15.786219596862793,0.0002485698787495494,647468,0.0021149367094039917,1.6089690923690796
90652,7,34370,-2.4235780000000005,650642,17.46,0.00073,-15.352015495300293,0.00025273385108448565,647641,0.0029002127703279257,1.6346063613891602
90677,7,34380,-2.4382675700000003,650814,17.46,0.00073,3.155705451965332,0.0002497672685422003,647813,0.004510124213993549,1.6162219047546387
90702,7,34390,-2.46044788,650991,17.49,0.00073,-27.82847023010254,0.0002494057116564363,647990,0.002782575087621808,1.61393141746521
90727,7,34400,-2.44126056,651163,17.44,0.00073,-5.380064010620117,0.00025144644314423203,648162,0.0025617072824388742,1.622772216796875
90752,7,34410,-2.4520072600000002,651337,17.45,0.00073,26.325946807861328,0.0002513419312890619,648336,0.004322929307818413,1.6712526082992554
90778,7,34420,-2.44622743,651512,17.41,0.00073,10.30069351196289,0.0002540055720601231,648511,0.0024533295072615147,1.64828622341156
90802,7,34430,-2.46011026,651683,17.34,0.00073,17.917043685913086,0.0002656877913977951,648682,0.0034157210029661655,1.6890854835510254
90826,7,34440,-2.47943884,651853,17.3,0.00073,15.743013381958008,0.0002727003302425146,648852,0.0024118702858686447,1.6334131956100464
90852,7,34450,-2.48344987,652029,17.31,0.00073,-15.57973575592041,0.00026484462432563305,649028,0.002739403862506151,1.5640945434570312
90876,7,34460,-2.4753323999999997,652197,17.28,0.00073,-8.82680606842041,0.0002562212466727942,649196,0.004103709477931261,1.6170899868011475
90901,7,34470,-2.4689921800000003,652367,17.25,0.00073,-4.2021026611328125,0.00025915572769008577,649366,0.005813129246234894,1.6616114377975464
90925,7,34480,-2.45891609,652536,17.22,0.00073,24.815584182739258,0.0002577006525825709,649535,0.003309825900942087,1.681949496269226
90950,7,34490,-2.4528692000000003,652706,17.15,0.00073,3.043410301208496,0.00026212356169708073,649705,0.00423514936119318,1.6291399002075195
90974,7,34500,-2.44217585,652877,17.14,0.00073,-33.6103401184082,0.0002574640966486186,649876,0.002715478651225567,1.5583205223083496
90999,7,34510,-2.43388284,653048,17.11,0.00073,-2.228604555130005,0.0002472157357260585,650047,0.0029056973289698362,1.613332986831665
91023,7,34520,-2.42618933,653219,17.07,0.00073,-7.388890743255615,0.00025580934016034007,650218,0.002264975104480982,1.6105092763900757
91047,7,34530,-2.40345762,653388,17.05,0.00073,6.16909122467041,0.000261927634710446,650387,0.002980868797749281,1.6225299835205078
91071,7,34540,-2.389338740000001,653557,17.04,0.00073,-14.684645652770996,0.000259982276475057,650556,0.002472471445798874,1.6294856071472168
91095,7,34550,-2.3758658500000003,653727,16.98,0.00073,-19.044540405273438,0.0002655327843967825,650726,0.002434808760881424,1.6077430248260498
91120,7,34560,-2.3790366599999997,653899,17.02,0.00073,21.7899112701416,0.0002651855756994337,650898,0.002435635309666395,1.6644762754440308
91144,7,34570,-2.4013865000000005,654071,17.04,0.00073,25.85548210144043,0.00024862962891347706,651070,0.003774094395339489,1.6592350006103516
91169,7,34580,-2.41285923,654243,17.07,0.00073,13.137174606323242,0.00025049291434697807,651242,0.004002735018730164,1.6663309335708618
91194,7,34590,-2.4065689900000002,654415,17.09,0.00073,14.654829025268555,0.0002459939569234848,651414,0.002623261883854866,1.6736676692962646
91218,7,34600,-2.4268210299999997,654586,17.09,0.00073,-3.179685592651367,0.00024884691811166704,651585,0.002368392888456583,1.6617228984832764
91243,7,34610,-2.4492642499999997,654760,17.12,0.00073,1.1220883131027222,0.0002477281086612493,651759,0.0027790842577815056,1.6050937175750732
91268,7,34620,-2.45046089,654934,17.15,0.00073,12.935874938964844,0.00024123348703142256,651933,0.004532713443040848,1.6652307510375977
91292,7,34630,-2.4535962199999997,655104,17.16,0.00073,15.026976585388184,0.0002472072374075651,652103,0.0019292512442916632,1.641489863395691
91316,7,34640,-2.4463107699999997,655271,17.14,0.00073,-5.022210597991943,0.00024754295009188354,652270,0.002009004820138216,1.5862739086151123
91340,7,34650,-2.43666068,655438,17.11,0.00073,1.2663905620574951,0.00024840611149556935,652437,0.0034686466678977013,1.6624237298965454
91363,7,34660,-2.42118862,655601,17.02,0.00073,16.443523406982422,0.0002465635188855231,652600,0.0028544319793581963,1.6308335065841675
91388,7,34670,-2.4155039700000005,655771,17.0,0.00073,11.504204750061035,0.0002500284754205495,652770,0.003255838993936777,1.640218734741211
91412,7,34680,-2.41340938,655938,16.95,0.00073,-9.971405029296875,0.00025572057347744703,652937,0.0027754693292081356,1.6491780281066895
91436,7,34690,-2.4060318099999995,656109,16.94,0.00073,-9.995529174804688,0.0002528949116822332,653108,0.0037550758570432663,1.6032732725143433
91461,7,34700,-2.40551703,656278,16.92,0.00073,-3.1368296146392822,0.00025233841734007,653277,0.0025065892841666937,1.6745184659957886
91485,7,34710,-2.3845222999999995,656447,16.87,0.00073,-8.191234588623047,0.0002586493210401386,653446,0.0014390392461791635,1.605258822441101
91510,7,34720,-2.3677443100000004,656617,16.83,0.00073,5.704943656921387,0.0002593433891888708,653616,0.0029463693499565125,1.6348249912261963
91534,7,34730,-2.3522528400000002,656786,16.82,0.00073,-3.0518717765808105,0.00025669424212537706,653785,0.004556642845273018,1.6292322874069214
91558,7,34740,-2.34457849,656958,16.87,0.00073,23.776153564453125,0.00025011313846334815,653957,0.004969386383891106,1.741844892501831
91583,7,34750,-2.33857647,657126,16.88,0.00073,-15.099260330200195,0.0002550327917560935,654125,0.002483562333509326,1.584269404411316
91607,7,34760,-2.34167369,657297,16.96,0.00073,-15.347894668579102,0.00025083188666030765,654296,0.0016952897422015667,1.6258608102798462
91631,7,34770,-2.3303937400000003,657465,16.94,0.00073,2.636383056640625,0.0002499474212527275,654464,0.002881326712667942,1.5947037935256958
91655,7,34780,-2.3223243,657634,16.96,0.00073,-1.228982925415039,0.0002582019951660186,654633,0.0024173883721232414,1.6438708305358887
91679,7,34790,-2.32980271,657802,16.93,0.00073,-5.978821754455566,0.0002639504964463413,654801,0.002340962179005146,1.6272900104522705
91703,7,34800,-2.31734939,657968,16.9,0.00073,4.861506462097168,0.000273354904493317,654967,0.002527266275137663,1.6358189582824707
91726,7,34810,-2.30600815,658130,16.83,0.00073,-12.855774879455566,0.0002723471261560917,655129,0.002488872967660427,1.6058493852615356
91750,7,34820,-2.30621794,658296,16.79,0.00073,-19.77131462097168,0.00026474034530110657,655295,0.0020943181589245796,1.6174229383468628
91774,7,34830,-2.3118600900000006,658465,16.79,0.00073,-9.122771263122559,0.0002644796622917056,655464,0.002343234606087208,1.6126339435577393
91798,7,34840,-2.30626002,658631,16.73,0.00073,-11.240178108215332,0.00025991484289988875,655630,0.001891575288027525,1.6439845561981201
91823,7,34850,-2.33965527,658804,16.78,0.00073,0.3568425178527832,0.00026333375717513263,655803,0.0018972820835188031,1.5828911066055298
91848,7,34860,-2.3650813200000003,658977,16.8,0.00073,-13.421996116638184,0.0002617940481286496,655976,0.0035587481688708067,1.619192123413086
91873,7,34870,-2.37835156,659150,16.85,0.00073,-3.0979886054992676,0.0002653368574101478,656149,0.0026588235050439835,1.6078591346740723
91896,7,34880,-2.3819432000000003,659317,16.83,0.00073,4.071968078613281,0.00026667604106478393,656316,0.002044963650405407,1.6545579433441162
91921,7,34890,-2.38509491,659483,16.81,0.00073,-31.27143669128418,0.0002659045276232064,656482,0.0019163419492542744,1.5652198791503906
91944,7,34900,-2.4279156699999995,659650,16.82,0.00073,2.992509365081787,0.0002617768186610192,656649,0.0025856823194772005,1.6188939809799194
91968,7,34910,-2.46716033,659814,16.84,0.00073,-8.174651145935059,0.00026417814660817385,656813,0.0033676321618258953,1.591130256652832
91991,7,34920,-2.47707827,659979,16.83,0.00073,-28.770841598510742,0.0002617793215904385,656978,0.0031054432038217783,1.6428301334381104
92015,7,34930,-2.4734386799999997,660146,16.81,0.00073,-19.09992218017578,0.0002590613148640841,657145,0.0018503342289477587,1.6287347078323364
92040,7,34940,-2.46372846,660316,16.85,0.00073,10.388957977294922,0.00025271481717936695,657315,0.0035241791047155857,1.628493309020996
92064,7,34950,-2.43787526,660487,16.83,0.00073,22.863784790039062,0.0002521452261134982,657486,0.002934596501290798,1.6685824394226074
92089,7,34960,-2.41535323,660659,16.82,0.00073,-1.9601459503173828,0.00025573911261744797,657658,0.0024955463595688343,1.6474934816360474
92114,7,34970,-2.40907991,660830,16.8,0.00073,28.761472702026367,0.00026199384592473507,657829,0.0030557119753211737,1.5945626497268677
92138,7,34980,-2.396928,661002,16.85,0.00073,34.28932189941406,0.0002640222664922476,658001,0.002228397876024246,1.629260778427124
92163,7,34990,-2.3799681699999997,661171,16.88,0.00073,-43.301239013671875,0.0002608689246699214,658170,0.0022192979231476784,1.604660153388977
92186,7,35000,-2.3352283400000005,661337,16.87,0.00073,-0.6088984608650208,0.0002599039289634675,658336,0.0033116834238171577,1.629598617553711
92210,7,35010,-2.3135409200000003,661503,16.89,0.00073,19.961034774780273,0.0002555143437348306,658502,0.001986841671168804,1.647945761680603
92234,7,35020,-2.3067367699999997,661673,16.94,0.00073,16.863365173339844,0.00026164279552176595,658672,0.004178206901997328,1.5870659351348877
92259,7,35030,-2.30944418,661842,16.96,0.00073,-1.9990873336791992,0.0002643160114530474,658841,0.0028415280394256115,1.6237324476242065
92284,7,35040,-2.33444083,662011,16.95,0.00073,12.513602256774902,0.0002616617421153933,659010,0.0029356819577515125,1.6190284490585327
92309,7,35050,-2.33967069,662177,16.9,0.00073,-21.480714797973633,0.00025637474027462304,659176,0.003828646382316947,1.6653547286987305
92334,7,35060,-2.33145992,662346,16.87,0.00073,-6.221883296966553,0.0002477718226145953,659345,0.0028262007981538773,1.6664930582046509
92360,7,35070,-2.31835757,662516,16.86,0.00073,9.688840866088867,0.00024072329688351601,659515,0.00211156252771616,1.6321911811828613
92384,7,35080,-2.31622927,662687,16.85,0.00073,0.8630471229553223,0.00024199433391913772,659686,0.002322651445865631,1.6125454902648926
92408,7,35090,-2.3224088,662853,16.82,0.00073,37.38325500488281,0.00024976846179924905,659852,0.0035600936971604824,1.6416875123977661
92433,7,35100,-2.31987153,663020,16.83,0.00073,-0.23832225799560547,0.00025310218916274607,660019,0.0029000332579016685,1.6038539409637451
92457,7,35110,-2.3374328,663188,16.85,0.00073,1.8928980827331543,0.00025697494857013226,660187,0.0028035598807036877,1.6328988075256348
92480,7,35120,-2.3461005,663355,16.82,0.00073,17.66986083984375,0.00024998554727062583,660354,0.0036393175832927227,1.6753968000411987
92504,7,35130,-2.35480118,663521,16.79,0.00073,-4.370791435241699,0.0002490897895768285,660520,0.002777555724605918,1.6168137788772583
92528,7,35140,-2.3313380100000005,663689,16.78,0.00073,6.275905609130859,0.0002477659145370126,660688,0.003397725522518158,1.6724138259887695
92553,7,35150,-2.3369485500000002,663858,16.81,0.00073,-38.117042541503906,0.00025221402756869793,660857,0.002150419168174267,1.5921274423599243
92577,7,35160,-2.34767472,664026,16.8,0.00073,-9.33714771270752,0.00026302377227693796,661025,0.002566959708929062,1.5859882831573486
92602,7,35170,-2.36396012,664199,16.83,0.00073,16.881736755371094,0.0002632416144479066,661198,0.0021067324560135603,1.6720490455627441
92626,7,35180,-2.35773167,664365,16.78,0.00073,-5.735452175140381,0.0002645904023665935,661364,0.0040536620654165745,1.6372467279434204
92649,7,35190,-2.35057492,664531,16.78,0.00073,12.349571228027344,0.0002605707850307226,661530,0.0035978928208351135,1.6929737329483032
92673,7,35200,-2.34508474,664697,16.77,0.00073,17.96636199951172,0.0002624609915073961,661696,0.0031811166554689407,1.6114795207977295
92697,7,35210,-2.33464679,664867,16.79,0.00073,30.4577693939209,0.000250642973696813,661866,0.004494993016123772,1.668135643005371
92722,7,35220,-2.34033018,665034,16.79,0.00073,-22.495433807373047,0.0002511368365958333,662033,0.0032748468220233917,1.5850112438201904
92746,7,35230,-2.3516338799999996,665205,16.84,0.00073,-6.167243957519531,0.00024618851603008807,662204,0.0026515177451074123,1.6155685186386108
92770,7,35240,-2.35725441,665373,16.84,0.00073,-22.398643493652344,0.00024442505673505366,662372,0.0018718116916716099,1.6143608093261719
92794,7,35250,-2.3366332599999997,665540,16.82,0.00073,28.3989200592041,0.0002491957857273519,662539,0.002722550882026553,1.7177807092666626
92819,7,35260,-2.33052479,665711,16.85,0.00073,9.39776611328125,0.00024917416158132255,662710,0.0033277575857937336,1.7043681144714355
92844,7,35270,-2.3180841599999997,665883,16.84,0.00073,5.977565288543701,0.0002565559698268771,662882,0.002249733079224825,1.67141854763031
92868,7,35280,-2.3277262100000002,666050,16.85,0.00073,-25.952957153320312,0.00025704014115035534,663049,0.002686327090486884,1.5959705114364624
92893,7,35290,-2.3405605900000004,666221,16.9,0.00073,1.1766672134399414,0.00024355738423764706,663220,0.0022595757618546486,1.6114091873168945
92917,7,35300,-2.34364944,666388,16.91,0.00073,-13.798240661621094,0.0002545625902712345,663387,0.001806589076295495,1.593774676322937
92941,7,35310,-2.33326359,666557,16.9,0.00073,10.512290000915527,0.00026229009381495416,663556,0.0021086514461785555,1.6775357723236084
92965,7,35320,-2.3250345499999994,666723,16.89,0.00073,14.168228149414062,0.0002529508783482015,663722,0.0027017034590244293,1.5966333150863647
92989,7,35330,-2.3087648699999996,666892,16.87,0.00073,-2.7722558975219727,0.00025104201631620526,663891,0.0030108110513538122,1.5988354682922363
93013,7,35340,-2.31594886,667062,16.89,0.00073,15.703397750854492,0.000245107599766925,664061,0.0039873868227005005,1.6321053504943848
93037,7,35350,-2.3173584799999998,667230,16.9,0.00073,-13.298844337463379,0.00024281360674649477,664229,0.002572318771854043,1.60345458984375
93061,7,35360,-2.3254287199999997,667396,16.85,0.00073,-3.7417187690734863,0.00024747566203586757,664395,0.002218041568994522,1.6311787366867065
93086,7,35370,-2.3370989700000004,667567,16.84,0.00073,-8.35723876953125,0.0002544244925957173,664566,0.0025375988334417343,1.6577330827713013
93110,7,35380,-2.33645783,667735,16.85,0.00073,2.3531737327575684,0.00026349350810050964,664734,0.0029543766286224127,1.6303097009658813
93134,7,35390,-2.33439934,667904,16.83,0.00073,-25.0084285736084,0.0002638991572894156,664903,0.001493700547143817,1.5602221488952637
93158,7,35400,-2.3313292400000005,668074,16.86,0.00073,-11.323360443115234,0.0002634166448842734,665073,0.0018924949690699577,1.6264396905899048
93183,7,35410,-2.33324434,668245,16.88,0.00073,11.27431583404541,0.0002652976254466921,665244,0.003352915868163109,1.6747862100601196
93208,7,35420,-2.3301598099999996,668413,16.9,0.00073,8.4050931930542,0.00026065230485983193,665412,0.004459181800484657,1.6502578258514404
93231,7,35430,-2.3198069399999994,668582,16.9,0.00073,-8.073169708251953,0.00025215005734935403,665581,0.0026192720979452133,1.5724514722824097
93256,7,35440,-2.31317251,668751,16.89,0.00073,14.926749229431152,0.00024854190996848047,665750,0.004359564743936062,1.6363122463226318
93280,7,35450,-2.3283623799999997,668920,16.9,0.00073,-17.684814453125,0.0002493778883945197,665919,0.00245693139731884,1.6267403364181519
93304,7,35460,-2.33523582,669089,16.93,0.00073,16.692890167236328,0.00024068908533081412,666088,0.0036443909630179405,1.595674991607666
93328,7,35470,-2.3317739900000003,669259,16.92,0.00073,27.327373504638672,0.00024399769608862698,666258,0.0033799330703914165,1.636155128479004
93351,7,35480,-2.3307222999999997,669424,16.89,0.00073,-3.0015974044799805,0.0002467545273248106,666423,0.0029610823839902878,1.644258975982666
93376,7,35490,-2.3164899899999996,669592,16.88,0.00073,-18.344593048095703,0.00024385347205679864,666591,0.0017728449311107397,1.5317354202270508
93400,7,35500,-2.3292126100000003,669759,16.85,0.00073,-7.229199409484863,0.0002464441058691591,666758,0.002800519112497568,1.6319029331207275
93424,7,35510,-2.3297079999999997,669927,16.82,0.00073,5.358991622924805,0.00026541732950136065,666926,0.002474334090948105,1.605879783630371
93448,7,35520,-2.3415556100000003,670097,16.84,0.00073,-5.3404059410095215,0.00026786202215589583,667096,0.0017160724382847548,1.6031899452209473
93471,7,35530,-2.3425309899999998,670259,16.77,0.00073,5.5170817375183105,0.000264872913248837,667258,0.003054510336369276,1.6451051235198975
93495,7,35540,-2.33310039,670429,16.78,0.00073,-2.4450531005859375,0.00025524545344524086,667428,0.0037759696133434772,1.6262462139129639
93519,7,35550,-2.3280281,670597,16.77,0.00073,42.46316909790039,0.0002535273670218885,667596,0.0030822651460766792,1.6396901607513428
93543,7,35560,-2.31557093,670766,16.77,0.00073,-3.0255777835845947,0.00025114353047683835,667765,0.003664982970803976,1.607206106185913
93568,7,35570,-2.3029705200000006,670935,16.76,0.00073,-12.86378288269043,0.0002556720282882452,667934,0.003296004608273506,1.646446704864502
93592,7,35580,-2.3006519,671103,16.79,0.00073,17.238571166992188,0.00026088932645507157,668102,0.004702667705714703,1.6535406112670898
93616,7,35590,-2.3145079199999996,671269,16.77,0.00073,-7.836503028869629,0.00025083188666030765,668268,0.002346821129322052,1.640426516532898
93640,7,35600,-2.30810782,671434,16.75,0.00073,8.319036483764648,0.0002545594470575452,668433,0.0032459073700010777,1.6522389650344849
93664,7,35610,-2.30278849,671600,16.73,0.00073,10.61594295501709,0.0002550724311731756,668599,0.0027059041894972324,1.6039907932281494
93689,7,35620,-2.29181632,671771,16.74,0.00073,-38.99692916870117,0.00024509336799383163,668770,0.0019388195360079408,1.6187856197357178
93713,7,35630,-2.31551773,671940,16.81,0.00073,7.1210222244262695,0.00023963506100699306,668939,0.0024088984355330467,1.62177574634552
93737,7,35640,-2.32365532,672110,16.81,0.00073,21.25553321838379,0.0002454664499964565,669109,0.00231852475553751,1.6523520946502686
93762,7,35650,-2.32431923,672282,16.85,0.00073,-14.266613006591797,0.0002522325376048684,669281,0.005254080053418875,1.6129975318908691
93787,7,35660,-2.32836868,672455,16.89,0.00073,21.496688842773438,0.00025106690009124577,669454,0.0017793996958062053,1.6676572561264038
93812,7,35670,-2.3359687700000005,672626,16.91,0.00073,-29.269105911254883,0.0002555750252213329,669625,0.002089596353471279,1.6114956140518188
93837,7,35680,-2.36377162,672796,16.93,0.00073,8.089022636413574,0.000251881341682747,669795,0.002819639164954424,1.6032453775405884
93861,7,35690,-2.3561842100000003,672966,16.97,0.00073,1.9409353733062744,0.0002509038895368576,669965,0.003543656086549163,1.631990909576416
93885,7,35700,-2.3489686699999996,673134,17.0,0.00073,-30.66181182861328,0.0002554743841756135,670133,0.0017846458358690143,1.6028035879135132
93910,7,35710,-2.35271292,673303,17.03,0.00073,9.826942443847656,0.00025744715821929276,670302,0.002771988045424223,1.6402782201766968
93934,7,35720,-2.3452977199999996,673471,17.0,0.00073,-1.5738716125488281,0.00026486458955332637,670470,0.0027322941459715366,1.6256263256072998
93958,7,35730,-2.3301697,673639,16.99,0.00073,-33.5653076171875,0.00026581197744235396,670638,0.0027913048397749662,1.6299699544906616
93982,7,35740,-2.3457698199999997,673807,16.97,0.00073,18.65902328491211,0.0002624422195367515,670806,0.002860240638256073,1.6139335632324219
94006,7,35750,-2.3445796599999995,673974,16.92,0.00073,9.646079063415527,0.0002586759510450065,670973,0.003964078146964312,1.5640383958816528
94030,7,35760,-2.3449050099999997,674143,16.88,0.00073,1.7675299644470215,0.00025476684095337987,671142,0.0031983698718249798,1.600231409072876
94055,7,35770,-2.3493200400000003,674312,16.86,0.00073,5.269313812255859,0.000259269931120798,671311,0.0013491782592609525,1.6013776063919067
94079,7,35780,-2.33009137,674480,16.84,0.00073,-22.453580856323242,0.00025747809559106827,671479,0.001485386397689581,1.6026294231414795
94103,7,35790,-2.32646574,674647,16.81,0.00073,-18.451814651489258,0.00025117755285464227,671646,0.0036450510378926992,1.5793797969818115
94127,7,35800,-2.3276534599999996,674814,16.8,0.00073,-13.50525951385498,0.00025372180971316993,671813,0.0017685643397271633,1.618241310119629
94151,7,35810,-2.31491152,674981,16.78,0.00073,38.75896072387695,0.0002556103572715074,671980,0.004572032950818539,1.6815522909164429
94175,7,35820,-2.3218262100000002,675149,16.78,0.00073,-12.172548294067383,0.0002554054372012615,672148,0.00304116727784276,1.618790626525879
94200,7,35830,-2.32521728,675316,16.77,0.00073,-30.340896606445312,0.00025407850625924766,672315,0.002088321605697274,1.580004096031189
94224,7,35840,-2.30992421,675482,16.75,0.00073,-3.611464500427246,0.00024755994672887027,672481,0.002161830198019743,1.5989311933517456
94248,7,35850,-2.3026844,675649,16.75,0.00073,-6.5976104736328125,0.0002466392470523715,672648,0.0028710919432342052,1.6143642663955688
94272,7,35860,-2.29430698,675813,16.7,0.00073,-16.971715927124023,0.00024030743225011975,672812,0.002263524103909731,1.6193572282791138
94296,7,35870,-2.28044755,675979,16.67,0.00073,-9.441644668579102,0.00024557087454013526,672978,0.001742714666761458,1.6084649562835693
94319,7,35880,-2.26726793,676145,16.65,0.00073,-1.4567489624023438,0.0002555859973654151,673144,0.003104666480794549,1.6458207368850708
94344,7,35890,-2.27730083,676313,16.66,0.00073,8.919325828552246,0.00025086538516916335,673312,0.0030539485160261393,1.6329538822174072
94368,7,35900,-2.27766238,676483,16.69,0.00073,14.672486305236816,0.0002617793215904385,673482,0.004816193133592606,1.5967695713043213
94393,7,35910,-2.2936593000000003,676651,16.7,0.00073,-23.32307243347168,0.0002565970935393125,673650,0.0031712986528873444,1.5946223735809326
94417,7,35920,-2.3079436299999996,676823,16.74,0.00073,22.474048614501953,0.00025090438430197537,673822,0.005784399341791868,1.601432204246521
94442,7,35930,-2.29800093,676991,16.75,0.00073,-2.7751340866088867,0.0002604065812192857,673990,0.0026396475732326508,1.6204301118850708
94467,7,35940,-2.2953149199999996,677157,16.75,0.00073,4.125579357147217,0.0002649120579008013,674156,0.002015617210417986,1.5819659233093262
94491,7,35950,-2.3041181099999997,677326,16.77,0.00073,11.920941352844238,0.00026455734041519463,674325,0.0038276654668152332,1.5729188919067383
94515,7,35960,-2.3062735599999997,677491,16.78,0.00073,-5.633296012878418,0.0002591280499473214,674490,0.0023111123591661453,1.5979316234588623
94539,7,35970,-2.32559688,677659,16.8,0.00073,-6.515701770782471,0.00026311661349609494,674658,0.0024294343311339617,1.6260699033737183
94563,7,35980,-2.32975186,677826,16.81,0.00073,29.045211791992188,0.00025889338576234877,674825,0.00617791386321187,1.6322270631790161
94589,7,35990,-2.33047621,677999,16.86,0.00073,4.385408878326416,0.00025685146101750433,674998,0.00351221626624465,1.6761771440505981
94613,7,36000,-2.33409417,678165,16.82,0.00073,9.909723281860352,0.00025817714049480855,675164,0.0032747373916208744,1.6071491241455078
94637,7,36010,-2.3330422,678330,16.79,0.00073,-21.166038513183594,0.0002559740678407252,675329,0.0014210573863238096,1.5899795293807983
94661,7,36020,-2.33416902,678495,16.72,0.00073,17.817184448242188,0.00025964059750549495,675494,0.0019196360372006893,1.5931272506713867
