time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,train/critic_loss,train/learning_rate,train/ent_coef,train/n_updates,train/ent_coef_loss,train/actor_loss
729842,102906,7,772.7559878300002,100.0,7530,0.4875195622444153,0.00073,0.007432782556861639,726841,14.229438781738281,-391.6881103515625
730842,103053,7,772.1495995700002,100.0,7540,0.4215884804725647,0.00073,0.007623296696692705,727841,-6.002249240875244,-393.0502624511719
731842,103199,7,772.1354742300001,100.0,7550,0.7609716653823853,0.00073,0.007753598969429731,728841,13.212486267089844,-394.13885498046875
732842,103347,7,767.3286612699999,100.0,7560,4.37843132019043,0.00073,0.019343994557857513,729841,77.99087524414062,-405.3028259277344
733842,103495,7,727.10376716,100.0,7570,3.2436227798461914,0.00073,0.02814023196697235,730841,-23.420902252197266,-428.68017578125
734842,103644,7,687.1877389499999,100.0,7580,1.2691078186035156,0.00073,0.016600454226136208,731841,-23.64315414428711,-423.8904724121094
735842,103795,7,663.2129298099999,100.0,7590,1.3201243877410889,0.00073,0.012206735089421272,732841,1.5244144201278687,-414.2370300292969
736842,103945,7,662.41760905,100.0,7600,0.9286171793937683,0.00073,0.010681843385100365,733841,11.107568740844727,-408.3907165527344
737842,104097,7,661.58393946,100.0,7610,1.1812931299209595,0.00073,0.009813472628593445,734841,7.382671356201172,-402.77325439453125
738842,104248,7,661.08810044,100.0,7620,0.6706432104110718,0.00073,0.00910555012524128,735841,-5.372984409332275,-400.137939453125
739842,104398,7,663.30532071,100.0,7630,0.4836714565753937,0.00073,0.008936508558690548,736841,-11.699946403503418,-398.3951416015625
740842,104548,7,663.99005678,100.0,7640,0.40532055497169495,0.00073,0.00863349623978138,737841,-9.418657302856445,-396.6884460449219
741842,104699,7,664.02797255,100.0,7650,0.5227905511856079,0.00073,0.00850689597427845,738841,-5.951333999633789,-395.29541015625
742842,104851,7,668.94170662,100.0,7660,0.6008162498474121,0.00073,0.008053891360759735,739841,2.6224865913391113,-394.9044189453125
743842,105003,7,709.1749480300001,100.0,7670,0.5820173621177673,0.00073,0.007992152124643326,740841,-6.90827751159668,-393.17041015625
744842,105154,7,748.37910238,100.0,7680,0.4245925843715668,0.00073,0.007785430643707514,741841,-8.163309097290039,-393.5781555175781
745842,105306,7,770.1382788099999,100.0,7690,0.5631011128425598,0.00073,0.00750815449282527,742841,7.335506439208984,-391.9978332519531
746842,105456,7,770.7271657999997,100.0,7700,0.4216601848602295,0.00073,0.00759626692160964,743841,-6.356900215148926,-393.755859375
747842,105609,7,771.59088228,100.0,7710,0.527599036693573,0.00073,0.007603852078318596,744841,-6.511249542236328,-393.9181823730469
748842,105761,7,772.099383,100.0,7720,0.6376347541809082,0.00073,0.007792019285261631,745841,3.3317954540252686,-393.2520751953125
749842,105913,7,767.25318769,100.0,7730,0.6099896430969238,0.00073,0.007541663944721222,746841,-4.480426788330078,-392.37890625
750842,106065,7,767.04453382,100.0,7740,0.6715077757835388,0.00073,0.007968980818986893,747841,5.225960731506348,-392.5953674316406
751842,106218,7,749.8061876799999,100.0,7750,3.0888078212738037,0.00073,0.02562551014125347,748841,35.87752151489258,-413.99835205078125
752842,106371,7,708.3553999500001,100.0,7760,1.6674668788909912,0.00073,0.01925893872976303,749841,-34.061004638671875,-417.088623046875
753842,106523,7,680.5996019400002,100.0,7770,1.2914726734161377,0.00073,0.012569332495331764,750841,-4.07823371887207,-408.509521484375
754842,106675,7,678.9384091500001,100.0,7780,1.2794203758239746,0.00073,0.011541464366018772,751841,5.433789253234863,-406.4700927734375
755842,106833,7,679.09161741,100.0,7790,1.175971269607544,0.00073,0.01160420197993517,752841,-12.075862884521484,-408.1581726074219
756842,106996,7,679.00641499,100.0,7800,0.9069181084632874,0.00073,0.01008171308785677,753841,-6.721090316772461,-405.14630126953125
757842,107156,7,678.92917881,100.0,7810,0.6893782615661621,0.00073,0.009032567031681538,754841,-10.84965705871582,-402.7856140136719
758842,107318,7,678.9121099699998,100.0,7820,0.5306089520454407,0.00073,0.008724546059966087,755841,-0.7375060319900513,-400.25006103515625
759842,107471,7,683.77221899,100.0,7830,0.7667719125747681,0.00073,0.008554745465517044,756841,0.8740206956863403,-396.40643310546875
760842,107624,7,683.9181099799998,100.0,7840,0.49664971232414246,0.00073,0.008236058056354523,757841,7.01926851272583,-396.2979736328125
761842,107777,7,701.1027609899998,100.0,7850,0.6121174097061157,0.00073,0.008027768693864346,758841,0.2473575472831726,-397.82293701171875
762842,107931,7,739.5509021000001,100.0,7860,0.487785279750824,0.00073,0.00856208335608244,759841,6.22097635269165,-397.4786071777344
763842,108084,7,764.9351211300001,100.0,7870,1.017848253250122,0.00073,0.009526154026389122,760841,2.8276145458221436,-396.4508056640625
764842,108236,7,766.5371235300001,100.0,7880,0.556908130645752,0.00073,0.008526368997991085,761841,-5.757595539093018,-396.3510437011719
765842,108390,7,768.5685899100001,100.0,7890,0.3627297878265381,0.00073,0.008065631613135338,762841,-6.072885036468506,-395.3625183105469
766842,108541,7,768.8701999199999,100.0,7900,0.5624831914901733,0.00073,0.007832975126802921,763841,3.959808349609375,-393.2624206542969
767842,108692,7,768.9084066799999,100.0,7910,0.4467126131057739,0.00073,0.0076583134941756725,764841,1.8656387329101562,-393.16632080078125
768842,108843,7,768.93356501,100.0,7920,0.354560911655426,0.00073,0.007361803203821182,765841,-1.03171706199646,-392.3294982910156
769842,108993,7,769.05136812,100.0,7930,0.45467859506607056,0.00073,0.007230006158351898,766841,5.9392900466918945,-392.2130126953125
770842,109143,7,766.62868187,100.0,7940,0.46071991324424744,0.00073,0.007567074149847031,767841,-10.009077072143555,-393.6972961425781
771842,109294,7,764.7840482200002,100.0,7950,0.4447605609893799,0.00073,0.007699450943619013,768841,-0.5337700843811035,-392.25677490234375
772842,109448,7,764.80984632,100.0,7960,0.39747533202171326,0.00073,0.008166098035871983,769841,-1.8489391803741455,-393.9385070800781
773842,109600,7,766.45726555,100.0,7970,0.5030782222747803,0.00073,0.007867434993386269,770841,1.1167572736740112,-393.60968017578125
774842,109750,7,767.3009424400001,100.0,7980,0.6296858787536621,0.00073,0.00805189460515976,771841,14.46658706665039,-393.5918273925781
775842,109899,7,765.32516046,100.0,7990,0.7644600868225098,0.00073,0.008017313666641712,772841,3.6773860454559326,-392.967041015625
776842,110049,7,765.22833632,100.0,8000,0.6393219232559204,0.00073,0.00750313326716423,773841,-17.390239715576172,-394.26397705078125
777842,110199,7,765.1980691899998,100.0,8010,0.9407545328140259,0.00073,0.007721695117652416,774841,10.374161720275879,-392.88812255859375
778842,110349,7,765.0064081899999,100.0,8020,0.5816222429275513,0.00073,0.007334151305258274,775841,-9.606428146362305,-393.7835693359375
779842,110499,7,763.2206219299999,100.0,8030,0.7023359537124634,0.00073,0.00741139892488718,776841,3.577986717224121,-393.43023681640625
780842,110650,7,765.67481814,100.0,8040,0.42266684770584106,0.00073,0.007490421179682016,777841,11.0150728225708,-393.664306640625
781842,110800,7,767.5141088699999,100.0,8050,0.424860417842865,0.00073,0.007608497980982065,778841,1.6619136333465576,-393.2613525390625
782842,110951,7,770.4689809399999,100.0,8060,0.40532827377319336,0.00073,0.007517210673540831,779841,-14.081338882446289,-393.34381103515625
783842,111104,7,771.1906243999999,100.0,8070,0.4798335134983063,0.00073,0.007209027651697397,780841,13.640239715576172,-392.5397033691406
784842,111256,7,771.17030893,100.0,8080,0.5662453174591064,0.00073,0.007632393389940262,781841,10.481585502624512,-393.8797302246094
785842,111405,7,771.8834684200001,100.0,8090,0.49748486280441284,0.00073,0.007757889106869698,782841,-14.80260944366455,-395.5108642578125
786842,111554,7,769.3747665600001,100.0,8100,0.39596042037010193,0.00073,0.007421205285936594,783841,-8.908285140991211,-394.7704772949219
787842,111704,7,767.1314903599999,100.0,8110,0.38120216131210327,0.00073,0.0072768195532262325,784841,-4.421415328979492,-391.699951171875
788842,111854,7,767.1678872,100.0,8120,0.6086885929107666,0.00073,0.007484351750463247,785841,3.5900001525878906,-393.2635498046875
789842,112006,7,768.8968997099998,100.0,8130,0.7081011533737183,0.00073,0.007931954227387905,786841,-9.587642669677734,-394.4884948730469
790842,112159,7,768.4296422100001,100.0,8140,0.38298147916793823,0.00073,0.007433888502418995,787841,-9.223026275634766,-394.732177734375
791842,112310,7,767.9046564199999,100.0,8150,0.2781713604927063,0.00073,0.006992728915065527,788841,1.2671325206756592,-393.69525146484375
792842,112462,7,767.74627322,100.0,8160,0.6501296758651733,0.00073,0.007252069655805826,789841,8.293778419494629,-392.8435974121094
793842,112613,7,766.9794644,100.0,8170,0.5856565237045288,0.00073,0.007502947002649307,790841,6.258342742919922,-392.6503601074219
794842,112764,7,765.8092028900002,100.0,8180,0.36180511116981506,0.00073,0.00703724380582571,791841,-10.182401657104492,-394.26385498046875
795842,112914,7,767.08463966,100.0,8190,0.5166028738021851,0.00073,0.006666465662419796,792841,-1.3829002380371094,-393.34539794921875
796842,113064,7,769.6699394100001,100.0,8200,0.3607396185398102,0.00073,0.007085815537720919,793841,-19.38716697692871,-395.250244140625
797842,113213,7,771.91240739,100.0,8210,0.3468153476715088,0.00073,0.006909359712153673,794841,-7.43329381942749,-394.81390380859375
798842,113366,7,771.7357087900001,100.0,8220,0.6801751852035522,0.00073,0.008298180997371674,795841,-11.750495910644531,-395.6645202636719
799842,113518,7,753.51323812,100.0,8230,0.9904369711875916,0.00073,0.010008729062974453,796841,1.3244305849075317,-399.27447509765625
800842,113669,7,703.6938477799999,100.0,8240,0.5240117907524109,0.00073,0.008922984823584557,797841,-5.9820876121521,-401.75775146484375
801842,113821,7,701.18188869,100.0,8250,0.8570301532745361,0.00073,0.009176366031169891,798841,2.1549692153930664,-402.08599853515625
802842,113972,7,701.28842883,100.0,8260,1.0076477527618408,0.00073,0.009108312427997589,799841,-1.1445491313934326,-399.14404296875
803842,114122,7,702.0036028000001,100.0,8270,0.6954500675201416,0.00073,0.008328787982463837,800841,-9.314199447631836,-399.60247802734375
804842,114275,7,703.2323752,100.0,8280,0.437906414270401,0.00073,0.007774864789098501,801841,-7.7732133865356445,-398.6607666015625
805842,114428,7,703.27008161,100.0,8290,0.6958431005477905,0.00073,0.007355936337262392,802841,-0.5198931694030762,-396.44073486328125
806842,114581,7,703.30508833,100.0,8300,0.4482535719871521,0.00073,0.006871824152767658,803841,3.1538448333740234,-396.09307861328125
807842,114733,7,703.3198715799999,100.0,8310,0.47863149642944336,0.00073,0.0067491307854652405,804841,2.445507526397705,-394.78607177734375
808842,114883,7,703.6318118099998,100.0,8320,0.5410640835762024,0.00073,0.006597441621124744,805841,-6.578011512756348,-395.294677734375
809842,115035,7,721.9039943399999,100.0,8330,0.3388955593109131,0.00073,0.006795781664550304,806841,9.939801216125488,-394.7178649902344
810842,115187,7,772.1713723499998,100.0,8340,0.5324100255966187,0.00073,0.0068298401311039925,807841,3.1127820014953613,-394.01959228515625
811842,115339,7,774.2833239899999,100.0,8350,0.6103743314743042,0.00073,0.006637987215071917,808841,-2.591452121734619,-392.92144775390625
812842,115491,7,774.3170324999999,100.0,8360,0.3764874041080475,0.00073,0.0066497186198830605,809841,11.665180206298828,-393.9310607910156
813842,115643,7,774.28590823,100.0,8370,0.6107056140899658,0.00073,0.006536595989018679,810841,8.667430877685547,-393.3775634765625
814842,115795,7,774.2629974500001,100.0,8380,0.34051454067230225,0.00073,0.006486745085567236,811841,-17.84618377685547,-395.2600402832031
815842,115947,7,774.2134349,100.0,8390,0.617127001285553,0.00073,0.006551533471792936,812841,-1.9580167531967163,-394.15008544921875
816842,116099,7,773.6495843399998,100.0,8400,0.6854612827301025,0.00073,0.007058318704366684,813841,-1.5758068561553955,-393.6139221191406
817842,116249,7,771.72759768,100.0,8410,0.9995604753494263,0.00073,0.007089688908308744,814841,15.217649459838867,-393.7306823730469
818842,116402,7,766.0586026999999,100.0,8420,0.8473634719848633,0.00073,0.008778679184615612,815841,9.249061584472656,-395.1524658203125
819842,116552,7,729.3988661599999,100.0,8430,0.7264997363090515,0.00073,0.007459796033799648,816841,16.105812072753906,-393.92730712890625
820842,116703,7,729.0440207999999,100.0,8440,0.695442795753479,0.00073,0.007303924299776554,817841,-19.50802993774414,-394.7261047363281
821842,116853,7,728.1578457399997,100.0,8450,1.3364571332931519,0.00073,0.007091862615197897,818841,-1.5352284908294678,-396.8034973144531
822842,117006,7,728.0419736000002,100.0,8460,0.7109174132347107,0.00073,0.00707149738445878,819841,9.690786361694336,-395.523681640625
823842,117155,7,728.1182701499998,100.0,8470,0.6853927969932556,0.00073,0.00754406675696373,820841,-10.252107620239258,-395.9322204589844
824842,117307,7,726.1056241799998,100.0,8480,0.5918780565261841,0.00073,0.008799978531897068,821841,-8.178390502929688,-395.7198181152344
825842,117461,7,719.0877875900001,100.0,8490,1.2329769134521484,0.00073,0.0092549417167902,822841,-2.652430534362793,-397.4737243652344
826842,117612,7,719.56769685,100.0,8500,0.7135827541351318,0.00073,0.008603036403656006,823841,1.0716156959533691,-399.9056396484375
827842,117763,7,721.3795916,100.0,8510,0.4592435359954834,0.00073,0.008095543831586838,824841,-1.9383467435836792,-399.7381591796875
828842,117913,7,727.0586423199999,100.0,8520,0.42445456981658936,0.00073,0.006919366307556629,825841,-2.9682087898254395,-398.783447265625
829842,118065,7,763.71210219,100.0,8530,0.5709816813468933,0.00073,0.007004919927567244,826841,15.646041870117188,-396.6914367675781
830842,118215,7,764.09534769,100.0,8540,0.5092513561248779,0.00073,0.007165974471718073,827841,4.72174596786499,-395.5880432128906
831842,118363,7,766.0119912600001,100.0,8550,0.4829971194267273,0.00073,0.0071951705031096935,828841,-3.132455587387085,-396.15155029296875
832842,118513,7,766.16796994,100.0,8560,0.3018132746219635,0.00073,0.007354386150836945,829841,-6.238399505615234,-396.25115966796875
833842,118657,7,765.6125694100001,100.0,8570,0.4823641777038574,0.00073,0.006791502702981234,830841,4.221453666687012,-395.15185546875
834842,118801,7,767.1341191200002,100.0,8580,0.555952787399292,0.00073,0.0065000467002391815,831841,1.6719307899475098,-393.47613525390625
835842,118943,7,773.46808226,100.0,8590,0.5672910213470459,0.00073,0.006630629301071167,832841,-3.620565891265869,-394.5382080078125
836842,119085,7,773.30829641,100.0,8600,0.7119135856628418,0.00073,0.006804202683269978,833841,-0.2672860622406006,-394.68450927734375
837842,119225,7,773.4179515800001,100.0,8610,0.545049786567688,0.00073,0.006838759407401085,834841,-1.910179853439331,-396.12493896484375
838842,119367,7,773.3069937700001,100.0,8620,0.3042655289173126,0.00073,0.007087691221386194,835841,1.83164644241333,-396.0295104980469
839842,119506,7,773.2694570900002,100.0,8630,0.4158937335014343,0.00073,0.006281942594796419,836841,0.18775933980941772,-394.56793212890625
840842,119647,7,773.26973192,100.0,8640,0.6649248600006104,0.00073,0.0065201749093830585,837841,-7.633510589599609,-394.67889404296875
841842,119788,7,773.2021001100001,100.0,8650,0.46140310168266296,0.00073,0.006339607760310173,838841,9.130049705505371,-394.4417419433594
842842,119932,7,773.0782865199998,100.0,8660,0.6401739120483398,0.00073,0.006382451392710209,839841,-2.9086101055145264,-395.12872314453125
843842,120074,7,773.6441519499999,100.0,8670,0.3566344976425171,0.00073,0.006586801260709763,840841,-4.812612056732178,-395.9077453613281
844842,120215,7,774.05306922,100.0,8680,0.3577839136123657,0.00073,0.006647236179560423,841841,-6.471388816833496,-395.5433654785156
845842,120358,7,767.24383615,100.0,8690,0.42170238494873047,0.00073,0.0068743410520255566,842841,-5.006180286407471,-394.274169921875
846842,120501,7,765.20629099,100.0,8700,0.44910722970962524,0.00073,0.0073991636745631695,843841,15.480436325073242,-394.9308776855469
847842,120643,7,759.5757398400002,100.0,8710,0.5433152914047241,0.00073,0.009081610478460789,844841,19.638626098632812,-396.5814208984375
848842,120784,7,753.38923647,100.0,8720,0.5632851123809814,0.00073,0.009768801741302013,845841,-10.371827125549316,-399.6310729980469
849842,120925,7,751.18423949,100.0,8730,0.47451072931289673,0.00073,0.007933028042316437,846841,16.608701705932617,-400.2713928222656
850842,121067,7,751.1523466199999,100.0,8740,0.43839341402053833,0.00073,0.007075986824929714,847841,-4.054649353027344,-400.6231384277344
851842,121209,7,751.1471877100001,100.0,8750,0.3159523606300354,0.00073,0.006520949304103851,848841,-3.6038246154785156,-399.4260559082031
852842,121351,7,751.2265232099999,100.0,8760,0.45478883385658264,0.00073,0.0061558084562420845,849841,2.9394643306732178,-397.6893005371094
853842,121494,7,751.1843224099998,100.0,8770,0.3803650736808777,0.00073,0.006029517389833927,850841,1.690791130065918,-397.3805236816406
854842,121636,7,749.9481157499999,100.0,8780,0.6723448038101196,0.00073,0.0068383486941456795,851841,0.5695986747741699,-397.85687255859375
855842,121780,7,750.180711,100.0,8790,0.8475426435470581,0.00073,0.00763184018433094,852841,3.199204921722412,-400.3706970214844
856842,121926,7,747.11565139,100.0,8800,0.6368402242660522,0.00073,0.009198270738124847,853841,-4.7610249519348145,-401.7861633300781
857842,122069,7,716.6621969299999,100.0,8810,0.9944145083427429,0.00073,0.009390591643750668,854841,-8.565276145935059,-403.25518798828125
858842,122212,7,708.2242008600001,100.0,8820,0.9744820594787598,0.00073,0.008867060765624046,855841,-13.225955963134766,-401.9166259765625
859842,122354,7,709.21131537,100.0,8830,0.9653948545455933,0.00073,0.007868087850511074,856841,-20.26224136352539,-401.4562683105469
860842,122498,7,709.19496029,100.0,8840,0.42137521505355835,0.00073,0.0067884852178394794,857841,-18.052885055541992,-400.48016357421875
861842,122642,7,709.19868998,100.0,8850,0.5542833805084229,0.00073,0.007037905044853687,858841,3.828338861465454,-397.41796875
862842,122785,7,709.2315596400002,100.0,8860,0.4050412178039551,0.00073,0.007858743891119957,859841,-7.173253059387207,-399.6363830566406
863842,122930,7,705.4000304,100.0,8870,1.233210802078247,0.00073,0.00853395089507103,860841,4.472774505615234,-400.6168212890625
864842,123075,7,690.6595699800001,100.0,8880,3.5027477741241455,0.00073,0.012775839306414127,861841,77.20250701904297,-406.2469482421875
865493,123169,7,624.0806585999999,96.51,8890,8.811565399169922,0.00073,0.03596707060933113,862492,36.94816589355469,-480.3515625
866493,123311,7,596.09596169,96.51,8900,2.956907272338867,0.00073,0.02837786264717579,863492,-34.35033416748047,-483.4891662597656
867493,123455,7,631.93440073,96.51,8910,1.9758105278015137,0.00073,0.0174677986651659,864492,-14.805946350097656,-466.06103515625
868493,123599,7,645.38938142,96.51,8920,1.4470791816711426,0.00073,0.012723768129944801,865492,-19.60540008544922,-451.25714111328125
869493,123742,7,612.0358432300001,96.51,8930,0.8848693370819092,0.00073,0.012070080265402794,866492,-10.452166557312012,-436.32794189453125
870493,123886,7,605.3273934,96.51,8940,1.4543170928955078,0.00073,0.010748905129730701,867492,17.736492156982422,-422.3170471191406
871493,124029,7,601.9622749700001,96.51,8950,0.531375527381897,0.00073,0.009042266756296158,868492,1.5682848691940308,-415.86505126953125
872493,124173,7,601.67535419,96.51,8960,0.7014498710632324,0.00073,0.009309537708759308,869492,-3.088972568511963,-410.8212890625
873493,124317,7,601.26077146,96.51,8970,1.0897903442382812,0.00073,0.011068177409470081,870492,20.86131477355957,-408.89190673828125
874493,124460,7,600.31096708,96.51,8980,0.9064027070999146,0.00073,0.009728707373142242,871492,-5.07716703414917,-405.595947265625
875493,124603,7,672.72470465,100.0,8990,0.6780429482460022,0.00073,0.008784755133092403,872492,-8.018048286437988,-404.6525573730469
876493,124747,7,701.06243733,100.0,9000,1.1275519132614136,0.00073,0.01032107975333929,873492,-4.604981899261475,-402.8437805175781
877493,124889,7,625.9314312900001,100.0,9010,4.06595516204834,0.00073,0.022946983575820923,874492,23.70834732055664,-420.5518493652344
878493,125033,7,558.77193619,100.0,9020,1.6969900131225586,0.00073,0.02073468267917633,875492,-11.402536392211914,-432.0411376953125
879493,125175,7,557.3045769799999,100.0,9030,1.2450238466262817,0.00073,0.012435910291969776,876492,-7.029503345489502,-425.1656188964844
880493,125320,7,562.52500067,100.0,9040,4.198836326599121,0.00073,0.009881403297185898,877492,0.8552649021148682,-418.542724609375
881493,125463,7,564.54130315,100.0,9050,1.180094599723816,0.00073,0.009471926838159561,878492,5.3534746170043945,-414.2002258300781
882493,125607,7,564.58002718,100.0,9060,0.9995771050453186,0.00073,0.00891005527228117,879492,-0.8425649404525757,-408.3575439453125
883493,125750,7,568.76796458,100.0,9070,0.9962975382804871,0.00073,0.009141724556684494,880492,10.905372619628906,-405.274169921875
884493,125894,7,585.1853852600001,100.0,9080,0.9161414504051208,0.00073,0.009560292586684227,881492,5.905798435211182,-402.6813659667969
885493,126037,7,582.65873718,100.0,9090,4.255902290344238,0.00073,0.009412051178514957,882492,11.62440299987793,-401.88671875
886493,126181,7,586.20077242,100.0,9100,0.6684897541999817,0.00073,0.010377153754234314,883492,12.856154441833496,-402.08062744140625
887493,126325,7,644.75667378,100.0,9110,1.1596879959106445,0.00073,0.011134112253785133,884492,13.34512996673584,-400.06939697265625
888493,126467,7,695.2472731700001,100.0,9120,1.386001467704773,0.00073,0.010674241930246353,885492,-5.565434455871582,-400.44384765625
889493,126611,7,730.88420848,100.0,9130,0.8115614652633667,0.00073,0.009269282221794128,886492,-15.585878372192383,-399.4398498535156
890493,126756,7,732.2472955999999,100.0,9140,0.946784496307373,0.00073,0.008702126331627369,887492,-0.989739179611206,-398.447265625
891493,126898,7,733.5299676200002,100.0,9150,1.0959856510162354,0.00073,0.009155047126114368,888492,8.010531425476074,-397.698974609375
892493,127041,7,733.1295875699999,100.0,9160,0.7717282772064209,0.00073,0.008631973527371883,889492,-2.7376508712768555,-398.0987854003906
893493,127183,7,733.0730892800001,100.0,9170,0.8807306289672852,0.00073,0.008769320324063301,890492,-0.29548776149749756,-398.5933532714844
894493,127324,7,731.8884508000001,100.0,9180,0.8231070041656494,0.00073,0.008575272746384144,891492,-5.7350993156433105,-398.7318115234375
895493,127465,7,735.84895453,100.0,9190,1.9226915836334229,0.00073,0.009579760022461414,892492,-19.932937622070312,-398.83624267578125
896493,127608,7,737.06733269,100.0,9200,0.9070107936859131,0.00073,0.00936459843069315,893492,3.142352819442749,-396.6150207519531
897493,127750,7,746.1979156399998,100.0,9210,1.3846111297607422,0.00073,0.011473439633846283,894492,16.479394912719727,-399.30224609375
898493,127892,7,716.0401713200001,100.0,9220,0.9888321161270142,0.00073,0.011630360037088394,895492,0.7959877848625183,-400.0303039550781
899493,128032,7,688.2050690399999,100.0,9230,1.1404228210449219,0.00073,0.010865279473364353,896492,-12.29853630065918,-400.5929870605469
900493,128175,7,686.8627425599999,100.0,9240,0.7046163082122803,0.00073,0.009686269797384739,897492,9.493667602539062,-398.8461608886719
901493,128321,7,686.2214297700001,100.0,9250,3.1892058849334717,0.00073,0.01098733488470316,898492,-14.466684341430664,-400.6573791503906
902493,128464,7,624.87285454,100.0,9260,6.376755714416504,0.00073,0.02434554509818554,899492,-1.5115346908569336,-423.5849304199219
903493,128607,7,585.0198927,100.0,9270,8.233582496643066,0.00073,0.029249019920825958,900492,-2.037721872329712,-434.2919006347656
904493,128749,7,547.2825600100001,100.0,9280,6.607295989990234,0.00073,0.02683580107986927,901492,3.3472113609313965,-436.7864074707031
905493,128892,7,519.38481297,100.0,9290,3.619049072265625,0.00073,0.022937705740332603,902492,-0.362926721572876,-442.9605712890625
906493,129033,7,504.94675123,100.0,9300,3.5006701946258545,0.00073,0.017332639545202255,903492,-10.971555709838867,-441.2447204589844
907493,129176,7,507.81474645,100.0,9310,2.0447540283203125,0.00073,0.016395580023527145,904492,0.5045819878578186,-432.93292236328125
908493,129318,7,526.8237284,100.0,9320,3.342327833175659,0.00073,0.019864849746227264,905492,-2.399362802505493,-425.96905517578125
909493,129463,7,477.76621621,100.0,9330,2.4213504791259766,0.00073,0.0210412610322237,906492,-7.132417678833008,-433.56072998046875
910493,129610,7,476.9940309500001,100.0,9340,1.977001667022705,0.00073,0.018682245165109634,907492,4.42703104019165,-429.3385925292969
911493,129756,7,477.66764109000013,100.0,9350,2.195856809616089,0.00073,0.0140494704246521,908492,5.970935821533203,-422.5332946777344
912493,129899,7,538.72701039,100.0,9360,1.1613407135009766,0.00073,0.012713815085589886,909492,-0.2814476490020752,-420.2449645996094
913493,130040,7,578.4588588700001,100.0,9370,1.5112640857696533,0.00073,0.012573888525366783,910492,-3.57955265045166,-413.8548889160156
914493,130182,7,617.78084545,100.0,9380,0.8392853736877441,0.00073,0.01219155266880989,911492,-9.942527770996094,-411.5126647949219
915493,130326,7,645.67144082,100.0,9390,1.335963249206543,0.00073,0.012107976712286472,912492,0.1897296905517578,-405.2238464355469
916493,130470,7,660.23792693,100.0,9400,1.4124412536621094,0.00073,0.01146466750651598,913492,9.991788864135742,-402.8505554199219
917493,130616,7,664.96440814,100.0,9410,0.9243778586387634,0.00073,0.01136035192757845,914492,-0.8677050471305847,-402.6473083496094
918493,130760,7,693.9661912999999,100.0,9420,0.7928335070610046,0.00073,0.011249859817326069,915492,-12.928585052490234,-400.7514343261719
919493,130903,7,764.90031026,100.0,9430,3.2290732860565186,0.00073,0.01531920488923788,916492,76.6192398071289,-401.8310546875
920493,131047,7,694.8734814800002,100.0,9440,6.679771423339844,0.00073,0.031728897243738174,917492,-15.908927917480469,-461.520751953125
921493,131192,7,647.69215335,100.0,9450,3.4528205394744873,0.00073,0.024068668484687805,918492,-15.307093620300293,-458.7767333984375
922493,131333,7,613.07165199,100.0,9460,3.669982433319092,0.00073,0.019961269572377205,919492,-9.955605506896973,-447.4563903808594
923493,131477,7,611.9222027000001,100.0,9470,1.4172296524047852,0.00073,0.016643546521663666,920492,-9.988579750061035,-437.4336853027344
924493,131620,7,610.95284551,100.0,9480,1.676069736480713,0.00073,0.013540118001401424,921492,10.465863227844238,-424.2120056152344
925493,131762,7,610.69240498,100.0,9490,1.2357754707336426,0.00073,0.012942417524755001,922492,5.687186241149902,-413.3611755371094
926493,131905,7,608.94881647,100.0,9500,0.9623590111732483,0.00073,0.01362641155719757,923492,1.982831597328186,-412.1129150390625
927493,132048,7,602.5426947500001,100.0,9510,1.659432291984558,0.00073,0.014246187172830105,924492,-2.1396474838256836,-413.06671142578125
928493,132190,7,602.56713858,100.0,9520,1.0969926118850708,0.00073,0.012166853062808514,925492,-13.690987586975098,-410.77398681640625
929493,132333,7,607.89800502,100.0,9530,0.9780747294425964,0.00073,0.011190825141966343,926492,-0.10382014513015747,-406.6310119628906
930493,132475,7,675.7393378200002,100.0,9540,0.9960830211639404,0.00073,0.01081088650971651,927492,-13.949718475341797,-406.2204895019531
931493,132617,7,722.5795680600002,100.0,9550,1.4406641721725464,0.00073,0.010120993480086327,928492,12.141026496887207,-404.0795593261719
932493,132762,7,757.7190596,100.0,9560,0.9017926454544067,0.00073,0.010419021360576153,929492,-8.0991792678833,-402.3050231933594
933493,132907,7,759.1116087300003,100.0,9570,0.6411083936691284,0.00073,0.009618176147341728,930492,1.5277409553527832,-401.0968322753906
934493,133051,7,760.26095967,100.0,9580,1.191667079925537,0.00073,0.010019826702773571,931492,2.4048051834106445,-399.3613586425781
935493,133194,7,754.7672368099999,100.0,9590,1.591048002243042,0.00073,0.014899060130119324,932492,15.232682228088379,-400.1882629394531
936493,133338,7,715.4184768700001,100.0,9600,2.5936522483825684,0.00073,0.02168327197432518,933492,-0.9145863056182861,-418.7319030761719
937493,133482,7,715.0160911099997,100.0,9610,2.216581106185913,0.00073,0.01675533875823021,934492,-7.204164505004883,-420.5129089355469
938493,133624,7,714.3228372699999,100.0,9620,1.7382090091705322,0.00073,0.01284736953675747,935492,-5.08656644821167,-418.698486328125
939493,133769,7,714.7335888299998,100.0,9630,0.9921920299530029,0.00073,0.010636227205395699,936492,-3.2395355701446533,-412.99017333984375
