time/episodes,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/fps,train/ent_coef_loss,train/learning_rate,train/n_updates,train/actor_loss,train/ent_coef,train/critic_loss
12670,164969,489.38899793,1152491,99.02,6,-12.226821899414062,0.00073,1149490,-431.39202880859375,0.025914745405316353,12.906408309936523
12680,165114,488.37017926,1153491,99.02,6,-3.332383394241333,0.00073,1150490,-435.6666564941406,0.025844091549515724,26.084796905517578
12690,165262,482.1439008500001,1154491,99.02,6,-12.55837345123291,0.00073,1151490,-437.4608154296875,0.027893736958503723,18.18242073059082
12700,165408,499.9173617099999,1155491,99.02,6,29.996789932250977,0.00073,1152490,-440.581787109375,0.03510941192507744,45.85478973388672
12710,165535,479.32771700000006,1156348,97.59,6,-13.876338958740234,0.00073,1153347,-489.1221923828125,0.04771311953663826,34.615325927734375
12720,165683,489.0208492500001,1157348,97.59,6,12.282855987548828,0.00073,1154347,-501.76116943359375,0.038646649569272995,57.92454528808594
12730,165828,467.92443726000005,1158327,97.38,6,0.40151023864746094,0.00073,1155326,-525.062744140625,0.04339655861258507,42.5585823059082
12740,165962,437.65070575,1159229,96.4,6,0.24032950401306152,0.00073,1156228,-524.63037109375,0.04177222028374672,51.812103271484375
12750,166104,394.82799362,1160162,95.73,6,7.117593288421631,0.00073,1157161,-590.5477905273438,0.06890150904655457,98.05406188964844
12760,166236,362.57459265,1161064,95.73,6,-2.7947916984558105,0.00073,1158063,-699.0653076171875,0.07397047430276871,129.65541076660156
12770,166377,342.9640798099999,1162064,95.73,6,-8.371407508850098,0.00073,1159063,-704.3975219726562,0.05400785058736801,68.5997314453125
12780,166522,331.7089324599999,1163064,95.73,6,-7.108342170715332,0.00073,1160063,-667.3997802734375,0.04285319522023201,39.08666229248047
12790,166667,339.03748629999996,1164064,95.73,6,-0.7213749885559082,0.00073,1161063,-615.3232421875,0.037506140768527985,28.70267105102539
12800,166811,330.94421165,1165064,95.73,6,-1.8720412254333496,0.00073,1162063,-575.0225830078125,0.03385167568922043,35.80918502807617
12810,166953,362.12132543,1166064,97.16,6,-4.955953598022461,0.00073,1163063,-535.0119018554688,0.03056001476943493,26.84309196472168
12820,167096,359.60654202000006,1167064,97.16,6,-9.586647033691406,0.00073,1164063,-510.82171630859375,0.02853512018918991,22.49319076538086
12830,167238,382.97358383,1168064,97.37,6,3.670097589492798,0.00073,1165063,-486.87774658203125,0.027233842760324478,20.478614807128906
12840,167380,414.84317579000003,1169064,98.35,6,-7.1498799324035645,0.00073,1166063,-476.0221862792969,0.02893606759607792,22.620595932006836
12850,167522,437.19337886,1170064,99.02,6,-0.019530415534973145,0.00073,1167063,-468.77484130859375,0.03334623947739601,26.045412063598633
12860,167659,458.57373361000003,1171037,99.73,6,2.143094539642334,0.00073,1168036,-485.92340087890625,0.03597341850399971,20.978721618652344
12870,167804,457.96640440000004,1172037,99.73,6,-7.8255438804626465,0.00073,1169036,-481.7804870605469,0.0324992835521698,23.125743865966797
12880,167949,462.12064183999996,1173037,99.73,6,-5.53297233581543,0.00073,1170036,-486.78460693359375,0.0313725471496582,25.636611938476562
12890,168094,452.77671849000006,1174037,99.73,6,13.863567352294922,0.00073,1171036,-487.2116394042969,0.03316378593444824,34.808349609375
12900,168239,440.2191592699999,1175037,99.73,6,1.2602133750915527,0.00073,1172036,-487.51953125,0.03425585478544235,31.651992797851562
12910,168370,422.6380116100001,1175939,98.75,6,-3.697939395904541,0.00073,1172938,-495.4226379394531,0.0395476333796978,37.64421844482422
12920,168516,390.50641306,1176939,98.75,6,-7.202454566955566,0.00073,1173938,-541.4083251953125,0.060658760368824005,48.56599044799805
12930,168661,358.90252213,1177939,98.75,6,-5.369627952575684,0.00073,1174938,-585.5145874023438,0.044631339609622955,38.29014587402344
12940,168806,346.41423825999993,1178939,98.75,6,3.229691982269287,0.00073,1175938,-559.5592041015625,0.03383731469511986,29.64409828186035
12950,168940,352.2904118200001,1179869,98.05,6,-2.949188232421875,0.00073,1176868,-524.00439453125,0.02841043844819069,21.831012725830078
12960,169077,350.96814487000006,1180821,97.84,6,5.778146743774414,0.00073,1177820,-501.53363037109375,0.029375365003943443,20.23617172241211
12970,169221,363.9766983500001,1181821,97.84,6,15.126609802246094,0.00073,1178820,-480.7274169921875,0.027313942089676857,27.623600006103516
12980,169366,360.41480939999997,1182821,97.84,6,5.759490013122559,0.00073,1179820,-466.2261657714844,0.02883709967136383,26.799190521240234
12990,169512,363.05927735000006,1183821,97.84,6,-2.5774567127227783,0.00073,1180820,-466.8909912109375,0.02718590758740902,27.368637084960938
13000,169659,392.07127167,1184821,97.84,6,-10.012266159057617,0.00073,1181820,-451.4591064453125,0.02657385542988777,15.019327163696289
13010,169807,421.84902639999996,1185821,98.82,6,-3.374779224395752,0.00073,1182820,-444.6380615234375,0.02535359561443329,20.754838943481445
13020,169956,467.76539909,1186821,98.82,6,-0.522602915763855,0.00073,1183820,-439.63922119140625,0.026286981999874115,21.50201416015625
13030,170101,500.3512146499999,1187821,98.82,6,-0.3431093096733093,0.00073,1184820,-439.5258483886719,0.025504855439066887,15.672014236450195
13040,170248,524.84684133,1188821,98.82,6,-8.828235626220703,0.00073,1185820,-437.6404724121094,0.026427293196320534,15.89059066772461
13050,170394,532.40633433,1189821,99.52,6,4.894526481628418,0.00073,1186820,-434.73419189453125,0.024196036159992218,121.3807373046875
13060,170540,558.5788217400001,1190821,100.0,6,3.036430597305298,0.00073,1187820,-436.931396484375,0.023972919210791588,15.925299644470215
13070,170686,571.0915124400001,1191821,100.0,6,3.9642903804779053,0.00073,1188820,-432.43072509765625,0.02508125826716423,14.002264022827148
13080,170837,592.56981468,1192821,100.0,6,-0.7013382911682129,0.00073,1189820,-437.8681640625,0.02736031450331211,32.863704681396484
13090,170968,601.32551279,1193723,99.02,6,0.2526209354400635,0.00073,1190722,-443.69244384765625,0.030950374901294708,22.02759552001953
13100,171103,564.14483705,1194645,98.24,6,-7.017295837402344,0.00073,1191644,-449.6877746582031,0.029088256880640984,26.624305725097656
13110,171248,543.226542,1195645,98.24,6,3.6852102279663086,0.00073,1192644,-443.8033142089844,0.0261080302298069,17.160762786865234
13120,171390,533.37328411,1196645,98.24,6,5.0552473068237305,0.00073,1193644,-450.2798767089844,0.02811301313340664,24.89834213256836
13130,171522,516.5824447500001,1197577,97.56,6,10.932364463806152,0.00073,1194576,-466.5733337402344,0.03718208149075508,27.536823272705078
13140,171655,464.9671188400001,1198510,96.89,6,-7.502073287963867,0.00073,1195509,-476.1683044433594,0.0367305725812912,35.04558563232422
13150,171796,442.37206102000005,1199510,96.89,6,1.5450232028961182,0.00073,1196509,-477.62457275390625,0.028412340208888054,35.05775451660156
13160,171917,433.41142886999995,1200367,95.46,6,54.96021270751953,0.00073,1197366,-495.7921447753906,0.049708276987075806,75.46599578857422
13170,172036,385.7673355300001,1201199,93.78,6,-1.3046025037765503,0.00073,1198198,-550.5292358398438,0.05350610986351967,46.61516571044922
13180,172177,351.0856419500001,1202199,93.78,6,-1.0069146156311035,0.00073,1199198,-546.19921875,0.03565537557005882,23.7900390625
13190,172319,331.25965747000004,1203199,94.76,6,-12.648130416870117,0.00073,1200198,-522.9387817382812,0.029429497197270393,18.646881103515625
13200,172459,361.34262594000006,1204199,95.54,6,-4.503281593322754,0.00073,1201198,-490.2554626464844,0.027490107342600822,17.049638748168945
13210,172599,378.73498000000006,1205199,95.54,6,-8.011913299560547,0.00073,1202198,-473.37890625,0.02598157897591591,17.91963768005371
13220,172742,381.68735287000004,1206199,95.54,6,1.851224660873413,0.00073,1203198,-455.3061218261719,0.024042177945375443,27.60096549987793
13230,172882,407.58832042999995,1207199,96.22,6,-6.82555627822876,0.00073,1204198,-447.098876953125,0.025761859491467476,16.974098205566406
13240,173020,447.20658848000005,1208192,96.82,6,10.227034568786621,0.00073,1205191,-456.36029052734375,0.037738848477602005,28.46170997619629
13250,173159,464.41076874,1209192,96.82,6,-6.050537109375,0.00073,1206191,-462.0860595703125,0.027084950357675552,19.902584075927734
13260,173301,459.88162613000003,1210192,98.25,6,-3.710825204849243,0.00073,1207191,-448.1033630371094,0.024984130635857582,17.37423324584961
13270,173441,507.73724942,1211192,99.93,6,-1.0459532737731934,0.00073,1208191,-442.16094970703125,0.026442959904670715,17.594280242919922
13280,173582,539.31971509,1212192,99.93,6,8.191581726074219,0.00073,1209191,-445.53765869140625,0.030812464654445648,21.592737197875977
13290,173722,527.33349501,1213192,99.93,6,-2.2797346115112305,0.00073,1210191,-464.4137878417969,0.032110147178173065,26.798809051513672
13300,173863,513.93983523,1214192,99.93,6,3.3702480792999268,0.00073,1211191,-468.8982849121094,0.03177598491311073,23.133363723754883
13310,174003,488.0486832000001,1215192,99.93,6,8.371723175048828,0.00073,1212191,-484.52716064453125,0.034167468547821045,23.412799835205078
13320,174141,469.51826098,1216192,99.93,6,6.988851547241211,0.00073,1213191,-475.980224609375,0.030100401490926743,20.00397491455078
13330,174281,474.6030237400001,1217192,99.93,6,-2.593810558319092,0.00073,1214191,-467.9795837402344,0.030724002048373222,22.048633575439453
13340,174419,470.21457888,1218192,100.0,6,8.819595336914062,0.00073,1215191,-477.9785461425781,0.031436797231435776,20.05005645751953
13350,174561,469.03057021,1219192,100.0,6,-2.2105941772460938,0.00073,1216191,-487.3649597167969,0.035733386874198914,36.15602493286133
13360,174702,466.34068980000006,1220192,100.0,6,-5.061522960662842,0.00073,1217191,-500.26702880859375,0.03494645282626152,30.34613609313965
13370,174843,457.07178732,1221192,100.0,6,3.98567795753479,0.00073,1218191,-488.1880187988281,0.02880258671939373,21.25238800048828
13380,174981,463.19689841,1222192,100.0,6,-0.11255788803100586,0.00073,1219191,-478.6378479003906,0.02518332004547119,15.51218032836914
13390,175124,497.80322197999993,1223192,100.0,6,7.118802547454834,0.00073,1220191,-462.6990661621094,0.023339208215475082,16.468093872070312
13400,175264,514.6565333700001,1224192,100.0,6,6.299376010894775,0.00073,1221191,-459.3689880371094,0.026788529008626938,28.522327423095703
13410,175404,517.6614200600001,1225192,100.0,6,-0.9232829213142395,0.00073,1222191,-485.531982421875,0.049220021814107895,51.81311798095703
13420,175545,504.94684129999996,1226192,100.0,6,-5.41141939163208,0.00073,1223191,-505.39501953125,0.036149557679891586,36.4906120300293
13430,175686,477.33712492,1227192,100.0,6,4.792831897735596,0.00073,1224191,-504.45330810546875,0.02960408665239811,21.840744018554688
13440,175816,483.10861550000004,1228128,99.36,6,11.062642097473145,0.00073,1225127,-501.71136474609375,0.035234447568655014,30.819549560546875
13450,175938,471.58446155000007,1229001,98.09,6,1.2684056758880615,0.00073,1226000,-486.80322265625,0.027669599279761314,20.05591583251953
13460,176078,483.29168688,1230001,98.09,6,1.8567041158676147,0.00073,1227000,-473.6091003417969,0.02385711669921875,14.681610107421875
13470,176219,500.50713854999987,1231001,98.09,6,4.256200313568115,0.00073,1228000,-458.9461364746094,0.02391718327999115,15.445830345153809
13480,176361,497.09305945,1232001,98.09,6,-1.6286522150039673,0.00073,1229000,-446.3598937988281,0.02417045459151268,43.49700927734375
13490,176502,507.57255993000007,1233001,98.09,6,-8.091476440429688,0.00073,1230000,-443.3161315917969,0.024340001866221428,16.635162353515625
13500,176640,507.8742871399999,1234001,98.09,6,-0.04790699481964111,0.00073,1231000,-442.493896484375,0.024877389892935753,17.885555267333984
13510,176781,522.0758808200001,1235001,98.09,6,-7.413142681121826,0.00073,1232000,-440.7210388183594,0.025658046826720238,24.496292114257812
13520,176922,559.0699274,1236001,98.09,6,1.6835837364196777,0.00073,1233000,-436.1801452636719,0.024719635024666786,14.222501754760742
13530,177062,574.68605338,1237001,98.09,6,-5.377164840698242,0.00073,1234000,-434.77874755859375,0.02597004733979702,17.878061294555664
13540,177202,577.64284311,1238001,98.73,6,2.524433135986328,0.00073,1235000,-425.4780578613281,0.024448949843645096,34.672794342041016
13550,177340,598.5743898500001,1239001,100.0,6,18.709321975708008,0.00073,1236000,-439.16644287109375,0.03290737792849541,28.60122299194336
13560,177438,553.71525686,1239702,97.01,6,-7.957287788391113,0.00073,1236701,-473.690185546875,0.04711013659834862,36.840694427490234
13570,177566,499.68961903999997,1240608,96.07,6,15.086824417114258,0.00073,1237607,-488.0924072265625,0.03324287012219429,24.684160232543945
13580,177705,487.42074832,1241608,96.07,6,0.9455330967903137,0.00073,1238607,-483.5921630859375,0.02760511077940464,24.687400817871094
13590,177844,485.33240413,1242608,96.07,6,-5.453937530517578,0.00073,1239607,-473.9839782714844,0.02596523053944111,18.781307220458984
13600,177985,482.7607595500001,1243608,96.07,6,-6.663455963134766,0.00073,1240607,-459.00579833984375,0.02450818009674549,14.184993743896484
13610,178127,478.84995284999997,1244608,96.07,6,8.238954544067383,0.00073,1241607,-446.7046813964844,0.02325447089970112,14.59126091003418
13620,178270,484.25451961000005,1245608,96.07,6,5.870439529418945,0.00073,1242607,-441.2486572265625,0.025079859420657158,15.8175630569458
13630,178405,479.27372349000007,1246546,95.45,6,4.950562000274658,0.00073,1243545,-460.65191650390625,0.04119683802127838,28.286457061767578
13640,178519,435.3332785,1247355,93.54,6,-1.1176027059555054,0.00073,1244354,-487.8539123535156,0.04046531021595001,34.58460998535156
13650,178660,403.31797944000004,1248355,93.54,6,-0.19116008281707764,0.00073,1245354,-498.57257080078125,0.03017902374267578,24.344913482666016
13660,178801,445.6916151900001,1249355,96.53,6,-1.8557147979736328,0.00073,1246354,-494.427734375,0.02732732705771923,27.67800521850586
13670,178943,494.06107556,1250355,97.47,6,7.8211164474487305,0.00073,1247354,-475.9950866699219,0.025105997920036316,19.103435516357422
13680,179083,498.2521240200001,1251355,97.47,6,8.473031997680664,0.00073,1248354,-471.5953063964844,0.029637468978762627,27.000497817993164
13690,179222,488.96154003,1252355,97.47,6,3.2804248332977295,0.00073,1249354,-480.6366271972656,0.031103812158107758,21.646671295166016
13700,179366,487.65377344999996,1253355,97.47,6,-1.3526179790496826,0.00073,1250354,-480.17486572265625,0.029183389618992805,20.092178344726562
13710,179493,485.86055200999994,1254262,96.54,6,-1.3961093425750732,0.00073,1251261,-474.7750549316406,0.028463633731007576,16.385765075683594
13720,179632,471.7630632499999,1255262,96.54,6,-7.032588005065918,0.00073,1252261,-473.8976745605469,0.028733354061841965,20.296817779541016
13730,179775,477.4481851,1256262,97.16,6,10.449150085449219,0.00073,1253261,-474.9497985839844,0.03447715565562248,35.481597900390625
13740,179903,507.5349665999999,1257164,98.09,6,-6.095836162567139,0.00073,1254163,-483.64508056640625,0.0355832576751709,32.03364181518555
13750,180015,524.5122791200001,1257968,96.13,6,2.9052319526672363,0.00073,1254967,-487.06353759765625,0.032128751277923584,36.2528076171875
13760,180154,529.19681422,1258968,96.13,6,-0.9217356443405151,0.00073,1255967,-481.27252197265625,0.030667196959257126,27.39939308166504
13770,180294,527.2776072300001,1259968,96.13,6,-0.5648506879806519,0.00073,1256967,-472.97149658203125,0.029597191140055656,24.165042877197266
13780,180434,529.46775714,1260968,96.13,6,-4.970628261566162,0.00073,1257967,-471.3396301269531,0.02915363758802414,17.06555938720703
13790,180577,522.7486397499999,1261968,96.13,6,-3.708373785018921,0.00073,1258967,-463.24749755859375,0.028401639312505722,22.91226577758789
13800,180717,518.3231881500001,1262968,96.13,6,9.869935035705566,0.00073,1259967,-456.28875732421875,0.028845984488725662,27.357410430908203
13810,180842,506.35157600000014,1263863,96.01,6,-0.3533968925476074,0.00073,1260862,-459.6146545410156,0.033090390264987946,68.25043487548828
13820,180972,480.98460047000003,1264792,95.3,6,-3.304946184158325,0.00073,1261791,-482.82281494140625,0.04002857953310013,26.489744186401367
13830,181113,439.59063993999996,1265792,95.3,6,4.798397064208984,0.00073,1262791,-490.6611633300781,0.03245227411389351,32.92372512817383
13840,181254,445.94219167000006,1266792,96.28,6,7.344583988189697,0.00073,1263791,-485.6018981933594,0.027883583679795265,21.411449432373047
13850,181395,450.1734478,1267792,98.24,6,-1.1690031290054321,0.00073,1264791,-478.61676025390625,0.02704453654587269,24.297855377197266
13860,181534,442.14162379000004,1268792,98.24,6,-10.123223304748535,0.00073,1265791,-470.8428955078125,0.026206277310848236,16.899433135986328
13870,181674,428.50709297000003,1269792,98.24,6,-0.9597102403640747,0.00073,1266791,-461.5071105957031,0.025217140093445778,22.805805206298828
13880,181817,428.54305173999995,1270792,98.24,6,-1.5050406455993652,0.00073,1267791,-448.4769287109375,0.025052214041352272,22.775562286376953
13890,181958,435.74041458,1271792,98.24,6,1.6135543584823608,0.00073,1268791,-445.8897399902344,0.0251449104398489,21.945449829101562
13900,182099,443.9796526800001,1272792,98.24,6,7.033472061157227,0.00073,1269791,-444.3182678222656,0.02527170069515705,19.128459930419922
13910,182240,469.29148345,1273792,99.29,6,0.5638930797576904,0.00073,1270791,-436.20050048828125,0.02592073380947113,91.98280334472656
13920,182383,501.19967338000004,1274792,100.0,6,8.907426834106445,0.00073,1271791,-436.54766845703125,0.02705017849802971,23.60415267944336
13930,182523,545.0476901899999,1275792,100.0,6,6.040875434875488,0.00073,1272791,-435.3929138183594,0.025798117741942406,17.49835205078125
13940,182664,565.15421879,1276792,100.0,6,2.1895861625671387,0.00073,1273791,-435.78546142578125,0.023781439289450645,14.880106925964355
13950,182806,581.36782911,1277792,100.0,6,8.665043830871582,0.00073,1274791,-431.59912109375,0.02389911375939846,14.155252456665039
13960,182948,597.01881021,1278792,100.0,6,0.5165543556213379,0.00073,1275791,-429.399169921875,0.02417062036693096,12.192794799804688
13970,183089,620.3791382199998,1279792,100.0,6,-3.6470751762390137,0.00073,1276791,-428.90814208984375,0.024229686707258224,15.061436653137207
13980,183229,629.62754145,1280792,100.0,6,-5.541477680206299,0.00073,1277791,-431.67974853515625,0.024689501151442528,15.227839469909668
13990,183370,623.92747995,1281792,100.0,6,10.513479232788086,0.00073,1278791,-421.9477233886719,0.024634743109345436,14.19708251953125
14000,183511,618.8724678399999,1282792,100.0,6,1.9327328205108643,0.00073,1279791,-424.8609313964844,0.02401237189769745,14.515573501586914
14010,183653,615.97363952,1283792,100.0,6,7.737984657287598,0.00073,1280791,-421.9556884765625,0.02298402413725853,15.17701244354248
14020,183794,616.4531536100001,1284792,100.0,6,-8.180737495422363,0.00073,1281791,-422.2675476074219,0.02391805499792099,14.718207359313965
14030,183934,616.27470962,1285792,100.0,6,-0.23696351051330566,0.00073,1282791,-417.6798095703125,0.026465527713298798,20.506004333496094
14040,184076,614.8878344499999,1286792,100.0,6,-0.992606520652771,0.00073,1283791,-424.168701171875,0.028543122112751007,23.570293426513672
14050,184219,602.78733438,1287792,100.0,6,-5.999962329864502,0.00073,1284791,-439.9890441894531,0.031342245638370514,70.06378173828125
14060,184345,584.98243342,1288694,99.02,6,-3.7800986766815186,0.00073,1285693,-448.67376708984375,0.027726497501134872,17.606555938720703
14070,184486,573.74938799,1289694,99.02,6,-6.335909366607666,0.00073,1286693,-453.4486083984375,0.02995137870311737,21.235271453857422
14080,184588,513.30636391,1290422,96.3,6,-4.4781389236450195,0.00073,1287421,-465.8265686035156,0.030366679653525352,26.216476440429688
14090,184728,521.7034188000001,1291422,96.3,6,-0.5235079526901245,0.00073,1288421,-472.1878662109375,0.02964327111840248,24.159759521484375
14100,184865,515.25035079,1292376,95.84,6,0.9898678064346313,0.00073,1289375,-480.5167236328125,0.03643109276890755,42.951107025146484
14110,184989,470.52219916,1293274,94.82,6,2.5088729858398438,0.00073,1290273,-498.2235107421875,0.04216155782341957,35.107059478759766
14120,185131,427.89642481000004,1294274,94.82,6,7.617934226989746,0.00073,1291273,-501.83978271484375,0.034615419805049896,76.54539489746094
14130,185272,408.61808614999995,1295274,94.82,6,-3.918191432952881,0.00073,1292273,-494.6404724121094,0.030375158414244652,21.777488708496094
14140,185413,392.7573970500001,1296274,94.82,6,-1.255837321281433,0.00073,1293273,-486.4952697753906,0.029827825725078583,25.046037673950195
14150,185545,381.08429691000015,1297208,94.16,6,7.727823257446289,0.00073,1294207,-485.2511901855469,0.03636801242828369,33.196449279785156
14160,185685,359.06978395,1298208,95.14,6,1.4103453159332275,0.00073,1295207,-509.3439636230469,0.03801722079515457,48.796295166015625
14170,185825,332.49058474,1299208,95.14,6,-3.371885299682617,0.00073,1296207,-505.34210205078125,0.03697120025753975,45.30423355102539
14180,185967,363.75638194000004,1300208,97.86,6,-11.738666534423828,0.00073,1297207,-528.34423828125,0.03924502804875374,37.998069763183594
14190,186105,346.58761360000005,1301172,97.5,6,-0.6879825592041016,0.00073,1298171,-547.3231811523438,0.05544454976916313,54.412025451660156
14200,186247,310.88761319,1302172,97.96,6,3.0668656826019287,0.00073,1299171,-647.2423706054688,0.08336339890956879,112.04576873779297
14210,186387,319.85563675,1303172,98.98,6,-3.6060421466827393,0.00073,1300171,-683.0263061523438,0.04867059364914894,45.771610260009766
14220,186526,338.00233878,1304172,98.98,6,-0.7517074942588806,0.00073,1301171,-630.8908081054688,0.03662722557783127,34.159725189208984
14230,186668,337.20657159999996,1305172,98.98,6,2.8191068172454834,0.00073,1302171,-589.9656982421875,0.03474709019064903,41.89985656738281
14240,186806,300.74152411,1306172,98.98,6,-15.877094268798828,0.00073,1303171,-655.707763671875,0.07697990536689758,61.56915283203125
14250,186946,283.05115668999997,1307172,99.64,6,-12.332226753234863,0.00073,1304171,-606.7991333007812,0.03840611129999161,30.887306213378906
14260,187072,306.30620340999997,1308074,98.66,6,-1.6748408079147339,0.00073,1305073,-561.00146484375,0.02976333722472191,27.46044921875
14270,187212,335.80764601000004,1309074,98.66,6,6.880422592163086,0.00073,1306073,-528.5771484375,0.029823288321495056,29.81022834777832
14280,187353,349.36527844000005,1310074,98.66,6,-6.193857669830322,0.00073,1307073,-500.8314514160156,0.02872581221163273,28.67852783203125
14290,187477,346.93582739000004,1310952,97.8,6,4.0382843017578125,0.00073,1307951,-489.55291748046875,0.03394729644060135,30.819828033447266
14300,187576,338.2480862399999,1311658,94.86,6,1.6666514873504639,0.00073,1308657,-501.7625732421875,0.03612733632326126,26.17115020751953
14310,187702,321.65101797999995,1312560,93.88,6,9.062857627868652,0.00073,1309559,-502.43634033203125,0.03257771208882332,34.21443557739258
14320,187842,322.16412137000003,1313560,93.88,6,4.659129619598389,0.00073,1310559,-495.17974853515625,0.026823194697499275,151.02401733398438
14330,187985,331.50298963,1314560,93.88,6,3.428832530975342,0.00073,1311559,-469.23309326171875,0.024620743468403816,19.76917266845703
14340,188125,384.92427601,1315560,93.88,6,2.8311686515808105,0.00073,1312559,-455.2482604980469,0.027188176289200783,21.507728576660156
14350,188269,404.91508962000006,1316560,93.88,6,-5.776731967926025,0.00073,1313559,-448.6708068847656,0.026400508359074593,27.51971435546875
14360,188411,406.4180858900001,1317560,94.86,6,-3.5984716415405273,0.00073,1314559,-438.9063415527344,0.02305830828845501,15.155572891235352
14370,188552,396.19404733000005,1318560,94.86,6,-0.45685839653015137,0.00073,1315559,-433.19708251953125,0.02588549442589283,21.686248779296875
14380,188692,408.17752484,1319560,94.86,6,15.280193328857422,0.00073,1316559,-436.8535461425781,0.02444518357515335,19.1805477142334
14390,188833,425.63762126,1320560,96.08,6,15.61882209777832,0.00073,1317559,-430.0339050292969,0.025861646980047226,31.230083465576172
14400,188965,453.70624805000006,1321499,98.41,6,65.46376037597656,0.00073,1318498,-470.54949951171875,0.051120441406965256,116.420166015625
14410,189085,446.8588613200001,1322336,97.76,6,-11.221994400024414,0.00073,1319335,-793.001953125,0.11687705665826797,138.27378845214844
14420,189224,441.11165936,1323336,97.76,6,-6.355638027191162,0.00073,1320335,-814.9817504882812,0.07883545756340027,129.91293334960938
14430,189364,432.96822392,1324336,97.76,6,9.696345329284668,0.00073,1321335,-770.38916015625,0.05567869916558266,157.90936279296875
14440,189504,400.46472897,1325336,97.76,6,-7.616242408752441,0.00073,1322335,-699.1893920898438,0.04146278277039528,39.576229095458984
14450,189644,401.28919899999994,1326336,97.76,6,0.1343914270401001,0.00073,1323335,-623.2978515625,0.03250213339924812,760.001708984375
14460,189786,404.96981875,1327336,97.76,6,10.375852584838867,0.00073,1324335,-570.6721801757812,0.029520628973841667,30.18838882446289
14470,189915,400.82757757,1328263,97.03,6,-5.041562557220459,0.00073,1325262,-536.7017822265625,0.02936549298465252,24.62276840209961
14480,190057,380.35045548999994,1329263,97.03,6,4.216711044311523,0.00073,1326262,-501.8763427734375,0.02653915248811245,27.17673110961914
14490,190197,382.50369651,1330263,97.03,6,9.88925838470459,0.00073,1327262,-475.1498718261719,0.02450506016612053,27.886180877685547
14500,190339,404.54622807,1331263,97.64,6,1.7791061401367188,0.00073,1328262,-465.7776794433594,0.023835353553295135,15.962949752807617
14510,190482,459.28038008999994,1332263,99.27,6,-2.936527729034424,0.00073,1329262,-455.55352783203125,0.02461027354001999,20.79163932800293
14520,190607,475.50076986999994,1333165,98.29,6,-1.9251928329467773,0.00073,1330164,-450.72332763671875,0.025012554600834846,18.85173988342285
14530,190747,491.31310267000003,1334165,98.29,6,4.5768632888793945,0.00073,1331164,-433.8065185546875,0.02402426116168499,18.9456787109375
14540,190887,516.34165135,1335165,98.29,6,-7.577786445617676,0.00073,1332164,-428.5621032714844,0.023652948439121246,22.850927352905273
14550,191028,539.6322910499999,1336165,98.29,6,6.223128795623779,0.00073,1333164,-432.49432373046875,0.025581277906894684,25.87405776977539
14560,191168,537.34758869,1337165,98.29,6,3.265319347381592,0.00073,1334164,-423.6965637207031,0.024725021794438362,15.352618217468262
14570,191308,560.7941635799999,1338165,99.02,6,-8.900375366210938,0.00073,1335164,-431.4024963378906,0.026970146223902702,20.326602935791016
14580,191448,568.45881997,1339165,99.02,6,-7.998677730560303,0.00073,1336164,-437.943359375,0.029973087832331657,21.769187927246094
14590,191589,556.24361075,1340165,99.02,6,-6.7573676109313965,0.00073,1337164,-463.46148681640625,0.047546517103910446,37.218971252441406
14600,191708,507.9084318900001,1341017,97.54,6,-8.123311042785645,0.00073,1338016,-517.531005859375,0.046246640384197235,47.18389892578125
14610,191838,472.65147264,1341942,96.79,6,-2.751681327819824,0.00073,1338941,-553.95751953125,0.04642083868384361,58.249488830566406
14620,191972,443.68305692,1342904,97.39,6,0.34080106019973755,0.00073,1339903,-557.11474609375,0.04543505981564522,44.557579040527344
14630,192088,415.51284326,1343743,95.78,6,2.3901023864746094,0.00073,1340742,-564.2798461914062,0.045950911939144135,81.24627685546875
14640,192223,392.13291502,1344696,95.31,6,0.2637181282043457,0.00073,1341695,-559.1459350585938,0.043533287942409515,41.22084045410156
14650,192344,350.6758964300001,1345556,93.91,6,2.132598400115967,0.00073,1342555,-562.814697265625,0.044703949242830276,46.389732360839844
14660,192424,303.70735714,1346123,89.58,6,-3.4084253311157227,0.00073,1343122,-583.9874877929688,0.06398026645183563,44.5649299621582
14670,192566,261.15887294000004,1347123,89.58,6,-0.7773267030715942,0.00073,1344122,-606.3992919921875,0.04117169231176376,50.98148727416992
14680,192708,252.10776246999995,1348123,89.58,6,4.29259729385376,0.00073,1345122,-586.6242065429688,0.035707198083400726,33.419647216796875
14690,192837,247.80701089,1349025,88.6,6,-0.13324463367462158,0.00073,1346024,-550.26171875,0.032517604529857635,33.167415618896484
14700,192980,276.25078081,1350025,90.08,6,-0.3176229000091553,0.00073,1347024,-528.0235595703125,0.030888473615050316,32.96573257446289
14710,193124,311.4554568,1351025,90.83,6,-13.087823867797852,0.00073,1348024,-501.5463562011719,0.028405459597706795,19.721193313598633
14720,193265,344.59575315,1352025,91.21,6,-9.727726936340332,0.00073,1349024,-483.1019287109375,0.025784164667129517,284.8558044433594
14730,193409,373.06970731,1353025,92.82,6,6.767439365386963,0.00073,1350024,-461.3808898925781,0.024692127481102943,16.72372055053711
14740,193548,382.17196031,1354025,93.29,6,-6.097923755645752,0.00073,1351024,-448.8772888183594,0.024043181911110878,17.892467498779297
