time/time_elapsed,time/episodes,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,train/ent_coef,train/learning_rate,train/critic_loss,train/ent_coef_loss,train/actor_loss,train/n_updates
155613,15640,7,375.43509775,74.6,1122539,0.05389077588915825,0.00073,45.005096435546875,1.8501079082489014,-476.0868225097656,1119538
155717,15650,7,369.6094917799999,74.6,1123289,0.06379302591085434,0.00073,89.81568145751953,7.498855113983154,-470.595703125,1120288
155820,15660,7,322.14707290000007,74.51,1124030,0.08614178001880646,0.00073,69.92803955078125,-4.412261009216309,-488.5604248046875,1121029
155926,15670,7,342.3772132700001,74.91,1124780,0.060271263122558594,0.00073,54.02943420410156,0.21431410312652588,-475.50445556640625,1121779
156030,15680,7,392.25568595000004,74.91,1125530,0.04395020753145218,0.00073,31.570987701416016,-6.061286926269531,-445.4000549316406,1122529
156135,15690,7,411.99093906,74.91,1126280,0.03941402584314346,0.00073,43.628021240234375,-1.5628130435943604,-444.6849365234375,1123279
156239,15700,7,414.07079066,74.91,1127030,0.039563119411468506,0.00073,22.88006591796875,3.692586898803711,-429.17095947265625,1124029
156344,15710,7,421.4140673799999,74.91,1127780,0.03980492427945137,0.00073,28.240936279296875,3.610222101211548,-418.54998779296875,1124779
156449,15720,7,439.71255064999997,74.91,1128530,0.03728433698415756,0.00073,24.56746482849121,0.5024576187133789,-409.9465637207031,1125529
156555,15730,7,470.3611548200001,74.91,1129280,0.03498851880431175,0.00073,29.440723419189453,-8.320441246032715,-408.15850830078125,1126279
156659,15740,7,470.99571766,74.91,1130030,0.0337737612426281,0.00073,17.43021583557129,5.020610332489014,-386.07647705078125,1127029
156766,15750,7,489.6930340800001,74.91,1130780,0.03270094469189644,0.00073,16.010799407958984,0.20684897899627686,-391.7568359375,1127779
156871,15760,7,537.18191047,75.0,1131530,0.035047486424446106,0.00073,30.660057067871094,1.204594373703003,-383.484619140625,1128529
156976,15770,7,536.91597103,75.0,1132280,0.033496491611003876,0.00073,23.19073486328125,1.0955754518508911,-384.2200927734375,1129279
157081,15780,7,536.1716258499999,75.0,1133030,0.04155131056904793,0.00073,19.69451332092285,4.004790306091309,-389.067626953125,1130029
157185,15790,7,520.81813603,74.92,1133772,0.0502178855240345,0.00073,18.87807846069336,-0.4996470808982849,-399.4414367675781,1130771
157289,15800,7,519.04492199,74.92,1134522,0.041254159063100815,0.00073,26.3409423828125,5.752992153167725,-397.2109680175781,1131521
157393,15810,7,519.9971771,74.92,1135272,0.03321373462677002,0.00073,17.11406898498535,6.789641380310059,-394.4099426269531,1132271
157499,15820,7,522.0765425400001,74.92,1136022,0.03252321854233742,0.00073,16.11134147644043,-1.8193289041519165,-402.5093688964844,1133021
157607,15830,7,522.92354791,74.92,1136772,0.03111671842634678,0.00073,17.030935287475586,7.609778881072998,-395.8176574707031,1133771
157711,15840,7,522.6707755699999,74.92,1137522,0.032347436994314194,0.00073,20.270973205566406,-2.8043503761291504,-387.14752197265625,1134521
157816,15850,7,478.3877783699999,74.92,1138272,0.03969988226890564,0.00073,18.20968246459961,-0.6442438364028931,-385.7119140625,1135271
157920,15860,7,460.86567655000005,74.92,1139022,0.035486284643411636,0.00073,22.268753051757812,-6.286070823669434,-390.3300476074219,1136021
158024,15870,7,459.63587842999993,74.92,1139772,0.03683027997612953,0.00073,12.165623664855957,-11.583449363708496,-391.1218566894531,1136771
158128,15880,7,460.26921736,74.92,1140522,0.03142658248543739,0.00073,17.058259963989258,6.70458459854126,-376.014892578125,1137521
158232,15890,7,475.99289944,75.0,1141272,0.02983013540506363,0.00073,15.351804733276367,-0.6187114715576172,-383.1782531738281,1138271
158338,15900,7,478.1293847999999,75.0,1142022,0.03367071971297264,0.00073,16.35747718811035,8.073685646057129,-378.5421447753906,1139021
158440,15910,7,425.372525,74.84,1142756,0.04904836788773537,0.00073,16.428926467895508,-0.15517300367355347,-386.15185546875,1139755
158545,15920,7,412.6654712500001,74.84,1143506,0.03721635043621063,0.00073,17.388858795166016,-12.798772811889648,-387.80029296875,1140505
158649,15930,7,413.17935162999987,74.84,1144256,0.03156798705458641,0.00073,22.236637115478516,3.054001808166504,-382.4824523925781,1141255
158754,15940,7,407.27565470999997,74.84,1145006,0.04479580000042915,0.00073,26.442256927490234,1.7874393463134766,-386.96533203125,1142005
158857,15950,7,434.34866275,74.84,1145756,0.050342343747615814,0.00073,32.791988372802734,-4.699545383453369,-408.1595458984375,1142755
158962,15960,7,447.77554451000003,74.84,1146506,0.0411369763314724,0.00073,17.16259765625,-5.208005905151367,-405.9215393066406,1143505
159068,15970,7,447.64792097000003,74.84,1147256,0.037585508078336716,0.00073,24.88772201538086,-0.27080440521240234,-399.7972412109375,1144255
159173,15980,7,399.76104310000005,74.84,1148006,0.045756708830595016,0.00073,24.46060562133789,-7.771773815155029,-389.439453125,1145005
159277,15990,7,385.39767156999994,74.84,1148756,0.036884814500808716,0.00073,31.532245635986328,7.579996109008789,-391.0357360839844,1145755
159381,16000,7,384.48920001000005,74.84,1149506,0.03806314989924431,0.00073,16.638595581054688,-1.8473385572433472,-393.1697082519531,1146505
159490,16010,7,437.2217576500001,75.0,1150256,0.035791657865047455,0.00073,14.94723892211914,1.7455387115478516,-388.5755615234375,1147255
159593,16020,7,450.1650365599999,75.0,1151006,0.045103274285793304,0.00073,21.765682220458984,8.831300735473633,-387.2690124511719,1148005
159697,16030,7,444.68518271,75.0,1151756,0.04181072115898132,0.00073,26.854114532470703,8.3768949508667,-389.7726135253906,1148755
159802,16040,7,446.09813550000007,75.0,1152506,0.038206085562705994,0.00073,16.585969924926758,-1.4458048343658447,-400.06085205078125,1149505
159907,16050,7,462.12849374999996,75.0,1153256,0.0389854721724987,0.00073,24.570560455322266,16.499073028564453,-392.9985046386719,1150255
159995,16060,7,383.3238788000001,73.75,1153881,0.0489683523774147,0.00073,37.21513366699219,-4.040002346038818,-391.4054870605469,1150880
160088,16070,7,334.83299299000004,73.01,1154557,0.0646790936589241,0.00073,35.716064453125,-2.339663505554199,-418.6257019042969,1151556
160191,16080,7,372.43273882,72.84,1155290,0.05547178536653519,0.00073,29.13414764404297,-6.0254645347595215,-420.8944396972656,1152289
160294,16090,7,385.7374673800001,72.84,1156040,0.043949056416749954,0.00073,24.565380096435547,-1.9292879104614258,-409.7242126464844,1153039
160399,16100,7,385.51624713000007,72.84,1156790,0.034699976444244385,0.00073,13.946455001831055,-10.571149826049805,-407.5672302246094,1153789
160502,16110,7,384.52963576999997,72.84,1157540,0.03399546444416046,0.00073,19.412525177001953,-0.9652137756347656,-397.2950744628906,1154539
160608,16120,7,382.76777083,72.84,1158290,0.03670806437730789,0.00073,23.49565887451172,4.8274149894714355,-391.63128662109375,1155289
160713,16130,7,339.65374142,72.83,1159039,0.04452644661068916,0.00073,17.383806228637695,-3.0586137771606445,-388.9126892089844,1156038
160816,16140,7,336.44304983,72.83,1159789,0.038903504610061646,0.00073,17.22360610961914,-9.800457954406738,-388.8271484375,1156788
160919,16150,7,335.75971867,72.83,1160539,0.04126967489719391,0.00073,52.007965087890625,-2.2856898307800293,-392.1253662109375,1157538
161023,16160,7,418.47540955999995,74.08,1161289,0.03904660791158676,0.00073,28.738725662231445,0.03638505935668945,-393.9283142089844,1158288
161127,16170,7,469.7070722700001,74.82,1162039,0.03554980456829071,0.00073,10.875179290771484,-15.403144836425781,-398.26263427734375,1159038
161230,16180,7,478.25410326,74.99,1162789,0.03478771448135376,0.00073,18.28148651123047,-8.163820266723633,-389.2674255371094,1159788
161329,16190,7,467.8563267,74.75,1163515,0.04625904560089111,0.00073,18.732593536376953,-10.952198028564453,-384.0693054199219,1160514
161421,16200,7,452.18408933000006,73.89,1164179,0.03868215158581734,0.00073,19.928913116455078,-7.636168956756592,-386.67022705078125,1161178
161519,16210,7,446.0549037500001,73.46,1164886,0.0358864963054657,0.00073,26.13111686706543,1.9445738792419434,-384.35394287109375,1161885
161621,16220,7,448.05265403000004,73.46,1165636,0.0345788449048996,0.00073,25.80579376220703,4.536250591278076,-383.986572265625,1162635
161725,16230,7,494.19047020000005,73.47,1166386,0.0408882312476635,0.00073,31.85143280029297,3.691586971282959,-388.676513671875,1163385
161830,16240,7,501.2200106100001,73.47,1167136,0.03911631181836128,0.00073,31.787961959838867,7.274318218231201,-384.34515380859375,1164135
161935,16250,7,495.92154064999994,73.47,1167886,0.04499473050236702,0.00073,44.709590911865234,-2.322450637817383,-405.7774353027344,1164885
162019,16260,7,410.3771723999999,72.03,1168492,0.1132938489317894,0.00073,257.3341064453125,61.657798767089844,-503.8086242675781,1165491
162102,16270,7,324.94303283,70.55,1169094,0.20183515548706055,0.00073,313.070068359375,19.192033767700195,-736.05859375,1166093
162199,16280,7,259.13726017000005,69.92,1169781,0.2385127693414688,0.00073,303.17547607421875,3.7915544509887695,-771.9246826171875,1166780
162304,16290,7,257.48124826000003,70.16,1170531,0.2082207053899765,0.00073,218.65744018554688,-6.762659072875977,-753.4713745117188,1167530
162406,16300,7,265.02871349000003,70.94,1171273,0.166483536362648,0.00073,163.13931274414062,-6.879048824310303,-686.8853759765625,1168272
162510,16310,7,271.25112717,71.37,1172023,0.11635050177574158,0.00073,110.70358276367188,-7.472767353057861,-621.3104248046875,1169022
162616,16320,7,269.6503793,71.37,1172773,0.09017113596200943,0.00073,106.83934020996094,-0.49012184143066406,-576.7356567382812,1169772
162721,16330,7,266.80170268999996,71.37,1173523,0.07020025700330734,0.00073,42.53338623046875,-5.390712261199951,-542.04248046875,1170522
162825,16340,7,266.17313002000003,71.37,1174273,0.05558409169316292,0.00073,44.83568572998047,-3.4099769592285156,-495.70623779296875,1171272
162930,16350,7,271.22247618,71.37,1175023,0.05718466639518738,0.00073,49.25014114379883,6.805240154266357,-482.86065673828125,1172022
163022,16360,7,322.04208527000003,71.89,1175681,0.062328677624464035,0.00073,46.00752639770508,-4.653521537780762,-475.22821044921875,1172680
163119,16370,7,381.9720834699999,72.82,1176376,0.05135061964392662,0.00073,40.4775390625,1.9622141122817993,-444.04095458984375,1173375
163217,16380,7,421.16794089,73.0,1177081,0.04878116399049759,0.00073,55.121925354003906,-2.8047797679901123,-451.3802795410156,1174080
163321,16390,7,423.44067049,73.0,1177831,0.06198658421635628,0.00073,28.233049392700195,-2.3494646549224854,-437.44317626953125,1174830
163422,16400,7,402.30304037,72.91,1178564,0.06054050475358963,0.00073,38.06597137451172,-3.703681230545044,-431.795654296875,1175563
163526,16410,7,382.4007789600001,72.91,1179314,0.048846617341041565,0.00073,72.42385864257812,6.885949611663818,-427.0325622558594,1176313
163630,16420,7,383.61267036,72.91,1180064,0.04309733957052231,0.00073,38.797061920166016,-2.724766731262207,-424.9015808105469,1177063
163733,16430,7,382.5755710800001,72.91,1180814,0.0412314273416996,0.00073,29.265119552612305,-7.155581474304199,-418.97967529296875,1177813
163833,16440,7,328.54696106000006,72.65,1181538,0.06567798554897308,0.00073,38.491729736328125,-1.6824806928634644,-420.0969543457031,1178537
163936,16450,7,297.45099661,72.52,1182275,0.06435471773147583,0.00073,40.109832763671875,-3.0249383449554443,-435.5956115722656,1179274
164040,16460,7,321.63930371,73.44,1183025,0.06685778498649597,0.00073,45.993934631347656,-6.8703508377075195,-451.9397277832031,1180024
164134,16470,7,247.12886752999998,73.32,1183708,0.1132877990603447,0.00073,135.91690063476562,22.42013168334961,-486.3934326171875,1180707
164237,16480,7,194.64891424999993,73.77,1184458,0.20868492126464844,0.00073,208.85501098632812,-10.663707733154297,-596.5390014648438,1181457
164341,16490,7,186.91796467999995,73.77,1185208,0.10725679248571396,0.00073,129.73240661621094,-15.041528701782227,-516.2354125976562,1182207
164447,16500,7,215.91609582,73.94,1185958,0.06743521988391876,0.00073,47.698814392089844,-15.423541069030762,-501.47833251953125,1182957
164551,16510,7,236.41637733000005,73.94,1186708,0.05194275826215744,0.00073,31.812047958374023,-7.8478522300720215,-467.75579833984375,1183707
164655,16520,7,233.13431597,73.94,1187458,0.05064685270190239,0.00073,30.502338409423828,5.168668746948242,-455.11041259765625,1184457
164758,16530,7,237.45741007,73.94,1188208,0.04985432326793671,0.00073,88.13630676269531,-3.3211255073547363,-450.6812744140625,1185207
164861,16540,7,287.41815791,74.2,1188958,0.05426216870546341,0.00073,61.884342193603516,0.3214649558067322,-445.2132568359375,1185957
164964,16550,7,301.66250373,74.22,1189697,0.06463896483182907,0.00073,160.47210693359375,6.3922295570373535,-441.71783447265625,1186696
165068,16560,7,296.13559755,74.22,1190447,0.05357439070940018,0.00073,62.149192810058594,-14.449891090393066,-444.6497497558594,1187446
165174,16570,7,367.30523817,74.89,1191197,0.05550707131624222,0.00073,154.58592224121094,15.894627571105957,-430.9562683105469,1188196
165278,16580,7,424.61151329000006,74.89,1191947,0.06267117708921432,0.00073,37.924015045166016,-3.8484344482421875,-436.9000244140625,1188946
165383,16590,7,433.64485845,74.89,1192697,0.05973123759031296,0.00073,46.18635177612305,-1.0830175876617432,-441.8961486816406,1189696
165488,16600,7,428.67959985,74.89,1193447,0.054190024733543396,0.00073,51.09154510498047,0.9510573148727417,-441.8678894042969,1190446
165592,16610,7,428.89315540999996,74.89,1194197,0.04726829007267952,0.00073,62.47919464111328,-14.290483474731445,-432.24041748046875,1191196
165688,16620,7,406.19331696999996,74.31,1194889,0.05123237892985344,0.00073,32.94247055053711,-7.159883499145508,-422.17681884765625,1191888
165781,16630,7,320.3578065100001,73.55,1195563,0.05080262944102287,0.00073,45.91490936279297,1.3121600151062012,-416.9496154785156,1192562
165880,16640,7,257.51748466,73.16,1196274,0.05156917870044708,0.00073,25.755603790283203,-8.309073448181152,-413.64208984375,1193273
165981,16650,7,250.21279924999996,72.93,1196990,0.04349939152598381,0.00073,50.17174530029297,-2.9562060832977295,-391.76318359375,1193989
166085,16660,7,267.53564897999996,72.93,1197740,0.040086425840854645,0.00073,37.918434143066406,-1.9005510807037354,-383.0892028808594,1194739
166189,16670,7,296.25919039,72.93,1198490,0.03859562799334526,0.00073,38.758079528808594,1.1178367137908936,-376.2185974121094,1195489
166292,16680,7,320.71136577,72.93,1199240,0.03710642829537392,0.00073,13.821755409240723,-8.095463752746582,-392.19866943359375,1196239
166395,16690,7,330.46064322999996,72.93,1199990,0.0387636236846447,0.00073,30.79673957824707,3.7305405139923096,-373.77880859375,1196989
166495,16700,7,295.47261593,72.66,1200713,0.04487955570220947,0.00073,39.65602493286133,2.944214105606079,-376.81854248046875,1197712
166596,16710,7,214.55240265,72.35,1201432,0.04221339896321297,0.00073,25.11537742614746,4.844278812408447,-378.6851501464844,1198431
166685,16720,7,211.21520536,71.76,1202065,0.043654799461364746,0.00073,26.5030517578125,-6.112055778503418,-387.23675537109375,1199064
166790,16730,7,298.46619035,72.52,1202815,0.043598879128694534,0.00073,19.09526824951172,0.5098800659179688,-383.6402587890625,1199814
166893,16740,7,366.67040091999996,72.91,1203565,0.041534848511219025,0.00073,24.448627471923828,-10.039775848388672,-387.6463317871094,1200564
166997,16750,7,393.03938884,73.25,1204315,0.039967406541109085,0.00073,25.17319679260254,-5.998936176300049,-385.6402893066406,1201314
167104,16760,7,393.58479961000006,73.25,1205065,0.04047137126326561,0.00073,28.737573623657227,12.287202835083008,-375.3729553222656,1202064
167208,16770,7,375.71960208999997,73.25,1205815,0.05280018597841263,0.00073,26.069835662841797,-3.8884212970733643,-381.5657958984375,1202814
167311,16780,7,368.21426848000004,73.24,1206564,0.04667311906814575,0.00073,25.212852478027344,-2.2668867111206055,-379.1746520996094,1203563
167413,16790,7,360.7563316200001,73.06,1207296,0.04606210067868233,0.00073,22.60104751586914,5.781060218811035,-380.0661926269531,1204295
167513,16800,7,394.12361513999997,73.02,1208015,0.04364628717303276,0.00073,15.714390754699707,0.5804789066314697,-383.24700927734375,1205014
167619,16810,7,470.4862365100001,73.33,1208765,0.045522890985012054,0.00073,28.64308738708496,4.662649631500244,-387.5951843261719,1205764
167723,16820,7,499.09025352000003,74.5,1209515,0.043963298201560974,0.00073,45.418968200683594,-0.05271744728088379,-388.818359375,1206514
167828,16830,7,480.49990328000007,74.42,1210257,0.04587213322520256,0.00073,35.38123321533203,-2.671133041381836,-402.3476867675781,1207256
167933,16840,7,480.73949173,74.42,1211007,0.044383130967617035,0.00073,24.871904373168945,-6.259133338928223,-389.8614196777344,1208006
168038,16850,7,479.6352122600001,74.42,1211757,0.04447420686483383,0.00073,27.200544357299805,-3.6092047691345215,-400.619873046875,1208756
168142,16860,7,474.42591703,74.42,1212507,0.04727863520383835,0.00073,23.968666076660156,11.204614639282227,-391.1210632324219,1209506
168247,16870,7,487.14958090999994,74.42,1213257,0.046898242086172104,0.00073,33.08698272705078,-0.7217843532562256,-398.02398681640625,1210256
168352,16880,7,493.99009097999993,74.43,1214007,0.044145192950963974,0.00073,20.577526092529297,-5.391220569610596,-391.2264404296875,1211006
168458,16890,7,489.69055808999997,74.61,1214757,0.05347120389342308,0.00073,26.888877868652344,5.212752819061279,-390.458251953125,1211756
168563,16900,7,466.36228072,74.92,1215507,0.07049983739852905,0.00073,31.155248641967773,3.0767934322357178,-400.6830749511719,1212506
168667,16910,7,468.61683859,74.92,1216257,0.055250175297260284,0.00073,23.009281158447266,3.9990265369415283,-400.82110595703125,1213256
168772,16920,7,468.4851536500001,74.92,1217007,0.04889678955078125,0.00073,30.213253021240234,0.2333202362060547,-403.7059020996094,1214006
168877,16930,7,483.25174250000003,75.0,1217757,0.0540119968354702,0.00073,65.36129760742188,0.706852912902832,-399.09454345703125,1214756
168985,16940,7,449.84130549,74.95,1218502,0.0706670731306076,0.00073,22.103466033935547,-11.922364234924316,-433.4160461425781,1215501
169090,16950,7,446.50921651,74.95,1219252,0.05889352783560753,0.00073,22.385910034179688,-8.924638748168945,-435.6361999511719,1216251
169194,16960,7,451.26958579999996,74.95,1220002,0.045656368136405945,0.00073,38.245399475097656,7.842989921569824,-402.4510803222656,1217001
169298,16970,7,456.8035711299999,74.95,1220752,0.03920545056462288,0.00073,22.945587158203125,1.6578195095062256,-394.59588623046875,1217751
169401,16980,7,456.90640396000003,74.95,1221502,0.035866349935531616,0.00073,25.48056983947754,3.597914457321167,-392.3895568847656,1218501
169506,16990,7,468.70873414999994,74.95,1222252,0.03395877778530121,0.00073,34.566001892089844,-1.9875617027282715,-375.9378356933594,1219251
169609,17000,7,499.19424814000007,74.95,1223002,0.03592792898416519,0.00073,14.78237533569336,-2.9298882484436035,-382.77105712890625,1220001
169713,17010,7,500.70619538,74.95,1223752,0.03693701699376106,0.00073,12.944175720214844,-7.595580101013184,-382.93487548828125,1220751
169819,17020,7,502.3890464500001,74.95,1224502,0.03669145703315735,0.00073,23.01824951171875,1.1363236904144287,-379.46795654296875,1221501
169924,17030,7,504.19217685999996,74.95,1225252,0.04438861086964607,0.00073,19.85613441467285,2.1320672035217285,-378.3433837890625,1222251
170029,17040,7,533.69944303,75.0,1226002,0.05111328884959221,0.00073,18.05442237854004,-5.783354759216309,-382.9659118652344,1223001
170133,17050,7,529.96059495,74.94,1226746,0.047513484954833984,0.00073,22.310089111328125,-9.678988456726074,-383.379150390625,1223745
170237,17060,7,514.34270804,74.94,1227496,0.060100000351667404,0.00073,38.92510986328125,7.417006969451904,-386.4513854980469,1224495
170342,17070,7,492.92451413000003,74.94,1228246,0.06016028672456741,0.00073,33.79346466064453,0.8574708700180054,-400.51092529296875,1225245
170446,17080,7,467.69446631000005,74.94,1228996,0.06602694094181061,0.00073,31.83987808227539,-1.1179299354553223,-405.08056640625,1225995
170553,17090,7,462.69045147,74.94,1229746,0.05017998069524765,0.00073,23.278148651123047,-9.265548706054688,-407.27044677734375,1226745
170659,17100,7,455.5306971799999,74.94,1230496,0.044055402278900146,0.00073,19.295385360717773,-6.231263160705566,-399.2210693359375,1227495
170763,17110,7,451.11224285000003,74.94,1231246,0.04345281049609184,0.00073,26.954627990722656,9.705636978149414,-398.45721435546875,1228245
170868,17120,7,409.15266987,74.93,1231995,0.06969104707241058,0.00073,31.877473831176758,3.4040069580078125,-424.4716491699219,1228994
170974,17130,7,408.99450533000004,74.93,1232745,0.05427677556872368,0.00073,22.67074203491211,-7.158969879150391,-424.9464111328125,1229744
171078,17140,7,413.13207079,74.93,1233495,0.043040163815021515,0.00073,17.213031768798828,1.5497617721557617,-410.78265380859375,1230494
171182,17150,7,421.39573147999994,74.99,1234245,0.03763933107256889,0.00073,26.622882843017578,-6.4100470542907715,-404.6943664550781,1231244
171289,17160,7,437.29554292,74.99,1234995,0.038897715508937836,0.00073,22.482067108154297,0.648912250995636,-389.73797607421875,1231994
171394,17170,7,439.22525278999996,74.99,1235745,0.04017196223139763,0.00073,30.469722747802734,10.2791109085083,-389.88946533203125,1232744
171479,17180,7,369.13587609999996,73.45,1236341,0.04561613127589226,0.00073,21.76171112060547,-2.9760284423828125,-391.3038330078125,1233340
171579,17190,7,292.14695399,73.14,1237060,0.049548566341400146,0.00073,21.619361877441406,-2.440054416656494,-376.80426025390625,1234059
171684,17200,7,290.28650433999996,73.14,1237810,0.045198921114206314,0.00073,29.471405029296875,1.4567800760269165,-402.1324462890625,1234809
171794,17210,7,291.81855695999997,73.14,1238560,0.041684988886117935,0.00073,35.65106964111328,7.594803810119629,-387.4754943847656,1235559
171898,17220,7,333.30764531,73.15,1239310,0.037688035517930984,0.00073,40.716880798339844,2.038116216659546,-387.1890869140625,1236309
172003,17230,7,335.02447725999997,73.15,1240060,0.0383899100124836,0.00073,16.727903366088867,-2.4233381748199463,-390.0308837890625,1237059
172110,17240,7,334.5327733,73.15,1240810,0.037037406116724014,0.00073,24.302635192871094,7.3878960609436035,-376.271484375,1237809
172215,17250,7,332.06390462,73.15,1241560,0.036559976637363434,0.00073,19.907405853271484,-4.002645969390869,-379.6223449707031,1238559
172320,17260,7,331.24686744999997,73.15,1242310,0.03448767960071564,0.00073,25.136817932128906,4.293093681335449,-375.0196838378906,1239309
172424,17270,7,346.6811165699999,73.15,1243060,0.038017358630895615,0.00073,19.979124069213867,4.984596252441406,-371.5018615722656,1240059
172528,17280,7,409.2829024300001,74.69,1243810,0.04160575568675995,0.00073,17.715009689331055,1.3419346809387207,-372.03863525390625,1240809
172631,17290,7,486.2641169099999,75.0,1244560,0.0364328995347023,0.00073,22.224414825439453,-1.5032165050506592,-372.6917724609375,1241559
172735,17300,7,495.0189449500001,75.0,1245310,0.036484140902757645,0.00073,16.532915115356445,-12.657525062561035,-380.9049072265625,1242309
172839,17310,7,492.04523334,75.0,1246060,0.03489414229989052,0.00073,24.4588680267334,6.089179515838623,-371.0094909667969,1243059
172944,17320,7,491.09554339000005,75.0,1246810,0.036469705402851105,0.00073,27.952425003051758,-0.9572305679321289,-376.7447814941406,1243809
173049,17330,7,487.22197588999995,75.0,1247560,0.0432392880320549,0.00073,17.779220581054688,-3.221834897994995,-377.2041320800781,1244559
173149,17340,7,436.6960516600001,74.77,1248287,0.04108107089996338,0.00073,15.94052505493164,-7.981658935546875,-376.152587890625,1245286
173254,17350,7,362.3060755100001,74.77,1249037,0.04216158762574196,0.00073,34.052040100097656,7.299161911010742,-367.5001220703125,1246036
173356,17360,7,335.21519493999995,74.61,1249771,0.04512180760502815,0.00073,16.641992568969727,0.6397102475166321,-381.8833312988281,1246770
173461,17370,7,327.19876174999996,74.61,1250521,0.04582767188549042,0.00073,26.728717803955078,-2.8768556118011475,-372.49237060546875,1247520
173553,17380,7,312.2276679799999,73.76,1251186,0.042489197105169296,0.00073,24.630611419677734,-5.213137149810791,-378.7282409667969,1248185
173654,17390,7,224.65977932,73.33,1251893,0.04516620561480522,0.00073,25.113006591796875,-7.101997375488281,-371.0859375,1248892
173753,17400,7,138.26627603000003,72.95,1252605,0.05819329991936684,0.00073,32.790367126464844,0.2880122661590576,-381.94329833984375,1249604
173859,17410,7,124.39556100000001,72.95,1253355,0.04589731618762016,0.00073,38.13493347167969,-5.929581165313721,-382.0419921875,1250354
173964,17420,7,125.60709031,72.95,1254105,0.03859836235642433,0.00073,25.42300033569336,-7.8637285232543945,-379.9247741699219,1251104
174069,17430,7,130.79237714,72.95,1254855,0.03595608100295067,0.00073,38.60866165161133,3.7045254707336426,-362.0439453125,1251854
174174,17440,7,182.05551594999997,73.18,1255605,0.03508634865283966,0.00073,23.670246124267578,-0.2505965232849121,-369.1470642089844,1252604
174278,17450,7,259.40974978,73.18,1256355,0.03567403927445412,0.00073,16.848163604736328,-9.045522689819336,-371.8487548828125,1253354
174381,17460,7,273.20558207,73.23,1257094,0.041107937693595886,0.00073,25.56543731689453,3.379092216491699,-362.9732360839844,1254093
174485,17470,7,248.82045566000005,73.23,1257844,0.04275192320346832,0.00073,25.88299560546875,-10.019801139831543,-378.1584777832031,1254843
174589,17480,7,292.94483217,74.08,1258594,0.03808680549263954,0.00073,19.185806274414062,-0.37207579612731934,-370.6865539550781,1255593
174694,17490,7,380.02051669,74.48,1259341,0.03617042303085327,0.00073,17.197269439697266,-5.027268886566162,-374.8706359863281,1256340
174799,17500,7,467.63580111999994,74.86,1260091,0.0349779836833477,0.00073,17.165843963623047,6.773067951202393,-366.1983642578125,1257090
174905,17510,7,488.91869076,74.86,1260841,0.03908015415072441,0.00073,33.92107391357422,5.06055212020874,-362.8811340332031,1257840
175009,17520,7,488.79472006000003,74.86,1261591,0.043884169310331345,0.00073,27.74053192138672,7.267850875854492,-365.7716979980469,1258590
175115,17530,7,485.43417341,74.86,1262341,0.04799308627843857,0.00073,27.186561584472656,0.9960620403289795,-380.2510986328125,1259340
175220,17540,7,465.12530383999996,74.86,1263091,0.04568469896912575,0.00073,25.907032012939453,-3.94461727142334,-373.00640869140625,1260090
175322,17550,7,449.89801158,74.86,1263841,0.03732728958129883,0.00073,21.260711669921875,-5.266310214996338,-375.3047180175781,1260840
175428,17560,7,463.20450216999996,74.97,1264591,0.035124264657497406,0.00073,29.99972915649414,4.224584102630615,-375.60736083984375,1261590
175531,17570,7,499.25273290999996,74.97,1265341,0.05391792207956314,0.00073,22.127685546875,-8.117460250854492,-379.7486267089844,1262340
175636,17580,7,487.13180919000007,74.97,1266091,0.06435645371675491,0.00073,38.58113479614258,4.278872966766357,-379.4443359375,1263090
175741,17590,7,490.78597966,75.0,1266841,0.05667790398001671,0.00073,61.91196060180664,0.43231892585754395,-398.71124267578125,1263840
175845,17600,7,489.18700838999996,75.0,1267591,0.0506083220243454,0.00073,40.117218017578125,-2.7470946311950684,-406.6259765625,1264590
175949,17610,7,447.94228626000006,75.0,1268341,0.0509595088660717,0.00073,46.845394134521484,-5.500848770141602,-404.3838806152344,1265340
176052,17620,7,359.73980668,75.0,1269091,0.049752477556467056,0.00073,32.35002899169922,-1.1035327911376953,-392.6807556152344,1266090
176151,17630,7,302.46639557000003,74.75,1269816,0.055312566459178925,0.00073,36.70935821533203,-0.47672247886657715,-397.96441650390625,1266815
176252,17640,7,252.09730957999997,74.54,1270545,0.04996049776673317,0.00073,50.077964782714844,-14.230928421020508,-411.26580810546875,1267544
176354,17650,7,249.35609548999997,74.54,1271295,0.047197747975587845,0.00073,47.50407028198242,4.06943941116333,-385.6856384277344,1268294
176458,17660,7,232.16199521,74.54,1272045,0.04673141986131668,0.00073,25.891368865966797,8.67737865447998,-385.2998352050781,1269044
176563,17670,7,189.37875293999997,74.54,1272795,0.045546598732471466,0.00073,25.767093658447266,2.0793604850769043,-380.85107421875,1269794
176668,17680,7,193.99279942,74.54,1273545,0.0381120964884758,0.00073,50.46180725097656,15.525894165039062,-372.5436706542969,1270544
176772,17690,7,195.11684827000002,74.54,1274295,0.03715065121650696,0.00073,29.16327476501465,9.978769302368164,-384.99871826171875,1271294
176877,17700,7,193.96651422999994,74.54,1275045,0.04065267741680145,0.00073,25.969451904296875,-2.827287435531616,-388.79522705078125,1272044
