time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,train/ent_coef,train/n_updates,train/learning_rate,train/critic_loss,train/ent_coef_loss,train/actor_loss
7,44000,5547,-293.33993519,100.0,440,0.004154736641794443,40999,0.00073,0.7784388065338135,-11.67627239227295,81.54722595214844
7,45000,5681,-292.18377201,100.0,450,0.004108314868062735,41999,0.00073,1.023303747177124,8.540205955505371,83.45487213134766
7,46000,5814,-291.05382658999997,100.0,460,0.004037522245198488,42999,0.00073,0.7819143533706665,3.479994058609009,84.39430236816406
7,47000,5949,-287.95366932,100.0,470,0.0038985423743724823,43999,0.00073,0.7021917700767517,-5.86118221282959,85.04029846191406
7,48000,6082,-286.68426064000005,100.0,480,0.0038387381937354803,44999,0.00073,0.6957411766052246,-6.405149936676025,88.45674896240234
7,49000,6217,-285.82093394,100.0,490,0.003639613976702094,45999,0.00073,0.7754743099212646,12.171574592590332,92.51290130615234
7,50000,6351,-284.43964987999993,100.0,500,0.003711308818310499,46999,0.00073,0.8660707473754883,-6.179536819458008,93.76152038574219
7,51000,6486,-282.75816095000005,100.0,510,0.0037481889594346285,47999,0.00073,0.6798105239868164,-6.007603168487549,94.90037536621094
7,52000,6621,-279.81715921999995,100.0,520,0.0038252330850809813,48999,0.00073,0.6420953273773193,7.734554767608643,95.70008850097656
7,53000,6755,-277.50200542000005,100.0,530,0.003826791187748313,49999,0.00073,0.6303429007530212,7.643070697784424,96.43650817871094
7,54000,6889,-275.56813379999994,100.0,540,0.003920721355825663,50999,0.00073,0.5301980972290039,-3.906299591064453,96.30389404296875
7,55000,7022,-269.25777266999995,100.0,550,0.004218633286654949,51999,0.00073,0.5952942371368408,-2.261691093444824,95.5695571899414
7,56000,7156,-264.03370438999997,100.0,560,0.004038602579385042,52999,0.00073,0.4446864128112793,15.274648666381836,93.9439468383789
