time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/total_timesteps,time/episodes,train/n_updates,train/ent_coef_loss,train/critic_loss,train/learning_rate,train/actor_loss,train/ent_coef
124743,-135.31950418,50.0,7,882439,17860,879438,1.2139426469802856,23.811309814453125,0.00073,73.03463745117188,0.027444155886769295
124813,-139.23425930000002,50.0,7,882939,17870,879938,-3.7101783752441406,21.43108558654785,0.00073,74.068603515625,0.027115220203995705
124881,-139.21430873999998,49.95,7,883434,17880,880433,0.8302083611488342,24.102548599243164,0.00073,63.136512756347656,0.02818327769637108
124950,-137.66381352,49.91,7,883930,17890,880929,4.3932342529296875,21.599000930786133,0.00073,73.54436492919922,0.028849422931671143
125019,-138.0859299,49.91,7,884430,17900,881429,6.458565711975098,26.39089584350586,0.00073,70.34822845458984,0.027605077251791954
125088,-138.73345933000002,49.91,7,884930,17910,881929,-4.266670227050781,22.257274627685547,0.00073,75.57746887207031,0.028294095769524574
125156,-137.387523,49.91,7,885430,17920,882429,3.9714276790618896,29.309059143066406,0.00073,67.1077651977539,0.02775385230779648
125226,-134.99459263,49.91,7,885930,17930,882929,-0.7612036466598511,24.042118072509766,0.00073,78.96174621582031,0.027857350185513496
125295,-133.82165253999997,49.91,7,886430,17940,883429,-3.703789472579956,25.195924758911133,0.00073,66.63835144042969,0.028599511831998825
125364,-133.83695304,49.91,7,886930,17950,883929,-0.8621150851249695,22.749818801879883,0.00073,67.75816345214844,0.028425276279449463
125433,-135.90859821,49.91,7,887430,17960,884429,4.638381004333496,27.901111602783203,0.00073,78.8898696899414,0.028608841821551323
125502,-134.7909562,49.91,7,887930,17970,884929,-0.31479525566101074,22.053508758544922,0.00073,69.03741455078125,0.02849426306784153
125572,-131.93314666,49.96,7,888430,17980,885429,-2.0553832054138184,18.529640197753906,0.00073,68.05364990234375,0.02755424939095974
125642,-131.17455551999998,50.0,7,888930,17990,885929,-4.8780107498168945,22.84095001220703,0.00073,71.00288391113281,0.02718658186495304
125711,-130.58249967,50.0,7,889430,18000,886429,-3.6530039310455322,22.633377075195312,0.00073,72.75393676757812,0.02788090519607067
125781,-130.11329894,50.0,7,889930,18010,886929,0.45739710330963135,28.947650909423828,0.00073,63.15625,0.02777969092130661
125851,-131.15504565999998,50.0,7,890430,18020,887429,1.976372480392456,20.576583862304688,0.00073,75.01520538330078,0.027965974062681198
125921,-134.06901289,49.99,7,890929,18030,887928,2.3576083183288574,21.468393325805664,0.00073,66.21446228027344,0.028442353010177612
125993,-135.36651182,49.99,7,891429,18040,888428,-4.355497360229492,20.123504638671875,0.00073,61.143802642822266,0.028149157762527466
126063,-136.24941570000001,49.99,7,891929,18050,888928,5.402266502380371,23.55858612060547,0.00073,65.77667236328125,0.028066100552678108
126133,-134.76708726999996,49.99,7,892429,18060,889428,4.112715721130371,21.211626052856445,0.00073,59.60105895996094,0.028350893408060074
126202,-134.33347771,49.99,7,892929,18070,889928,-0.4496837854385376,26.86766242980957,0.00073,76.23602294921875,0.02864043228328228
126272,-136.16815561,49.99,7,893429,18080,890428,-7.327611923217773,58.60270309448242,0.00073,64.51505279541016,0.02880660444498062
126341,-135.65999412999997,49.99,7,893929,18090,890928,-2.710111141204834,19.855663299560547,0.00073,72.77023315429688,0.028750108554959297
126412,-135.67419803,49.99,7,894429,18100,891428,-2.4964210987091064,19.353313446044922,0.00073,76.60110473632812,0.02943531423807144
126481,-133.59057681000002,49.99,7,894929,18110,891928,3.680197238922119,23.439807891845703,0.00073,69.17203521728516,0.028363455086946487
126551,-131.27439587,49.99,7,895429,18120,892428,2.545881748199463,20.228404998779297,0.00073,70.68778991699219,0.02842261828482151
126621,-130.8687857,50.0,7,895929,18130,892928,-3.6327972412109375,22.808454513549805,0.00073,71.45699310302734,0.029002303257584572
126691,-128.39021304999997,50.0,7,896429,18140,893428,-2.914973258972168,24.60277557373047,0.00073,66.25074005126953,0.029673075303435326
126761,-126.70289815999996,50.0,7,896929,18150,893928,2.9987599849700928,25.905839920043945,0.00073,70.11919403076172,0.029102012515068054
126832,-126.94458756,50.0,7,897429,18160,894428,-12.153536796569824,23.84686279296875,0.00073,65.86231994628906,0.02913295291364193
126901,-126.85770592999998,50.0,7,897929,18170,894928,1.3445024490356445,36.18870544433594,0.00073,65.65174865722656,0.02894970402121544
126969,-126.65053999999998,49.92,7,898421,18180,895420,2.368283987045288,26.368144989013672,0.00073,62.07042694091797,0.02920273132622242
127039,-126.21756229,49.92,7,898921,18190,895920,-1.238803505897522,24.84125328063965,0.00073,62.099178314208984,0.028860101476311684
127108,-124.50070883999999,49.92,7,899421,18200,896420,-4.180990695953369,31.510988235473633,0.00073,68.54879760742188,0.029385831207036972
127178,-124.82075270999998,49.91,7,899920,18210,896919,-5.472051620483398,19.08973503112793,0.00073,56.89530944824219,0.028963014483451843
127248,-127.55073763,49.91,7,900420,18220,897419,3.623849630355835,31.05007553100586,0.00073,63.02596664428711,0.028503278270363808
127318,-124.87202963000001,49.91,7,900920,18230,897919,1.1727972030639648,26.566680908203125,0.00073,58.777313232421875,0.02903360314667225
127386,-127.64794377,49.88,7,901417,18240,898416,-4.45560359954834,26.22393798828125,0.00073,62.28493118286133,0.02886735461652279
127457,-127.22442430999999,49.88,7,901917,18250,898916,-0.18790864944458008,26.022205352783203,0.00073,51.359806060791016,0.02924165688455105
127527,-127.03123351000002,49.88,7,902417,18260,899416,8.241270065307617,27.16632080078125,0.00073,55.88180160522461,0.030285244807600975
127595,-128.71755873,49.88,7,902917,18270,899916,-4.392075061798096,29.90613555908203,0.00073,57.4638557434082,0.029490113258361816
127665,-128.25434616,49.96,7,903417,18280,900416,-7.921258926391602,28.828649520874023,0.00073,59.290687561035156,0.03002096340060234
127735,-129.18568363999998,49.96,7,903917,18290,900916,3.0535879135131836,26.448993682861328,0.00073,69.64544677734375,0.02891785465180874
127805,-130.67369851,49.96,7,904417,18300,901416,4.212868690490723,29.032474517822266,0.00073,64.82508850097656,0.030487079173326492
127874,-135.35118744,49.94,7,904914,18310,901913,-0.16252464056015015,20.545495986938477,0.00073,77.22557067871094,0.030262062326073647
127943,-133.64199713,49.94,7,905414,18320,902413,4.797419548034668,25.00344467163086,0.00073,61.50481414794922,0.02941378392279148
128012,-139.04630982999998,49.85,7,905905,18330,902904,-2.602187395095825,25.396438598632812,0.00073,58.707359313964844,0.030878210440278053
128082,-136.86125730999998,49.88,7,906405,18340,903404,-4.271084785461426,32.38825988769531,0.00073,69.03285217285156,0.03058241866528988
128152,-137.58064241,49.88,7,906905,18350,903904,1.305457592010498,24.15550422668457,0.00073,72.7024154663086,0.030338875949382782
128222,-138.66297341,49.88,7,907405,18360,904404,-1.2254999876022339,23.652320861816406,0.00073,58.088523864746094,0.028601067140698433
128292,-137.58069064,49.88,7,907905,18370,904904,-7.451411724090576,28.017070770263672,0.00073,58.79358673095703,0.030241621658205986
128358,-141.23249989,49.67,7,908384,18380,905383,-11.59088134765625,25.985958099365234,0.00073,63.930572509765625,0.029401522129774094
128428,-141.06769231,49.67,7,908884,18390,905883,-2.6526103019714355,29.072372436523438,0.00073,65.20265197753906,0.02863035537302494
128497,-139.61387814000003,49.67,7,909384,18400,906383,-3.591470241546631,22.976078033447266,0.00073,71.59024047851562,0.029128681868314743
128566,-135.94839580000001,49.7,7,909884,18410,906883,5.3948822021484375,22.95240020751953,0.00073,58.47417449951172,0.02922683209180832
128636,-136.30185712,49.7,7,910384,18420,907383,-7.574612140655518,30.652854919433594,0.00073,67.6226806640625,0.029885968193411827
128706,-132.90722011999998,49.77,7,910882,18430,907881,-2.5170860290527344,22.268051147460938,0.00073,69.235107421875,0.029029713943600655
128778,-134.11058938,49.77,7,911382,18440,908381,-11.651510238647461,24.31255340576172,0.00073,65.12760925292969,0.0292857363820076
128848,-136.34449785,49.75,7,911880,18450,908879,-7.108048915863037,23.366962432861328,0.00073,69.65613555908203,0.029577016830444336
128918,-136.52429776,49.75,7,912380,18460,909379,6.872766494750977,27.528427124023438,0.00073,71.38223266601562,0.02869613841176033
128987,-135.81408508,49.75,7,912880,18470,909879,1.5439953804016113,29.065963745117188,0.00073,61.418739318847656,0.029129425063729286
129057,-131.22126708000002,49.96,7,913380,18480,910379,-2.5383787155151367,23.896690368652344,0.00073,63.70514678955078,0.02901051938533783
129126,-130.10552006,49.96,7,913880,18490,910879,3.116650104522705,23.685527801513672,0.00073,73.265869140625,0.027764495462179184
129195,-130.33192576999997,49.96,7,914380,18500,911379,0.9319198131561279,24.015430450439453,0.00073,70.92752075195312,0.028292261064052582
129265,-130.959474,49.96,7,914880,18510,911879,-2.1865198612213135,20.61516571044922,0.00073,58.71105194091797,0.028132939711213112
129334,-130.14396125999997,49.96,7,915380,18520,912379,4.460454940795898,25.07889175415039,0.00073,63.229820251464844,0.0283035971224308
129403,-130.1407128,49.96,7,915878,18530,912877,-3.2875678539276123,27.187236785888672,0.00073,66.33099365234375,0.02886585332453251
129473,-129.96065964,49.96,7,916378,18540,913377,4.57603645324707,21.657459259033203,0.00073,70.91032409667969,0.027293970808386803
129542,-127.55164315,49.98,7,916878,18550,913877,5.816441535949707,25.97764778137207,0.00073,72.83840942382812,0.02788541279733181
129612,-129.87158974,49.98,7,917378,18560,914377,-6.621084690093994,21.830944061279297,0.00073,70.33544158935547,0.028159748762845993
129682,-132.23212743,49.98,7,917878,18570,914877,0.5649954676628113,24.37044334411621,0.00073,69.30490112304688,0.027569685131311417
129751,-134.93882602000002,49.97,7,918377,18580,915376,-2.957864999771118,23.586946487426758,0.00073,67.02751922607422,0.0281713604927063
129820,-133.9810849,49.97,7,918877,18590,915876,0.4634610414505005,20.696460723876953,0.00073,62.79377746582031,0.028382355347275734
129889,-134.77688559999996,49.97,7,919377,18600,916376,-0.24466419219970703,21.171737670898438,0.00073,72.81205749511719,0.02857862040400505
129958,-133.02899206,49.97,7,919877,18610,916876,-4.866595268249512,21.30232810974121,0.00073,73.1541748046875,0.028813404962420464
130028,-132.93910689999998,49.97,7,920377,18620,917376,1.3437012434005737,20.440937042236328,0.00073,72.13045501708984,0.028903717175126076
130098,-133.84806034,49.99,7,920877,18630,917876,1.6573375463485718,21.632854461669922,0.00073,85.84964752197266,0.028087051585316658
130168,-133.87016167,49.99,7,921377,18640,918376,0.41083621978759766,23.570663452148438,0.00073,82.3480224609375,0.028275787830352783
130238,-133.28320417,49.99,7,921877,18650,918876,-0.005633234977722168,19.41733169555664,0.00073,80.02293395996094,0.028497306630015373
130307,-128.84915166000002,49.99,7,922377,18660,919376,1.6821616888046265,23.816162109375,0.00073,68.73999786376953,0.02811371721327305
130376,-124.13442796999999,49.99,7,922877,18670,919876,-2.3314218521118164,19.854394912719727,0.00073,65.36556243896484,0.02831883169710636
130447,-121.65430344999999,50.0,7,923377,18680,920376,-1.197218418121338,21.838075637817383,0.00073,74.04320526123047,0.028331782668828964
130516,-122.93012341999999,49.92,7,923869,18690,920868,3.6860084533691406,22.020599365234375,0.00073,66.98636627197266,0.0279006939381361
130585,-121.92404879,49.92,7,924369,18700,921368,-0.9708079695701599,20.546220779418945,0.00073,76.22383117675781,0.02710677869617939
130654,-122.31030933999999,49.92,7,924869,18710,921868,4.460661888122559,21.043800354003906,0.00073,66.31925964355469,0.027660945430397987
130723,-121.08866456,49.92,7,925369,18720,922368,0.3024330735206604,20.937191009521484,0.00073,73.72544860839844,0.026686687022447586
130792,-118.70705416000003,49.92,7,925869,18730,922868,-0.12999510765075684,17.418237686157227,0.00073,69.53425598144531,0.027469050139188766
130863,-117.48446773999999,49.92,7,926369,18740,923368,-1.4461214542388916,21.551565170288086,0.00073,69.68849182128906,0.02658444456756115
130934,-119.38469669,49.92,7,926869,18750,923868,-12.236173629760742,19.92015838623047,0.00073,62.947425842285156,0.02711283601820469
131004,-120.18858299,49.92,7,927369,18760,924368,-2.1061277389526367,20.472148895263672,0.00073,70.73462677001953,0.0260164774954319
131072,-123.53257842000001,49.9,7,927867,18770,924866,-4.225619792938232,19.68875503540039,0.00073,80.32972717285156,0.02648269012570381
131141,-126.55336883,49.86,7,928363,18780,925362,0.799536943435669,15.807287216186523,0.00073,66.38593292236328,0.026173563674092293
131209,-128.82505055,49.86,7,928855,18790,925854,-1.918508768081665,26.232511520385742,0.00073,76.65263366699219,0.026846470311284065
131278,-129.40772676999998,49.86,7,929355,18800,926354,-1.7188570499420166,20.6314697265625,0.00073,69.01081848144531,0.025948403403162956
131347,-131.85006080999995,49.86,7,929855,18810,926854,-0.6034560203552246,22.73817253112793,0.00073,77.17495727539062,0.0263974629342556
131417,-132.43351453,49.86,7,930355,18820,927354,-0.29380232095718384,20.04682731628418,0.00073,69.91062927246094,0.026309266686439514
131488,-132.38864513,49.86,7,930855,18830,927854,7.118646144866943,23.073505401611328,0.00073,80.68718719482422,0.02643832191824913
131558,-134.57229459,49.86,7,931355,18840,928354,-10.256404876708984,19.671466827392578,0.00073,61.22011947631836,0.026889516040682793
131627,-132.8429775,49.86,7,931855,18850,928854,-1.6344830989837646,23.572296142578125,0.00073,75.72283935546875,0.027173809707164764
131696,-134.16725073,49.86,7,932355,18860,929354,0.34008777141571045,23.481922149658203,0.00073,70.74040222167969,0.028295256197452545
131765,-133.44160881000002,49.88,7,932855,18870,929854,-8.131553649902344,23.493621826171875,0.00073,74.21086120605469,0.027887094765901566
131834,-133.99654397,49.92,7,933355,18880,930354,-3.3530802726745605,19.247501373291016,0.00073,71.74217224121094,0.028189856559038162
131903,-131.22140866,50.0,7,933855,18890,930854,-4.003669261932373,24.287044525146484,0.00073,69.44088745117188,0.027645617723464966
131973,-128.81154685,50.0,7,934355,18900,931354,1.246801733970642,21.182506561279297,0.00073,75.14513397216797,0.028122304007411003
132042,-127.80448426000001,50.0,7,934855,18910,931854,10.505393028259277,21.001449584960938,0.00073,62.856571197509766,0.028075609356164932
132111,-130.54270932,50.0,7,935355,18920,932354,-7.272900104522705,22.306400299072266,0.00073,66.80509185791016,0.02898181602358818
132181,-131.98103867999998,50.0,7,935855,18930,932854,0.7105599045753479,22.758235931396484,0.00073,72.59026336669922,0.028624307364225388
132251,-130.74931613999996,50.0,7,936355,18940,933354,-2.0587730407714844,27.037899017333984,0.00073,71.58919525146484,0.028665680438280106
132321,-133.54070493,50.0,7,936855,18950,933854,7.209024429321289,21.565471649169922,0.00073,72.33133697509766,0.02834172174334526
132391,-131.41350203,50.0,7,937355,18960,934354,7.5866570472717285,27.410661697387695,0.00073,71.58560943603516,0.027844294905662537
132461,-130.32243357,50.0,7,937855,18970,934854,2.2935798168182373,16.10787582397461,0.00073,69.09232330322266,0.028645718470215797
132530,-126.28503385,50.0,7,938355,18980,935354,-0.8184288740158081,17.879718780517578,0.00073,69.46090698242188,0.026956094428896904
132600,-127.77723078,50.0,7,938855,18990,935854,-8.38673210144043,19.440292358398438,0.00073,60.4474983215332,0.027560176327824593
132670,-129.61113539000004,50.0,7,939355,19000,936354,-0.9081270694732666,21.96148109436035,0.00073,70.40879821777344,0.026982687413692474
132740,-128.00038679000002,50.0,7,939855,19010,936854,1.6174358129501343,24.355152130126953,0.00073,84.7049789428711,0.02717219665646553
132809,-126.79886452000001,50.0,7,940355,19020,937354,7.978056907653809,19.00815200805664,0.00073,66.1611557006836,0.027568725869059563
132879,-127.03251003000001,50.0,7,940855,19030,937854,4.532614231109619,19.156892776489258,0.00073,62.92277908325195,0.02822115272283554
132949,-125.84713215,50.0,7,941355,19040,938354,10.486422538757324,22.979454040527344,0.00073,61.383216857910156,0.0281154066324234
133020,-120.92980765000004,50.0,7,941855,19050,938854,-6.104337692260742,23.395936965942383,0.00073,74.75491333007812,0.029131509363651276
133089,-122.23395433000002,50.0,7,942355,19060,939354,-2.5595221519470215,22.405841827392578,0.00073,67.67515563964844,0.027778014540672302
133160,-121.80512923,50.0,7,942855,19070,939854,-0.9593662023544312,19.725826263427734,0.00073,70.66337585449219,0.027405643835663795
133230,-122.78943717000001,50.0,7,943355,19080,940354,6.276427745819092,24.84223175048828,0.00073,62.01966094970703,0.027365801855921745
133300,-122.98955937,50.0,7,943855,19090,940854,4.4727044105529785,22.418777465820312,0.00073,64.44842529296875,0.028064575046300888
133370,-121.71826957000002,50.0,7,944355,19100,941354,1.397261381149292,18.509109497070312,0.00073,65.10289764404297,0.027890877798199654
133441,-125.41282797,50.0,7,944855,19110,941854,4.400178909301758,38.38689041137695,0.00073,69.96428680419922,0.028023073449730873
133510,-126.78112889,49.9,7,945345,19120,942344,-3.5986509323120117,18.53173828125,0.00073,61.913578033447266,0.02883625403046608
133580,-125.34342762000001,49.9,7,945845,19130,942844,1.5129197835922241,21.062013626098633,0.00073,62.93428039550781,0.02862088941037655
133651,-125.92541640000002,49.9,7,946345,19140,943344,6.2005815505981445,31.939697265625,0.00073,61.682640075683594,0.029565354809165
133720,-133.40368502000004,49.83,7,946838,19150,943837,3.3343567848205566,25.43838119506836,0.00073,68.34525299072266,0.029722653329372406
133790,-132.61306125,49.83,7,947338,19160,944337,0.21149301528930664,22.119102478027344,0.00073,65.08876037597656,0.029347853735089302
133860,-132.38380563,49.83,7,947838,19170,944837,-5.744493007659912,29.650609970092773,0.00073,66.9756088256836,0.029737524688243866
133931,-133.29106559000002,49.83,7,948338,19180,945337,6.7602033615112305,27.743494033813477,0.00073,57.628807067871094,0.02930336631834507
134001,-133.17921427000002,49.8,7,948835,19190,945834,-6.462802886962891,24.876834869384766,0.00073,58.48221969604492,0.030405642464756966
134071,-134.19939689999998,49.8,7,949335,19200,946334,4.728652000427246,32.60089874267578,0.00073,66.54541015625,0.03092171996831894
134141,-130.94837641000004,49.8,7,949835,19210,946834,2.132068395614624,25.774791717529297,0.00073,48.57065200805664,0.03209066390991211
134213,-130.54549239,49.9,7,950335,19220,947334,-5.3216705322265625,28.61735725402832,0.00073,61.102394104003906,0.031421031802892685
134283,-130.03641474,49.9,7,950835,19230,947834,-11.535388946533203,48.58820343017578,0.00073,53.30223846435547,0.031856719404459
134352,-132.3927574,49.9,7,951335,19240,948334,4.827142715454102,32.544464111328125,0.00073,50.59782791137695,0.03347572311758995
134420,-129.08936404999997,49.83,7,951821,19250,948820,-0.5056341886520386,32.81465148925781,0.00073,53.43535614013672,0.03271952271461487
134490,-130.08807492999998,49.83,7,952321,19260,949320,-5.920795440673828,35.8338623046875,0.00073,58.1975212097168,0.033348094671964645
134560,-134.75788476000002,49.76,7,952814,19270,949813,-0.5199365019798279,46.56093215942383,0.00073,58.00868606567383,0.03275718539953232
134630,-134.13737744000002,49.76,7,953314,19280,950313,1.3457509279251099,28.688108444213867,0.00073,52.43255615234375,0.033319536596536636
134700,-133.14006362,49.79,7,953814,19290,950813,-6.966202735900879,27.373355865478516,0.00073,50.05751037597656,0.033739589154720306
134771,-133.58832094000002,49.79,7,954314,19300,951313,2.475743293762207,31.86599349975586,0.00073,51.87657165527344,0.03272918239235878
134840,-133.23281639,49.79,7,954814,19310,951813,-1.8012553453445435,29.740211486816406,0.00073,42.52307891845703,0.033026326447725296
134909,-132.12271555,49.79,7,955314,19320,952313,1.4552125930786133,39.11249542236328,0.00073,51.512413024902344,0.03311455622315407
134979,-133.95819733000002,49.79,7,955814,19330,952813,2.7562708854675293,30.933650970458984,0.00073,35.99580764770508,0.032621465623378754
135047,-136.0780111,49.7,7,956305,19340,953304,5.158112525939941,26.92584991455078,0.00073,48.774051666259766,0.03408264368772507
135117,-133.4342695,49.84,7,956805,19350,953804,-0.5932685136795044,26.516094207763672,0.00073,47.015846252441406,0.03369726240634918
135186,-134.13420883999999,49.84,7,957305,19360,954304,-2.3460116386413574,30.351449966430664,0.00073,59.04568099975586,0.03341576084494591
135256,-131.23997530999998,49.9,7,957804,19370,954803,2.2412776947021484,30.172042846679688,0.00073,47.64902877807617,0.03285481408238411
135326,-131.29421503,49.9,7,958304,19380,955303,1.197256088256836,31.586139678955078,0.00073,53.537757873535156,0.0328056663274765
135396,-131.27747506999998,49.9,7,958804,19390,955803,-0.17782244086265564,30.19120216369629,0.00073,52.917213439941406,0.03138400986790657
135465,-130.49172234999997,49.9,7,959304,19400,956303,5.045902729034424,32.417205810546875,0.00073,54.64319610595703,0.0317581407725811
135535,-132.90980416,49.9,7,959804,19410,956803,4.156172275543213,28.017250061035156,0.00073,39.36115264892578,0.031600844115018845
135605,-132.74011734999996,49.9,7,960304,19420,957303,0.38341766595840454,29.163875579833984,0.00073,56.49429702758789,0.031796179711818695
135674,-131.20409759999998,49.9,7,960804,19430,957803,-0.8208401203155518,26.698814392089844,0.00073,53.81262969970703,0.0316515676677227
135743,-128.34974526999997,49.99,7,961304,19440,958303,0.8724255561828613,24.623504638671875,0.00073,41.58674240112305,0.030915668234229088
135812,-129.38891666000004,49.99,7,961804,19450,958803,0.7843801975250244,23.71389389038086,0.00073,55.45083999633789,0.031020645052194595
135881,-128.87662236,49.99,7,962304,19460,959303,-6.45693302154541,21.675827026367188,0.00073,52.95332717895508,0.02984909527003765
135951,-129.40199251,49.99,7,962803,19470,959802,-3.0295250415802,27.9830265045166,0.00073,54.952117919921875,0.03025534562766552
136020,-129.62816436,49.99,7,963303,19480,960302,2.535949468612671,25.04697036743164,0.00073,63.5179328918457,0.02965405210852623
136090,-129.9519915,49.99,7,963803,19490,960802,-0.5782179832458496,33.879302978515625,0.00073,65.1095199584961,0.030466537922620773
136160,-130.15611536000003,49.99,7,964303,19500,961302,7.152918815612793,24.909404754638672,0.00073,65.81465911865234,0.030556393787264824
136229,-128.07999992999999,49.99,7,964803,19510,961802,4.011731147766113,22.208087921142578,0.00073,61.19697952270508,0.030138317495584488
136299,-126.90478340999998,49.99,7,965303,19520,962302,6.867850303649902,23.030925750732422,0.00073,57.94220733642578,0.029671598225831985
136368,-128.39525887000002,49.99,7,965803,19530,962802,1.9649052619934082,33.08565902709961,0.00073,66.32189178466797,0.029647039249539375
136437,-126.69243250000001,49.99,7,966303,19540,963302,0.5543347001075745,22.719865798950195,0.00073,68.5706787109375,0.029659099876880646
136508,-127.51631575999998,49.99,7,966803,19550,963802,-1.250234842300415,24.20440673828125,0.00073,62.38969421386719,0.03050949051976204
136577,-127.25204296000004,49.99,7,967303,19560,964302,1.2859687805175781,30.841400146484375,0.00073,61.433921813964844,0.03071809932589531
136647,-126.84816091,50.0,7,967803,19570,964802,1.072595477104187,23.28628921508789,0.00073,63.68325424194336,0.03014192543923855
136716,-128.50686901,49.93,7,968296,19580,965295,-0.6893571019172668,27.917373657226562,0.00073,72.93321228027344,0.029630757868289948
136788,-127.55817722,49.93,7,968796,19590,965795,-3.16448712348938,22.64685821533203,0.00073,59.21756362915039,0.029736390337347984
136858,-129.04942946,49.93,7,969296,19600,966295,2.2724602222442627,25.102479934692383,0.00073,72.45268249511719,0.03042539581656456
136928,-130.35187202999998,49.93,7,969796,19610,966795,-0.22815608978271484,26.70624542236328,0.00073,68.54337310791016,0.030950434505939484
137000,-133.77328968,49.91,7,970294,19620,967293,-3.76824951171875,21.69510269165039,0.00073,69.14080047607422,0.029932040721178055
137069,-134.50478547,49.91,7,970794,19630,967793,-1.422048807144165,24.350120544433594,0.00073,70.91960144042969,0.030339904129505157
137137,-136.33777704,49.8,7,971283,19640,968282,-4.619302749633789,29.186655044555664,0.00073,67.48785400390625,0.030655596405267715
137207,-136.50145772000002,49.8,7,971783,19650,968782,0.11613014340400696,26.24268341064453,0.00073,63.260650634765625,0.02934223599731922
137277,-137.77994142999995,49.8,7,972283,19660,969282,-2.0850586891174316,24.372554779052734,0.00073,63.14177322387695,0.02926039509475231
137347,-142.45561694,49.78,7,972781,19670,969780,-1.3053737878799438,27.36205291748047,0.00073,65.49796295166016,0.029048005118966103
137416,-140.71930597999997,49.85,7,973281,19680,970280,1.6990541219711304,24.373226165771484,0.00073,61.81401062011719,0.029468493536114693
137486,-139.83102345999998,49.85,7,973781,19690,970780,-1.0270553827285767,23.716777801513672,0.00073,68.80549621582031,0.029821978881955147
137557,-140.21391006,49.85,7,974281,19700,971280,-1.2831971645355225,27.604894638061523,0.00073,66.8161849975586,0.030405091121792793
137631,-138.64270693,49.85,7,974781,19710,971780,4.443848609924316,31.651111602783203,0.00073,68.75555419921875,0.030160916969180107
137701,-135.27897517000002,49.87,7,975281,19720,972280,-5.73662805557251,24.324481964111328,0.00073,62.19694519042969,0.03136896714568138
137771,-137.31161472000002,49.82,7,975776,19730,972775,2.5871224403381348,22.903343200683594,0.00073,77.21023559570312,0.0314851775765419
137838,-137.24709386,49.76,7,976259,19740,973258,2.5142099857330322,28.386680603027344,0.00073,65.43478393554688,0.03269505873322487
137909,-136.99381567999998,49.76,7,976759,19750,973758,2.318997859954834,30.509841918945312,0.00073,63.29920959472656,0.03210810571908951
137980,-136.65758451,49.76,7,977259,19760,974258,-1.7095212936401367,30.6148738861084,0.00073,58.725341796875,0.03293895348906517
138048,-132.56604378999998,49.68,7,977749,19770,974748,4.801931381225586,30.84589385986328,0.00073,62.910491943359375,0.032756395637989044
138119,-133.08446474,49.68,7,978249,19780,975248,-1.1082680225372314,28.145153045654297,0.00073,65.60665893554688,0.03248928114771843
138190,-134.25400389,49.68,7,978749,19790,975748,2.5839900970458984,39.44499969482422,0.00073,54.51131820678711,0.03256601095199585
138260,-133.86426275,49.68,7,979249,19800,976248,-1.8472330570220947,33.30029296875,0.00073,68.43492889404297,0.03288630023598671
138330,-133.4097201,49.68,7,979749,19810,976748,8.241950988769531,31.088523864746094,0.00073,53.37239074707031,0.031218722462654114
138400,-136.12329545000003,49.68,7,980249,19820,977248,0.10271954536437988,36.274627685546875,0.00073,60.89209747314453,0.03148763254284859
138470,-134.15105796999998,49.73,7,980749,19830,977748,4.056503772735596,28.9757022857666,0.00073,64.96076965332031,0.031002389267086983
138540,-131.12104255,49.9,7,981249,19840,978248,-2.99346661567688,25.10638427734375,0.00073,63.34717559814453,0.03198453038930893
138610,-130.07047559,49.9,7,981749,19850,978748,0.396606981754303,31.05742073059082,0.00073,63.72148895263672,0.03163331001996994
138681,-130.44963051,49.9,7,982249,19860,979248,1.7713608741760254,30.884246826171875,0.00073,53.2397346496582,0.0308753103017807
138753,-127.94524111000001,50.0,7,982749,19870,979748,7.112523078918457,31.366214752197266,0.00073,51.21638488769531,0.032081957906484604
138824,-127.87244521000001,50.0,7,983249,19880,980248,1.556715965270996,25.108253479003906,0.00073,66.33841705322266,0.03256581723690033
138894,-127.49822267000002,50.0,7,983749,19890,980748,0.3211703300476074,34.27565002441406,0.00073,67.50283813476562,0.03183984011411667
138964,-127.03959462,50.0,7,984249,19900,981248,3.7021920680999756,30.770225524902344,0.00073,53.92094802856445,0.031648214906454086
139034,-130.22232141,50.0,7,984749,19910,981748,3.045363664627075,22.83712387084961,0.00073,53.766597747802734,0.03162665665149689
139105,-130.56434706,50.0,7,985249,19920,982248,-4.331331253051758,28.33510971069336,0.00073,62.35456466674805,0.031196417286992073
139174,-129.84084715,49.97,7,985746,19930,982745,-3.723728895187378,31.96054458618164,0.00073,67.8296127319336,0.03222358226776123
139244,-131.17289927,49.97,7,986246,19940,983245,4.2224440574646,30.58737564086914,0.00073,65.9938735961914,0.032156914472579956
139315,-130.78799406999997,49.97,7,986746,19950,983745,6.639079570770264,27.772220611572266,0.00073,52.81818771362305,0.03208480402827263
139385,-129.15373620999998,49.97,7,987246,19960,984245,4.693239212036133,29.53904914855957,0.00073,48.4072265625,0.032257381826639175
139456,-130.23643727,49.97,7,987746,19970,984745,0.24654603004455566,29.84764862060547,0.00073,73.18806457519531,0.032158225774765015
139526,-128.72699965,49.97,7,988246,19980,985245,-3.549614906311035,25.315956115722656,0.00073,65.04609680175781,0.033295247703790665
139596,-128.30328109,49.97,7,988746,19990,985745,2.4446277618408203,29.021522521972656,0.00073,61.80583190917969,0.032031238079071045
