time/episodes,time/total_timesteps,time/fps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,train/ent_coef,train/learning_rate,train/actor_loss,train/ent_coef_loss,train/critic_loss,train/n_updates
27530,1321520,7,632.3419014200001,187696,48.45,0.3572198152542114,0.00073,-2439.699462890625,2.324712038040161,2438.207763671875,1318519
27540,1322020,7,635.6501829699998,187769,48.45,0.3665182292461395,0.00073,-2538.330078125,-0.6492238640785217,16981.26953125,1319019
27550,1322520,7,637.95832187,187841,48.45,0.3571292757987976,0.00073,-2392.80810546875,-0.7524493932723999,1117.2178955078125,1319519
27560,1323020,7,645.3812600899998,187914,48.45,0.36291980743408203,0.00073,-2333.36279296875,1.0248827934265137,805.925537109375,1320019
27570,1323520,7,747.7978675899999,187985,48.9,0.3347782492637634,0.00073,-2341.044921875,-0.0595548152923584,605.2249755859375,1320519
27580,1324020,7,768.06894668,188057,49.22,0.33104878664016724,0.00073,-2385.755126953125,2.203977108001709,1332.77734375,1321019
27590,1324520,7,862.62580188,188128,49.59,0.3390516936779022,0.00073,-2288.846435546875,0.9945108890533447,650.2467041015625,1321519
27600,1325020,7,868.45285899,188201,49.59,0.33445054292678833,0.00073,-2380.142578125,0.8464799523353577,2157.54248046875,1322019
27610,1325520,7,973.1499018600001,188272,49.98,0.3224145174026489,0.00073,-2410.21435546875,-3.9377424716949463,602.2606201171875,1322519
27620,1326020,7,1181.77409502,188344,50.0,0.3305876553058624,0.00073,-2357.60693359375,0.376764178276062,663.81103515625,1323019
27630,1326520,7,1390.1935217500002,188416,50.0,0.3361262381076813,0.00073,-2373.4228515625,-0.5315272212028503,877.926025390625,1323519
27640,1327020,7,1597.72948913,188487,50.0,0.3466249108314514,0.00073,-2283.479248046875,0.7870892882347107,1530.6678466796875,1324019
27650,1327520,7,1796.9737315900002,188559,50.0,0.34447163343429565,0.00073,-2386.224365234375,2.940218448638916,2403.814208984375,1324519
27660,1328020,7,1974.6418399999998,188633,50.0,0.36807817220687866,0.00073,-2415.565185546875,-0.25849366188049316,1578.81201171875,1325019
27670,1328520,7,1836.3840654900007,188706,50.0,0.34273791313171387,0.00073,-2362.54541015625,1.2508914470672607,1099.0252685546875,1325519
27680,1329012,7,1627.8924484800002,188776,49.92,0.31961870193481445,0.00073,-2390.253662109375,-2.706732988357544,1713.8187255859375,1326011
27690,1329512,7,1419.34285216,188848,49.92,0.3144320547580719,0.00073,-2380.295654296875,-1.7132973670959473,1929.159423828125,1326511
27700,1330012,7,1278.03616911,188920,49.92,0.32945218682289124,0.00073,-2316.502685546875,0.5644530057907104,1477.3756103515625,1327011
27710,1330512,7,1269.8278693900002,188992,49.92,0.3515618145465851,0.00073,-2464.96142578125,-1.729559063911438,1732.6552734375,1327511
27720,1331012,7,1257.26434877,189064,49.92,0.3517305850982666,0.00073,-2328.842041015625,-1.7508583068847656,841.3936767578125,1328011
27730,1331512,7,1239.07613489,189136,49.92,0.370960533618927,0.00073,-2387.429443359375,0.5201869010925293,1679.5904541015625,1328511
27740,1331987,7,1040.39023183,189204,49.67,0.3829486072063446,0.00073,-2287.61962890625,2.2965586185455322,1241.153564453125,1328986
27750,1332460,7,840.7980011100001,189273,49.4,0.39527785778045654,0.00073,-2453.0576171875,0.19515973329544067,1018.296630859375,1329459
27760,1332960,7,657.4151182999999,189344,49.4,0.3965848982334137,0.00073,-2321.056884765625,2.1471033096313477,4915.681640625,1329959
27770,1333460,7,660.98447327,189415,49.4,0.38106393814086914,0.00073,-2338.178955078125,0.801299512386322,1088.062744140625,1330459
27780,1333960,7,662.2455502100003,189487,49.48,0.37928858399391174,0.00073,-2342.255126953125,-0.3074077069759369,931.3106689453125,1330959
27790,1334460,7,663.3022628300001,189558,49.48,0.37303921580314636,0.00073,-2322.550048828125,-0.7547599673271179,1225.187744140625,1331459
27800,1334960,7,598.0109293099998,189630,49.48,0.3548574149608612,0.00073,-2332.928466796875,-1.5529446601867676,1776.601318359375,1331959
27810,1335458,7,398.5307420199999,189702,49.46,0.34786874055862427,0.00073,-2317.788818359375,-0.7622475624084473,2565.14453125,1332457
27820,1335958,7,326.7527597,189774,49.46,0.3610413372516632,0.00073,-2302.91259765625,-1.5035221576690674,800.4230346679688,1332957
27830,1336458,7,342.14368799,189847,49.46,0.34762322902679443,0.00073,-2245.1630859375,1.6940996646881104,932.0634765625,1333457
27840,1336958,7,524.3456107200001,189919,49.71,0.36303701996803284,0.00073,-2359.3193359375,-0.3462724983692169,1373.1529541015625,1333957
27850,1337458,7,715.94282301,189991,49.98,0.3465121388435364,0.00073,-2328.902099609375,0.662534236907959,1025.0322265625,1334457
27860,1337958,7,906.1016203700002,190062,49.98,0.35571998357772827,0.00073,-2420.09716796875,-1.0520929098129272,908.2452392578125,1334957
27870,1338458,7,1109.79394593,190134,49.98,0.3521394729614258,0.00073,-2420.031005859375,1.8509924411773682,867.4141845703125,1335457
27880,1338958,7,1293.4381151199998,190207,49.98,0.35780003666877747,0.00073,-2453.60498046875,-1.876051425933838,804.3306274414062,1335957
27890,1339458,7,1288.73375391,190281,49.98,0.3353278338909149,0.00073,-2405.20654296875,-0.30061453580856323,725.7340087890625,1336457
27900,1339958,7,1284.46184084,190352,49.98,0.3347713053226471,0.00073,-2424.81201171875,-0.5255849361419678,3824.99951171875,1336957
27910,1340458,7,1282.0259173200002,190424,50.0,0.33663663268089294,0.00073,-2406.316162109375,-0.922624945640564,652.4242553710938,1337457
27920,1340901,7,1219.17925787,190487,49.43,0.3458530306816101,0.00073,-2325.554443359375,3.1103596687316895,677.139892578125,1337900
27930,1341401,7,1221.5840391299998,190559,49.43,0.3569243848323822,0.00073,-2420.466796875,0.9275470972061157,701.996826171875,1338400
27940,1341901,7,1234.08767359,190631,49.43,0.3618365526199341,0.00073,-2467.5,-2.6731245517730713,697.876953125,1338900
27950,1342401,7,1143.5068475,190704,49.43,0.35328391194343567,0.00073,-2347.177734375,-0.581068754196167,678.05517578125,1339400
27960,1342901,7,950.1171200100001,190776,49.43,0.33787691593170166,0.00073,-2299.526611328125,2.174567699432373,632.2570190429688,1339900
27970,1343401,7,743.46396423,190848,49.43,0.3400210440158844,0.00073,-2401.84033203125,-0.45961809158325195,1074.782958984375,1340400
27980,1343901,7,561.24739528,190920,49.43,0.3410905599594116,0.00073,-2294.6708984375,3.0018951892852783,668.1663818359375,1340900
27990,1344401,7,752.9231139799999,190992,49.43,0.34934547543525696,0.00073,-2316.943603515625,0.7671723365783691,1767.940673828125,1341400
28000,1344901,7,964.35442632,191064,49.43,0.3490935266017914,0.00073,-2343.911376953125,-1.9038469791412354,1350.80224609375,1341900
28010,1345401,7,1175.23564673,191135,49.43,0.35634833574295044,0.00073,-2244.867431640625,-0.3731197714805603,716.9004516601562,1342400
28020,1345901,7,1323.0262086,191208,50.0,0.3463202118873596,0.00073,-2357.646484375,0.687781035900116,627.9859619140625,1342900
28030,1346401,7,1320.5496851,191280,50.0,0.34847158193588257,0.00073,-2249.955322265625,-0.19465267658233643,765.6802978515625,1343400
28040,1346901,7,1320.9365481799998,191353,50.0,0.342990517616272,0.00073,-2256.480712890625,2.999329090118408,1228.478271484375,1343900
28050,1347401,7,1425.0375451499997,191425,50.0,0.37371599674224854,0.00073,-2380.8623046875,1.9183452129364014,1791.040283203125,1344400
28060,1347901,7,1630.7378093599996,191497,50.0,0.39955100417137146,0.00073,-2394.697021484375,0.4301151931285858,1014.21240234375,1344900
28070,1348401,7,1777.4149601600002,191569,50.0,0.3819129168987274,0.00073,-2445.847412109375,2.4947681427001953,913.2345581054688,1345400
28080,1348901,7,1774.01708209,191641,50.0,0.35384246706962585,0.00073,-2459.9970703125,-0.05379784107208252,4880.74169921875,1345900
28090,1349401,7,1583.1010227200004,191714,50.0,0.3508073687553406,0.00073,-2490.52099609375,-0.46146267652511597,827.0267333984375,1346400
28100,1349901,7,1372.02972386,191785,50.0,0.3298608660697937,0.00073,-2480.679931640625,-1.8466547727584839,821.2930297851562,1346900
28110,1350401,7,1161.32224219,191856,50.0,0.3216201663017273,0.00073,-2462.525634765625,-3.109715223312378,539.53662109375,1347400
28120,1350901,7,950.86726455,191928,50.0,0.3320443630218506,0.00073,-2312.591552734375,1.8209881782531738,835.1112060546875,1347900
28130,1351401,7,806.3283886400002,192000,50.0,0.32919517159461975,0.00073,-2326.141845703125,0.7863951921463013,876.0137329101562,1348400
28140,1351901,7,806.1855338400002,192072,50.0,0.32909947633743286,0.00073,-2348.44921875,0.12302970886230469,1279.5482177734375,1348900
28150,1352401,7,802.3760687299999,192145,50.0,0.34069421887397766,0.00073,-2350.98291015625,-2.3249831199645996,833.3528442382812,1349400
28160,1352901,7,807.08951816,192217,50.0,0.34276917576789856,0.00073,-2233.517822265625,1.7546051740646362,8746.48046875,1349900
28170,1353401,7,869.67981845,192289,50.0,0.33137694001197815,0.00073,-2180.56396484375,1.5475510358810425,850.9920654296875,1350400
28180,1353901,7,1079.81472719,192361,50.0,0.35101568698883057,0.00073,-2248.681640625,-0.7279767990112305,669.1494750976562,1350900
28190,1354401,7,1292.10194735,192432,50.0,0.33749255537986755,0.00073,-2289.265625,1.4335696697235107,1766.012939453125,1351400
28200,1354901,7,1503.62732189,192504,50.0,0.3503628075122833,0.00073,-2222.234130859375,2.1236889362335205,824.85107421875,1351900
28210,1355401,7,1714.44329583,192575,50.0,0.3512222468852997,0.00073,-2212.848388671875,1.5567986965179443,2209.49462890625,1352400
28220,1355870,7,1904.9061240900003,192643,49.69,0.3557228744029999,0.00073,-2291.064697265625,2.4363179206848145,3105.013671875,1352869
28230,1356370,7,2052.29488501,192715,49.69,0.3640638291835785,0.00073,-2240.302978515625,2.722581148147583,1002.085693359375,1353369
28240,1356855,7,2034.3362087399998,192785,49.54,0.37038686871528625,0.00073,-2361.86279296875,-2.5286827087402344,935.2728271484375,1353854
28250,1357186,7,1833.7322572099997,192832,47.85,0.3789057731628418,0.00073,-2439.521484375,-2.998725175857544,1606.426513671875,1354185
28260,1357686,7,1626.0302906900001,192904,47.85,0.3869772255420685,0.00073,-2382.6318359375,-0.6269890666007996,1783.45166015625,1354685
28270,1358186,7,1418.2277955499999,192976,47.85,0.36275461316108704,0.00073,-2398.515869140625,0.37688547372817993,749.0931396484375,1355185
28280,1358685,7,1208.4354430900003,193048,47.84,0.37082216143608093,0.00073,-2392.833984375,-1.9271390438079834,732.0180053710938,1355684
28290,1359177,7,998.59767213,193118,47.76,0.3532024025917053,0.00073,-2373.9033203125,3.3673770427703857,3147.828369140625,1356176
28300,1359677,7,897.9798687199998,193190,47.76,0.3491477966308594,0.00073,-2435.0615234375,-0.7913556098937988,818.6827392578125,1356676
28310,1360177,7,869.8056996900002,193262,47.76,0.3619235157966614,0.00073,-2528.234619140625,-2.106441020965576,888.1138305664062,1357176
28320,1360677,7,884.56806637,193334,48.07,0.37040701508522034,0.00073,-2468.447509765625,-1.006691575050354,745.5661010742188,1357676
28330,1361177,7,882.37318323,193406,48.07,0.37226659059524536,0.00073,-2381.7685546875,1.1804252862930298,1391.8680419921875,1358176
28340,1361677,7,900.6918332299999,193478,48.22,0.3642708659172058,0.00073,-2389.4677734375,-0.2931646704673767,863.6754150390625,1358676
28350,1362177,7,1107.16254511,193550,49.91,0.373518168926239,0.00073,-2432.3330078125,-1.1251342296600342,667.799560546875,1359176
28360,1362495,7,1188.78729873,193595,48.09,0.35497477650642395,0.00073,-2363.15966796875,1.892950415611267,1135.6298828125,1359494
28370,1362628,7,1188.06102931,193614,44.42,0.37787359952926636,0.00073,-2402.81494140625,1.937949538230896,838.1685791015625,1359627
28380,1362798,7,1188.5463550700001,193639,41.13,0.3764071464538574,0.00073,-2449.51318359375,-1.0366076231002808,848.6137084960938,1359797
28390,1363226,7,1187.84505159,193700,40.49,0.3862810432910919,0.00073,-2448.57421875,-0.999701976776123,1231.62353515625,1360225
28400,1363726,7,1079.2045802399998,193772,40.49,0.3994291424751282,0.00073,-2376.723388671875,0.5545265674591064,1069.7587890625,1360725
28410,1364226,7,898.4693835999999,193844,40.49,0.3777778148651123,0.00073,-2512.531494140625,-1.9642813205718994,1532.028564453125,1361225
28420,1364726,7,695.78466241,193916,40.49,0.36309024691581726,0.00073,-2378.9453125,-1.6721432209014893,935.768798828125,1361725
28430,1365226,7,491.05978606,193988,40.49,0.34336230158805847,0.00073,-2404.9033203125,-0.31696850061416626,1869.174560546875,1362225
28440,1365726,7,287.47259690999994,194059,40.49,0.34841492772102356,0.00073,-2398.2197265625,-0.6335669159889221,633.7303466796875,1362725
28450,1366194,7,196.48584019,194127,40.17,0.3414308428764343,0.00073,-2330.822265625,-0.9137619733810425,1864.208251953125,1363193
28460,1366694,7,301.8642992,194199,41.99,0.3449300527572632,0.00073,-2354.072265625,1.1164746284484863,722.6271362304688,1363693
28470,1367194,7,500.9338077,194271,45.66,0.34515780210494995,0.00073,-2395.456787109375,-3.5835869312286377,947.1956787109375,1364193
28480,1367694,7,703.18210112,194343,48.96,0.3402019143104553,0.00073,-2347.5693359375,-1.3434603214263916,1021.9581298828125,1364693
28490,1368194,7,912.6311361200002,194416,49.68,0.3368953764438629,0.00073,-2350.51025390625,-0.04743489623069763,757.8129272460938,1365193
28500,1368694,7,1121.4054787100001,194487,49.68,0.33576804399490356,0.00073,-2325.45751953125,0.12505708634853363,616.8101196289062,1365693
28510,1369194,7,1329.72325969,194559,49.68,0.34229278564453125,0.00073,-2291.76318359375,-0.5306174755096436,537.6215209960938,1366193
28520,1369694,7,1391.1430723100002,194632,49.68,0.3342127799987793,0.00073,-2349.719482421875,1.3703184127807617,1023.1704711914062,1366693
28530,1370194,7,1389.6136031300002,194704,49.68,0.3412899971008301,0.00073,-2320.73876953125,2.1855733394622803,876.064453125,1367193
28540,1370694,7,1388.2368581100004,194775,49.68,0.33058103919029236,0.00073,-2340.293212890625,-1.5672576427459717,1136.8819580078125,1367693
28550,1371194,7,1271.7144178500002,194847,50.0,0.33078768849372864,0.00073,-2322.646728515625,0.42172515392303467,2267.8486328125,1368193
28560,1371694,7,1187.40494159,194918,50.0,0.35809245705604553,0.00073,-2375.38037109375,-0.3827528655529022,578.521728515625,1368693
28570,1372194,7,1196.07261735,194990,50.0,0.3607558310031891,0.00073,-2263.539794921875,0.8214574456214905,729.9481201171875,1369193
28580,1372694,7,1201.4743094,195062,50.0,0.35158780217170715,0.00073,-2364.028564453125,-0.14228340983390808,625.3851318359375,1369693
28590,1373194,7,1198.97028985,195134,50.0,0.35005491971969604,0.00073,-2383.968017578125,0.24198338389396667,950.3185424804688,1370193
28600,1373694,7,1186.8049818200002,195206,50.0,0.3460918366909027,0.00073,-2278.53857421875,1.6262438297271729,739.61962890625,1370693
28610,1374194,7,1174.7252529799998,195278,50.0,0.32821011543273926,0.00073,-2382.8388671875,-1.401955485343933,1729.27978515625,1371193
28620,1374694,7,1312.97201409,195349,50.0,0.32423582673072815,0.00073,-2406.96533203125,-0.5573397874832153,812.7401123046875,1371693
28630,1375194,7,1518.3761260399997,195420,50.0,0.33410513401031494,0.00073,-2465.806884765625,-2.934919834136963,542.47607421875,1372193
28640,1375694,7,1557.6045359699995,195491,50.0,0.34693193435668945,0.00073,-2496.14111328125,-1.6278002262115479,679.0128784179688,1372693
28650,1376194,7,1556.7067533700001,195563,50.0,0.3589337468147278,0.00073,-2483.970703125,-0.022823035717010498,777.0986328125,1373193
28660,1376694,7,1452.93091099,195634,50.0,0.35177233815193176,0.00073,-2470.33447265625,-2.8008742332458496,478.1853332519531,1373693
28670,1377194,7,1245.7579166299997,195707,50.0,0.347001850605011,0.00073,-2367.7939453125,1.962701439857483,823.8995971679688,1374193
28680,1377576,7,1038.28218402,195762,48.82,0.34480029344558716,0.00073,-2358.705078125,-2.1401238441467285,955.8173828125,1374575
28690,1378052,7,831.1014937499998,195831,48.58,0.34017378091812134,0.00073,-2386.83447265625,-1.9001389741897583,565.9248657226562,1375051
28700,1378523,7,717.4246697,195899,48.29,0.36285269260406494,0.00073,-2303.3076171875,-0.5190587639808655,1982.3331298828125,1375522
28710,1379023,7,728.29072864,195971,48.29,0.3655003309249878,0.00073,-2303.74365234375,-0.68861323595047,679.55322265625,1376022
28720,1379523,7,735.3432767899998,196042,48.29,0.3530237078666687,0.00073,-2336.0634765625,-0.5233234167098999,968.4276123046875,1376522
28730,1380023,7,737.6122828400001,196115,48.29,0.33894190192222595,0.00073,-2306.16796875,-0.9937522411346436,804.196533203125,1377022
28740,1380523,7,903.36081972,196186,48.29,0.3531035780906677,0.00073,-2361.0791015625,-0.0594143271446228,904.2509155273438,1377522
28750,1381023,7,1102.15240838,196257,48.29,0.33132559061050415,0.00073,-2367.43115234375,-2.076810598373413,1731.584716796875,1378022
28760,1381523,7,1305.94223386,196328,48.29,0.3401189148426056,0.00073,-2325.67626953125,0.34539008140563965,1262.504638671875,1378522
28770,1382023,7,1504.0936613599997,196399,48.29,0.34240713715553284,0.00073,-2315.84716796875,-2.5107991695404053,503.157958984375,1379022
28780,1382523,7,1691.13917548,196470,49.47,0.34671860933303833,0.00073,-2315.404541015625,2.504193067550659,539.786376953125,1379522
28790,1383023,7,1891.04143628,196541,49.71,0.3540725111961365,0.00073,-2404.90771484375,0.8226608633995056,699.1673583984375,1380022
28800,1383523,7,1911.55858931,196612,50.0,0.3566613793373108,0.00073,-2362.328857421875,1.2843464612960815,719.8106689453125,1380522
28810,1384023,7,1702.72413161,196684,50.0,0.3264427185058594,0.00073,-2442.146484375,0.41419535875320435,766.8570556640625,1381022
28820,1384523,7,1534.11301955,196756,50.0,0.3543810248374939,0.00073,-2344.72998046875,-0.26539990305900574,775.0091552734375,1381522
28830,1385023,7,1534.702728,196827,50.0,0.3469005823135376,0.00073,-2423.9287109375,-0.2345799207687378,978.88232421875,1382022
28840,1385523,7,1536.22281193,196898,50.0,0.3377789258956909,0.00073,-2367.73583984375,-1.497597575187683,732.9126586914062,1382522
28850,1386007,7,1462.4525997800001,196967,49.84,0.3426077961921692,0.00073,-2508.057373046875,-3.3441643714904785,719.6038818359375,1383006
28860,1386469,7,1258.69557921,197034,49.46,0.3496665954589844,0.00073,-2415.964599609375,1.0356965065002441,1013.390625,1383468
28870,1386952,7,1060.02436488,197103,49.29,0.34739774465560913,0.00073,-2347.341064453125,-0.8922853469848633,641.9012451171875,1383951
28880,1387452,7,873.12182917,197173,49.29,0.33183762431144714,0.00073,-2266.18798828125,3.2707605361938477,619.5111694335938,1384451
28890,1387952,7,673.5102016600001,197244,49.29,0.35334068536758423,0.00073,-2404.223876953125,-1.7841362953186035,1143.1593017578125,1384951
28900,1388452,7,632.1194683800001,197314,49.29,0.3551774024963379,0.00073,-2269.24462890625,2.3002257347106934,694.7654418945312,1385451
28910,1388888,7,801.54646577,197376,48.65,0.35381755232810974,0.00073,-2303.984619140625,-1.6208420991897583,678.7200927734375,1385887
28920,1389388,7,970.78164118,197447,48.65,0.35275426506996155,0.00073,-2342.16064453125,-0.40416473150253296,491.962646484375,1386387
28930,1389856,7,950.6588606599997,197513,48.33,0.358753502368927,0.00073,-2294.0458984375,-0.7150634527206421,977.62744140625,1386855
28940,1390356,7,952.4169069700001,197584,48.33,0.3332380950450897,0.00073,-2276.4638671875,1.4980943202972412,815.3731689453125,1387355
28950,1390856,7,1035.91644697,197655,48.49,0.3233872354030609,0.00073,-2337.9228515625,0.7295793294906616,622.9561767578125,1387855
28960,1391356,7,1243.01862843,197727,48.87,0.319282591342926,0.00073,-2329.270263671875,-0.5553595423698425,705.2232666015625,1388355
28970,1391856,7,1449.7538295999998,197798,49.04,0.3373083472251892,0.00073,-2301.632568359375,-0.46353399753570557,479.8067626953125,1388855
28980,1392356,7,1655.49684283,197869,49.04,0.32441040873527527,0.00073,-2313.81005859375,2.08626651763916,493.37762451171875,1389355
28990,1392856,7,1864.03933384,197939,49.04,0.3160112500190735,0.00073,-2318.95947265625,1.1553443670272827,521.7591552734375,1389855
29000,1393356,7,2010.5860131999998,198010,49.04,0.30616819858551025,0.00073,-2342.615478515625,-0.9337484836578369,442.11151123046875,1390355
29010,1393856,7,2051.0800863100003,198081,49.68,0.31930622458457947,0.00073,-2231.40478515625,2.1339735984802246,633.0302734375,1390855
29020,1394324,7,2030.4430430300001,198148,49.36,0.31571272015571594,0.00073,-2283.31591796875,0.8818492293357849,775.98095703125,1391323
29030,1394824,7,2051.1326984,198219,49.68,0.3241429030895233,0.00073,-2232.763427734375,0.44249606132507324,462.8482971191406,1391823
29040,1395324,7,2052.3629589600005,198292,49.68,0.31705236434936523,0.00073,-2213.172607421875,1.060333251953125,493.0030517578125,1392323
29050,1395824,7,2052.6933955,198363,49.68,0.32248347997665405,0.00073,-2311.149169921875,0.09176528453826904,531.5956420898438,1392823
29060,1396324,7,2053.8543692300004,198435,49.68,0.3266621232032776,0.00073,-2313.02783203125,-0.8108219504356384,2534.7470703125,1393323
29070,1396824,7,2054.5284914999997,198507,49.68,0.31123295426368713,0.00073,-2268.354736328125,4.1016526222229,653.4090576171875,1393823
29080,1397324,7,2056.81158012,198577,49.68,0.3111344873905182,0.00073,-2312.346923828125,1.7679038047790527,438.2872314453125,1394323
29090,1397799,7,2037.95673607,198647,49.43,0.324948251247406,0.00073,-2237.244384765625,0.9579930305480957,708.6848754882812,1394798
29100,1398272,7,2008.5035898899996,198715,49.16,0.32478493452072144,0.00073,-2330.439208984375,-1.551100492477417,638.2467041015625,1395271
29110,1398772,7,1991.8856468899999,198786,49.16,0.33434781432151794,0.00073,-2413.827392578125,1.6417139768600464,2871.0927734375,1395771
29120,1399272,7,2007.5240383400003,198858,49.48,0.33274292945861816,0.00073,-2316.894287109375,0.3743763864040375,647.0809326171875,1396271
29130,1399772,7,2007.53208987,198929,49.48,0.329816609621048,0.00073,-2364.119384765625,0.32361799478530884,1363.85107421875,1396771
29140,1400272,7,2004.29476908,199001,49.48,0.3252979516983032,0.00073,-2334.1064453125,1.962755799293518,1033.5206298828125,1397271
29150,1400772,7,2004.4179193999998,199072,49.48,0.33887696266174316,0.00073,-2411.07470703125,-2.197984218597412,598.3932495117188,1397771
29160,1401240,7,1984.6220891500002,199139,49.16,0.3435107469558716,0.00073,-2439.60400390625,-2.2959022521972656,433.87786865234375,1398239
29170,1401740,7,1966.98632828,199211,49.16,0.33380126953125,0.00073,-2385.923095703125,-1.002195119857788,2365.0107421875,1398739
29180,1402240,7,1960.81713985,199284,49.16,0.33626604080200195,0.00073,-2411.804931640625,-2.8127400875091553,549.8720092773438,1399239
29190,1402740,7,1979.19716002,199355,49.41,0.3406566381454468,0.00073,-2442.975830078125,-1.3063064813613892,598.0501098632812,1399739
29200,1403240,7,2008.84436876,199426,49.68,0.33225494623184204,0.00073,-2363.1259765625,1.669527292251587,1101.100830078125,1400239
29210,1403740,7,2025.80698288,199497,49.68,0.33673611283302307,0.00073,-2476.843994140625,-1.9123848676681519,950.7852172851562,1400739
29220,1404226,7,1841.7452817199996,199567,49.54,0.3449759781360626,0.00073,-2496.08056640625,-1.9172658920288086,692.063232421875,1401225
29230,1404715,7,1631.30735903,199637,49.43,0.33732283115386963,0.00073,-2401.0810546875,0.6830998659133911,2523.82470703125,1401714
29240,1405215,7,1426.33346659,199709,49.43,0.34251633286476135,0.00073,-2415.642333984375,-0.27064138650894165,1012.53857421875,1402214
29250,1405715,7,1239.4193422600001,199781,49.43,0.35928475856781006,0.00073,-2401.942626953125,1.7270855903625488,786.1258544921875,1402714
29260,1406151,7,1216.10801882,199843,49.11,0.3657582700252533,0.00073,-2415.6494140625,-1.1691031455993652,680.1306762695312,1403150
29270,1406651,7,1227.1369480399999,199916,49.11,0.35868796706199646,0.00073,-2473.24072265625,-0.26229697465896606,859.2572021484375,1403650
29280,1407151,7,1231.6760101700002,199987,49.11,0.3522801697254181,0.00073,-2443.234619140625,0.11269453167915344,1035.3082275390625,1404150
29290,1407651,7,1208.9402994399998,200059,49.11,0.33917006850242615,0.00073,-2475.976318359375,-0.22906053066253662,988.7018432617188,1404650
29300,1408151,7,1000.69069609,200131,49.11,0.33756837248802185,0.00073,-2436.42431640625,1.414270281791687,893.8636474609375,1405150
29310,1408651,7,792.78295993,200202,49.11,0.33488962054252625,0.00073,-2450.414306640625,-0.40109777450561523,638.1424560546875,1405650
29320,1409151,7,774.46780951,200273,49.25,0.3433035612106323,0.00073,-2424.717041015625,-1.916090965270996,706.3370361328125,1406150
29330,1409651,7,780.11283025,200345,49.36,0.3482692539691925,0.00073,-2415.009765625,0.633935809135437,660.541748046875,1406650
29340,1410151,7,915.7532470800002,200417,49.36,0.34309548139572144,0.00073,-2442.95361328125,0.12554462254047394,2047.3441162109375,1407150
29350,1410651,7,1075.40717241,200489,49.36,0.34483206272125244,0.00073,-2379.427978515625,-0.9559168219566345,622.1082763671875,1407650
29360,1411151,7,1088.35964689,200560,50.0,0.34822776913642883,0.00073,-2414.2353515625,-1.301918625831604,579.66064453125,1408150
29370,1411651,7,1082.19239107,200631,50.0,0.33899059891700745,0.00073,-2408.20556640625,-1.0297629833221436,751.79443359375,1408650
29380,1412119,7,1059.13823975,200697,49.68,0.34266427159309387,0.00073,-2384.282470703125,0.0026388615369796753,782.4744873046875,1409118
29390,1412619,7,1077.37367355,200768,49.68,0.3447094261646271,0.00073,-2385.931640625,-0.43419116735458374,614.3751831054688,1409618
29400,1413119,7,1282.55763814,200840,49.68,0.33816200494766235,0.00073,-2437.841796875,-1.8032766580581665,780.817626953125,1410118
29410,1413619,7,1487.5211405399998,200911,49.68,0.34309709072113037,0.00073,-2373.294921875,2.2166998386383057,4503.5576171875,1410618
29420,1414119,7,1694.34123193,200983,49.68,0.3357512652873993,0.00073,-2423.358154296875,1.2000985145568848,724.9280395507812,1411118
29430,1414619,7,1893.95314605,201055,49.68,0.3417184054851532,0.00073,-2407.635009765625,-0.1794772744178772,744.4349975585938,1411618
29440,1415119,7,1963.2801653599997,201127,49.68,0.35386621952056885,0.00073,-2427.05029296875,1.1532994508743286,1150.493896484375,1412118
29450,1415619,7,1923.2957752700001,201199,49.68,0.34388571977615356,0.00073,-2473.004150390625,1.8491621017456055,2552.385498046875,1412618
29460,1416119,7,1745.0422899300002,201272,49.68,0.36474624276161194,0.00073,-2462.777099609375,1.939984917640686,892.7264404296875,1413118
29470,1416619,7,1550.2467955099994,201344,49.68,0.3500461280345917,0.00073,-2497.177734375,-0.8353971242904663,733.7134399414062,1413618
29480,1417119,7,1365.98934256,201416,50.0,0.3560246229171753,0.00073,-2550.594482421875,-1.5415277481079102,1105.2779541015625,1414118
29490,1417619,7,1162.5034324199996,201488,50.0,0.3695172071456909,0.00073,-2543.551025390625,0.4280425012111664,993.025390625,1414618
29500,1418119,7,957.4601270100002,201560,50.0,0.3513069748878479,0.00073,-2511.644775390625,-1.3468234539031982,888.706787109375,1415118
29510,1418619,7,809.14198795,201633,50.0,0.35803768038749695,0.00073,-2466.77197265625,0.3048558831214905,1450.1597900390625,1415618
29520,1419087,7,739.73501516,201699,49.68,0.3803665041923523,0.00073,-2507.54833984375,-0.5054991841316223,1044.831298828125,1416086
29530,1419586,7,680.2382808200002,201771,49.67,0.4409191608428955,0.00073,-2557.8525390625,0.841521143913269,6304.2294921875,1416585
29540,1420086,7,472.4043717900001,201842,49.67,0.4068497121334076,0.00073,-2526.988037109375,0.06555816531181335,1099.472412109375,1417085
29550,1420586,7,331.63976839,201913,49.67,0.38852551579475403,0.00073,-2576.67431640625,-1.221333384513855,2178.784423828125,1417585
29560,1421086,7,332.93252870000003,201984,49.67,0.3611427843570709,0.00073,-2432.69677734375,0.05223900079727173,981.2639770507812,1418085
29570,1421586,7,334.1190270999999,202056,49.67,0.37181246280670166,0.00073,-2411.632568359375,-0.8322713375091553,852.9623413085938,1418585
