time/total_timesteps,time/time_elapsed,time/episodes,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/critic_loss,train/ent_coef,train/learning_rate,train/n_updates,train/ent_coef_loss,train/actor_loss
1125000,176048,11250,100.0,6,771.5433557800002,0.0907771959900856,0.0050885556265711784,0.00073,1121999,0.9248859882354736,-397.73883056640625
1126000,176229,11260,100.0,6,771.38277808,0.07699742168188095,0.004600563086569309,0.00073,1122999,-1.60065758228302,-397.7258605957031
1127000,176400,11270,100.0,6,771.1423836499998,0.08580555021762848,0.005181948188692331,0.00073,1123999,-3.120300054550171,-397.99176025390625
1128000,176565,11280,100.0,6,771.3037527299998,0.04877801984548569,0.0049058119766414165,0.00073,1124999,-1.4301495552062988,-397.9668884277344
1129000,176724,11290,100.0,6,771.5078730999999,0.2075192928314209,0.0054564932361245155,0.00073,1125999,0.2293631136417389,-397.98675537109375
1130000,176888,11300,100.0,6,771.4271681099999,0.3054161071777344,0.006015024613589048,0.00073,1126999,-0.3331371247768402,-398.3816223144531
1131000,177050,11310,100.0,6,771.38515899,0.19193142652511597,0.004914517048746347,0.00073,1127999,1.3515026569366455,-397.4981994628906
1132000,177212,11320,100.0,6,771.42382524,0.02957586571574211,0.005048205144703388,0.00073,1128999,-2.5842506885528564,-397.92205810546875
1133000,177375,11330,100.0,6,771.5026077399999,0.053464241325855255,0.005361061077564955,0.00073,1129999,1.0404045581817627,-398.170166015625
1134000,177540,11340,100.0,6,771.46297901,0.2792941927909851,0.005158970132470131,0.00073,1130999,0.03806304931640625,-397.612060546875
1135000,177702,11350,100.0,6,771.7043992999997,0.031239233911037445,0.004614151548594236,0.00073,1131999,-1.0304534435272217,-397.76654052734375
1136000,177866,11360,100.0,6,771.8632298199998,0.10626202821731567,0.005077452398836613,0.00073,1132999,1.8977282047271729,-397.8919982910156
1137000,178031,11370,100.0,6,772.1488754600001,0.03397400677204132,0.005165168084204197,0.00073,1133999,-1.876834750175476,-398.0065002441406
1138000,178201,11380,100.0,6,772.2689545300001,0.056582678109407425,0.00484367785975337,0.00073,1134999,0.8995435237884521,-397.7004699707031
1139000,178369,11390,100.0,6,772.42922982,0.1677689552307129,0.004719812888652086,0.00073,1135999,2.8508458137512207,-397.20037841796875
1140000,178533,11400,100.0,6,772.5130555399999,0.040603190660476685,0.0044258651323616505,0.00073,1136999,-1.4385274648666382,-397.93438720703125
1141000,178698,11410,100.0,6,772.71658045,0.14220549166202545,0.005434258840978146,0.00073,1137999,1.2762361764907837,-397.99700927734375
1142000,178862,11420,100.0,6,772.91641093,0.3240962028503418,0.004601651336997747,0.00073,1138999,8.739466667175293,-397.6821594238281
1143000,179030,11430,100.0,6,773.0009980099999,0.076414093375206,0.006081173196434975,0.00073,1139999,0.5897275805473328,-397.2326965332031
1144000,179197,11440,100.0,6,773.0411847000001,0.12892189621925354,0.004279784392565489,0.00073,1140999,1.23812735080719,-397.4677734375
1145000,179369,11450,100.0,6,773.07946312,0.06466226279735565,0.004592271987348795,0.00073,1141999,4.253159523010254,-397.64312744140625
1146000,179543,11460,100.0,6,773.0392677299999,0.08874598890542984,0.004288955125957727,0.00073,1142999,2.288747787475586,-398.10833740234375
1147000,179717,11470,100.0,6,773.1151189000001,0.05701025202870369,0.004959578160196543,0.00073,1143999,5.259011745452881,-397.32720947265625
1148000,179886,11480,100.0,6,773.19437465,0.023221537470817566,0.003785599721595645,0.00073,1144999,0.37120288610458374,-398.23016357421875
1149000,180053,11490,100.0,6,773.1502530199999,0.08335103839635849,0.0046601677313447,0.00073,1145999,1.9336905479431152,-397.89093017578125
1150000,180222,11500,100.0,6,773.0695653899999,0.052071209996938705,0.003711855737492442,0.00073,1146999,0.1997002363204956,-398.21923828125
1151000,180391,11510,100.0,6,772.79003487,0.17449411749839783,0.0044732168316841125,0.00073,1147999,0.11907774209976196,-398.40252685546875
1152000,180562,11520,100.0,6,772.4299231300001,0.1794169843196869,0.004346379078924656,0.00073,1148999,-1.784163475036621,-398.2972412109375
1153000,180732,11530,100.0,6,772.3464620299998,0.07701613754034042,0.006158074829727411,0.00073,1149999,1.994546890258789,-397.71820068359375
1154000,180900,11540,100.0,6,772.1858273899999,0.03961564600467682,0.00414666160941124,0.00073,1150999,-0.557296633720398,-398.091796875
1155000,181067,11550,100.0,6,772.0263242899999,0.04645892605185509,0.004458570387214422,0.00073,1151999,-1.9932031631469727,-398.0689697265625
1156000,181235,11560,100.0,6,772.0299519799999,0.10805686563253403,0.005188638810068369,0.00073,1152999,-1.1198514699935913,-398.16632080078125
1157000,181403,11570,100.0,6,771.47225796,0.19071781635284424,0.006917456164956093,0.00073,1153999,11.495990753173828,-398.6419677734375
1158000,181572,11580,100.0,6,771.35214347,0.03432459011673927,0.007255729287862778,0.00073,1154999,-3.316481113433838,-398.49224853515625
1159000,181741,11590,100.0,6,771.4351177199999,0.03086700662970543,0.0055259037762880325,0.00073,1155999,-1.5982377529144287,-397.7247314453125
1160000,181911,11600,100.0,6,771.6338659500002,0.0684238001704216,0.0050046700052917,0.00073,1156999,-2.995222568511963,-398.109375
1161000,182079,11610,100.0,6,771.8740150799999,0.09642206877470016,0.004504785407334566,0.00073,1157999,0.7500659227371216,-398.1508483886719
1162000,182247,11620,100.0,6,772.35537898,0.09195388853549957,0.004191755782812834,0.00073,1158999,-5.598913669586182,-398.2388916015625
1163000,182416,11630,100.0,6,772.2794412299997,0.11381112784147263,0.004262212663888931,0.00073,1159999,0.0626177191734314,-397.93829345703125
1164000,182585,11640,100.0,6,772.52195042,0.06500847637653351,0.003767370479181409,0.00073,1160999,2.4738125801086426,-397.89208984375
1165000,182755,11650,100.0,6,772.5220099799997,0.011867361143231392,0.004517470020800829,0.00073,1161999,-4.8167314529418945,-398.3269348144531
1166000,182922,11660,100.0,6,772.7199808099999,0.03301670402288437,0.0044168331660330296,0.00073,1162999,-1.843928575515747,-398.12811279296875
1167000,183090,11670,100.0,6,773.20076655,0.04253915697336197,0.005153649486601353,0.00073,1163999,-0.493072509765625,-398.1487731933594
1168000,183257,11680,100.0,6,773.3635508600001,0.061883263289928436,0.0037788203917443752,0.00073,1164999,1.8331060409545898,-398.0386047363281
1169000,183425,11690,100.0,6,773.4042231299999,0.019321652129292488,0.004219198599457741,0.00073,1165999,4.5786213874816895,-397.9886474609375
1170000,183590,11700,100.0,6,773.40636017,0.03344542533159256,0.003988691605627537,0.00073,1166999,0.5457574725151062,-397.8780517578125
1171000,183753,11710,100.0,6,773.60684451,0.042498163878917694,0.004056880716234446,0.00073,1167999,0.11553263664245605,-398.2293395996094
1172000,183916,11720,100.0,6,773.4483311700001,0.056124038994312286,0.0045698946341872215,0.00073,1168999,-0.5126698017120361,-398.25164794921875
1173000,184077,11730,100.0,6,773.4452288000002,0.13562127947807312,0.004882821813225746,0.00073,1169999,1.267456293106079,-398.1665954589844
1174000,184239,11740,100.0,6,773.4434329000001,0.1551389843225479,0.004117925185710192,0.00073,1170999,1.0260859727859497,-397.8144836425781
1175000,184401,11750,100.0,6,773.60208514,0.04092499613761902,0.006263834424316883,0.00073,1171999,-1.4397282600402832,-397.9615783691406
1176000,184569,11760,100.0,6,773.6022291699999,0.1307118982076645,0.004801812581717968,0.00073,1172999,3.3138957023620605,-397.52685546875
1177000,184773,11770,100.0,6,773.6418592099998,0.11043260991573334,0.0043965894728899,0.00073,1173999,1.208500623703003,-397.39825439453125
1178000,184941,11780,100.0,6,773.6801382399999,0.05816543474793434,0.0054220110177993774,0.00073,1174999,0.7404836416244507,-397.9657897949219
1179000,185109,11790,100.0,6,773.5587089999998,0.07442508637905121,0.005136382766067982,0.00073,1175999,-5.720666885375977,-398.39239501953125
1180000,185274,11800,100.0,6,773.7181758300001,0.02668732963502407,0.004279511049389839,0.00073,1176999,1.2257177829742432,-398.15850830078125
1181000,185439,11810,100.0,6,773.6793039999998,0.021805498749017715,0.004279812797904015,0.00073,1177999,-1.742539405822754,-398.0973815917969
1182000,185606,11820,100.0,6,773.7197668599999,0.07710384577512741,0.0038414609152823687,0.00073,1178999,-1.0074846744537354,-397.8197326660156
1183000,185776,11830,100.0,6,773.9999850500001,0.10489951074123383,0.003742832690477371,0.00073,1179999,4.473181247711182,-398.1055603027344
1184000,185943,11840,100.0,6,773.9990812500001,0.01581234112381935,0.004830272868275642,0.00073,1180999,-0.9385852217674255,-398.3812561035156
1185000,186109,11850,100.0,6,774.12065857,0.14740771055221558,0.0048980191349983215,0.00073,1181999,0.10243532061576843,-398.32977294921875
1186000,186275,11860,100.0,6,774.24237817,0.14920125901699066,0.003600197145715356,0.00073,1182999,0.4642452001571655,-397.9342041015625
1187000,186442,11870,100.0,6,774.2048493400002,0.03502245619893074,0.004171173088252544,0.00073,1183999,1.2675713300704956,-397.64703369140625
1188000,186605,11880,100.0,6,774.28516584,0.1431388556957245,0.00484438706189394,0.00073,1184999,3.671665668487549,-397.9501953125
1189000,186770,11890,100.0,6,774.48719369,0.030245712026953697,0.00419169757515192,0.00073,1185999,0.21738415956497192,-397.7681579589844
1190000,186936,11900,100.0,6,774.4087914799998,0.10556820034980774,0.004316180013120174,0.00073,1186999,0.8935278654098511,-398.092529296875
1191000,187102,11910,100.0,6,774.3281367599999,0.19398020207881927,0.004040570929646492,0.00073,1187999,4.442257881164551,-397.76287841796875
1192000,187267,11920,100.0,6,774.3687369600001,0.031222669407725334,0.004109819419682026,0.00073,1188999,-1.2624421119689941,-397.9681701660156
1193000,187432,11930,100.0,6,774.1686749099999,0.02590114250779152,0.004073623102158308,0.00073,1189999,-0.7834681272506714,-398.434814453125
1194000,187597,11940,100.0,6,774.1712738700002,0.15096236765384674,0.004452283959835768,0.00073,1190999,-0.08063614368438721,-397.99224853515625
1195000,187762,11950,100.0,6,774.1728420499999,0.24572299420833588,0.004828223027288914,0.00073,1191999,3.184354543685913,-397.7548828125
1196000,187925,11960,100.0,6,774.1306863899999,0.07973476499319077,0.004742797464132309,0.00073,1192999,3.7126688957214355,-397.6637268066406
1197000,188084,11970,100.0,6,774.3302167899998,0.06550274044275284,0.005102271214127541,0.00073,1193999,1.361450433731079,-397.78863525390625
1198000,188246,11980,100.0,6,774.25139952,0.2735491991043091,0.006573472637683153,0.00073,1194999,-2.9232046604156494,-398.0550842285156
1199000,188405,11990,100.0,6,774.2905482200002,0.07821783423423767,0.004671269562095404,0.00073,1195999,0.3319196403026581,-398.1234130859375
1200000,188562,12000,100.0,6,774.37082379,0.07607241719961166,0.0042276326566934586,0.00073,1196999,2.0880045890808105,-397.9089050292969
1201000,188720,12010,100.0,6,774.5318049800002,0.027086161077022552,0.004000909626483917,0.00073,1197999,1.5388716459274292,-398.23284912109375
1202000,188877,12020,100.0,6,774.6108406699999,0.05325947701931,0.004726884886622429,0.00073,1198999,-2.835141181945801,-398.3734436035156
1203000,189033,12030,100.0,6,774.7330687399999,0.08985167741775513,0.0049686129204928875,0.00073,1199999,2.1909689903259277,-398.05621337890625
1204000,189187,12040,100.0,6,774.8121421399998,0.07895214110612869,0.004649753216654062,0.00073,1200999,-0.3889121413230896,-398.09661865234375
1205000,189340,12050,100.0,6,774.6921635700002,0.08610557019710541,0.004636166151612997,0.00073,1201999,-4.447640895843506,-397.92962646484375
1206000,189502,12060,100.0,6,774.61588547,0.14048437774181366,0.0035026753321290016,0.00073,1202999,-2.8194456100463867,-397.89495849609375
1207000,189661,12070,100.0,6,774.53523651,0.14299607276916504,0.0038859848864376545,0.00073,1203999,0.5521054863929749,-397.7136535644531
1208000,189818,12080,100.0,6,774.5370207699999,0.0844869315624237,0.004526528529822826,0.00073,1204999,-0.01004701852798462,-398.2217102050781
1209000,189976,12090,100.0,6,774.45977778,0.09252317249774933,0.004446063190698624,0.00073,1205999,0.0008431673049926758,-397.89495849609375
1210000,190133,12100,100.0,6,774.4957883599999,0.04984162002801895,0.004916518926620483,0.00073,1206999,-0.68366938829422,-397.9440612792969
1211000,190295,12110,100.0,6,774.2918465400002,0.0899747908115387,0.005870516877621412,0.00073,1207999,-1.7367104291915894,-397.7699890136719
1212000,190459,12120,100.0,6,774.25148974,0.08727285265922546,0.004751743748784065,0.00073,1208999,0.7102951407432556,-397.818359375
1213000,190618,12130,100.0,6,774.2494875,0.11774066090583801,0.00560196116566658,0.00073,1209999,0.6896559000015259,-398.058349609375
1214000,190777,12140,100.0,6,774.1288152200001,0.06332947313785553,0.004612866789102554,0.00073,1210999,-1.4351139068603516,-398.1072998046875
1215000,190936,12150,100.0,6,774.2487022099999,0.09447040408849716,0.004214252345263958,0.00073,1211999,-0.7609005570411682,-398.0189208984375
1216000,191094,12160,100.0,6,774.40716638,0.24577867984771729,0.004328643437474966,0.00073,1212999,-0.12490710616111755,-397.5975341796875
1217000,191252,12170,100.0,6,774.48925676,0.10863612592220306,0.004200850147753954,0.00073,1213999,-0.5610072612762451,-398.1851501464844
1218000,191411,12180,100.0,6,774.4889831599997,0.055834297090768814,0.004372804891318083,0.00073,1214999,2.9505996704101562,-397.68829345703125
1219000,191567,12190,100.0,6,774.44913295,0.06677567958831787,0.004291033372282982,0.00073,1215999,0.1788995862007141,-398.2449035644531
1220000,191727,12200,100.0,6,774.49392713,0.015065529383718967,0.004641277715563774,0.00073,1216999,-4.107292652130127,-398.48114013671875
1221000,191884,12210,100.0,6,774.65735199,0.06066890060901642,0.0045111048966646194,0.00073,1217999,-2.6338694095611572,-398.2811279296875
1222000,192041,12220,100.0,6,774.6987940500002,0.08944778144359589,0.004905486945062876,0.00073,1218999,2.4444222450256348,-397.853515625
1223000,192199,12230,100.0,6,774.8213391699999,0.10452389717102051,0.0055244071409106255,0.00073,1219999,0.4648706912994385,-398.08172607421875
1224000,192356,12240,100.0,6,774.94208081,0.09883943945169449,0.005056707188487053,0.00073,1220999,1.4492583274841309,-398.267822265625
1225000,192513,12250,100.0,6,774.90231488,0.03612029179930687,0.005121156573295593,0.00073,1221999,4.499685287475586,-397.7005920410156
1226000,192670,12260,100.0,6,774.90402876,0.031485721468925476,0.0048637366853654385,0.00073,1222999,1.8649265766143799,-397.79119873046875
1227000,192829,12270,100.0,6,774.7814592600001,0.08574185520410538,0.005043270532041788,0.00073,1223999,-1.0870757102966309,-398.07269287109375
1228000,192985,12280,100.0,6,774.78107485,0.07760937511920929,0.004242366179823875,0.00073,1224999,3.094806671142578,-398.0107116699219
1229000,193136,12290,100.0,6,774.7820288099999,3.1866273880004883,0.004446837119758129,0.00073,1225999,-1.071399211883545,-397.48406982421875
1230000,193290,12300,100.0,6,774.7827005600001,0.2537221908569336,0.004341828171163797,0.00073,1226999,4.907791614532471,-397.9559020996094
1231000,193449,12310,100.0,6,774.8234544800001,0.03159935399889946,0.004502216819673777,0.00073,1227999,-0.9124962687492371,-398.1802062988281
1232000,193603,12320,100.0,6,774.82327672,0.11714676767587662,0.004224581643939018,0.00073,1228999,0.8857290744781494,-398.28106689453125
1233000,193759,12330,100.0,6,774.70152978,0.036997754126787186,0.00436106463894248,0.00073,1229999,2.5892295837402344,-398.1291809082031
1234000,193912,12340,100.0,6,774.7424829900001,1.7291823625564575,0.005828391294926405,0.00073,1230999,0.938544511795044,-397.61578369140625
1235000,194065,12350,100.0,6,774.3000396700002,0.11611384898424149,0.006213061977177858,0.00073,1231999,0.19975540041923523,-398.17340087890625
1236000,194222,12360,100.0,6,774.3383628999999,0.10994520038366318,0.0046440050937235355,0.00073,1232999,-2.3800840377807617,-398.297119140625
1237000,194378,12370,100.0,6,774.29828739,0.053472310304641724,0.005639736540615559,0.00073,1233999,-5.424041271209717,-398.475830078125
1238000,194538,12380,100.0,6,774.2559766300001,0.03097652457654476,0.003993026912212372,0.00073,1234999,-0.9847815632820129,-398.27447509765625
1239000,194703,12390,100.0,6,774.2114315499999,0.03214086592197418,0.00716167688369751,0.00073,1235999,-2.0715150833129883,-398.33563232421875
1240000,194863,12400,100.0,6,774.16766625,0.06515319645404816,0.005205492954701185,0.00073,1236999,-0.43399596214294434,-397.6856689453125
1241000,195027,12410,100.0,6,774.00322112,0.029227130115032196,0.005458822473883629,0.00073,1237999,2.8509521484375,-398.10662841796875
1242000,195187,12420,100.0,6,773.8797667800001,0.2313905954360962,0.005862913094460964,0.00073,1238999,-0.959475040435791,-398.0928039550781
1243000,195354,12430,100.0,6,773.9612557500001,0.15069250762462616,0.004263729322701693,0.00073,1239999,-3.567047357559204,-398.5558776855469
1244000,195512,12440,100.0,6,773.7627534999999,0.08229793608188629,0.004798450041562319,0.00073,1240999,1.0234229564666748,-398.0718688964844
1245000,195671,12450,100.0,6,774.2458997500001,0.08842456340789795,0.003920057788491249,0.00073,1241999,1.1930217742919922,-398.2283935546875
1246000,195829,12460,100.0,6,774.16792899,0.03905465453863144,0.0057143899612128735,0.00073,1242999,3.7174768447875977,-398.47906494140625
1247000,195988,12470,100.0,6,774.2479336,0.145420104265213,0.008594774641096592,0.00073,1243999,-1.3540174961090088,-397.8994445800781
1248000,196146,12480,100.0,6,774.12761699,0.066892609000206,0.005388188641518354,0.00073,1244999,-4.181992530822754,-398.028076171875
1249000,196305,12490,100.0,6,774.1697522999999,0.10334765166044235,0.004569075535982847,0.00073,1245999,-0.6400005221366882,-398.1618347167969
1250000,196464,12500,100.0,6,774.0915249700001,0.09733495116233826,0.0045335921458899975,0.00073,1246999,0.9343804121017456,-397.8774719238281
1251000,196621,12510,100.0,6,774.2154733900002,0.08533161133527756,0.0047761499881744385,0.00073,1247999,-1.9845342636108398,-397.915283203125
1252000,196780,12520,100.0,6,774.41809672,0.11508597433567047,0.004682245664298534,0.00073,1248999,2.1070358753204346,-398.16021728515625
1253000,196937,12530,100.0,6,774.3773434299999,0.09680978953838348,0.004498036578297615,0.00073,1249999,3.97349214553833,-398.1944885253906
1254000,197098,12540,100.0,6,774.3759498200001,0.1624993234872818,0.004762007389217615,0.00073,1250999,3.5363967418670654,-398.2376708984375
1255000,197255,12550,100.0,6,774.2935434999998,0.1665249913930893,0.0046080234460532665,0.00073,1251999,2.093090057373047,-397.750732421875
1256000,197412,12560,100.0,6,774.2511515299999,0.1905728429555893,0.0045888484455645084,0.00073,1252999,6.701199054718018,-398.3481140136719
1257000,197571,12570,100.0,6,774.1702483999999,0.08124472200870514,0.005116614047437906,0.00073,1253999,-0.1348249614238739,-398.0253601074219
1258000,197730,12580,100.0,6,774.2899376199999,0.06018025428056717,0.0041582765989005566,0.00073,1254999,0.3664172887802124,-398.1012878417969
1259000,197887,12590,100.0,6,774.28758857,0.09469138085842133,0.0044568865559995174,0.00073,1255999,0.2340375781059265,-398.3504333496094
1260000,198042,12600,100.0,6,774.3668699500001,0.08198128640651703,0.0047744582407176495,0.00073,1256999,3.9794273376464844,-397.7287902832031
1261000,198195,12610,100.0,6,774.24436086,0.1396973431110382,0.004464691039174795,0.00073,1257999,1.9760289192199707,-398.2540283203125
1262000,198349,12620,100.0,6,774.2418666399999,0.033454954624176025,0.004216547589749098,0.00073,1258999,-0.8853423595428467,-398.1391296386719
1263000,198503,12630,100.0,6,774.3212798799999,0.0943688228726387,0.005295672919601202,0.00073,1259999,-3.8622305393218994,-398.21612548828125
1264000,198657,12640,100.0,6,774.4783041,0.018260817974805832,0.0043346271850168705,0.00073,1260999,1.5112704038619995,-398.4121398925781
1265000,198811,12650,100.0,6,774.4772611800003,0.026621751487255096,0.004681817255914211,0.00073,1261999,-3.2439255714416504,-398.5827331542969
1266000,198961,12660,100.0,6,774.35640306,0.07130743563175201,0.005594185553491116,0.00073,1262999,2.9735164642333984,-397.92431640625
1267000,199110,12670,100.0,6,774.43589139,0.15684229135513306,0.004645730834454298,0.00073,1263999,1.2011630535125732,-398.0784912109375
1268000,199262,12680,100.0,6,774.4339735299999,0.08766265213489532,0.004122321959584951,0.00073,1264999,0.237263023853302,-398.148681640625
1269000,199414,12690,100.0,6,774.59730937,0.08069863170385361,0.006001430097967386,0.00073,1265999,1.2312239408493042,-397.90283203125
1270000,199569,12700,100.0,6,774.63595592,0.07293581962585449,0.005642792209982872,0.00073,1266999,-4.546727180480957,-398.24810791015625
1271000,199726,12710,100.0,6,774.59527089,0.10564213246107101,0.005120419431477785,0.00073,1267999,1.0432746410369873,-397.7622985839844
1272000,199884,12720,100.0,6,774.5951328,0.035955239087343216,0.0049693165346980095,0.00073,1268999,-1.5053224563598633,-397.8469543457031
1273000,200042,12730,100.0,6,774.55550764,0.032109759747982025,0.005380021873861551,0.00073,1269999,2.6611337661743164,-397.7133483886719
1274000,200201,12740,100.0,6,774.5980160400001,0.019831525161862373,0.004563823342323303,0.00073,1270999,-1.6040434837341309,-397.5130920410156
1275000,200357,12750,100.0,6,774.6789817900001,0.10844171792268753,0.004112001042813063,0.00073,1271999,2.528195381164551,-397.7134704589844
1276000,200514,12760,100.0,6,774.87872805,0.0522896982729435,0.005257283803075552,0.00073,1272999,-1.6081724166870117,-397.9945373535156
1277000,200670,12770,100.0,6,774.71691708,0.08702369034290314,0.0041473931632936,0.00073,1273999,1.254734992980957,-397.97723388671875
1278000,200825,12780,100.0,6,774.79906433,0.03004494123160839,0.005484678782522678,0.00073,1274999,1.9183287620544434,-397.88519287109375
1279000,200979,12790,100.0,6,774.79615105,0.04911045357584953,0.006627743132412434,0.00073,1275999,-0.7014337778091431,-397.65362548828125
1280000,201137,12800,100.0,6,774.7561033200001,0.07745688408613205,0.004743195604532957,0.00073,1276999,-1.6838910579681396,-397.5066833496094
1281000,201297,12810,100.0,6,774.9576913100002,0.09762102365493774,0.005097283516079187,0.00073,1277999,2.596418619155884,-397.5030517578125
1282000,201456,12820,100.0,6,774.9589667100001,0.21420906484127045,0.004909043665975332,0.00073,1278999,0.5675543546676636,-397.79290771484375
1283000,201616,12830,100.0,6,774.95946736,0.08823931217193604,0.005022360943257809,0.00073,1279999,-3.3466153144836426,-398.0621337890625
1284000,201778,12840,100.0,6,774.8378691900001,0.058628834784030914,0.004186937585473061,0.00073,1280999,0.030610010027885437,-397.9422607421875
1285000,201937,12850,100.0,6,774.7968707800001,0.05703768506646156,0.0053789932280778885,0.00073,1281999,2.4877705574035645,-397.60662841796875
1286000,202100,12860,100.0,6,774.83730048,0.05335085466504097,0.004272450227290392,0.00073,1282999,2.702624559402466,-397.4031677246094
1287000,202260,12870,100.0,6,775.0405412399999,0.03348994627594948,0.004730626009404659,0.00073,1283999,-1.5644394159317017,-397.9346618652344
1288000,202419,12880,100.0,6,775.0402895000001,0.052346035838127136,0.0038450914435088634,0.00073,1284999,0.11020946502685547,-398.08184814453125
1289000,202575,12890,100.0,6,774.96196381,0.15034717321395874,0.0038507794961333275,0.00073,1285999,-1.8389239311218262,-398.0117492675781
1290000,202732,12900,100.0,6,774.8816014699999,0.13987736403942108,0.003843573620542884,0.00073,1286999,1.0275218486785889,-397.7480163574219
1291000,202892,12910,100.0,6,774.8816337899999,0.15266062319278717,0.004609304945915937,0.00073,1287999,0.5790039300918579,-397.5904235839844
1292000,203048,12920,100.0,6,774.8412663899996,0.2447795867919922,0.004219639115035534,0.00073,1288999,-1.613750696182251,-398.72967529296875
1293000,203202,12930,100.0,6,774.79902472,0.2125473916530609,0.004557912237942219,0.00073,1289999,2.5965070724487305,-397.72491455078125
1294000,203359,12940,100.0,6,774.6770825400001,0.059502262622117996,0.004153558053076267,0.00073,1290999,0.0624852180480957,-398.007568359375
1295000,203512,12950,100.0,6,774.3968856899999,0.04007847607135773,0.0047279242426157,0.00073,1291999,0.3787063956260681,-397.9659423828125
1296000,203665,12960,100.0,6,774.3961619700001,0.056776441633701324,0.003768540220335126,0.00073,1292999,-0.7960059642791748,-398.3866271972656
1297000,203818,12970,100.0,6,774.35463579,0.04981248453259468,0.004633032251149416,0.00073,1293999,3.594639778137207,-398.26849365234375
1298000,203971,12980,100.0,6,774.3546833800002,0.0490524023771286,0.004681491293013096,0.00073,1294999,2.9680228233337402,-398.0901794433594
1299000,204124,12990,100.0,6,774.43441337,0.06686028838157654,0.004650447051972151,0.00073,1295999,-0.13224980235099792,-398.0710144042969
1300000,204276,13000,100.0,6,774.5142339799999,0.043124742805957794,0.004494040738791227,0.00073,1296999,-2.7860543727874756,-397.9355773925781
1301000,204430,13010,100.0,6,774.43505642,0.06778690963983536,0.004617666359990835,0.00073,1297999,-5.430562973022461,-397.9726867675781
1302000,204591,13020,100.0,6,774.43275117,0.014227909035980701,0.004847037140280008,0.00073,1298999,-0.13365280628204346,-398.06988525390625
1303000,204749,13030,100.0,6,774.47453799,0.06054321676492691,0.003750804578885436,0.00073,1299999,3.7295854091644287,-397.9797668457031
1304000,204909,13040,100.0,6,774.71716611,0.05602540075778961,0.004865302704274654,0.00073,1300999,-0.6317769885063171,-398.0418701171875
1305000,205073,13050,100.0,6,774.91869532,0.0822133794426918,0.004596175625920296,0.00073,1301999,-1.1615453958511353,-398.2369689941406
1306000,205231,13060,100.0,6,774.8390191199999,0.04351392760872841,0.0038490481674671173,0.00073,1302999,1.6944304704666138,-397.98712158203125
1307000,205392,13070,100.0,6,774.83832534,0.14695054292678833,0.003910661209374666,0.00073,1303999,6.293666839599609,-397.92236328125
1308000,205548,13080,100.0,6,774.8382083099998,0.0782674252986908,0.004029644187539816,0.00073,1304999,-0.6542024612426758,-397.9327697753906
1309000,205704,13090,100.0,6,774.7971189399999,0.082260861992836,0.003946563228964806,0.00073,1305999,2.409512996673584,-398.1600036621094
1310000,205863,13100,100.0,6,774.7994525999999,0.1586970090866089,0.004716040100902319,0.00073,1306999,0.5507957935333252,-397.5231018066406
1311000,206022,13110,100.0,6,774.87889884,0.09162463247776031,0.003947852179408073,0.00073,1307999,4.2879719734191895,-397.7826843261719
1312000,206181,13120,100.0,6,774.8405511100001,0.10927055776119232,0.005500419531017542,0.00073,1308999,1.6246402263641357,-398.0700378417969
1313000,206342,13130,100.0,6,774.75783222,0.0838114321231842,0.004076790530234575,0.00073,1309999,-1.3637841939926147,-398.19775390625
1314000,206501,13140,100.0,6,774.7542038800001,0.3094577193260193,0.0048945751041173935,0.00073,1310999,0.5562252998352051,-397.97833251953125
1315000,206659,13150,100.0,6,774.8307694,0.13999614119529724,0.004101958591490984,0.00073,1311999,4.3032355308532715,-397.83056640625
1316000,206819,13160,100.0,6,774.91012628,0.13996323943138123,0.004362031817436218,0.00073,1312999,2.166006088256836,-398.07354736328125
1317000,206977,13170,100.0,6,774.91092964,0.04730123654007912,0.005227271933108568,0.00073,1313999,0.33949756622314453,-397.89129638671875
1318000,207135,13180,100.0,6,774.9069143400001,0.01998021826148033,0.004223878961056471,0.00073,1314999,0.2559448480606079,-397.87078857421875
1319000,207294,13190,100.0,6,774.9474463,0.07777278125286102,0.0040754531510174274,0.00073,1315999,-2.9566473960876465,-398.3118591308594
1320000,207453,13200,100.0,6,774.9056897600001,0.030013393610715866,0.0037552767898887396,0.00073,1316999,0.7071865200996399,-398.20721435546875
1321000,207612,13210,100.0,6,774.86443297,0.09349419176578522,0.005152008030563593,0.00073,1317999,-3.5704798698425293,-397.8060607910156
1322000,207775,13220,100.0,6,774.9433773400001,0.07132218778133392,0.005234964657574892,0.00073,1318999,-1.9374935626983643,-398.11260986328125
1323000,207935,13230,100.0,6,775.0234238099999,0.023186789825558662,0.003953986335545778,0.00073,1319999,-1.7892494201660156,-397.9432067871094
1324000,208091,13240,100.0,6,774.8634329199999,0.05473622679710388,0.005212524440139532,0.00073,1320999,1.503088116645813,-398.09552001953125
1325000,208246,13250,100.0,6,774.82606606,0.03114609234035015,0.004780823364853859,0.00073,1321999,-1.6805424690246582,-398.4469299316406
1326000,208401,13260,100.0,6,774.78751231,0.0858638733625412,0.004883585497736931,0.00073,1322999,-3.5502068996429443,-398.1185607910156
1327000,208554,13270,100.0,6,774.8277112799999,0.03286950662732124,0.003831063397228718,0.00073,1323999,0.1708410680294037,-398.0762634277344
