time/episodes,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,train/critic_loss,train/ent_coef_loss,train/n_updates,train/actor_loss,train/learning_rate,train/ent_coef
4180,832951,117527,7,3329.130302530001,200.0,4.1103644371032715,4.307828903198242,829950,-871.2818603515625,0.00073,0.016576819121837616
4190,834951,117822,7,3309.7505400899995,200.0,2.857417583465576,7.411858558654785,831950,-891.2962646484375,0.00073,0.01721055433154106
4200,836951,118117,7,3311.03559678,200.0,3.129335403442383,-1.3379075527191162,833950,-899.38037109375,0.00073,0.01719627156853676
4210,838951,118411,7,3318.3372030500004,200.0,3.483278751373291,3.9232420921325684,835950,-878.734619140625,0.00073,0.01759582944214344
4220,840951,118698,7,3322.13118122,200.0,4.90690803527832,-4.980416297912598,837950,-889.32666015625,0.00073,0.018009820953011513
4230,842951,118991,7,3322.59303915,200.0,2.477717399597168,-11.474803924560547,839950,-883.010986328125,0.00073,0.017696227878332138
4240,844951,119274,7,3326.1366342899996,200.0,2.5645761489868164,-2.2790281772613525,841950,-886.1177978515625,0.00073,0.017910614609718323
4250,846951,119562,7,3279.166270069999,200.0,2.8218536376953125,-3.502429246902466,843950,-897.866455078125,0.00073,0.0173321682959795
4260,848951,119848,7,3135.6710847300005,200.0,2.8017077445983887,-1.1401302814483643,845950,-872.6807861328125,0.00073,0.017028799280524254
4270,850951,120133,7,3119.4479180300004,200.0,3.3446969985961914,-4.769500255584717,847950,-891.616455078125,0.00073,0.017388980835676193
4280,852951,120419,7,3106.3981401499996,200.0,16.05246353149414,-9.536250114440918,849950,-878.2821044921875,0.00073,0.017635425552725792
4290,854951,120702,7,3139.10278934,200.0,4.169376373291016,-11.585505485534668,851950,-894.930908203125,0.00073,0.018495701253414154
4300,856951,120992,7,3144.760853449999,200.0,5.238650321960449,13.324033737182617,853950,-866.0653076171875,0.00073,0.017278317362070084
4310,858951,121284,7,3144.19540885,200.0,4.74524450302124,-2.5585129261016846,855950,-889.2130126953125,0.00073,0.017058415338397026
4320,860951,121570,7,3141.739696349999,200.0,2.21639347076416,5.515921592712402,857950,-876.0869750976562,0.00073,0.016746049746870995
4330,862951,121855,7,3138.29690365,200.0,3.222656726837158,12.450410842895508,859950,-874.6934814453125,0.00073,0.016956975683569908
4340,864951,122141,7,3134.7759982400003,200.0,5.391575813293457,8.380986213684082,861950,-897.0023193359375,0.00073,0.01785101555287838
4350,866951,122427,7,3204.267567620001,200.0,1.9476444721221924,-14.468435287475586,863950,-887.1657104492188,0.00073,0.01706465519964695
4360,868951,122713,7,3372.0205902600005,200.0,3.9053902626037598,-5.367968559265137,865950,-892.1937255859375,0.00073,0.01679598167538643
4370,870951,122999,7,3391.6762461000008,200.0,2.468576669692993,-2.037794351577759,867950,-887.0064086914062,0.00073,0.017660629004240036
4380,872951,123284,7,3414.5145332399993,200.0,5.190737724304199,8.129693984985352,869950,-903.67919921875,0.00073,0.017172304913401604
4390,874951,123566,7,3398.93498213,200.0,2.6936020851135254,9.020636558532715,871950,-909.0183715820312,0.00073,0.01688830554485321
4400,876951,123845,7,3393.0333113999995,200.0,5.53226375579834,5.238674163818359,873950,-901.446533203125,0.00073,0.01763254962861538
4410,878951,124125,7,3390.60638515,200.0,2.5991177558898926,4.884039878845215,875950,-898.7880859375,0.00073,0.017357559874653816
4420,880951,124406,7,3199.1400476800004,200.0,6.5251007080078125,3.9443206787109375,877950,-892.55859375,0.00073,0.017350468784570694
4430,882951,124687,7,3204.44714542,200.0,3.737701416015625,15.684823036193848,879950,-899.66796875,0.00073,0.019182976335287094
4440,884951,124967,7,3203.30454737,200.0,3.7682056427001953,-2.1879892349243164,881950,-902.3020629882812,0.00073,0.01889173313975334
4450,886951,125248,7,3212.912601309999,200.0,3.648650646209717,1.561018943786621,883950,-912.8602294921875,0.00073,0.01877223514020443
4460,888951,125530,7,3208.276138219999,200.0,2.841442584991455,-2.6917543411254883,885950,-919.905517578125,0.00073,0.01863759569823742
4470,890951,125814,7,3209.91028743,200.0,3.527646780014038,4.680605888366699,887950,-907.4439086914062,0.00073,0.01854652166366577
4480,892951,126097,7,3211.02412891,200.0,2.7225589752197266,1.2123668193817139,889950,-916.0095825195312,0.00073,0.017790649086236954
4490,894951,126380,7,3229.3742785800005,200.0,2.8023343086242676,2.2720346450805664,891950,-898.0201416015625,0.00073,0.018092133104801178
4500,896951,126666,7,3237.1909201,200.0,2.3448638916015625,-5.217104434967041,893950,-900.8814697265625,0.00073,0.018809890374541283
4510,898951,126953,7,3245.3684614599997,200.0,2.4175591468811035,-2.669052839279175,895950,-900.0866088867188,0.00073,0.017461685463786125
4520,900951,127239,7,3443.92427507,200.0,2.9155454635620117,-3.8828859329223633,897950,-915.14501953125,0.00073,0.01774078607559204
4530,902951,127524,7,3447.74933719,200.0,3.168637752532959,12.926634788513184,899950,-913.593017578125,0.00073,0.0176471509039402
4540,904951,127810,7,3456.8198230599996,200.0,2.1863255500793457,2.610233783721924,901950,-902.5716552734375,0.00073,0.018004711717367172
4550,906951,128095,7,3460.4756598000004,200.0,3.3283066749572754,-0.268859326839447,903950,-905.657470703125,0.00073,0.016579894348978996
4560,908951,128377,7,3473.1635647799994,200.0,2.348487377166748,7.297219276428223,905950,-910.2017211914062,0.00073,0.017672674730420113
4570,910951,128662,7,3471.11018277,200.0,1.9474636316299438,-4.642572402954102,907950,-928.0880737304688,0.00073,0.018049152567982674
4580,912951,128946,7,3462.5278553899993,200.0,2.2540135383605957,4.212449073791504,909950,-933.6995239257812,0.00073,0.018312031403183937
4590,914951,129232,7,3280.560622920001,200.0,7.57499885559082,6.431035995483398,911950,-945.76611328125,0.00073,0.026753367856144905
4600,916951,129515,7,3122.2756753600006,200.0,4.063820838928223,4.989554405212402,913950,-970.962890625,0.00073,0.024315711110830307
4610,918951,129796,7,3052.40418325,200.0,4.167459964752197,-1.2134931087493896,915950,-933.0218505859375,0.00073,0.021227961406111717
4620,920951,130074,7,2972.9979422800006,200.0,3.702247142791748,-10.980839729309082,917950,-924.8843994140625,0.00073,0.01946250908076763
4630,922951,130357,7,2940.168717949999,200.0,4.039071559906006,-1.815360426902771,919950,-900.8421630859375,0.00073,0.01930781453847885
4640,924951,130638,7,2941.8253028,200.0,3.699627637863159,-3.619837760925293,921950,-920.7464599609375,0.00073,0.020128488540649414
4650,926951,130925,7,2930.4811834800003,200.0,3.784024238586426,-6.738716125488281,923950,-921.2969970703125,0.00073,0.018954774364829063
4660,928951,131207,7,2930.13301966,200.0,3.6868391036987305,0.8736647367477417,925950,-919.0816650390625,0.00073,0.018595043569803238
4670,930951,131492,7,2934.3565240199996,200.0,2.4882760047912598,-2.9357452392578125,927950,-916.0961303710938,0.00073,0.01892409659922123
4680,932951,131773,7,2943.2184436599996,200.0,3.3012945652008057,2.387786865234375,929950,-927.0125732421875,0.00073,0.0188741534948349
4690,934951,132054,7,3127.13562729,200.0,3.6270852088928223,-8.106353759765625,931950,-923.1814575195312,0.00073,0.018850775435566902
4700,936951,132335,7,3285.68857659,200.0,2.968738555908203,-4.37858247756958,933950,-933.9970703125,0.00073,0.01783502846956253
4710,938951,132631,7,3356.3211928500004,200.0,3.5162453651428223,-5.458835124969482,935950,-937.5426635742188,0.00073,0.018159478902816772
4720,940951,132911,7,3437.5971237999993,200.0,4.4872846603393555,8.469744682312012,937950,-921.8837890625,0.00073,0.018110474571585655
4730,942951,133187,7,3473.15316118,200.0,3.3375260829925537,-6.300926208496094,939950,-935.3523559570312,0.00073,0.018034519627690315
4740,944951,133472,7,3473.03440273,200.0,3.411527156829834,-1.1000462770462036,941950,-926.8260498046875,0.00073,0.018296321853995323
4750,946951,133755,7,3486.11070066,200.0,2.9680838584899902,-4.225517272949219,943950,-935.5675048828125,0.00073,0.017605489119887352
4760,948951,134037,7,3479.1985988500005,200.0,3.781517505645752,0.682310938835144,945950,-935.0275268554688,0.00073,0.01856769248843193
4770,950951,134320,7,3479.27955897,200.0,2.841549873352051,-0.6423050761222839,947950,-923.9580688476562,0.00073,0.017834417521953583
4780,952951,134602,7,3478.31735157,200.0,3.7781784534454346,-3.7509050369262695,949950,-951.339111328125,0.00073,0.01826615072786808
4790,954951,134884,7,3479.1049031700004,200.0,3.4424571990966797,-3.9340555667877197,951950,-953.89892578125,0.00073,0.017652353271842003
4800,956951,135168,7,3479.92741163,200.0,2.322622060775757,-0.1604539155960083,953950,-936.8784790039062,0.00073,0.018357407301664352
4810,958951,135454,7,3473.781491910001,200.0,2.8175430297851562,13.863933563232422,955950,-941.9307861328125,0.00073,0.017883621156215668
4820,960951,135740,7,3467.8514735,200.0,2.968618392944336,3.2258572578430176,957950,-937.2808837890625,0.00073,0.017905218526721
4830,962951,136023,7,3451.8230557800002,200.0,3.140756368637085,0.2955901622772217,959950,-935.0687255859375,0.00073,0.019007768481969833
4840,964951,136310,7,3441.94015963,200.0,2.6168437004089355,-1.482001781463623,961950,-938.0861206054688,0.00073,0.01854795403778553
4850,966951,136593,7,3445.6576775999997,200.0,2.561739921569824,-3.5557751655578613,963950,-950.8196411132812,0.00073,0.018979614600539207
4860,968951,136876,7,3456.3621125799987,200.0,4.193199634552002,-2.6892075538635254,965950,-931.0048217773438,0.00073,0.01863941363990307
4870,970951,137161,7,3452.9935400899994,200.0,3.6414737701416016,2.323061943054199,967950,-945.1697998046875,0.00073,0.019049175083637238
4880,972951,137444,7,3457.91158763,200.0,2.6866495609283447,4.8060712814331055,969950,-923.38037109375,0.00073,0.018835164606571198
4890,974951,137727,7,3457.401484289999,200.0,2.4396796226501465,-0.039903879165649414,971950,-943.1958618164062,0.00073,0.018368663266301155
4900,976951,138013,7,3452.6690040900007,200.0,2.7995505332946777,-3.6695265769958496,973950,-951.2817993164062,0.00073,0.018133269622921944
4910,978951,138297,7,3462.65990064,200.0,2.681705951690674,2.825587749481201,975950,-950.8702392578125,0.00073,0.01766049489378929
4920,980951,138582,7,3469.50884661,200.0,3.300621747970581,3.0513384342193604,977950,-959.11083984375,0.00073,0.01762927882373333
4930,982951,138868,7,3489.0116514399997,200.0,5.390735149383545,-0.8188149929046631,979950,-973.9063110351562,0.00073,0.018232101574540138
4940,984951,139154,7,3501.8745432700002,200.0,2.3779335021972656,-7.9803466796875,981950,-949.7888793945312,0.00073,0.017633844166994095
4950,986951,139437,7,3501.18374451,200.0,3.3112573623657227,2.5876731872558594,983950,-946.7464599609375,0.00073,0.018331527709960938
4960,988951,139721,7,3501.219522159999,200.0,2.6803903579711914,-0.8385058641433716,985950,-954.8280639648438,0.00073,0.01783829554915428
4970,990951,140005,7,3495.7183014399993,200.0,2.798492908477783,6.053656578063965,987950,-947.4181518554688,0.00073,0.01805368810892105
4980,992951,140286,7,3457.85076374,200.0,1.810140609741211,5.720435619354248,989950,-954.0516967773438,0.00073,0.018656227737665176
4990,994951,140566,7,3400.390709699999,200.0,7.158005237579346,7.412778854370117,991950,-956.0070190429688,0.00073,0.018694082275032997
5000,996951,140848,7,3354.16139565,200.0,2.641014575958252,2.524750232696533,993950,-964.6148071289062,0.00073,0.019949888810515404
5010,998951,141132,7,3331.94160674,200.0,3.452664375305176,-10.198954582214355,995950,-963.419677734375,0.00073,0.019718259572982788
5020,1000951,141414,7,3332.3368875299993,200.0,2.0486135482788086,-7.383306980133057,997950,-961.2068481445312,0.00073,0.018724434077739716
5030,1002951,141697,7,3332.1294701100005,200.0,2.386911153793335,-2.8286783695220947,999950,-972.2943725585938,0.00073,0.0180691909044981
5040,1004951,141983,7,3329.0419714899995,200.0,2.6132164001464844,6.95545768737793,1001950,-951.2424926757812,0.00073,0.018031561747193336
5050,1006951,142269,7,3308.1737160499993,200.0,2.7687487602233887,1.2522112131118774,1003950,-966.0494995117188,0.00073,0.017874686047434807
5060,1008951,142556,7,3309.60458677,200.0,2.7778921127319336,-3.448254108428955,1005950,-970.39208984375,0.00073,0.018362436443567276
5070,1010951,142841,7,3322.64067807,200.0,4.634034156799316,8.890151977539062,1007950,-957.3727416992188,0.00073,0.018408138304948807
5080,1012951,143128,7,3361.3586290999997,200.0,3.4076154232025146,1.001192569732666,1009950,-953.7918090820312,0.00073,0.017601149156689644
5090,1014951,143415,7,3420.14868923,200.0,3.548274517059326,1.4667096138000488,1011950,-968.4044799804688,0.00073,0.018263328820466995
5100,1016951,143703,7,3472.568892539999,200.0,2.814697504043579,-1.4468365907669067,1013950,-969.256591796875,0.00073,0.018208052963018417
5110,1018951,143989,7,3496.2026829999995,200.0,2.431516647338867,-3.9806010723114014,1015950,-982.5316162109375,0.00073,0.01802298240363598
5120,1020951,144274,7,3499.2402734599996,200.0,3.6152617931365967,-10.854606628417969,1017950,-965.039306640625,0.00073,0.018238892778754234
5130,1022951,144562,7,3455.0910062,200.0,3.0375874042510986,5.605478286743164,1019950,-962.1434326171875,0.00073,0.018107598647475243
5140,1024951,144848,7,3443.1601112800004,200.0,5.504941940307617,-4.235428333282471,1021950,-965.6367797851562,0.00073,0.017633894458413124
5150,1026951,145132,7,3466.63614088,200.0,2.9803967475891113,2.5003890991210938,1023950,-982.7302856445312,0.00073,0.017595719546079636
5160,1028951,145420,7,3468.170425319999,200.0,2.647566795349121,2.029170513153076,1025950,-956.6659545898438,0.00073,0.017637182027101517
5170,1030951,145707,7,3469.5797214800004,200.0,2.6360514163970947,13.241024017333984,1027950,-954.552734375,0.00073,0.01716700755059719
5180,1032951,145994,7,3470.58399995,200.0,3.155400276184082,-0.07295864820480347,1029950,-963.6142578125,0.00073,0.017256012186408043
5190,1034951,146282,7,3473.54141742,200.0,2.555962324142456,-6.811117649078369,1031950,-977.2039184570312,0.00073,0.016981348395347595
5200,1036951,146565,7,3420.38044526,200.0,2.495042324066162,-0.8239908218383789,1033950,-982.2530517578125,0.00073,0.017581000924110413
5210,1038951,146850,7,3397.27841731,200.0,2.684351921081543,-14.338990211486816,1035950,-982.6647338867188,0.00073,0.017380161210894585
5220,1040951,147134,7,3396.6669976600006,200.0,2.108546495437622,4.541656970977783,1037950,-977.7039184570312,0.00073,0.017155878245830536
5230,1042951,147415,7,3432.2865351300006,200.0,2.626558780670166,0.29518961906433105,1039950,-967.5200805664062,0.00073,0.017249226570129395
5240,1044951,147708,7,3448.4843799799996,200.0,3.0301015377044678,-0.8394718170166016,1041950,-952.152587890625,0.00073,0.017482372000813484
5250,1046951,147994,7,3427.5787108400004,200.0,3.2178115844726562,0.3966963291168213,1043950,-986.1779174804688,0.00073,0.01686730980873108
5260,1048951,148275,7,3405.620616189999,200.0,2.7698400020599365,7.364408493041992,1045950,-975.764892578125,0.00073,0.017596574500203133
5270,1050951,148555,7,3394.2131313900004,200.0,5.251784324645996,-7.3366193771362305,1047950,-989.3764038085938,0.00073,0.017581159248948097
5280,1052951,148836,7,3391.2301725,200.0,2.2977194786071777,-1.4474486112594604,1049950,-988.05810546875,0.00073,0.016630766913294792
5290,1054951,149122,7,3389.2487778,200.0,2.384035110473633,-12.153087615966797,1051950,-1001.59716796875,0.00073,0.017017655074596405
5300,1056951,149409,7,3406.939837930001,200.0,2.4175827503204346,-3.7966089248657227,1053950,-966.707275390625,0.00073,0.01745191402733326
5310,1058951,149695,7,3373.81909004,200.0,3.6268911361694336,4.787389755249023,1055950,-970.0526733398438,0.00073,0.016973253339529037
5320,1060951,149981,7,3369.12639917,200.0,2.900547981262207,7.02180814743042,1057950,-975.7117309570312,0.00073,0.017078859731554985
5330,1062951,150267,7,3379.22009494,200.0,2.4859650135040283,2.022197961807251,1059950,-968.1124267578125,0.00073,0.016815295442938805
5340,1064951,150552,7,3379.147150789999,200.0,3.4911561012268066,10.707653999328613,1061950,-956.7489624023438,0.00073,0.016116248443722725
5350,1066951,150842,7,3392.4209346799994,200.0,2.382528305053711,7.276978492736816,1063950,-984.7233276367188,0.00073,0.016702093183994293
5360,1068951,151124,7,3349.2648816399997,200.0,2.3576269149780273,0.7687633037567139,1065950,-963.7896118164062,0.00073,0.0167852696031332
5370,1070951,151406,7,3150.1443286299996,200.0,3.1824088096618652,-13.298545837402344,1067950,-1007.973876953125,0.00073,0.01696433499455452
5380,1072951,151690,7,2973.2094323400006,200.0,3.7535996437072754,11.666879653930664,1069950,-959.6245727539062,0.00073,0.016651548445224762
5390,1074951,151976,7,2906.7854071100005,200.0,4.577143669128418,5.606490135192871,1071950,-986.6971435546875,0.00073,0.017292510718107224
5400,1076951,152267,7,2938.0019245000003,200.0,8.987588882446289,8.96699333190918,1073950,-955.200927734375,0.00073,0.016662660986185074
5410,1078951,152553,7,2941.88584424,200.0,4.073894500732422,1.6918072700500488,1075950,-991.1679077148438,0.00073,0.017684578895568848
5420,1080951,152845,7,2947.0476407799997,200.0,3.3671963214874268,-2.2075791358947754,1077950,-981.88671875,0.00073,0.017963968217372894
5430,1082951,153131,7,2937.99961791,200.0,3.540534496307373,-5.404829502105713,1079950,-971.8556518554688,0.00073,0.016490396112203598
5440,1084951,153413,7,2936.3095705999995,200.0,4.558718681335449,-1.4375536441802979,1081950,-981.7506103515625,0.00073,0.0165276937186718
5450,1086951,153698,7,2937.435787380001,200.0,2.382312774658203,-2.3461928367614746,1083950,-989.511962890625,0.00073,0.01564900204539299
5460,1088951,153985,7,2983.4307229199994,200.0,3.618321657180786,-1.1089067459106445,1085950,-987.4862060546875,0.00073,0.015964599326252937
5470,1090951,154267,7,3193.5961833100005,200.0,4.4249138832092285,5.993616580963135,1087950,-982.3342895507812,0.00073,0.015638260170817375
5480,1092951,154556,7,3358.9396155600007,200.0,2.2903218269348145,3.3209238052368164,1089950,-985.2095336914062,0.00073,0.01571192778646946
5490,1094951,154839,7,3410.6487503400003,200.0,2.452131748199463,-2.024451971054077,1091950,-978.4681396484375,0.00073,0.015715667977929115
5500,1096951,155124,7,3418.9061673299993,200.0,4.891288757324219,-3.7591633796691895,1093950,-985.1438598632812,0.00073,0.015313457697629929
5510,1098951,155405,7,3453.9554132200005,200.0,1.8714599609375,-10.780572891235352,1095950,-995.72216796875,0.00073,0.014777441509068012
5520,1100951,155687,7,3454.354665750001,200.0,3.558532953262329,4.25604248046875,1097950,-977.208251953125,0.00073,0.015798745676875114
5530,1102951,155968,7,3465.90225107,200.0,2.905099391937256,9.089159965515137,1099950,-971.9605102539062,0.00073,0.01508315559476614
5540,1104951,156247,7,3467.41045322,200.0,2.0614352226257324,6.988364219665527,1101950,-972.9129028320312,0.00073,0.014951311983168125
5550,1106951,156527,7,3468.4369658500004,200.0,1.6357359886169434,-1.3001434803009033,1103950,-969.5625,0.00073,0.015030192211270332
5560,1108951,156812,7,3483.00512381,200.0,1.9996527433395386,1.0953519344329834,1105950,-986.7024536132812,0.00073,0.014870612882077694
5570,1110951,157093,7,3477.849421289999,200.0,3.277559995651245,2.944575786590576,1107950,-982.0531005859375,0.00073,0.015097568742930889
5580,1112951,157376,7,3494.4042990299995,200.0,1.84047532081604,-7.347413063049316,1109950,-989.9788818359375,0.00073,0.01448630727827549
5590,1114951,157662,7,3509.523620690001,200.0,3.5848913192749023,3.583860158920288,1111950,-977.2451171875,0.00073,0.015072018839418888
5600,1116951,157948,7,3507.5753719299996,200.0,1.5987211465835571,-3.1497836112976074,1113950,-995.6754150390625,0.00073,0.014494108036160469
5610,1118951,158233,7,3521.5025872799997,200.0,2.009450912475586,-2.6603469848632812,1115950,-968.608642578125,0.00073,0.014499824494123459
5620,1120951,158518,7,3513.4855157999996,200.0,2.185357093811035,7.87537145614624,1117950,-986.396728515625,0.00073,0.014062647707760334
5630,1122951,158800,7,3352.4788261000003,200.0,2.7949907779693604,-4.29804801940918,1119950,-984.53515625,0.00073,0.016367068514227867
5640,1124951,159087,7,3349.7955289800007,200.0,2.126887321472168,-0.9108819961547852,1121950,-989.8095092773438,0.00073,0.015431060455739498
5650,1126951,159372,7,3355.72903543,200.0,2.613213062286377,-2.585880994796753,1123950,-982.2760009765625,0.00073,0.015010789036750793
5660,1128951,159657,7,3356.5836590599997,200.0,1.6578004360198975,8.421865463256836,1125950,-977.2591552734375,0.00073,0.01436387188732624
5670,1130951,159943,7,3347.7551728,200.0,2.020908832550049,3.968024253845215,1127950,-960.7889404296875,0.00073,0.015272489748895168
5680,1132951,160228,7,3346.6954322399997,200.0,3.3475704193115234,3.7925362586975098,1129950,-978.4732055664062,0.00073,0.014674808830022812
5690,1134951,160517,7,3348.590778150001,200.0,4.4524760246276855,-3.0962207317352295,1131950,-983.7224731445312,0.00073,0.014185586012899876
5700,1136951,160803,7,3350.38628137,200.0,1.5037109851837158,5.165377616882324,1133950,-985.5855712890625,0.00073,0.014033869840204716
5710,1138951,161091,7,3353.3201642000004,200.0,1.2845820188522339,-7.177924156188965,1135950,-987.8253784179688,0.00073,0.013551744632422924
5720,1140951,161374,7,3277.6931511599996,200.0,3.1314635276794434,6.493779182434082,1137950,-982.0782470703125,0.00073,0.014964899979531765
5730,1142951,161659,7,3381.0641931000005,200.0,2.510340690612793,5.342805862426758,1139950,-965.4436645507812,0.00073,0.01508101262152195
5740,1144951,161945,7,3384.7632092000003,200.0,3.20890212059021,1.7183171510696411,1141950,-996.2327270507812,0.00073,0.014413628727197647
5750,1146951,162228,7,3374.35513172,200.0,1.801945686340332,-0.4804568290710449,1143950,-991.2531127929688,0.00073,0.01459066104143858
5760,1148951,162515,7,3363.0931764699994,200.0,2.604606866836548,3.9448933601379395,1145950,-988.4816284179688,0.00073,0.014677523635327816
5770,1150951,162798,7,3376.87994297,200.0,1.8738222122192383,2.259613513946533,1147950,-979.9857788085938,0.00073,0.014177017845213413
5780,1152951,163081,7,3378.4611061799997,200.0,4.520395278930664,8.297082901000977,1149950,-993.2319946289062,0.00073,0.014002399519085884
5790,1154951,163368,7,3379.41411961,200.0,1.777090311050415,3.3928415775299072,1151950,-983.4946899414062,0.00073,0.014329385943710804
5800,1156951,163650,7,3381.56129968,200.0,1.732069969177246,-5.380521297454834,1153950,-997.0079956054688,0.00073,0.013987571932375431
5810,1158951,163931,7,3382.90794377,200.0,2.7639987468719482,9.98868179321289,1155950,-975.4220581054688,0.00073,0.013634600676596165
5820,1160951,164210,7,3467.3908307,200.0,1.6443545818328857,-3.5779013633728027,1157950,-992.8402099609375,0.00073,0.013413854874670506
5830,1162951,164499,7,3523.0603108500004,200.0,1.5680571794509888,-7.001435279846191,1159950,-986.1270751953125,0.00073,0.014053336344659328
5840,1164951,164784,7,3526.415071150001,200.0,1.6708014011383057,-4.026847839355469,1161950,-996.9544067382812,0.00073,0.013749212957918644
5850,1166951,165071,7,3539.8195438499997,200.0,3.5560872554779053,-4.042342662811279,1163950,-988.1818237304688,0.00073,0.013467337936162949
5860,1168951,165358,7,3557.5193610300003,200.0,1.871192455291748,6.187976837158203,1165950,-991.0775756835938,0.00073,0.013216526247560978
5870,1170951,165649,7,3559.0221636799997,200.0,1.8964288234710693,3.276108503341675,1167950,-976.0463256835938,0.00073,0.013386551290750504
5880,1172951,165935,7,3560.11416385,200.0,2.2915802001953125,0.3264327049255371,1169950,-981.2110595703125,0.00073,0.01285021286457777
5890,1174951,166224,7,3554.87477196,200.0,3.502992868423462,0.5126936435699463,1171950,-999.7319946289062,0.00073,0.01253610011190176
5900,1176951,166511,7,3555.222891120001,200.0,1.793099284172058,-4.366633415222168,1173950,-996.619873046875,0.00073,0.012721995823085308
5910,1178951,166797,7,3544.74628435,200.0,1.8890972137451172,7.667654037475586,1175950,-993.4658203125,0.00073,0.012851119972765446
5920,1180951,167081,7,3547.1144428400003,200.0,2.0884885787963867,3.44450044631958,1177950,-1002.375,0.00073,0.012932737357914448
5930,1182951,167367,7,3550.8888004700007,200.0,2.1134250164031982,9.571857452392578,1179950,-980.410888671875,0.00073,0.01267876848578453
5940,1184951,167655,7,3547.2123491400002,200.0,1.4071526527404785,2.416797161102295,1181950,-984.34814453125,0.00073,0.01286490261554718
5950,1186951,167940,7,3533.84919617,200.0,1.8124916553497314,-8.703202247619629,1183950,-1012.89404296875,0.00073,0.012574110180139542
5960,1188951,168228,7,3531.8045822999998,200.0,1.4466450214385986,-0.6385877132415771,1185950,-992.4473876953125,0.00073,0.013439002446830273
5970,1190951,168514,7,3524.363592,200.0,2.3643651008605957,-3.827629804611206,1187950,-997.7156372070312,0.00073,0.013317244127392769
5980,1192951,168802,7,3523.2730401800004,200.0,2.279914379119873,0.43377697467803955,1189950,-998.5810546875,0.00073,0.013337732292711735
5990,1194951,169091,7,3493.7522402000004,200.0,2.3676199913024902,0.3840668201446533,1191950,-1012.8621826171875,0.00073,0.013215366750955582
6000,1196951,169383,7,3485.8560661399997,200.0,2.833855152130127,12.979304313659668,1193950,-984.8985595703125,0.00073,0.013562294654548168
6010,1198951,169672,7,3382.73110051,200.0,7.662426948547363,-0.6248123645782471,1195950,-1009.3909301757812,0.00073,0.015981249511241913
6020,1200951,169960,7,3194.71341123,200.0,3.3833231925964355,-8.162161827087402,1197950,-1016.8504638671875,0.00073,0.01953691802918911
6030,1202951,170246,7,3083.35173675,200.0,5.819079399108887,6.173232555389404,1199950,-1009.510986328125,0.00073,0.01798635721206665
6040,1204951,170529,7,3049.678540340001,200.0,2.583677291870117,-12.241040229797363,1201950,-1011.2091674804688,0.00073,0.015286223031580448
6050,1206951,170812,7,3062.1684285,200.0,2.8818373680114746,2.360355854034424,1203950,-1002.88720703125,0.00073,0.014805865474045277
6060,1208951,171093,7,3063.1882374400006,200.0,2.7685091495513916,-5.794321537017822,1205950,-997.1105346679688,0.00073,0.014068965800106525
6070,1210951,171376,7,3061.9967789400002,200.0,3.0812950134277344,-9.40325927734375,1207950,-998.263916015625,0.00073,0.014071340672671795
6080,1212951,171657,7,3052.5647219499997,200.0,2.0895836353302,4.347705364227295,1209950,-1004.0601806640625,0.00073,0.013310501351952553
6090,1214951,171940,7,3083.515533369999,200.0,2.009650945663452,-5.785799980163574,1211950,-994.0941772460938,0.00073,0.014466053806245327
6100,1216951,172223,7,3092.09897429,200.0,3.611013412475586,4.253650665283203,1213950,-985.8626708984375,0.00073,0.014026216231286526
6110,1218951,172510,7,3207.9246203299995,200.0,2.588254451751709,-6.927420139312744,1215950,-997.56494140625,0.00073,0.013552061282098293
6120,1220951,172796,7,3389.39111409,200.0,2.984797716140747,-0.37117600440979004,1217950,-1004.5357666015625,0.00073,0.013672889210283756
6130,1222951,173081,7,3500.805300080001,200.0,2.700777053833008,-2.252498149871826,1219950,-988.9999389648438,0.00073,0.013645384460687637
6140,1224951,173366,7,3536.23684642,200.0,1.6905624866485596,-10.10706901550293,1221950,-1007.6025390625,0.00073,0.013715679757297039
6150,1226951,173650,7,3535.8752573500005,200.0,1.794958233833313,13.657970428466797,1223950,-986.8587646484375,0.00073,0.013389692641794682
6160,1228951,173936,7,3538.5437999499995,200.0,1.8754420280456543,1.7084786891937256,1225950,-999.3436279296875,0.00073,0.013038882054388523
6170,1230951,174224,7,3532.1290451900004,200.0,1.8669171333312988,-0.6854815483093262,1227950,-999.6531372070312,0.00073,0.012677009217441082
6180,1232951,174509,7,3540.21278289,200.0,1.2871499061584473,-3.196652412414551,1229950,-993.6507568359375,0.00073,0.012678870931267738
6190,1234951,174795,7,3520.0809844200003,200.0,2.1097686290740967,0.11252713203430176,1231950,-993.4383544921875,0.00073,0.012919695116579533
6200,1236951,175083,7,3504.6973729499996,200.0,1.9380831718444824,-0.07263439893722534,1233950,-987.98095703125,0.00073,0.013664357364177704
6210,1238951,175372,7,3504.82400503,200.0,2.545886516571045,3.757390022277832,1235950,-985.8392333984375,0.00073,0.0140567347407341
6220,1240951,175659,7,3503.6096558599993,200.0,1.6856162548065186,-12.195741653442383,1237950,-1024.1451416015625,0.00073,0.014860079623758793
6230,1242951,175944,7,3501.1782968599996,200.0,2.1551706790924072,7.168055534362793,1239950,-976.087646484375,0.00073,0.013636251911520958
