time,pro_sup,deviation,flexion,cmc_abduction,cmc_flexion,mp_flexion,ip_flexion,mcp2_flexion,mcp2_abduction,pm2_flexion,md2_flexion,mcp3_flexion,mcp3_abduction,pm3_flexion,md3_flexion,mcp4_flexion,mcp4_abduction,pm4_flexion,md4_flexion,mcp5_flexion,mcp5_abduction,pm5_flexion,md5_flexion
3.504,-0.0007819454474851423,-0.0011201036464593354,-0.008675611712290069,0.05071065188912079,-0.0358450189302864,2.527740810743241e-05,7.936248398591597e-06,-0.0010774497603827256,0.117875581282332,0.0011791980887385434,0.1754009327815641,-0.05127852325633364,0.24006279206752346,0.32486246476883474,0.5272647511548454,0.023060449750290445,0.0464724391513307,0.00039273226304173013,0.00017621468636759032,0.009338313816904661,-0.018404732104083946,2.534059600317505e-05,0.00015293604958130084
3.506,-0.000779091195342622,-0.0011249760747446807,-0.00869418307552075,0.050709773592774864,-0.0358519028234203,2.503302468856362e-05,7.709423927870374e-06,-0.0010703077402452706,0.11902810707320893,0.000998349193604164,0.17543189992645067,-0.050678134261700834,0.2407584187908618,0.31337967455379,0.5202110753160969,0.023057177149092816,0.046488768643613516,0.0003867120775132232,0.00017356011113892165,0.009332402783968245,-0.018406035616271153,1.7240365838004944e-05,0.0001506820555881389
3.508,-0.0007763955497793117,-0.0011299874142469512,-0.008709642484766689,0.05070917434158392,-0.03585848961531507,2.4932430741759397e-05,7.529119735220088e-06,-0.0010879746498868759,0.1202329660897669,0.0007337330958221446,0.17548792543670835,-0.050084686803238264,0.2413489973406423,0.3019494520411087,0.5131335076628262,0.023054024687815894,0.04650543722520268,0.00038068946346858374,0.00017090429222749517,0.009326652698732427,-0.018407059025151776,9.180220826673501e-06,0.00014844510230952352
3.51,-0.0007738253799163456,-0.0011337724151709904,-0.00872281971898539,0.05070820041699071,-0.03586499847467094,2.4497863983520082e-05,7.313549943974553e-06,-0.001091839774379963,0.12139244530965133,0.0005328417972600949,0.17549845257538058,-0.049530179292795615,0.24201259821581278,0.29043217167646246,0.5061064772308564,0.02305104404241792,0.04652134924150413,0.00037473406824590594,0.00016823376084212758,0.009320990218528618,-0.018408847799404476,1.1567168486593698e-06,0.0001461765178781437
3.512,-0.0007713559968688592,-0.0011365692751747608,-0.008733565576441728,0.050707018380871806,-0.03587143313956096,2.3881399066113783e-05,7.052919345558433e-06,-0.0010855969352867967,0.12251303283948271,0.0003767833824744963,0.17548609405201002,-0.04900909344706905,0.2427346513747374,0.27885119569045913,0.4991090921575655,0.02304818280906495,0.04653683339566807,0.00036883814742723017,0.00016556098879827246,0.009315403124340944,-0.018411074771632084,-6.830078245530463e-06,0.00014389322143958512
3.514,-0.0007689902619696985,-0.0011397558877670095,-0.008741271755963287,0.05070627692099272,-0.035877575416473836,2.356923787007845e-05,6.830022427597744e-06,-0.001110129785510029,0.12371558321712682,9.585960942153218e-05,0.17552911175851577,-0.04848562743222666,0.2433127876290988,0.2673677066803343,0.4920583306244389,0.023045447890496742,0.046552947321492226,0.0003629881264377295,0.00016292847265962976,0.009309621584814663,-0.01841272318899119,-1.363966873130515e-05,0.00014144896717676448
3.516,-0.0007667446120641162,-0.00114187691149744,-0.008747051126984482,0.050705244871834164,-0.03588354531666638,2.2985639447067404e-05,6.575599896216172e-06,-0.0011196456882343782,0.12486659083000101,-0.00011926634160269658,0.17552991087625716,-0.04799841855937842,0.24396853188239379,0.2557973765565078,0.4850563311211339,0.023043012650050654,0.046568403227955045,0.0003572902428888654,0.00016032666491028915,0.009303797228420493,-0.018415050329822748,-1.9425152612862676e-05,0.00013888102251480056
3.518,-0.0007645896708798891,-0.0011431517421384887,-0.008750754628251133,0.050704066360216155,-0.03588937314084449,2.227069408774399e-05,6.285387507665639e-06,-0.0011180069675579471,0.12597370875637393,-0.0002875310247413256,0.17551009841600201,-0.04754188161899296,0.24468647285353415,0.24416373755582718,0.4780829146058113,0.023040800539356185,0.04658349985476741,0.0003517246119755246,0.0001577628581163937,0.009297978288127888,-0.018417758027771333,-2.4312596043130376e-05,0.00013625605735850257
3.52,-0.0007621168075402408,-0.0011448113232011199,-0.008750964040690892,0.050703474608781045,-0.035895376969771846,2.1981398435828945e-05,6.055831437946557e-06,-0.00113752489565218,0.12722351969867757,-0.00045968278788259293,0.17550618973099694,-0.0470744064523229,0.24520464606938625,0.2326717106893028,0.4710349573817355,0.02303838771833281,0.046599451843027426,0.0003460849946562638,0.00015521784444696266,0.009291986943008526,-0.018419620808686726,-2.8599934016579975e-05,0.00013368643377684465
3.522,-0.0007599487501343,-0.0011456357875423981,-0.008750077559073371,0.05070260385613943,-0.03590077365553203,2.1380023686948062e-05,5.8088335814389426e-06,-0.001145892485116445,0.12840395515233516,-0.000599850891419311,0.17548804425569386,-0.04664268908260142,0.2458128512104328,0.22107898496534056,0.46404595790398023,0.02303667595018483,0.04661466200074287,0.00034076576731857785,0.00015276084328673997,0.009286535118227978,-0.018422310153076212,-3.203585045143593e-05,0.0001311314850723211
3.524,-0.0007579821557202968,-0.0011457778391565877,-0.008747761403458674,0.0507015757351433,-0.035905802148098305,2.0647769389613537e-05,5.5320324833131505e-06,-0.0011453594508086004,0.12952632126565833,-0.0007140355072226725,0.17546317169726947,-0.04624037702519957,0.2464942881368239,0.20941442708921276,0.4570910508751938,0.023035407082884533,0.04662946314267642,0.0003356990271622738,0.0001503914160137655,0.009281457189790832,-0.018425462807150243,-3.47753360780263e-05,0.00012863525533400336
3.526,-0.0007561477836693738,-0.001145364742434347,-0.008743837493695417,0.050700486194757526,-0.03591058729390853,1.9882243203012485e-05,5.231834937382381e-06,-0.0011376460617417421,0.1306001220118025,-0.00080539634767508,0.1754355000905773,-0.04586286747061198,0.24723514586402853,0.19769653624250988,0.45015666132264787,0.023034448687583448,0.046644062491646265,0.0003308366014566321,0.00014810525629963713,0.009276678407112509,-0.018428856106181796,-3.693593344343502e-05,0.0001262213843542844
3.528,-0.0007544023959995561,-0.0011445034430411208,-0.008738237971004523,0.050699405049183216,-0.03591518334880248,1.9134645063184044e-05,4.920449456677786e-06,-0.0011242475797603262,0.13163326483658477,-0.0008768012363561133,0.17540749107721193,-0.0455067285654036,0.2480239916141935,0.18593737565896562,0.4432355459308124,0.02303374396066126,0.04665858241570142,0.0003261499030322417,0.00014589856148108655,0.009272177767918974,-0.018432361597121454,-3.8607461451991315e-05,0.00012390331576023092
3.53,-0.0007527193331313718,-0.0011432820934288372,-0.008730967234991612,0.05069837927475816,-0.03591960641742195,1.843066204291933e-05,4.610033380017813e-06,-0.0011064525375879446,0.13263232796692462,-0.0009308505002976249,0.1753806339376496,-0.04516932923577748,0.2488513877067104,0.1741449727335032,0.4363239794374506,0.023033277203790194,0.0466730891067617,0.00032162525652270046,0.00014376930097498598,0.00926796150454999,-0.01843591199937055,-3.98609143381477e-05,0.00012168946960425828
3.532,-0.0007510824663152437,-0.001141772235840518,-0.008722076282171207,0.050697437519319086,-0.03592385360047759,1.778188588381923e-05,4.310435230506215e-06,-0.0010853608274538453,0.13360278393019817,-0.0009698885542926566,0.17535577422801105,-0.044848596603863804,0.24970956293048466,0.16232479409888537,0.42942016380295844,0.023033053498668018,0.04668761237937883,0.0003172592327869759,0.00014171729029179573,0.009264047471700095,-0.018439478734239727,-4.075423417425524e-05,0.00011958554886978701
3.534,-0.0007494823002474468,-0.0011400311905142852,-0.008711645257979477,0.050696594573213835,-0.03592791405357514,1.71920788996739e-05,4.0286471389541915e-06,-0.0010619020639197996,0.13454918565787638,-0.000996014536886275,0.17533333487487923,-0.044542854875815406,0.2505921332461938,0.15048066109354558,0.42252333564128725,0.023033086919906416,0.0467021592908443,0.00031305472355942803,0.00013974376411659395,0.009260456246176978,-0.018443056733250123,-4.1336061088334314e-05,0.0001175954854295477
3.536,-0.000747913455781285,-0.0011381043895825798,-0.008699771551577456,0.05069585527151,-0.03593177514744832,1.6660647874723508e-05,3.7690065098470995e-06,-0.0010368539440341882,0.13547532113654673,-0.001011095705939867,0.1753134658716595,-0.04425071685611892,0.25149386605047874,0.1386153240975613,0.4156332705779412,0.02303339387702938,0.046716723436207655,0.00030901793755181545,0.0001378508131049014,0.009257206331356337,-0.01844665427501087,-4.1648176048323575e-05,0.00011572179289935404
3.538,-0.0007463730441691094,-0.0011360275183881616,-0.008686561667267867,0.050695217665599875,-0.035935425689383634,1.6184604299455978e-05,3.5336714927711833e-06,-0.0010108601098675455,0.13638434186418585,-0.0010167835930407726,0.1752961456890779,-0.043971009857912406,0.2524104822708641,0.12673082712034414,0.4087500119061431,0.023033989524770086,0.04673129120682623,0.0003051562567762444,0.00013604085884041803,0.009254311840482539,-0.01845028629761207,-4.1727100500519204e-05,0.00011396569877836213
3.54,-0.0007448596228253393,-0.001133828402993224,-0.00867212569540857,0.05069467547896064,-0.03593885740648588,1.5759698724449345e-05,3.323146087207481e-06,-0.0009844471571141796,0.13727886955266522,-0.0010145326293031754,0.17528124995042194,-0.0437027243663215,0.2533384908627923,0.11482874213696566,0.40187372498936036,0.02303488599575383,0.04674584591740699,0.0003014768051488428,0.00013431623655767868,0.009251781647566569,-0.018453970107982595,-4.160515323908959e-05,0.00011232722264515178
3.542,-0.0007433725288702255,-0.0011315286234021829,-0.008656573624419286,0.050694219937541446,-0.0359420654156313,1.5381091421356258e-05,3.1367579644413988e-06,-0.0009580428545177745,0.13816108477196737,-0.0010056200976365614,0.17526859838902453,-0.043444977948998945,0.2542750512483021,0.10291032173203282,0.3950046214493384,0.023036091717640934,0.04676037042967329,0.000297985573735854,0.00013267890249040568,0.009249619391882808,-0.01845772275013735,-4.131115129883617e-05,0.00011080526615933515
3.544,-0.0007419114524093522,-0.0011291448541713874,-0.008640013018477706,0.05069384108776091,-0.03594504811130682,1.5043747515346373e-05,2.973054422138082e-06,-0.0009320001006633017,0.1390328006001216,-0.0009911654593066097,0.1752579880675804,-0.04319698954347244,0.2552178602585892,0.09097659999444743,0.3881429215818435,0.023037611385527436,0.04677484870797725,0.0002946869690743067,0.00013113025894937648,0.009247823971860232,-0.018461559529620943,-4.087086657457477e-05,0.00010939773418398638
3.546,-0.0007404761842757373,-0.0011266899790033482,-0.008622547352939764,0.05069352870042455,-0.035947806856818185,1.4742719228479447e-05,2.830113298710405e-06,-0.0009066080046484659,0.13989552424837082,-0.0009721476939649305,0.1752492106601819,-0.04295806074032313,0.2561650567386716,0.07902845982140091,0.381288837056384,0.023039446144779877,0.04678926674397673,0.0002915835980390027,0.00012967105861009005,0.009246390153407336,-0.018465493188265698,-4.030739535605912e-05,0.00010810167039410344
3.548,-0.0007390664731572758,-0.0011241739950402139,-0.008604274952214672,0.05069327286977443,-0.03595034555109637,1.4473324383798685e-05,2.7057780616017736e-06,-0.000882100055503801,0.1407505084466834,-0.0009494219239201236,0.17524206282227847,-0.042727561933372876,0.2571151422178436,0.06706667850051157,0.3744425642016189,0.023041593941550146,0.046803613002032805,0.00028867623657008435,0.00012830137389010176,0.009245309252548631,-0.018469533569281025,-3.964144331622263e-05,0.00010691340240243522
3.55,-0.0007376819502289195,-0.001121604733158154,-0.008585288373070089,0.05069306438665093,-0.03595267015743052,1.4231252150899178e-05,2.5978284548531917e-06,-0.0008586609781295894,0.14159879432108044,-0.0009237341563677861,0.17523635207241944,-0.04250492188378428,0.2580669152745903,0.05509195900228858,0.367604282543204,0.02304404995367624,0.046817878540637896,0.0002859639198997823,0.0001270206134167818,0.009244569820821254,-0.018473687604219895,-3.889155321557158e-05,0.00010582868826350288
3.552,-0.0007363220969691132,-0.00111898842383785,-0.008565674105335324,0.05069289494729636,-0.03595478824566125,1.4012619072413752e-05,2.5040988965070607e-06,-0.0008364325752150531,0.1424412471782912,-0.000895734253689712,0.17523189979556666,-0.042289619701407224,0.2590194173208788,0.04310495173670025,0.36077415573144916,0.023046807042842912,0.04683205692763145,0.00028344410599770003,0.00012582756995337973,0.009244158288142606,-0.018477959496183697,-3.807429537319894e-05,0.00010484285688560686
3.554,-0.0007349863770374951,-0.001116331107682529,-0.008545512433197105,0.050692757634776535,-0.03595670821689691,1.3814256403882115e-05,2.422610895825953e-06,-0.0008155178360370562,0.14327858943560273,-0.0008659873343484796,0.1752285421749276,-0.04208118271443134,0.25997183459583245,0.03110625499343619,0.35395233610002036,0.02304985638937304,0.046846144608599184,0.0002811129460214881,0.0001247205358565907,0.009244059779146552,-0.01848235050003027,-3.7204299070544505e-05,0.00010395098611403438
3.556,-0.0007336744855453466,-0.001113640695769223,-0.008524877365993817,0.05069264755194454,-0.03595843838993023,1.3634158722853007e-05,2.3517319743411828e-06,-0.000795983443533559,0.14411143172330682,-0.0008349837341245582,0.17522612981303953,-0.041879188874071806,0.26092335739169387,0.01909639971324499,0.34713897053885245,0.023053188190432505,0.04686014155492754,0.0002789656137410753,0.00012369746600483677,0.009244258977076078,-0.018486858444479885,-3.629417472858155e-05,0.00010314811107745187
3.558,-0.0007323857832108328,-0.0011109231463651413,-0.008503837016295921,0.050692559973522205,-0.03595998840299129,1.3470285794382805e-05,2.2900004993051e-06,-0.0007778673417747053,0.14494028110091312,-0.0008031473477747086,0.1752245283815895,-0.04168324543063985,0.2618733486151288,0.0070759190975200875,0.34033418907373636,0.023056791075406067,0.046874048278245824,0.00027699621395536325,0.00012275585223930604,0.009244739398117091,-0.01849148047382003,-3.535523999828077e-05,0.00010242912903039274
3.56,-0.0007315501842113491,-0.0011120225820947455,-0.008482202455835215,0.05069407754170634,-0.03596000075276564,1.4372800040277774e-05,2.4575128982935466e-06,-0.0007594308758836127,0.1456953113377842,-0.0007694174556568624,0.175221424505117,-0.04149753128398618,0.2626925190605642,-0.004968061672827533,0.33353541183623253,0.023061430823043214,0.04689015029965893,0.0002754660258338092,0.00012208387503532262,0.009246437278729201,-0.01849418274760288,-3.3880265288401104e-05,0.00010199587685863322
3.562,-0.0007258760388281081,-0.0011163214338400715,-0.0084533876112694,0.050698837482298933,-0.03596364520123276,1.7061340944063338e-05,3.117546516840505e-06,-0.0007486097021542138,0.14634860641440958,-0.0007367304367574788,0.17521794340323346,-0.041163145005875555,0.263350869070479,-0.015463461573547657,0.3261654890387187,0.023063766825436607,0.04690988206012532,0.00027288192584195637,0.00012124514366028291,0.009246540449279837,-0.018493060136222098,-3.389719740699392e-05,0.00010215723789225545
3.564,-0.0007166070160733519,-0.0011229968005362215,-0.008422046698974315,0.05070559731817606,-0.03596825844574525,2.0315084757573835e-05,4.234509962559884e-06,-0.0007431227852351109,0.1469132062894996,-0.0007048864963343058,0.17521519422160997,-0.04072631057681198,0.26387260058343404,-0.024565938788734292,0.3184082285784595,0.02306628322757871,0.04693066363730673,0.00027018051199778837,0.00012040860112341322,0.009247176950769945,-0.018490990807083635,-3.4759346042900684e-05,0.00010273024857711365
3.566,-0.0007048854381286606,-0.0011313633789166294,-0.008391803877747819,0.050713272372290126,-0.035972088327673596,2.3455899986628826e-05,5.6633858306457876e-06,-0.0007410765053009133,0.1474012406619937,-0.0006737697484433831,0.1752137169278481,-0.04022675463680308,0.26427961603746947,-0.03242106472733079,0.310385898211448,0.02307048923112674,0.04695079160120493,0.00026811277783645755,0.00011976903738128471,0.009249609871277807,-0.018489850891804323,-3.595402945327803e-05,0.0001036504098295925
3.568,-0.0006917238032086843,-0.0011408662874958751,-0.00836535370160997,0.05072098998033037,-0.0359740759559592,2.61344775377897e-05,7.234744750941069e-06,-0.000740943793976948,0.1478235763389914,-0.0006433242391993796,0.1752136821497445,-0.03969755757672078,0.2645910422864276,-0.039163076027281356,0.3021803392675746,0.023077191345975596,0.04696923855163803,0.00026720620555161254,0.00011949777529523708,0.009254328714421802,-0.01849074254711615,-3.670422675938396e-05,0.00010481946954056222
3.57,-0.0006779927540419839,-0.00115105732099622,-0.008344584836628326,0.050728092402248535,-0.03597368063642146,2.8195621699535315e-05,8.794374337123998e-06,-0.000741530592929215,0.14818986649175359,-0.0006135385742052098,0.17521503804550548,-0.0391654813395189,0.2648234372970847,-0.044914579199637206,0.29384682088106717,0.023086697914973146,0.04698547439224899,0.00026777236768656695,0.00011971922170667573,0.009261477557106887,-0.018494206922862876,-3.656926624989852e-05,0.00010621065342135479
3.572,-0.0006644190898497735,-0.0011615776159427896,-0.00833071112810371,0.050734120562327754,-0.035970735372916535,2.959638853656443e-05,1.0219138824590937e-05,-0.0007419331227142695,0.14850860926489562,-0.0005844319972768715,0.1752176089106395,-0.03865155222405624,0.2649910329143341,-0.04978681850253166,0.28542309078722916,0.023098977125494892,0.046999323317089295,0.00026993762660729376,0.00012050433412750737,0.009270956025676071,-0.018500387626413768,-3.535031174588947e-05,0.00010782060044491271
3.574,-0.0006515905329247746,-0.0011721435266190984,-0.008324397215712149,0.0507387877931485,-0.03596533147170036,3.0356694274906834e-05,1.142057416169086e-05,-0.0007414933099493856,0.14878722322003143,-0.0005560429469522377,0.17522116012288982,-0.03817175452891544,0.2651059854449281,-0.05388026106539462,0.27693528255028477,0.023113776588985155,0.04701085145141579,0.0002736820354005161,0.0001218737419285241,0.00928250255189582,-0.018509159891219436,-3.301807589931254e-05,0.00010964596940270047
3.576,-0.0006399640990399052,-0.0011825309399489115,-0.008325872822831577,0.05074194850859173,-0.03595773005642884,3.052878818775443e-05,1.2342374998887499e-05,-0.0007397472800690108,0.14903236242376014,-0.0005284236893567732,0.17522544146249686,-0.03773776114589026,0.2651785892119857,-0.05728534643961628,0.2684017758423847,0.023130711552425576,0.047020278252944386,0.0002788781352863678,0.00012380555941302396,0.009295758945901456,-0.018520231907732984,-2.96577814305254e-05,0.00011167368518725955
3.578,-0.0006298779980313746,-0.0011925710816385801,-0.00833503346025503,0.05074357147091863,-0.03594829084716195,3.0181458850174857e-05,1.2955919441558336e-05,-0.0007363990658060441,0.149249695840047,-0.0005016280158416082,0.17523020963247063,-0.037357600613087745,0.26521754530155933,-0.060083290491143214,0.2598357131567289,0.023149331786499156,0.047027915330775195,0.0002853268026290393,0.00012624560380731118,0.009310322299021335,-0.01853321602935714,-2.5425967943197126e-05,0.0001138792091459466
3.58,-0.0006215641021379252,-0.0012021413888890387,-0.00835152644172277,0.0507437121781479,-0.03593742152026402,2.9389796603704868e-05,1.3254874680864483e-05,-0.0007312866132279592,0.14944400597200264,-0.00047570682681940494,0.17523524355922257,-0.03703628821865176,0.2652301694367686,-0.06234689894018903,0.2512466558799147,0.02316916789839849,0.047034118279962796,0.0002927869785619458,0.00012911736181655978,0.009325781174837473,-0.018547683476847175,-2.051855107616629e-05,0.0001162281221145609
3.582,-0.000615161014406167,-0.0012111575623290132,-0.008374822817888098,0.05074248858510614,-0.035925541109643404,2.8229330097385224e-05,1.3249949470210434e-05,-0.0007243524843725984,0.14961928586635298,-0.000450703959793486,0.1752403516981175,-0.03677638884822879,0.2652225789820269,-0.06414135136093362,0.2426416783440919,0.023189763250917466,0.04703925242125822,0.0003009993966713698,0.00013233098768416704,0.00934174086351023,-0.018563202779197478,-1.5147282702569805e-05,0.00011867915372048052
3.584,-0.0006107272465318417,-0.0012195666297207311,-0.00840427635035235,0.050740060456215964,-0.03591305448253492,2.6772747459331477e-05,1.2964197760543137e-05,-0.000715619145550851,0.14977883264635364,-0.00042665357074522727,0.17524537469539686,-0.03657850848509202,0.2651998592211995,-0.06552493744849042,0.23402609722197368,0.023210694884718983,0.0470436693799224,0.0003097046258591816,0.00013579086842221115,0.009357839949517369,-0.0185793655593511,-9.522920870589131e-06,0.00012118748226854474
3.586,-0.0006082541409603728,-0.001227340905933075,-0.008439170952291155,0.050736612302854006,-0.0359003353984362,2.5088121286476194e-05,1.2429015475663927e-05,-0.0007051685336423115,0.14992533611308734,-0.00040358018613372487,0.17525018562694727,-0.0364417165442318,0.2651662099678047,-0.06654973719082835,0.22540396384489514,0.023231586165650738,0.04704769196734266,0.00031865609538445024,0.00013940162046008263,0.009373760173735913,-0.01859580267584976,-3.843707082706302e-06,0.00012370771260199285
3.588,-0.0006076782448592779,-0.0012344727611113774,-0.008478758104022053,0.050732339671607125,-0.03588771611693502,2.3237996474823366e-05,1.1680841402228122e-05,-0.0006931251672446717,0.150060961444702,-0.0003814990320428144,0.17525468804657154,-0.03636390408468959,0.2651250740494254,-0.06726224255898111,0.21677840174989108,0.023252113313680003,0.04705160530773171,0.00032762889769125683,0.00014307257440823078,0.009389231257720239,-0.01861219317194973,1.7120163616069163e-06,0.00012619628014552805
3.59,-0.0006088929105947102,-0.0012409701240176142,-0.008522285730310953,0.05072743845194185,-0.035875481910069236,2.1278966818908175e-05,1.0758512218167743e-05,-0.0006796423296400739,0.15018742532360826,-0.00036041656907964144,0.17525881284643438,-0.03634208425419737,0.2650792493806338,-0.0677039218112555,0.20815184248922539,0.023272007515360574,0.047055652560002215,0.0003364251735066406,0.00014672090842151442,0.0094040320617064,-0.01862826799725279,6.990020317841966e-06,0.00012861322031672935
3.592,-0.0006117589498696488,-0.0012468526544067956,-0.008569019923147417,0.05072209683281428,-0.03586386917435212,1.9261529056894686e-05,9.701197657879062e-06,-0.0006648908814573932,0.15030606514147488,-0.0003403311769174491,0.17526251458926234,-0.03637264172240001,0.26503098636251915,-0.06791172942717595,0.1995261938848335,0.023291053944690762,0.047060033932858285,0.0003448768235787237,0.00015027363600215166,0.00941798917339152,-0.018643810046927563,1.1862033110298644e-05,0.00013092334304747006
3.594,-0.0006161142181437196,-0.0012521485214945368,-0.008618260755468808,0.050716489532057304,-0.03585306611891582,1.7230099359441765e-05,8.546836228706224e-06,-0.0006490503050106456,0.1504179011932113,-0.00032123394007305573,0.17526576773247649,-0.03645153772309765,0.26498207227764603,-0.06791856563142752,0.19090296280282604,0.02330908871128334,0.04706490797970233,0.0003528462000988192,0.00015366866369466274,0.009430973786323746,-0.018658651713349118,1.6225864011752506e-05,0.00013309689837803936
3.596,-0.0006217820534274203,-0.0012568917273225791,-0.00866935328051955,0.05071077393600782,-0.03584321523470996,1.5223132393048464e-05,7.330994887787358e-06,-0.0006323016315042158,0.15052369197451296,-0.00030310949369082355,0.1752685630011946,-0.036574476896356976,0.26493390423126384,-0.06775368981974215,0.18228334676419408,0.02332599450870041,0.04707039439555411,0.00036022532948521725,0.0001568551230199562,0.009442897526444137,-0.018672670858625832,2.0004324773484483e-05,0.00013510983390920656
3.598,-0.0006285785381151399,-0.0012611199153826015,-0.00872169466181713,0.05070508781139441,-0.03583441693273468,1.3273313070766358e-05,6.0860825829087475e-06,-0.0006148219511901433,0.15062398284851816,-0.00028593689482939595,0.17527090405721793,-0.03673704155041568,0.2648875520500689,-0.06744309220183534,0.1736683037419175,0.02334169553966141,0.04707657772805103,0.00036693411883856477,0.00015979315905886588,0.009453707720832068,-0.018685785886159923,2.3143357237064466e-05,0.00013694374255019084
3.6,-0.0006363185926593667,-0.0012648726068158985,-0.008774738237792653,0.050699548281941904,-0.03582673388462009,1.1407806112803337e-05,4.840855080206576e-06,-0.0005967802518465461,0.15071914845327716,-0.0002696904910244133,0.17527280453833188,-0.03693479834367735,0.26484381240504284,-0.06700982778514813,0.1650586063166019,0.023356152139934094,0.04708351156588781,0.00037291790735333587,0.0001624533316311809,0.00946338247017336,-0.01869795040676109,2.5609681878994256e-05,0.00013858558816321224
3.602,-0.0006448206112639077,-0.0012681866747453437,-0.008827995136300976,0.05069425048282393,-0.0358201969220315,9.647731685657076e-06,3.6199754013643615e-06,-0.0005783432778539253,0.15080960350676992,-0.00025434343789037714,0.1752742919557436,-0.03716337715224708,0.26480324089980706,-0.06647431831421528,0.1564548824835896,0.023369354634440686,0.047091221095688064,0.000378144371267527,0.00016481558607208386,0.00947192486022316,-0.018709149415402693,2.7387810525989855e-05,0.00014002708314519354
3.604,-0.0006539096733172579,-0.001271088640300484,-0.008881034032007152,0.05068926574827327,-0.03581481211685477,8.006824171413002e-06,2.4435141849207767e-06,-0.0005596955104900736,0.15089623157496215,-0.00023987420484414566,0.17527541858420448,-0.03741852446655567,0.2647661593100042,-0.06585462685173288,0.14785764575552615,0.02338131671208344,0.04709970393343123,0.00038259997561736604,0.0001668678683688633,0.00947935657670461,-0.01871939710616294,2.8476571701819084e-05,0.00014126373629922746
3.606,-0.0006634492156265412,-0.0012738569155293816,-0.008933485285731221,0.05068475340570742,-0.035810462829570115,6.561030366124828e-06,1.3420303848714655e-06,-0.0005403300400747886,0.15096590321262926,-0.00022604952005185027,0.17527572816409065,-0.03769650532812301,0.26473386796556325,-0.06516674409814556,0.13926752939043835,0.023392135645830012,0.047109085363811184,0.0003863100387632352,0.00016861947331839417,0.009485791663257479,-0.018728600141928106,2.8919766059276925e-05,0.0001423109448261248
3.608,-0.000673278615711719,-0.001276432070690799,-0.008985023895199763,0.050680696205137744,-0.03580716307213313,5.289452374582785e-06,3.2675693477216057e-07,-0.0005204633405446159,0.15102188310243733,-0.00021290082191376285,0.17527550799071195,-0.03799341367880555,0.26470619051404587,-0.06442467485489872,0.13068484361197272,0.02340182991044375,0.04711925785858446,0.00038928364147467246,0.0001700683827396846,0.009491243368024805,-0.018736871178960984,2.8728037195863614e-05,0.00014316760750348513
3.61,-0.0006832539219379557,-0.0012787767490805993,-0.009035376644445559,0.05067708393015554,-0.03580489076452765,4.174805640035596e-06,-5.969045344858709e-07,-0.0005002958254939145,0.15106681455475177,-0.00020044529179321827,0.17527494794883733,-0.03830558886085482,0.26468289867686673,-0.06364072025185863,0.12210987639832235,0.023410444247916506,0.04713013198243919,0.0003915424264218036,0.0001712177749015568,0.009495751172295204,-0.018744308605582453,2.7922728032705707e-05,0.0001438348120167672
3.612,-0.0006932480887217164,-0.001280870420810225,-0.00908431819519731,0.05067390809096589,-0.03580359793014784,3.20320985815492e-06,-1.427017821837238e-06,-0.00048000920151106754,0.15110283719733547,-0.00018868770295555476,0.17527417331435838,-0.0386296304000853,0.26466372657926907,-0.06282565455782972,0.11354290206130156,0.023418041635379916,0.04714163086021767,0.00039311852206455405,0.00017207582736113904,0.009499372285678119,-0.018751000723415023,2.6534186195025283e-05,0.0001443165010256137
3.614,-0.0007031507670310242,-0.0012827051887517777,-0.009131666951185263,0.050671158922665535,-0.035803218673725976,2.3635746791518525e-06,-2.163778015305367e-06,-0.0004597643387649778,0.15113168236246108,-0.00017762241254880293,0.17527326638182056,-0.03896240547315632,0.26464838274252495,-0.06198888434539821,0.10498418882844311,0.023424697157950668,0.047153686440983396,0.00039405228379606004,0.0001726550696057688,0.009502175344146687,-0.01875702842314964,2.459977475884487e-05,0.00014461945572039498
3.616,-0.0007128677391760034,-0.0012842824582889052,-0.009177280867460414,0.050668823881910165,-0.035803675421948254,1.6468831814824485e-06,-2.808770858400642e-06,-0.0004397002840231372,0.1511547504103269,-0.00016723532274352034,0.17527228092063082,-0.039301050545532006,0.26463656004326336,-0.06113859187125501,0.09643400530468506,0.02343049330941271,0.04716623704167572,0.00039439010530290425,0.0001729715464638931,0.009504235706078352,-0.01876246683113559,2.2161899661096008e-05,0.00014475293495127455
3.618,-0.0007223200819562388,-0.0012856103130826112,-0.009221053331880091,0.050666887099731855,-0.035804883784978155,1.0455251792054643e-06,-3.3645618920075418e-06,-0.0004199350772913009,0.15117317340362812,-0.00015750573154906495,0.17527125214341263,-0.03964296841531049,0.26462794390864386,-0.060281864304686,0.08789262581467391,0.023435516387701853,0.047179225785351796,0.0003941824318112999,0.00017304394534965343,0.00950563193518084,-0.018767386270571906,1.9266212662642502e-05,0.00014472817036203234
3.62,-0.0007314431358337529,-0.0012867014613630655,-0.009262909178587816,0.05066532942181534,-0.03580675632498416,5.527490960022722e-07,-3.834460626912194e-06,-0.0004005670332480304,0.15118786594551872,-0.00014840798205281602,0.1752702032809045,-0.039985821713204354,0.2646222189867972,-0.05942481025263527,0.07936033469688683,0.02343985372890653,0.04719259965688241,0.00039348202768614343,0.0001728927704127084,0.009506443168302825,-0.018771852773414296,1.5960053562990618e-05,0.00014455783006749626
