time/fps,time/episodes,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,train/ent_coef,train/actor_loss,train/n_updates,train/ent_coef_loss,train/learning_rate,train/critic_loss
6,12790,486.6691531999999,1163843,97.3,168526,0.03650563582777977,-474.1347351074219,1160842,3.5339314937591553,0.00073,26.722068786621094
6,12800,492.298945,1164843,97.3,168670,0.034988902509212494,-461.77130126953125,1161842,-3.602879047393799,0.00073,17.659305572509766
6,12810,513.82520994,1165843,98.53,168815,0.03475673496723175,-453.9563293457031,1162842,2.529827833175659,0.00073,20.595354080200195
6,12820,535.46829131,1166843,98.76,168959,0.03469618037343025,-452.5079345703125,1163842,4.772101402282715,0.00073,16.73771095275879
6,12830,549.99476072,1167843,98.76,169104,0.03622854873538017,-446.0937805175781,1164842,-0.014161348342895508,0.00073,19.229156494140625
6,12840,555.8497190800001,1168809,98.42,169244,0.034662239253520966,-448.9523620605469,1165808,-0.02341914176940918,0.00073,25.69771385192871
6,12850,562.7758285599999,1169809,98.42,169388,0.034178849309682846,-440.5848693847656,1166808,2.8294553756713867,0.00073,19.49974822998047
6,12860,562.02735591,1170809,98.42,169532,0.035745758563280106,-436.17657470703125,1167808,-7.770894527435303,0.00073,17.28937530517578
6,12870,562.59423296,1171809,99.2,169677,0.034657273441553116,-436.2043151855469,1168808,-1.7207876443862915,0.00073,20.73336410522461
6,12880,578.9398901999999,1172809,99.66,169822,0.03495486080646515,-438.828857421875,1169808,1.1560944318771362,0.00073,24.516307830810547
6,12890,578.55994859,1173750,99.07,169960,0.03639252483844757,-436.0657653808594,1170749,1.0558724403381348,0.00073,22.27716636657715
6,12900,582.2425659500001,1174750,99.07,170106,0.03660626336932182,-441.7466125488281,1171749,5.215046405792236,0.00073,20.192279815673828
6,12910,577.42417327,1175750,99.07,170251,0.03514961153268814,-434.5179443359375,1172749,2.0180838108062744,0.00073,20.491107940673828
6,12920,586.1233827800002,1176750,99.07,170397,0.035620495676994324,-437.38018798828125,1173749,-3.9849181175231934,0.00073,19.649442672729492
6,12930,574.75911896,1177706,98.63,170537,0.03552515059709549,-441.93603515625,1174705,4.3115153312683105,0.00073,27.77102279663086
6,12940,593.87669751,1178706,98.97,170683,0.034920789301395416,-439.140869140625,1175705,-2.3219659328460693,0.00073,16.817890167236328
6,12950,596.9686473,1179706,98.97,170827,0.03422969579696655,-447.15106201171875,1176705,6.208717346191406,0.00073,19.03518295288086
6,12960,596.55484202,1180706,98.97,170970,0.03522053360939026,-444.59405517578125,1177705,-1.6223938465118408,0.00073,21.884315490722656
6,12970,598.48016631,1181706,98.97,171114,0.03423482924699783,-439.3545227050781,1178705,-5.893038749694824,0.00073,18.842269897460938
6,12980,587.62656677,1182706,98.97,171256,0.035294126719236374,-441.8009948730469,1179705,-1.029956579208374,0.00073,36.098167419433594
6,12990,576.72800637,1183706,99.56,171398,0.03597048297524452,-445.9155578613281,1180705,0.18754887580871582,0.00073,19.50914764404297
6,13000,566.76211475,1184706,99.56,171543,0.03639697656035423,-448.03118896484375,1181705,2.9142961502075195,0.00073,19.26839828491211
6,13010,558.02484264,1185706,99.56,171686,0.03809014707803726,-450.9947509765625,1182705,0.9278690218925476,0.00073,24.669601440429688
6,13020,529.61326085,1186706,99.56,171829,0.03829532116651535,-456.3800354003906,1183705,-3.910247325897217,0.00073,22.785228729248047
6,13030,523.4497453299999,1187706,100.0,171971,0.03781704604625702,-454.64910888671875,1184705,-0.9762730598449707,0.00073,23.27869415283203
6,13040,508.1306596399999,1188706,100.0,172114,0.03768924996256828,-450.5745849609375,1185705,3.7436933517456055,0.00073,26.11236000061035
6,13050,494.8499418799999,1189706,100.0,172255,0.038399044424295425,-460.10443115234375,1186705,1.20951247215271,0.00073,23.26903533935547
6,13060,485.7138056,1190706,100.0,172397,0.038451436907052994,-453.5193786621094,1187705,7.21500825881958,0.00073,27.584171295166016
6,13070,467.2463926099999,1191652,99.46,172529,0.03798521310091019,-456.0882568359375,1188651,0.5382561683654785,0.00073,22.422109603881836
6,13080,458.82902828,1192652,99.46,172673,0.03778518736362457,-452.260498046875,1189651,-3.0201234817504883,0.00073,20.808624267578125
6,13090,468.90798287000007,1193652,99.46,172820,0.04001494497060776,-457.1593017578125,1190651,-0.512152910232544,0.00073,27.0013484954834
6,13100,472.9273625700001,1194652,99.46,172964,0.03914174437522888,-458.85882568359375,1191651,5.53698205947876,0.00073,26.772674560546875
6,13110,490.60907102000004,1195652,99.46,173109,0.040801212191581726,-455.24945068359375,1192651,-3.5622806549072266,0.00073,27.178207397460938
6,13120,508.2850723599999,1196652,99.46,173253,0.039410803467035294,-465.73199462890625,1193651,5.515593528747559,0.00073,24.34926986694336
6,13130,507.60085154,1197652,99.46,173396,0.041455287486314774,-461.07171630859375,1194651,-0.4485304355621338,0.00073,29.110515594482422
6,13140,500.9749485499999,1198652,99.46,173540,0.039026036858558655,-466.1163635253906,1195651,-4.797111988067627,0.00073,26.676612854003906
6,13150,497.38206039,1199652,99.46,173685,0.04055238887667656,-456.5994567871094,1196651,9.147250175476074,0.00073,32.96770477294922
6,13160,499.75831514999993,1200593,98.87,173823,0.041057296097278595,-461.6764221191406,1197592,-2.1687426567077637,0.00073,24.03506088256836
6,13170,499.92208017999997,1201593,99.41,173969,0.040883589535951614,-459.6588134765625,1198592,4.596714019775391,0.00073,35.716983795166016
6,13180,505.29687442,1202593,99.41,174113,0.04165297746658325,-465.12872314453125,1199592,-2.027035713195801,0.00073,30.821802139282227
6,13190,487.54368112000003,1203577,99.25,174254,0.05293332785367966,-487.4294128417969,1200576,10.85924243927002,0.00073,45.59199142456055
6,13200,442.71310441,1204457,98.05,174382,0.066315196454525,-564.5078735351562,1201456,5.921462059020996,0.00073,64.71571350097656
6,13210,397.47090063,1205453,98.01,174525,0.05259692296385765,-570.4136962890625,1202452,-3.356466293334961,0.00073,56.65796661376953
6,13220,375.3095755600001,1206453,98.01,174670,0.04640413820743561,-554.8665771484375,1203452,0.789260745048523,0.00073,50.543697357177734
6,13230,378.35113729000005,1207453,98.01,174814,0.043544624000787735,-526.3843994140625,1204452,5.438173294067383,0.00073,33.4986457824707
6,13240,377.78011136999993,1208355,97.03,174944,0.0417911671102047,-517.2509765625,1205354,20.040149688720703,0.00073,31.84894561767578
6,13250,378.41556218,1209355,97.03,175089,0.04009440913796425,-495.83544921875,1206354,1.6463215351104736,0.00073,36.86420440673828
6,13260,385.92845582,1210355,97.62,175234,0.040566883981227875,-487.9384765625,1207354,8.455558776855469,0.00073,32.272159576416016
6,13270,388.90916025999996,1211355,97.62,175379,0.03950829803943634,-477.75958251953125,1208354,0.6554392576217651,0.00073,30.287559509277344
6,13280,385.80208170000003,1212355,97.62,175522,0.037891946732997894,-467.10174560546875,1209354,11.3070650100708,0.00073,32.20671463012695
6,13290,397.12877446000005,1213355,97.78,175666,0.039007555693387985,-462.9845886230469,1210354,-3.2238247394561768,0.00073,22.300487518310547
6,13300,438.61322559,1214355,98.98,175811,0.03840308263897896,-467.31134033203125,1211354,-2.4430360794067383,0.00073,22.037973403930664
6,13310,476.10936602000004,1215355,99.02,175956,0.03739432618021965,-450.79833984375,1212354,2.888777256011963,0.00073,31.957111358642578
6,13320,493.41529549000006,1216355,99.02,176102,0.038750290870666504,-456.7055969238281,1213354,3.6760826110839844,0.00073,27.281810760498047
6,13330,491.04080045999996,1217354,99.01,176247,0.03939893841743469,-457.769775390625,1214353,-2.696830987930298,0.00073,22.3175106048584
6,13340,491.0878972,1218354,99.99,176391,0.0395926833152771,-458.1705627441406,1215353,6.986348628997803,0.00073,29.52417755126953
6,13350,502.41727334999996,1219354,99.99,176537,0.03842749819159508,-451.237548828125,1216353,3.5780162811279297,0.00073,34.11304473876953
6,13360,491.9215507899999,1220354,99.99,176680,0.03960650414228439,-464.83319091796875,1217353,3.3090438842773438,0.00073,25.56981086730957
6,13370,495.28561614,1221354,99.99,176828,0.03969527408480644,-457.438232421875,1218353,1.916276454925537,0.00073,23.258445739746094
6,13380,517.4579581500001,1222354,99.99,176972,0.04009021073579788,-462.5211486816406,1219353,7.146766185760498,0.00073,44.19344711303711
6,13390,515.46939493,1223354,99.99,177118,0.04095188155770302,-461.69049072265625,1220353,-7.618710994720459,0.00073,31.675140380859375
6,13400,519.75197942,1224313,99.58,177256,0.0403265543282032,-477.92578125,1221312,9.30693244934082,0.00073,38.19258117675781
6,13410,515.5052351999999,1225313,99.58,177401,0.041674304753541946,-477.4571533203125,1222312,3.412534713745117,0.00073,593.646240234375
6,13420,507.5139371899999,1226313,99.58,177546,0.04290678724646568,-477.84228515625,1223312,-0.1085849404335022,0.00073,25.865196228027344
6,13430,493.53429303999997,1227313,99.59,177691,0.04314335435628891,-483.1309509277344,1224312,12.021728515625,0.00073,34.06715393066406
6,13440,484.4925176700001,1228251,98.97,177826,0.03869500756263733,-477.83795166015625,1225250,12.618706703186035,0.00073,112.84426879882812
6,13450,478.57943183,1229242,98.88,177971,0.039097860455513,-474.02783203125,1226241,-2.2016797065734863,0.00073,36.348876953125
6,13460,482.1538573400001,1230231,98.77,178114,0.04020335152745247,-472.0343322753906,1227230,0.7810680866241455,0.00073,30.56049346923828
6,13470,478.75461814000005,1231231,98.77,178261,0.03998313844203949,-467.28466796875,1228230,3.0495569705963135,0.00073,26.9490966796875
6,13480,464.61121986000006,1232231,98.77,178405,0.03923073410987854,-460.78082275390625,1229230,0.49190229177474976,0.00073,25.949024200439453
6,13490,464.45505487,1233231,98.77,178548,0.04070797935128212,-462.173828125,1230230,-0.3975546360015869,0.00073,24.12163543701172
6,13500,457.00771806999995,1234231,99.18,178690,0.04035867005586624,-450.88720703125,1231230,-2.928048610687256,0.00073,37.804832458496094
6,13510,462.86224637,1235231,99.18,178835,0.0381585918366909,-454.7970275878906,1232230,-4.920433521270752,0.00073,31.76746940612793
6,13520,479.69562504000004,1236231,99.18,178979,0.03669755533337593,-448.0123596191406,1233230,1.481716275215149,0.00073,24.094955444335938
6,13530,490.0615760600001,1237072,97.59,179100,0.037050969898700714,-447.1978759765625,1234071,1.515087604522705,0.00073,29.424259185791016
6,13540,509.8972065599999,1238072,98.21,179243,0.035766422748565674,-444.7327575683594,1235071,0.7469285726547241,0.00073,24.69187355041504
6,13550,516.6091737799999,1239072,98.3,179389,0.03661910444498062,-438.9870910644531,1236071,-2.0831754207611084,0.00073,38.94844055175781
6,13560,511.53948801,1240072,98.41,179535,0.03606844320893288,-438.281494140625,1237071,0.6229966282844543,0.00073,32.53217315673828
6,13570,514.89821865,1241072,98.41,179678,0.036906249821186066,-441.44219970703125,1238071,-2.930692672729492,0.00073,20.570714950561523
6,13580,514.22594944,1242072,98.41,179821,0.03731440380215645,-440.6610412597656,1239071,0.12361899018287659,0.00073,29.66283416748047
6,13590,504.25466258,1243072,98.41,179965,0.038446176797151566,-437.54437255859375,1240071,2.4176502227783203,0.00073,44.72892379760742
6,13600,501.13076461,1244072,98.41,180106,0.038247570395469666,-442.3812561035156,1241071,-2.4590206146240234,0.00073,20.49441909790039
6,13610,491.72292806999997,1245055,98.24,180244,0.03571450337767601,-436.50457763671875,1242054,-4.978947639465332,0.00073,22.132774353027344
6,13620,476.81234068,1246055,98.24,180388,0.035457395017147064,-438.2232360839844,1243054,-2.5795533657073975,0.00073,27.82939910888672
6,13630,478.8319518999999,1247055,99.83,180533,0.036295630037784576,-437.706787109375,1244054,14.994993209838867,0.00073,26.324064254760742
6,13640,478.10327444,1248055,99.83,180677,0.035832684487104416,-434.2098388671875,1245054,-1.759153127670288,0.00073,25.8359375
6,13650,475.59575975000007,1249055,99.83,180823,0.036496419459581375,-432.879150390625,1246054,-0.21782588958740234,0.00073,23.59145164489746
6,13660,469.8143787599999,1249859,97.87,180941,0.036158885806798935,-429.84246826171875,1246858,-7.104681491851807,0.00073,25.763044357299805
6,13670,475.74795050999995,1250859,97.87,181084,0.03793451189994812,-436.7376708984375,1247858,3.274639844894409,0.00073,21.053478240966797
6,13680,466.24637056000006,1251859,97.87,181229,0.037932511419057846,-432.586669921875,1248858,-4.868084907531738,0.00073,19.725753784179688
6,13690,485.04208629,1252859,97.87,181377,0.037131473422050476,-430.99993896484375,1249858,-5.038929462432861,0.00073,34.156150817871094
6,13700,500.00643737000007,1253859,97.87,181524,0.03639402613043785,-435.32421875,1250858,-2.182158946990967,0.00073,30.268985748291016
6,13710,512.9693560699999,1254859,98.04,181670,0.035254742950201035,-423.4107666015625,1251858,0.5672380924224854,0.00073,17.468402862548828
6,13720,524.95080346,1255859,98.04,181818,0.035821955651044846,-421.48077392578125,1252858,1.0012884140014648,0.00073,19.254390716552734
6,13730,541.7096080900001,1256859,98.04,181962,0.03544309362769127,-431.07696533203125,1253858,-6.0517730712890625,0.00073,22.172176361083984
6,13740,539.0557861699999,1257859,98.04,182109,0.03582744672894478,-429.7192687988281,1254858,-1.1595242023468018,0.00073,17.6568660736084
6,13750,536.45661641,1258810,97.55,182248,0.03428688645362854,-424.4606628417969,1255809,-3.5433883666992188,0.00073,15.540058135986328
6,13760,559.8128058799999,1259810,99.51,182393,0.034796085208654404,-424.33868408203125,1256809,1.5243899822235107,0.00073,22.031614303588867
6,13770,566.6795051299999,1260810,99.51,182538,0.035899776965379715,-428.4670715332031,1257809,-2.0996580123901367,0.00073,21.64740753173828
6,13780,583.6630239000001,1261810,99.51,182686,0.0362444631755352,-435.4734191894531,1258809,-2.2434210777282715,0.00073,21.138771057128906
6,13790,593.78933825,1262810,99.51,182834,0.03472261130809784,-433.2383117675781,1259809,0.9551349878311157,0.00073,22.175960540771484
6,13800,577.71359796,1263810,99.51,182979,0.03585362806916237,-432.3192138671875,1260809,4.647637367248535,0.00073,19.488178253173828
6,13810,579.94685881,1264810,99.51,183125,0.0362057201564312,-436.6294250488281,1261809,-3.6040987968444824,0.00073,18.716548919677734
6,13820,579.0990481099999,1265810,99.51,183271,0.03734952583909035,-429.0312194824219,1262809,6.508024215698242,0.00073,25.550037384033203
6,13830,572.50353777,1266810,99.51,183418,0.037971872836351395,-442.6144104003906,1263809,-3.7605700492858887,0.00073,24.138439178466797
6,13840,564.9920089899999,1267769,99.1,183556,0.037354085594415665,-438.8235778808594,1264768,-2.2547574043273926,0.00073,32.061805725097656
6,13850,553.1725807900001,1268642,98.32,183682,0.03828008472919464,-433.7456359863281,1265641,2.0059337615966797,0.00073,19.567333221435547
6,13860,541.0549499699999,1269642,98.32,183826,0.036828406155109406,-435.1546630859375,1266641,1.2097933292388916,0.00073,24.58772087097168
6,13870,523.9442819200001,1270642,98.32,183971,0.037694912403821945,-442.16595458984375,1267641,0.9510015249252319,0.00073,22.43935203552246
6,13880,512.88929872,1271642,98.32,184116,0.03899331018328667,-441.5061950683594,1268641,3.0633840560913086,0.00073,35.21246337890625
6,13890,481.02926665,1272544,97.34,184245,0.040940430015325546,-452.870361328125,1269543,-0.11245667934417725,0.00073,28.81007957458496
6,13900,469.16628473,1273544,97.34,184391,0.041670460253953934,-457.1765441894531,1270543,3.0979037284851074,0.00073,27.944820404052734
6,13910,461.00317233999994,1274544,97.34,184534,0.040573857724666595,-449.5031433105469,1271543,-7.291159152984619,0.00073,28.08188819885254
6,13920,455.7712287500001,1275544,97.34,184680,0.04118727147579193,-459.4747009277344,1272543,-2.846839427947998,0.00073,27.328350067138672
6,13930,454.29581702999997,1276544,97.34,184823,0.039217229932546616,-458.6603088378906,1273543,1.7161078453063965,0.00073,27.56939125061035
6,13940,456.9499095599999,1277544,97.75,184968,0.040915388613939285,-450.23358154296875,1274543,-4.220206260681152,0.00073,27.094118118286133
6,13950,460.51717479,1278544,99.02,185112,0.04052245616912842,-448.1826171875,1275543,-2.1483542919158936,0.00073,29.755279541015625
6,13960,473.01311275,1279544,99.02,185257,0.042115844786167145,-462.80426025390625,1276543,-1.3796718120574951,0.00073,34.285491943359375
6,13970,482.15969741000004,1280544,99.02,185401,0.04473394155502319,-467.67596435546875,1277543,-5.859257221221924,0.00073,124.70442199707031
6,13980,481.5916976599999,1281544,99.02,185546,0.04457632824778557,-482.5788879394531,1278543,1.5351035594940186,0.00073,40.31657409667969
6,13990,487.88502252999984,1282544,100.0,185691,0.04297097399830818,-472.7668762207031,1279543,-4.9115118980407715,0.00073,28.511568069458008
6,14000,498.81593970999995,1283544,100.0,185837,0.044921327382326126,-478.72021484375,1280543,-0.9175057411193848,0.00073,34.458614349365234
6,14010,490.69079378000004,1284531,99.87,185983,0.042620860040187836,-477.802978515625,1281530,-0.4793543815612793,0.00073,35.52273178100586
6,14020,494.1400612399999,1285531,99.87,186129,0.04297415167093277,-473.6951904296875,1282530,-3.098263740539551,0.00073,32.98979949951172
6,14030,488.07952586000005,1286531,99.87,186273,0.043813277035951614,-465.6967468261719,1283530,-7.184318542480469,0.00073,24.53805923461914
6,14040,482.6408701299999,1287531,99.87,186416,0.04203125461935997,-476.718505859375,1284530,-2.5348479747772217,0.00073,304.8597717285156
6,14050,484.31710443,1288433,98.89,186547,0.04043547064065933,-475.3556823730469,1285432,0.22856652736663818,0.00073,26.459318161010742
6,14060,462.77995690999995,1289433,98.89,186690,0.040918171405792236,-474.4095153808594,1286432,-6.272121906280518,0.00073,27.036455154418945
6,14070,452.01779823,1290433,98.89,186833,0.04123725742101669,-462.1354064941406,1287432,0.5429474115371704,0.00073,37.056827545166016
6,14080,459.6337444900001,1291433,98.89,186973,0.040174517780542374,-452.87860107421875,1288432,-3.571910858154297,0.00073,25.533946990966797
6,14090,471.08227224999996,1292433,98.89,187116,0.04190131276845932,-464.1757507324219,1289432,-5.188488960266113,0.00073,44.44846725463867
6,14100,476.2230356,1293433,98.89,187256,0.04274361580610275,-459.702880859375,1290432,4.231105804443359,0.00073,34.71049118041992
6,14110,485.9156160300001,1294433,99.02,187398,0.04435022175312042,-477.28961181640625,1291432,0.9397557973861694,0.00073,38.14604187011719
6,14120,476.09599101,1295335,98.04,187528,0.044803522527217865,-475.7983093261719,1292334,-0.9661009311676025,0.00073,40.255653381347656
6,14130,470.46342718,1296335,98.04,187670,0.043195486068725586,-480.9971618652344,1293334,-3.7882213592529297,0.00073,24.85266876220703
6,14140,469.14839490000014,1297335,98.04,187812,0.04354799538850784,-470.4796142578125,1294334,-7.1984052658081055,0.00073,32.35801696777344
6,14150,464.520228,1298300,98.67,187949,0.04109404981136322,-475.7742919921875,1295299,2.2463626861572266,0.00073,33.56432342529297
6,14160,475.63421292,1299300,98.67,188093,0.04034736752510071,-462.76263427734375,1296299,0.6608990430831909,0.00073,35.08763885498047
6,14170,480.08679433000003,1300300,98.67,188241,0.040054451674222946,-467.05517578125,1297299,4.131103515625,0.00073,30.513343811035156
6,14180,479.44702450999995,1301300,98.67,188385,0.03952433168888092,-469.01708984375,1298299,7.187624931335449,0.00073,25.756023406982422
6,14190,473.07332917,1302300,98.67,188530,0.04164430871605873,-455.544921875,1299299,-5.634161949157715,0.00073,27.399967193603516
6,14200,466.6122693099999,1303300,98.67,188676,0.043676409870386124,-475.075927734375,1300299,-4.492535591125488,0.00073,25.695592880249023
6,14210,457.80678921,1304300,98.67,188820,0.04216177016496658,-477.18218994140625,1301299,-0.8708245754241943,0.00073,32.3854866027832
6,14220,450.48891675,1305248,99.13,188957,0.0402793362736702,-458.9398193359375,1302247,-1.5943684577941895,0.00073,31.625
6,14230,457.16819030000005,1306248,99.13,189103,0.04042936861515045,-466.62939453125,1303247,-4.991738319396973,0.00073,30.40020179748535
6,14240,467.18505079999994,1307248,99.13,189248,0.03902863338589668,-471.1103515625,1304247,1.3171025514602661,0.00073,29.19872283935547
6,14250,475.79805626,1308248,99.48,189395,0.03855821490287781,-465.6962890625,1305247,-7.97899055480957,0.00073,28.09160614013672
6,14260,479.45496065,1309248,99.48,189542,0.038371406495571136,-454.2384338378906,1306247,-4.614386558532715,0.00073,35.767417907714844
6,14270,476.68671216999996,1310248,99.48,189686,0.03793595731258392,-457.3732604980469,1307247,-3.2792627811431885,0.00073,36.144535064697266
6,14280,480.16310282000006,1311248,99.48,189831,0.03820713981986046,-452.5450744628906,1308247,-4.827477931976318,0.00073,26.907886505126953
6,14290,475.0812471599999,1312248,99.48,189977,0.04000852257013321,-452.5775451660156,1309247,4.433334827423096,0.00073,22.2652587890625
6,14300,490.33102481000003,1313248,99.48,190129,0.0386805459856987,-456.5257568359375,1310247,-10.45862102508545,0.00073,23.624679565429688
6,14310,500.26390223999994,1314248,99.48,190273,0.039114728569984436,-455.5987548828125,1311247,-1.091707468032837,0.00073,25.911718368530273
6,14320,506.0179993000001,1315248,100.0,190419,0.037741098552942276,-452.0762023925781,1312247,-2.3103508949279785,0.00073,25.191543579101562
6,14330,515.7325854100001,1316248,100.0,190563,0.03881055489182472,-452.69171142578125,1313247,-4.218564987182617,0.00073,26.88317108154297
6,14340,509.07525683,1317185,99.37,190700,0.03997506573796272,-455.41497802734375,1314184,-3.9740042686462402,0.00073,24.302274703979492
6,14350,502.47602758999994,1318106,98.58,190834,0.038462549448013306,-457.6986083984375,1315105,0.4276871681213379,0.00073,71.98289489746094
6,14360,500.84630849000007,1319106,98.58,190980,0.037250395864248276,-453.9561462402344,1316105,-6.475397109985352,0.00073,26.757728576660156
6,14370,502.1519227,1320106,98.58,191124,0.03755626827478409,-449.93121337890625,1317105,2.8840765953063965,0.00073,25.33092498779297
6,14380,503.54529926,1321106,98.58,191270,0.03824936971068382,-450.310546875,1318105,-1.9849681854248047,0.00073,33.41842269897461
6,14390,497.89284807999996,1321910,96.62,191388,0.038927625864744186,-453.005126953125,1318909,-4.625847339630127,0.00073,26.089996337890625
6,14400,490.44973859,1322910,96.62,191533,0.03945394605398178,-452.98065185546875,1319909,2.6254665851593018,0.00073,26.51949691772461
6,14410,491.72947386,1323910,96.62,191678,0.039368804544210434,-452.74517822265625,1320909,4.423703193664551,0.00073,26.70380973815918
6,14420,496.56557804,1324910,96.62,191823,0.03999387472867966,-468.53240966796875,1321909,-9.038871765136719,0.00073,33.594703674316406
6,14430,485.15411774,1325910,96.62,191966,0.03723300248384476,-464.1378173828125,1322909,7.786474704742432,0.00073,28.091035842895508
6,14440,492.8854713900001,1326910,97.25,192110,0.03735588490962982,-459.9214782714844,1323909,-0.6664285659790039,0.00073,36.385623931884766
6,14450,504.50185579,1327910,98.04,192255,0.03695680946111679,-463.2500915527344,1324909,0.48712992668151855,0.00073,25.59566879272461
6,14460,498.38527617,1328910,98.04,192401,0.03753417730331421,-458.9325866699219,1325909,6.107773303985596,0.00073,24.356266021728516
6,14470,501.82754053000014,1329910,98.04,192547,0.03608730807900429,-452.18243408203125,1326909,-1.319432020187378,0.00073,21.000701904296875
6,14480,486.7996020300001,1330910,98.04,192694,0.03803544491529465,-449.9031677246094,1327909,-7.974333763122559,0.00073,25.97677993774414
6,14490,494.25997318000003,1331900,99.9,192838,0.037282880395650864,-449.21142578125,1328899,-2.179335117340088,0.00073,28.934110641479492
6,14500,498.84498350000007,1332900,99.9,192983,0.03758633881807327,-451.0549011230469,1329899,2.430342197418213,0.00073,28.29555892944336
6,14510,487.23890809999995,1333900,99.9,193131,0.03588378429412842,-447.7347106933594,1330899,4.942667007446289,0.00073,61.07057571411133
6,14520,483.01672628000006,1334900,99.9,193278,0.03834506869316101,-460.64764404296875,1331899,5.654354572296143,0.00073,32.11625671386719
6,14530,477.50916263,1335900,99.9,193425,0.03899272158741951,-457.1143493652344,1332899,-1.8302570581436157,0.00073,24.913423538208008
6,14540,463.60951387000006,1336874,99.64,193565,0.03983790799975395,-458.3228759765625,1333873,-5.110817909240723,0.00073,28.64042854309082
6,14550,456.28180366999993,1337874,99.64,193711,0.03816930949687958,-454.7498474121094,1334873,-2.0457029342651367,0.00073,26.67890739440918
6,14560,460.84555858000004,1338874,99.64,193856,0.038793809711933136,-450.7266540527344,1335873,-2.437331199645996,0.00073,23.054704666137695
6,14570,470.95760729999995,1339874,99.64,194003,0.038454554975032806,-449.736328125,1336873,-0.1912829875946045,0.00073,29.013507843017578
6,14580,471.8295096899999,1340874,99.64,194147,0.038406938314437866,-448.79852294921875,1337873,2.913020133972168,0.00073,25.512348175048828
6,14590,485.5205351899999,1341874,99.74,194293,0.03830224275588989,-443.6744384765625,1338873,0.550649881362915,0.00073,31.25132179260254
6,14600,491.7669827000001,1342874,99.74,194438,0.03785116225481033,-445.5702209472656,1339873,-0.11160218715667725,0.00073,28.062896728515625
6,14610,502.0940014899999,1343874,99.74,194583,0.03867950290441513,-450.63543701171875,1340873,6.024966239929199,0.00073,29.363937377929688
6,14620,513.65201165,1344874,99.74,194729,0.038321442902088165,-443.496337890625,1341873,-9.517837524414062,0.00073,26.911029815673828
6,14630,519.69541566,1345874,99.74,194873,0.036737989634275436,-451.6957092285156,1342873,-4.296328544616699,0.00073,34.63302993774414
6,14640,525.32993529,1346874,100.0,195017,0.038256656378507614,-445.3091125488281,1343873,-7.559943199157715,0.00073,31.15985107421875
6,14650,536.4647314400002,1347874,100.0,195162,0.03934302181005478,-446.647216796875,1344873,2.0507864952087402,0.00073,26.24244499206543
6,14660,529.24113372,1348874,100.0,195307,0.03736310079693794,-454.3950500488281,1345873,-1.4397094249725342,0.00073,26.577152252197266
6,14670,515.8878782600001,1349874,100.0,195451,0.03637884184718132,-461.351318359375,1346873,4.648008346557617,0.00073,32.55791091918945
6,14680,517.47752275,1350874,100.0,195597,0.03649086877703667,-454.5626220703125,1347873,-7.4627814292907715,0.00073,20.775238037109375
6,14690,492.8864657499999,1351874,100.0,195742,0.0367472842335701,-454.46942138671875,1348873,0.6296392679214478,0.00073,24.06231689453125
6,14700,486.54475338,1352874,100.0,195889,0.036890361458063126,-440.4706115722656,1349873,2.7055904865264893,0.00073,24.903423309326172
6,14710,483.149431,1353776,99.02,196023,0.03634754568338394,-457.9582214355469,1350775,0.7100622653961182,0.00073,25.50139617919922
6,14720,502.75496260000006,1354776,99.02,196169,0.03658481687307358,-443.8668212890625,1351775,2.718402862548828,0.00073,23.318309783935547
6,14730,502.77600653999997,1355776,99.02,196315,0.036938998848199844,-443.75860595703125,1352775,3.8483119010925293,0.00073,28.668418884277344
6,14740,514.5778115500001,1356776,99.02,196465,0.03650784492492676,-443.851806640625,1353775,3.503325939178467,0.00073,21.329875946044922
6,14750,509.28874279999997,1357776,99.02,196612,0.036427490413188934,-443.42645263671875,1354775,4.673540115356445,0.00073,24.29635238647461
6,14760,510.29225469000005,1358708,98.34,196749,0.03681182488799095,-440.0602722167969,1355707,-4.483287334442139,0.00073,23.922374725341797
6,14770,522.43458506,1359708,98.34,196896,0.03814203664660454,-445.9713439941406,1356707,-2.819882869720459,0.00073,26.450971603393555
6,14780,522.17065405,1360640,97.66,197034,0.037562295794487,-436.5912780761719,1357639,-0.4611062705516815,0.00073,26.677438735961914
6,14790,546.8496017000001,1361640,97.66,197179,0.037954360246658325,-448.0849914550781,1358639,1.4704430103302002,0.00073,22.784969329833984
6,14800,532.55967151,1362640,97.66,197326,0.0401279479265213,-458.79779052734375,1359639,-8.213005065917969,0.00073,29.076637268066406
6,14810,515.87279997,1363640,98.64,197476,0.03700409457087517,-458.10589599609375,1360639,0.9707663059234619,0.00073,32.94626998901367
6,14820,495.81060310999993,1364640,98.64,197620,0.03750760853290558,-462.7765808105469,1361639,-2.8264641761779785,0.00073,27.78118133544922
6,14830,482.73629711999985,1365640,98.64,197767,0.03917957469820976,-455.9753723144531,1362639,1.2277756929397583,0.00073,25.068937301635742
6,14840,456.62602502000004,1366542,97.66,197898,0.036945708096027374,-454.830322265625,1363541,0.8094611167907715,0.00073,24.952959060668945
6,14850,448.3072355599999,1367542,97.66,198043,0.0391157791018486,-450.69512939453125,1364541,2.8995630741119385,0.00073,31.122112274169922
