time/fps,time/total_timesteps,rollout/ep_rew_mean,time/episodes,time/time_elapsed,rollout/ep_len_mean,train/ent_coef,train/critic_loss,train/actor_loss,train/learning_rate,train/n_updates,train/ent_coef_loss
6,1133634,773.22084053,11610,163857,100.0,0.013077487237751484,0.8660609722137451,-388.69415283203125,0.00073,1130633,10.798809051513672
6,1134634,773.2339391900001,11620,164007,100.0,0.01301268395036459,3.2276530265808105,-389.3175964355469,0.00073,1131633,-0.4778035879135132
6,1135634,773.0990927499998,11630,164153,100.0,0.0132262222468853,7.140764236450195,-386.7811584472656,0.00073,1132633,19.995101928710938
6,1136556,749.1539880700001,11640,164289,99.22,0.013814298436045647,1.7253217697143555,-389.9037780761719,0.00073,1133555,-4.698331832885742
6,1137265,682.0157332599999,11650,164395,96.31,0.01321237999945879,2.245612382888794,-389.0769958496094,0.00073,1134264,-7.795685768127441
6,1138265,681.55918747,11660,164548,96.31,0.012416889891028404,14.821588516235352,-389.28741455078125,0.00073,1135264,4.005900859832764
6,1139265,681.50390929,11670,164695,96.31,0.012875390239059925,1.9356714487075806,-390.07952880859375,0.00073,1136264,-12.530129432678223
6,1140265,681.29920911,11680,164844,96.31,0.012949250638484955,3.5718600749969482,-389.3074645996094,0.00073,1137264,25.737092971801758
6,1141265,681.7219719600001,11690,164992,96.31,0.013590442948043346,1.0337090492248535,-391.87115478515625,0.00073,1138264,8.801352500915527
6,1142265,679.4888983699998,11700,165142,96.31,0.015023736283183098,3.260566234588623,-390.4918212890625,0.00073,1139264,7.076082229614258
6,1143265,677.0910324799999,11710,165288,96.31,0.015516133047640324,1.411508560180664,-390.1152648925781,0.00073,1140264,10.413257598876953
6,1144265,676.3844876399999,11720,165436,96.31,0.013896618969738483,1.4335236549377441,-391.0050048828125,0.00073,1141264,-1.511719822883606
6,1145265,676.08540906,11730,165583,96.31,0.014413786120712757,6.954960823059082,-392.709228515625,0.00073,1142264,8.649322509765625
6,1146265,666.1675036299999,11740,165729,97.09,0.014967811293900013,2.672954559326172,-395.0998229980469,0.00073,1143264,-7.738552093505859
6,1147265,662.58771224,11750,165877,100.0,0.015606801025569439,3.194483757019043,-391.4425354003906,0.00073,1144264,-0.43210315704345703
6,1148265,632.6501207700001,11760,166024,100.0,0.014246078208088875,2.467974901199341,-390.7801513671875,0.00073,1145264,-3.104837417602539
6,1149265,631.72974285,11770,166173,100.0,0.01449417695403099,3.6762824058532715,-388.6675720214844,0.00073,1146264,1.6506190299987793
6,1150265,631.31695907,11780,166319,100.0,0.015344464220106602,1.701974868774414,-390.47772216796875,0.00073,1147264,-5.452049255371094
6,1151265,625.17559486,11790,166466,100.0,0.01731085032224655,1.5088121891021729,-392.8157653808594,0.00073,1148264,-5.052881240844727
6,1152265,629.1429971,11800,166617,100.0,0.014106220565736294,3.7194771766662598,-389.8941345214844,0.00073,1149264,8.925060272216797
6,1153265,631.45718028,11810,166760,100.0,0.012966186739504337,2.026129961013794,-387.3124694824219,0.00073,1150264,-6.384740829467773
6,1154265,632.09228384,11820,166905,100.0,0.013060175813734531,2.0577688217163086,-390.2764892578125,0.00073,1151264,0.6970682740211487
6,1155265,632.4990098100001,11830,167051,100.0,0.01312392670661211,2.2341606616973877,-390.50152587890625,0.00073,1152264,-3.0001108646392822
6,1156265,666.29579102,11840,167203,100.0,0.013030852191150188,1.3440930843353271,-389.781005859375,0.00073,1153264,2.844975471496582
6,1157265,737.01350004,11850,167354,100.0,0.01285883691161871,1.4380154609680176,-391.9852294921875,0.00073,1154264,-0.560936689376831
6,1158265,767.3794454900002,11860,167504,100.0,0.013394724577665329,1.5472075939178467,-390.38739013671875,0.00073,1155264,-3.6388027667999268
6,1159265,767.9893331499999,11870,167657,100.0,0.013078541494905949,15.534728050231934,-391.532470703125,0.00073,1156264,6.017858982086182
6,1160265,768.34274124,11880,167809,100.0,0.013420610688626766,5.785582065582275,-393.4768371582031,0.00073,1157264,-9.98389720916748
6,1161265,774.40255136,11890,167957,100.0,0.013233066536486149,1.485954761505127,-391.08966064453125,0.00073,1158264,-1.8387267589569092
6,1162265,774.4645788399998,11900,168104,100.0,0.013841042295098305,2.6751596927642822,-390.8365783691406,0.00073,1159264,10.476160049438477
6,1163265,767.43725902,11910,168255,100.0,0.0157204270362854,1.9484288692474365,-393.597412109375,0.00073,1160264,3.12384033203125
6,1163487,691.10851531,11920,168289,92.22,0.016222162172198296,2.352515697479248,-394.65655517578125,0.00073,1160486,0.25484371185302734
6,1164094,620.8674848600001,11930,168381,88.29,0.017366476356983185,2.7504281997680664,-395.326171875,0.00073,1161093,1.9662501811981201
6,1165094,609.4225940700001,11940,168533,88.29,0.015950864180922508,3.053223133087158,-396.28173828125,0.00073,1162093,-19.055255889892578
6,1166094,606.9324425,11950,168683,88.29,0.01843605935573578,10.66676139831543,-399.2464904785156,0.00073,1163093,-5.3065948486328125
6,1167094,549.8928201399999,11960,168834,88.29,0.03275557607412338,4.121465682983398,-413.7291259765625,0.00073,1164093,-5.851714611053467
6,1168094,476.02751788,11970,168985,88.29,0.030740108340978622,9.501812934875488,-420.6996765136719,0.00073,1165093,2.994910717010498
6,1169094,429.93185303999996,11980,169136,88.29,0.024912860244512558,3.5798563957214355,-420.92144775390625,0.00073,1166093,4.27480411529541
6,1170094,428.84398327,11990,169291,88.29,0.02026955783367157,3.8530051708221436,-413.42730712890625,0.00073,1167093,7.542870044708252
6,1171094,426.24845912999996,12000,169442,88.29,0.017987430095672607,4.137903690338135,-408.7498474121094,0.00073,1168093,-7.662686347961426
6,1172094,417.53537161,12010,169592,88.29,0.01948719657957554,5.5760040283203125,-408.41314697265625,0.00073,1169093,-4.797983646392822
6,1173094,438.5048521199999,12020,169744,96.07,0.019496692344546318,6.912300109863281,-407.52740478515625,0.00073,1170093,11.874866485595703
6,1174094,456.94163387000003,12030,169893,100.0,0.019209902733564377,4.431355953216553,-409.56005859375,0.00073,1171093,9.498861312866211
6,1175094,460.64681402,12040,170045,100.0,0.019195888191461563,9.722858428955078,-406.0206298828125,0.00073,1172093,5.832653999328613
6,1176094,400.76059654000005,12050,170197,100.0,0.022938400506973267,11.967950820922852,-410.3185729980469,0.00073,1173093,16.29462432861328
6,1177094,385.80584627999997,12060,170347,100.0,0.04081315919756889,6.963403701782227,-425.98651123046875,0.00073,1174093,15.741466522216797
6,1178094,385.9503109699999,12070,170497,100.0,0.03269081190228462,5.655611038208008,-431.78192138671875,0.00073,1175093,-1.6559865474700928
6,1179094,417.1126065000001,12080,170645,100.0,0.02416769415140152,4.778006553649902,-428.6481628417969,0.00073,1176093,0.2154724895954132
6,1180023,387.3225294099999,12090,170785,99.29,0.0651354193687439,61.05246353149414,-520.603271484375,0.00073,1177022,98.23926544189453
6,1181023,321.34976219,12100,170936,99.29,0.11936217546463013,48.913902282714844,-773.7896118164062,0.00073,1178022,-5.74710750579834
6,1182023,316.7900109,12110,171087,99.29,0.07542509585618973,15.006661415100098,-688.6608276367188,0.00073,1179022,-27.37738037109375
6,1183023,369.98855335999986,12120,171239,99.29,0.04693787172436714,101.54275512695312,-606.6162109375,0.00073,1180022,4.799300193786621
6,1184023,355.5128889099999,12130,171387,99.29,0.11211517453193665,61.89917755126953,-760.90771484375,0.00073,1181022,25.839176177978516
6,1185023,295.38571193,12140,171537,99.29,0.09905137866735458,19.253028869628906,-771.7276000976562,0.00073,1182022,-17.629972457885742
6,1186023,331.44206863,12150,171688,99.29,0.05758114159107208,10.814605712890625,-671.636474609375,0.00073,1183022,-18.094932556152344
6,1187023,400.32824768,12160,171836,99.29,0.03801703080534935,11.544952392578125,-586.2763061523438,0.00073,1184022,-11.448615074157715
6,1188023,457.77288899,12170,171984,99.29,0.039739951491355896,11.087614059448242,-536.7235717773438,0.00073,1185022,16.070350646972656
6,1189023,412.70589598000004,12180,172134,99.29,0.04437222331762314,7.735441207885742,-510.453369140625,0.00073,1186022,-8.532182693481445
6,1190023,422.61743053,12190,172286,100.0,0.03174833580851555,14.057430267333984,-479.84844970703125,0.00073,1187022,-0.2055240273475647
6,1191023,483.6485935,12200,172436,100.0,0.04429557919502258,19.4455623626709,-472.0153503417969,0.00073,1188022,31.405616760253906
6,1192023,431.47888215,12210,172586,100.0,0.08983302116394043,21.7141056060791,-584.1307373046875,0.00073,1189022,-11.499174118041992
6,1193023,395.21636781,12220,172734,100.0,0.05251901596784592,9.85301399230957,-552.61474609375,0.00073,1190022,-14.936671257019043
6,1194023,460.81305416000004,12230,172883,100.0,0.033033549785614014,11.158443450927734,-508.8152160644531,0.00073,1191022,-13.678906440734863
6,1195023,528.6807466399999,12240,173031,100.0,0.026134684681892395,8.950544357299805,-477.94110107421875,0.00073,1192022,-2.7949953079223633
6,1196023,500.19899548999996,12250,173177,100.0,0.058949366211891174,10.714790344238281,-496.818359375,0.00073,1193022,-5.327915668487549
6,1197023,466.42374825,12260,173324,100.0,0.039228685200214386,6.2079081535339355,-478.1204528808594,0.00073,1194022,-4.068927764892578
6,1198023,483.02176321999997,12270,173469,100.0,0.026883458718657494,2.938828229904175,-462.79010009765625,0.00073,1195022,-17.277692794799805
6,1199023,543.25957911,12280,173616,100.0,0.02280179038643837,4.715140342712402,-436.6698303222656,0.00073,1196022,7.531511306762695
6,1200023,564.29194134,12290,173763,100.0,0.02135308086872101,3.666377544403076,-424.5882568359375,0.00073,1197022,-12.583492279052734
6,1201023,563.26416868,12300,173910,100.0,0.022455593571066856,4.274657726287842,-413.1121826171875,0.00073,1198022,17.024932861328125
6,1202023,619.1859714599999,12310,174058,100.0,0.028445342555642128,4.7516374588012695,-412.4056396484375,0.00073,1199022,-1.869706392288208
6,1203023,639.25795836,12320,174204,100.0,0.022568322718143463,3.6112608909606934,-407.8785400390625,0.00073,1200022,1.179419994354248
6,1204023,639.58217104,12330,174349,100.0,0.02082747220993042,2.920189380645752,-404.0555114746094,0.00073,1201022,-0.8204867839813232
6,1205023,639.6395114000001,12340,174494,100.0,0.020015930756926537,15.689288139343262,-402.00006103515625,0.00073,1202022,6.824795246124268
6,1206023,694.2348939599999,12350,174640,100.0,0.021334374323487282,3.674067258834839,-400.8739013671875,0.00073,1203022,-10.36892032623291
6,1207023,679.86632174,12360,174787,100.0,0.02164081297814846,16.21859359741211,-400.88934326171875,0.00073,1204022,-5.769035339355469
6,1208023,629.34578777,12370,174937,100.0,0.02037903107702732,5.042583465576172,-394.12384033203125,0.00073,1205022,3.7797062397003174
6,1209023,580.95984608,12380,175085,100.0,0.02171718142926693,4.208335876464844,-394.1895751953125,0.00073,1206022,-2.7602052688598633
6,1210023,566.1771171900001,12390,175234,100.0,0.02101343683898449,2.2250142097473145,-391.2167663574219,0.00073,1207022,-2.629016876220703
6,1211023,574.76183517,12400,175383,100.0,0.019978228956460953,2.734954833984375,-387.747802734375,0.00073,1208022,7.669142246246338
6,1212023,591.34543909,12410,175531,100.0,0.019433163106441498,3.5451414585113525,-386.64453125,0.00073,1209022,6.457040786743164
6,1213023,609.63091737,12420,175678,100.0,0.018503908067941666,2.269428253173828,-388.42694091796875,0.00073,1210022,-9.095757484436035
6,1214023,610.04255118,12430,175824,100.0,0.01873106323182583,3.4415202140808105,-387.3219299316406,0.00073,1211022,0.37466156482696533
6,1215023,610.0554749900001,12440,175969,100.0,0.01779819279909134,1.891143560409546,-388.1595764160156,0.00073,1212022,-2.0375595092773438
6,1216023,610.2752519,12450,176121,100.0,0.017730621621012688,3.2573938369750977,-388.0572509765625,0.00073,1213022,9.355314254760742
6,1217023,661.4121513599999,12460,176268,100.0,0.018531056120991707,3.2157981395721436,-389.89874267578125,0.00073,1214022,-0.7615153789520264
6,1218023,711.66413652,12470,176414,100.0,0.018876582384109497,4.059399604797363,-389.35357666015625,0.00073,1215022,12.553200721740723
6,1219023,759.6392727300001,12480,176561,100.0,0.01908048801124096,10.594907760620117,-389.59539794921875,0.00073,1216022,10.867117881774902
6,1220023,704.8435980400001,12490,176706,100.0,0.05452551692724228,15.717750549316406,-457.4759216308594,0.00073,1217022,1.2430025339126587
6,1221023,645.87858776,12500,176852,100.0,0.04404851049184799,7.78017520904541,-477.7502746582031,0.00073,1218022,-10.823861122131348
6,1222023,645.31237034,12510,176999,100.0,0.030056966468691826,5.849578857421875,-459.8623352050781,0.00073,1219022,-9.002324104309082
6,1223023,645.3424221200002,12520,177145,100.0,0.023982878774404526,4.492125511169434,-440.91339111328125,0.00073,1220022,-8.075246810913086
6,1224023,608.7306713600001,12530,177293,100.0,0.02233262173831463,4.95397424697876,-424.08978271484375,0.00073,1221022,10.922808647155762
6,1225023,563.2214729000001,12540,177447,100.0,0.02073732763528824,11.872270584106445,-411.6571044921875,0.00073,1222022,-12.009515762329102
6,1226023,561.72241803,12550,177593,100.0,0.019957086071372032,2.701972484588623,-402.9920654296875,0.00073,1223022,2.644092559814453
6,1227023,560.8680434500001,12560,177740,100.0,0.019006570801138878,2.232931137084961,-398.0929870605469,0.00073,1224022,0.32909563183784485
6,1228023,561.14946525,12570,177887,100.0,0.01807974837720394,4.367953300476074,-392.8297119140625,0.00073,1225022,8.356221199035645
6,1229023,561.55079972,12580,178035,100.0,0.0183272622525692,7.935172080993652,-390.2510070800781,0.00073,1226022,-8.209781646728516
6,1230023,630.4751617400001,12590,178182,100.0,0.018008790910243988,2.050658702850342,-389.71588134765625,0.00073,1227022,-13.605792045593262
6,1231023,689.4714350400001,12600,178328,100.0,0.01817656308412552,1.5773406028747559,-389.1863098144531,0.00073,1228022,-11.651056289672852
6,1232023,689.78160471,12610,178475,100.0,0.017503175884485245,3.111288070678711,-387.2957458496094,0.00073,1229022,1.7463865280151367
6,1233023,688.88836422,12620,178622,100.0,0.017497600987553596,3.5300002098083496,-385.14300537109375,0.00073,1230022,12.101632118225098
6,1234023,724.4377034199999,12630,178769,100.0,0.017294036224484444,1.7545735836029053,-388.9483337402344,0.00073,1231022,1.3672276735305786
6,1235023,765.00026428,12640,178934,100.0,0.017727365717291832,2.200195789337158,-388.01397705078125,0.00073,1232022,6.954174995422363
6,1236023,742.3740078099999,12650,179084,100.0,0.022811904549598694,3.7069826126098633,-391.5198669433594,0.00073,1233022,3.875631809234619
6,1236989,685.6770875200001,12660,179226,99.66,0.024525955319404602,4.4894819259643555,-396.17578125,0.00073,1233988,-4.40831995010376
6,1237989,614.35319527,12670,179374,99.66,0.022128086537122726,3.63419508934021,-394.3377380371094,0.00073,1234988,4.3648681640625
6,1238989,594.79286005,12680,179527,99.66,0.02037625201046467,3.125007152557373,-391.19720458984375,0.00073,1235988,-2.7732081413269043
6,1239989,593.8050975299999,12690,179675,99.66,0.019621217623353004,3.114114761352539,-392.2341003417969,0.00073,1236988,-8.146895408630371
6,1240989,525.2351912899999,12700,179819,99.66,0.018385903909802437,5.812474250793457,-392.021728515625,0.00073,1237988,-0.19283580780029297
6,1241870,500.5139245700001,12710,179948,98.47,0.0245714969933033,8.147497177124023,-399.0741271972656,0.00073,1238869,10.977144241333008
6,1242208,427.8047713899999,12720,179999,91.85,0.050547268241643906,62.088714599609375,-451.45654296875,0.00073,1239207,105.33777618408203
6,1243208,350.8577669099999,12730,180146,91.85,0.10300265997648239,144.027587890625,-738.079345703125,0.00073,1240207,9.000810623168945
6,1244208,279.79377135,12740,180296,91.85,0.09803842008113861,46.59416198730469,-762.4811401367188,0.00073,1241207,-9.442039489746094
6,1245208,270.88457526,12750,180452,91.85,0.06595015525817871,21.857215881347656,-671.3407592773438,0.00073,1242207,-0.8853851556777954
6,1246208,314.37774283,12760,180599,92.19,0.0497211255133152,21.01176643371582,-603.0704956054688,0.00073,1243207,-10.01370906829834
6,1247208,333.61847496,12770,180751,92.19,0.04993783310055733,33.60071563720703,-561.2318115234375,0.00073,1244207,1.1902782917022705
6,1248208,275.89320757,12780,180897,92.19,0.056375652551651,13.554296493530273,-551.6622924804688,0.00073,1245207,-4.849291801452637
6,1249208,201.95425333,12790,181042,92.19,0.041573043912649155,18.195594787597656,-520.4182739257812,0.00073,1246207,-0.5113978385925293
6,1250208,231.45126283000002,12800,181188,92.19,0.03985226899385452,9.115215301513672,-489.38690185546875,0.00073,1247207,-10.52261734008789
6,1251208,196.02748514999996,12810,181334,93.38,0.04325276240706444,8.919574737548828,-483.8409729003906,0.00073,1248207,-2.398159980773926
6,1252208,206.82794694999995,12820,181479,100.0,0.037823356688022614,11.093847274780273,-467.33880615234375,0.00073,1249207,-8.487265586853027
6,1253208,210.86097913,12830,181624,100.0,0.032929617911577225,9.664063453674316,-454.949462890625,0.00073,1250207,-8.348877906799316
6,1254208,234.69235935,12840,181770,100.0,0.029152782633900642,6.660128116607666,-438.76483154296875,0.00073,1251207,-4.644620418548584
6,1255208,267.55862362999994,12850,181915,100.0,0.025143016129732132,5.719912528991699,-421.290283203125,0.00073,1252207,5.499937534332275
6,1256208,281.57541082000006,12860,182059,100.0,0.02169027365744114,5.590787887573242,-413.9611511230469,0.00073,1253207,6.66594934463501
6,1257208,333.51075621,12870,182203,100.0,0.021221766248345375,5.280551910400391,-402.5855712890625,0.00073,1254207,7.42279052734375
6,1258208,410.53747305999997,12880,182352,100.0,0.02036614902317524,14.400594711303711,-399.23736572265625,0.00073,1255207,12.318304061889648
6,1259208,486.06118912,12890,182501,100.0,0.0198834091424942,4.627832889556885,-397.8785400390625,0.00073,1256207,1.739922046661377
6,1260208,525.08500081,12900,182657,100.0,0.019655771553516388,9.08177375793457,-393.1408996582031,0.00073,1257207,1.0326542854309082
6,1261208,584.9115185200001,12910,182806,100.0,0.02002740278840065,4.399834632873535,-394.1756591796875,0.00073,1258207,-5.462434768676758
6,1262208,647.39691058,12920,182954,100.0,0.019265206530690193,3.3054585456848145,-392.5845031738281,0.00073,1259207,10.597151756286621
6,1263208,721.01163032,12930,183105,100.0,0.019025754183530807,16.062387466430664,-387.981689453125,0.00073,1260207,8.768394470214844
6,1264208,772.8688140300001,12940,183255,100.0,0.019508851692080498,3.430807113647461,-390.9503173828125,0.00073,1261207,-17.100324630737305
6,1265208,773.03937221,12950,183403,100.0,0.019395606592297554,2.6469764709472656,-389.0135192871094,0.00073,1262207,-12.239595413208008
6,1266208,773.2225875999998,12960,183552,100.0,0.019352370873093605,3.344731330871582,-389.3402404785156,0.00073,1263207,-2.631380796432495
6,1267208,773.4036186100001,12970,183702,100.0,0.01947885937988758,2.6805243492126465,-389.9261474609375,0.00073,1264207,1.8067359924316406
6,1268208,773.67131875,12980,183848,100.0,0.019934028387069702,3.3948476314544678,-390.69183349609375,0.00073,1265207,-8.975479125976562
6,1269208,773.7434726100001,12990,183997,100.0,0.01920665055513382,3.5805788040161133,-390.5416564941406,0.00073,1266207,3.118340015411377
6,1270208,773.76841878,13000,184145,100.0,0.020218530669808388,2.6037261486053467,-390.1187744140625,0.00073,1267207,-6.562525749206543
6,1271208,718.8339209899999,13010,184296,100.0,0.020925845950841904,3.864389419555664,-397.37451171875,0.00073,1268207,-10.49338150024414
6,1272208,653.27955219,13020,184448,100.0,0.02036529965698719,14.746404647827148,-392.0907897949219,0.00073,1269207,13.275967597961426
6,1273208,623.50954671,13030,184595,100.0,0.019871722906827927,2.7669968605041504,-390.39068603515625,0.00073,1270207,-19.10684585571289
6,1274208,621.5734851100001,13040,184742,100.0,0.01965491846203804,2.9295380115509033,-385.47418212890625,0.00073,1271207,-11.18232250213623
6,1275208,621.49634827,13050,184889,100.0,0.01960371620953083,2.2748894691467285,-384.6724853515625,0.00073,1272207,0.013849973678588867
6,1276208,621.46040299,13060,185040,100.0,0.019557936117053032,2.5143704414367676,-385.4765625,0.00073,1273207,-8.334419250488281
6,1277208,621.42284235,13070,185189,100.0,0.019178828224539757,2.1555633544921875,-381.59735107421875,0.00073,1274207,-2.5223097801208496
6,1278208,621.4120838599999,13080,185341,100.0,0.01824747771024704,2.9216179847717285,-383.1055908203125,0.00073,1275207,2.7059531211853027
6,1279208,621.4861504500001,13090,185491,100.0,0.017532385885715485,1.8211228847503662,-382.9251708984375,0.00073,1276207,0.7905278205871582
6,1280208,621.5284456700001,13100,185639,100.0,0.017820432782173157,3.095339298248291,-382.00799560546875,0.00073,1277207,6.843850612640381
6,1281208,676.9719476099999,13110,185785,100.0,0.018678944557905197,4.853975296020508,-384.7509765625,0.00073,1278207,4.26593542098999
6,1282208,742.1080688599999,13120,185931,100.0,0.0178139079362154,2.5064868927001953,-386.3849182128906,0.00073,1279207,1.2623026371002197
6,1283208,772.2076582599999,13130,186079,100.0,0.019196391105651855,4.621079444885254,-386.4618835449219,0.00073,1280207,4.936379432678223
6,1284208,774.4603072199998,13140,186226,100.0,0.01823636144399643,3.2482268810272217,-389.3507995605469,0.00073,1281207,-4.642829895019531
6,1285208,774.53654202,13150,186373,100.0,0.018558889627456665,3.1640658378601074,-388.118408203125,0.00073,1282207,11.298419952392578
6,1286208,774.5812096199999,13160,186521,100.0,0.018883870914578438,2.5401999950408936,-388.45184326171875,0.00073,1283207,-7.142240047454834
6,1287208,759.27112686,13170,186669,100.0,0.023996010422706604,3.7862653732299805,-390.8593444824219,0.00073,1284207,-2.261887788772583
6,1288208,722.7582877900002,13180,186814,100.0,0.0250172670930624,22.010400772094727,-391.59930419921875,0.00073,1285207,1.2123414278030396
6,1289208,722.6193532000001,13190,186965,100.0,0.02103327587246895,2.5098071098327637,-391.5932312011719,0.00073,1286207,-3.814239978790283
6,1290208,722.5544951200001,13200,187112,100.0,0.018586494028568268,2.02767276763916,-392.1705017089844,0.00073,1287207,-8.036174774169922
6,1291208,722.6652684,13210,187259,100.0,0.018516521900892258,3.552126407623291,-389.5779113769531,0.00073,1288207,3.3198678493499756
6,1292208,723.5121568400001,13220,187407,100.0,0.01801280863583088,3.6835527420043945,-386.58587646484375,0.00073,1289207,19.503692626953125
6,1293208,723.55690634,13230,187554,100.0,0.018563292920589447,2.262408494949341,-389.5330810546875,0.00073,1290207,-6.951688766479492
6,1294208,723.5573744500001,13240,187701,100.0,0.01800062507390976,4.822664260864258,-389.96319580078125,0.00073,1291207,0.32538366317749023
6,1295208,723.52034985,13250,187845,100.0,0.018990274518728256,2.858729839324951,-388.3209533691406,0.00073,1292207,-2.823206901550293
6,1296208,723.54758241,13260,187989,100.0,0.018057571724057198,2.284183979034424,-390.13568115234375,0.00073,1293207,-11.06596565246582
6,1297208,738.89448051,13270,188138,100.0,0.01783624477684498,3.340482711791992,-391.0633544921875,0.00073,1294207,5.600146293640137
6,1298208,775.4209914299998,13280,188283,100.0,0.018344223499298096,3.8065567016601562,-389.1837463378906,0.00073,1295207,-13.9763765335083
6,1299208,775.4790883000001,13290,188428,100.0,0.019262947142124176,2.47849702835083,-392.5700988769531,0.00073,1296207,-7.102270603179932
6,1300208,775.5380959799998,13300,188571,100.0,0.018490908667445183,5.453585624694824,-392.9424743652344,0.00073,1297207,-2.5830020904541016
6,1301208,775.5190501999999,13310,188716,100.0,0.019030917435884476,6.730161666870117,-394.41864013671875,0.00073,1298207,-4.210074424743652
6,1302097,695.58751935,13320,188843,98.89,0.024574091657996178,4.304245948791504,-396.0609436035156,0.00073,1299096,-8.296710968017578
6,1303097,629.98251335,13330,188989,98.89,0.02417789399623871,2.799130439758301,-394.4471435546875,0.00073,1300096,-3.257828712463379
6,1304097,597.83783079,13340,189136,98.89,0.021919606253504753,4.243686199188232,-392.83642578125,0.00073,1301096,-6.111455917358398
6,1305097,597.82058382,13350,189282,98.89,0.020744627341628075,3.4450554847717285,-391.3073425292969,0.00073,1302096,-6.183538436889648
6,1306097,595.81074431,13360,189429,98.89,0.01938801445066929,3.0702314376831055,-386.9819641113281,0.00073,1303096,3.9758567810058594
6,1307097,594.8971729399999,13370,189573,98.89,0.01840543933212757,2.5075106620788574,-386.8540954589844,0.00073,1304096,2.1106932163238525
6,1308097,594.6236396700001,13380,189719,98.89,0.01904682256281376,3.782215118408203,-389.52093505859375,0.00073,1305096,1.1668710708618164
6,1309097,594.0450821,13390,189862,98.89,0.020120643079280853,2.523865222930908,-388.9229736328125,0.00073,1306096,-7.547697067260742
6,1310097,580.5467554200001,13400,190012,98.89,0.020537132397294044,3.2319157123565674,-389.4576721191406,0.00073,1307096,-1.8196635246276855
6,1311097,571.24467752,13410,190158,98.89,0.019741427153348923,2.6788296699523926,-389.87591552734375,0.00073,1308096,6.096502304077148
6,1312097,649.46918372,13420,190303,100.0,0.01781643182039261,4.282569885253906,-389.329345703125,0.00073,1309096,15.152654647827148
6,1313097,714.89664223,13430,190450,100.0,0.017800161615014076,3.2603530883789062,-391.329345703125,0.00073,1310096,-10.968618392944336
6,1314097,746.8564688800001,13440,190599,100.0,0.017142686992883682,16.95355224609375,-390.04058837890625,0.00073,1311096,-10.07556438446045
6,1315097,746.9105461199999,13450,190746,100.0,0.017329607158899307,4.073221206665039,-392.3616638183594,0.00073,1312096,0.508497953414917
6,1316097,748.89790537,13460,190894,100.0,0.017637047916650772,25.827051162719727,-391.0663146972656,0.00073,1313096,2.1193480491638184
6,1317097,739.37728783,13470,191043,100.0,0.019514968618750572,17.35694694519043,-395.6206359863281,0.00073,1314096,22.635295867919922
6,1318097,670.5263025600002,13480,191190,100.0,0.022212203592061996,6.893428802490234,-402.090576171875,0.00073,1315096,13.000191688537598
6,1319090,599.32628606,13490,191341,99.93,0.024021826684474945,5.029593467712402,-399.8501281738281,0.00073,1316089,-3.2858028411865234
6,1320090,544.01730984,13500,191491,99.93,0.02227930724620819,3.1277449131011963,-392.16693115234375,0.00073,1317089,2.98329758644104
6,1321090,509.51376478,13510,191639,99.93,0.021355850622057915,4.825789451599121,-391.5065612792969,0.00073,1318089,15.153639793395996
6,1322090,465.72721446,13520,191787,99.93,0.019499225541949272,4.379601955413818,-390.1775817871094,0.00073,1319089,-1.3262029886245728
6,1323090,451.7918552599999,13530,191933,99.93,0.0191316120326519,3.7827115058898926,-386.7198486328125,0.00073,1320089,3.5090255737304688
6,1324090,451.95513811999996,13540,192079,99.93,0.01850258558988571,2.5253891944885254,-388.71697998046875,0.00073,1321089,-10.140323638916016
6,1325090,450.90806533,13550,192230,99.93,0.01832732744514942,3.5156922340393066,-385.8148193359375,0.00073,1322089,8.355194091796875
6,1326090,450.85546067999996,13560,192380,99.93,0.01837063394486904,3.8611230850219727,-386.3075866699219,0.00073,1323089,9.977888107299805
6,1327090,461.27151071000003,13570,192532,99.93,0.017778480425477028,2.178119421005249,-388.7457275390625,0.00073,1324089,-14.581960678100586
6,1328090,530.38282813,13580,192682,99.93,0.017438670620322227,2.064807176589966,-386.80487060546875,0.00073,1325089,-2.1235339641571045
6,1329090,602.13946207,13590,192829,100.0,0.017708703875541687,2.3135263919830322,-386.8970031738281,0.00073,1326089,6.686994552612305
6,1330090,670.912689,13600,192976,100.0,0.01818324625492096,2.277512550354004,-387.26513671875,0.00073,1327089,-6.742884635925293
6,1331090,714.6927519800001,13610,193135,100.0,0.017734477296471596,3.7434122562408447,-385.12261962890625,0.00073,1328089,7.168919563293457
6,1332090,725.1960006600001,13620,193283,100.0,0.019455954432487488,8.656402587890625,-386.5001220703125,0.00073,1329089,10.416348457336426
6,1333090,696.39602775,13630,193432,100.0,0.019325412809848785,4.564218521118164,-384.650390625,0.00073,1330089,-10.631159782409668
6,1334090,696.01616914,13640,193581,100.0,0.01797954924404621,2.484696865081787,-385.7724609375,0.00073,1331089,2.8876004219055176
6,1335090,697.01102577,13650,193731,100.0,0.01706812158226967,4.946672439575195,-384.51361083984375,0.00073,1332089,-2.305013656616211
6,1336090,697.03587923,13660,193882,100.0,0.01773666776716709,116.61195373535156,-384.9039001464844,0.00073,1333089,0.08564364910125732
6,1337090,695.0837794199999,13670,194034,100.0,0.018111804500222206,2.5068817138671875,-386.927001953125,0.00073,1334089,-5.225457668304443
