time/fps,time/total_timesteps,rollout/ep_rew_mean,time/episodes,time/time_elapsed,rollout/ep_len_mean,train/ent_coef,train/critic_loss,train/actor_loss,train/learning_rate,train/n_updates,train/ent_coef_loss
7,333083,769.8065118999999,3570,46234,100.0,0.01590983010828495,1.1151409149169922,-371.63739013671875,0.00073,330082,-3.889387845993042
7,334083,769.8102545799999,3580,46380,100.0,0.015196532942354679,1.566813349723816,-371.64996337890625,0.00073,331082,-0.6288666725158691
7,335083,769.85172559,3590,46521,100.0,0.015458125621080399,1.6838040351867676,-371.5477294921875,0.00073,332082,-9.972908020019531
7,336083,770.2385166599998,3600,46664,100.0,0.014634991064667702,1.1023577451705933,-375.00457763671875,0.00073,333082,11.547515869140625
7,337083,770.3291849800002,3610,46806,100.0,0.014918389730155468,1.3569247722625732,-373.6053771972656,0.00073,334082,3.816190481185913
7,338083,770.34818683,3620,46950,100.0,0.01478078868240118,0.8722385764122009,-375.02850341796875,0.00073,335082,3.3416712284088135
7,339083,770.36764058,3630,47091,100.0,0.015453570522367954,1.07240629196167,-374.0773010253906,0.00073,336082,2.5197954177856445
7,340083,770.39855257,3640,47234,100.0,0.01455041952431202,1.352047085762024,-373.9833984375,0.00073,337082,-9.629280090332031
7,341083,771.9636382,3650,47377,100.0,0.013847531750798225,1.2136199474334717,-374.8153381347656,0.00073,338082,-3.7756361961364746
7,342083,772.0381206,3660,47519,100.0,0.01403464563190937,1.1189053058624268,-376.368408203125,0.00073,339082,1.5414719581604004
7,343083,772.06932057,3670,47662,100.0,0.013858318328857422,1.04579496383667,-376.08087158203125,0.00073,340082,-5.647375106811523
7,344083,772.0988926000001,3680,47806,100.0,0.014493250288069248,1.384761095046997,-376.11187744140625,0.00073,341082,-0.2593398690223694
7,345083,772.1311883499999,3690,47949,100.0,0.013542191125452518,1.3764004707336426,-374.67474365234375,0.00073,342082,6.228647232055664
7,346083,772.1628395399999,3700,48089,100.0,0.013943932950496674,1.034097671508789,-377.73974609375,0.00073,343082,-7.619470119476318
7,347083,772.10252462,3710,48231,100.0,0.013066978193819523,1.2713632583618164,-378.0014953613281,0.00073,344082,3.5746469497680664
7,348083,770.84362303,3720,48373,100.0,0.014139508828520775,0.7202245593070984,-377.9611511230469,0.00073,345082,3.7435426712036133
7,349083,767.99865731,3730,48515,100.0,0.013365873135626316,1.1435579061508179,-378.3931884765625,0.00073,346082,-11.764544486999512
7,350083,767.1250468100001,3740,48657,100.0,0.013507591560482979,1.1017394065856934,-377.78826904296875,0.00073,347082,0.44310498237609863
7,351083,767.0942652200001,3750,48799,100.0,0.0126465680077672,0.7132754921913147,-379.7569885253906,0.00073,348082,-0.4585587978363037
7,352083,767.0840085000001,3760,48942,100.0,0.013022900559008121,1.1172704696655273,-379.34356689453125,0.00073,349082,2.1254959106445312
7,353083,766.79903398,3770,49082,100.0,0.012908906675875187,0.9915043711662292,-377.6225891113281,0.00073,350082,4.201922416687012
7,354083,766.7073757499999,3780,49224,100.0,0.012551771476864815,0.7395764589309692,-379.6993713378906,0.00073,351082,3.2811264991760254
7,355083,766.63803864,3790,49366,100.0,0.01209024153649807,1.0337235927581787,-379.84832763671875,0.00073,352082,-2.54194974899292
7,356083,766.53494207,3800,49509,100.0,0.01216377317905426,1.0002585649490356,-379.5517883300781,0.00073,353082,3.1396780014038086
7,357083,766.46503841,3810,49649,100.0,0.01236528530716896,0.7015835046768188,-381.4685363769531,0.00073,354082,-4.961308479309082
7,358083,766.2492422099999,3820,49791,100.0,0.012396356090903282,0.841825544834137,-380.656005859375,0.00073,355082,0.10845780372619629
7,359083,769.0543782799998,3830,49935,100.0,0.012500154785811901,0.8119514584541321,-382.7295227050781,0.00073,356082,7.7242431640625
7,360083,769.7263996900001,3840,50076,100.0,0.012171025387942791,0.68439781665802,-383.02484130859375,0.00073,357082,-9.129828453063965
7,361083,769.6441464999999,3850,50219,100.0,0.012580095790326595,1.0313605070114136,-382.8304748535156,0.00073,358082,-1.1731719970703125
7,362083,769.59202706,3860,50364,100.0,0.011763550341129303,0.8898440599441528,-383.03851318359375,0.00073,359082,6.247849941253662
7,363083,769.81664513,3870,50506,100.0,0.01171276718378067,0.8045981526374817,-383.7481994628906,0.00073,360082,-14.248207092285156
7,364083,769.8697777599998,3880,50647,100.0,0.011568456888198853,0.7611777782440186,-383.8839416503906,0.00073,361082,-3.814795970916748
7,365083,769.8497349300001,3890,50789,100.0,0.011489694006741047,0.707449734210968,-384.42291259765625,0.00073,362082,5.853511333465576
7,366083,769.7915540100001,3900,50935,100.0,0.011349625885486603,0.7549334764480591,-382.738037109375,0.00073,363082,4.930538177490234
7,367083,769.4450687200001,3910,51078,100.0,0.011583625338971615,0.7822358012199402,-383.83343505859375,0.00073,364082,-1.472542405128479
7,368083,770.8758506899999,3920,51221,100.0,0.011117644608020782,0.7225660085678101,-383.7429504394531,0.00073,365082,-17.61615562438965
7,369083,770.78124093,3930,51367,100.0,0.011456841602921486,0.638283371925354,-383.46002197265625,0.00073,366082,-12.446473121643066
7,370083,770.2002901700001,3940,51511,100.0,0.011262892745435238,0.5985170602798462,-384.8297119140625,0.00073,367082,-10.824481010437012
7,371083,770.2693189199999,3950,51654,100.0,0.010608900338411331,0.7006663680076599,-384.14251708984375,0.00073,368082,4.233645439147949
7,372083,769.5263139699999,3960,51797,100.0,0.01111619733273983,0.6333520412445068,-384.1298522949219,0.00073,369082,-6.167031288146973
7,373083,769.5094929399999,3970,51940,100.0,0.010757939890027046,0.7987451553344727,-384.03033447265625,0.00073,370082,13.78028678894043
7,374083,769.4883432000001,3980,52082,100.0,0.010792977176606655,0.5098611116409302,-385.20452880859375,0.00073,371082,-4.1984357833862305
7,375083,769.52775811,3990,52225,100.0,0.010206484235823154,0.607807993888855,-385.14208984375,0.00073,372082,-9.650875091552734
7,376083,769.6010452799998,4000,52368,100.0,0.010292574763298035,0.5004793405532837,-385.5311279296875,0.00073,373082,-0.21527457237243652
7,377083,770.0277289200001,4010,52511,100.0,0.009855451993644238,0.553754985332489,-386.3248291015625,0.00073,374082,14.7684326171875
7,378083,769.9503511400003,4020,52654,100.0,0.010121543891727924,0.893682599067688,-385.53387451171875,0.00073,375082,-0.520794153213501
7,379083,770.03940154,4030,52797,100.0,0.010484397411346436,0.43853479623794556,-386.1201477050781,0.00073,376082,-5.256618499755859
7,380083,770.8021118599999,4040,52939,100.0,0.009886366315186024,0.4922581613063812,-386.27862548828125,0.00073,377082,-1.2138137817382812
7,381083,770.7548523199999,4050,53082,100.0,0.00986294075846672,0.418149471282959,-386.44451904296875,0.00073,378082,-6.952025413513184
7,382083,770.07005734,4060,53224,100.0,0.009872308932244778,0.4983285069465637,-387.5150451660156,0.00073,379082,-11.289717674255371
7,383083,769.1277775899999,4070,53367,100.0,0.009712373837828636,0.37071430683135986,-387.4924621582031,0.00073,380082,10.419333457946777
7,384083,766.7919657800002,4080,53510,100.0,0.009953335858881474,0.4231104254722595,-387.56097412109375,0.00073,381082,-4.068244457244873
7,385083,759.14703293,4090,53653,100.0,0.009937595576047897,0.7244975566864014,-387.61041259765625,0.00073,382082,-4.098787307739258
7,386083,759.1258644900001,4100,53800,100.0,0.009611152112483978,0.4998810291290283,-388.695556640625,0.00073,383082,8.436117172241211
7,387083,757.55843897,4110,53952,100.0,0.009386343881487846,0.4296848177909851,-387.6947937011719,0.00073,384082,5.514333724975586
7,388083,756.8493235199999,4120,54095,100.0,0.009262146428227425,0.5596605539321899,-387.77410888671875,0.00073,385082,1.8858612775802612
7,389083,756.6944502400002,4130,54237,100.0,0.009325189515948296,0.43383458256721497,-388.7261962890625,0.00073,386082,-4.053860664367676
7,390083,756.6435923500001,4140,54380,100.0,0.008893110789358616,0.3743216097354889,-388.81365966796875,0.00073,387082,-3.6788699626922607
7,391083,756.5923272,4150,54524,100.0,0.008891783654689789,0.36590683460235596,-388.88311767578125,0.00073,388082,-0.06949746608734131
7,392083,757.7798312400002,4160,54666,100.0,0.009097048081457615,0.38127756118774414,-389.8412780761719,0.00073,389082,2.066283702850342
7,393083,758.3936096199998,4170,54810,100.0,0.01091537531465292,0.5879755020141602,-391.1418151855469,0.00073,390082,2.5293450355529785
7,394083,754.3939249000001,4180,54953,100.0,0.010425685904920101,0.5919368267059326,-393.19500732421875,0.00073,391082,1.7667430639266968
7,395083,761.9468919000001,4190,55094,100.0,0.010222508572041988,0.5237454771995544,-393.5360107421875,0.00073,392082,-8.66771125793457
7,396083,760.75238202,4200,55237,100.0,0.009129722602665424,0.40040647983551025,-392.3193664550781,0.00073,393082,11.215909957885742
7,397083,762.33430404,4210,55380,100.0,0.008979890495538712,0.6792805194854736,-392.8900451660156,0.00073,394082,4.432402610778809
7,398083,762.93249449,4220,55524,100.0,0.01067448128014803,0.41848698258399963,-394.0426330566406,0.00073,395082,17.402267456054688
7,399083,761.2089580400002,4230,55676,100.0,0.011844567954540253,0.49205029010772705,-396.3721923828125,0.00073,396082,-5.359066963195801
7,400083,760.7365002400002,4240,55819,100.0,0.011679387651383877,0.4419044554233551,-398.1113586425781,0.00073,397082,0.6122360229492188
7,401083,760.5441685800001,4250,55962,100.0,0.009501498192548752,0.5240746140480042,-397.9201354980469,0.00073,398082,-4.5428924560546875
7,402083,758.1350026700001,4260,56102,100.0,0.01181333139538765,0.5957581996917725,-397.5418395996094,0.00073,399082,4.112661361694336
7,403083,758.3702447899999,4270,56244,100.0,0.011356279253959656,0.7301192283630371,-399.1347351074219,0.00073,400082,5.266237735748291
7,404083,764.41934862,4280,56387,100.0,0.010617594234645367,0.6859566569328308,-398.09112548828125,0.00073,401082,13.315513610839844
7,405083,739.67290526,4290,56527,100.0,0.010433662682771683,0.6049321293830872,-397.0430908203125,0.00073,402082,0.23082423210144043
7,406083,731.57905974,4300,56669,100.0,0.010479144752025604,0.5475140810012817,-399.41351318359375,0.00073,403082,4.749261856079102
7,407083,726.18477237,4310,56811,100.0,0.011770356446504593,0.8308488130569458,-399.58380126953125,0.00073,404082,-1.8719552755355835
7,408083,721.7499315299999,4320,56953,100.0,0.01215857733041048,0.7330428957939148,-403.65679931640625,0.00073,405082,-5.010833263397217
7,409083,723.33703402,4330,57094,100.0,0.012083728797733784,0.5946413278579712,-404.9126892089844,0.00073,406082,-0.41953903436660767
7,410083,723.7645839400002,4340,57239,100.0,0.010955750942230225,0.8504853248596191,-402.9350280761719,0.00073,407082,-3.701578140258789
7,411083,724.02652503,4350,57380,100.0,0.00994644220918417,0.5803617238998413,-400.64569091796875,0.00073,408082,-6.626369476318359
7,412083,725.9322661,4360,57523,100.0,0.008601002395153046,0.5009666681289673,-398.4540100097656,0.00073,409082,0.6445877552032471
7,413083,724.4243262900001,4370,57666,100.0,0.008655986748635769,0.45403316617012024,-397.62652587890625,0.00073,410082,-3.664118528366089
7,414083,722.6862556499999,4380,57808,100.0,0.008908428251743317,0.7573127746582031,-396.9451904296875,0.00073,411082,2.222306251525879
7,415083,746.99636626,4390,57951,100.0,0.009718386456370354,0.5394710898399353,-398.95147705078125,0.00073,412082,3.3069229125976562
7,416083,756.2248576400001,4400,58094,100.0,0.009992344304919243,0.5370737314224243,-399.6007385253906,0.00073,413082,5.832095623016357
7,417083,761.55994731,4410,58238,100.0,0.009241909720003605,0.5763688087463379,-397.909912109375,0.00073,414082,8.084237098693848
7,418083,765.9705906500001,4420,58381,100.0,0.009009480476379395,0.4861282408237457,-397.57452392578125,0.00073,415082,2.2517285346984863
7,419083,765.2701515300001,4430,58524,100.0,0.008418242447078228,0.49861204624176025,-396.0240783691406,0.00073,416082,-2.0943264961242676
7,420083,762.1857800700001,4440,58668,100.0,0.009364071302115917,1.034071683883667,-395.9910888671875,0.00073,417082,3.6427550315856934
7,421083,741.1988273599999,4450,58808,100.0,0.009592723101377487,0.48234662413597107,-396.52978515625,0.00073,418082,5.832126617431641
7,422083,741.95610038,4460,58950,100.0,0.009113342501223087,0.279787540435791,-396.46966552734375,0.00073,419082,-6.560303211212158
7,423083,743.6004954200002,4470,59092,100.0,0.0085973609238863,0.752711296081543,-396.999267578125,0.00073,420082,3.7357544898986816
7,424083,743.8846425400001,4480,59237,100.0,0.008447028696537018,0.43394532799720764,-396.14190673828125,0.00073,421082,-7.351339817047119
7,425083,742.3674358100001,4490,59378,100.0,0.00924683827906847,0.404132604598999,-397.17803955078125,0.00073,422082,-15.36634349822998
7,426083,742.3514474399999,4500,59522,100.0,0.009320157580077648,0.45465588569641113,-399.4598388671875,0.00073,423082,-6.205611705780029
7,427083,742.23872082,4510,59665,100.0,0.00852843839675188,0.4481371343135834,-399.91094970703125,0.00073,424082,-12.573692321777344
7,428083,742.3673786099998,4520,59810,100.0,0.008306672796607018,0.37182480096817017,-398.52069091796875,0.00073,425082,-1.8060076236724854
7,429083,741.2571802,4530,59954,100.0,0.00788850523531437,0.5342087745666504,-398.1795654296875,0.00073,426082,3.908018112182617
7,430083,744.2952044199999,4540,60098,100.0,0.007553973235189915,0.4558302164077759,-397.19232177734375,0.00073,427082,11.097527503967285
7,431083,764.7404450300002,4550,60240,100.0,0.007865998893976212,0.4806962013244629,-397.24786376953125,0.00073,428082,-10.415865898132324
7,432083,764.7064662999999,4560,60384,100.0,0.00774172879755497,0.48384779691696167,-396.57861328125,0.00073,429082,7.5150465965271
7,433083,764.73017307,4570,60530,100.0,0.00798655953258276,0.35022637248039246,-395.3563232421875,0.00073,430082,-15.660033226013184
7,434083,766.3148189199998,4580,60673,100.0,0.007275959011167288,0.43768423795700073,-395.76898193359375,0.00073,431082,-0.07384037971496582
7,435083,765.6277019500001,4590,60817,100.0,0.006893178913742304,0.35059404373168945,-395.345458984375,0.00073,432082,4.189831256866455
7,436083,763.94102803,4600,60961,100.0,0.007729910314083099,0.5887777805328369,-395.0247802734375,0.00073,433082,-5.1409831047058105
7,437083,763.06229932,4610,61105,100.0,0.007632698863744736,0.3488917350769043,-395.1829833984375,0.00073,434082,-7.770718574523926
7,438083,763.0874173699999,4620,61247,100.0,0.007712183054536581,0.25624293088912964,-395.8328857421875,0.00073,435082,3.4841365814208984
7,439083,765.0149186499999,4630,61390,100.0,0.008290717378258705,0.3577916622161865,-395.74468994140625,0.00073,436082,1.3392473459243774
7,440083,764.2080353899998,4640,61534,100.0,0.008046267554163933,0.5027691125869751,-395.4375915527344,0.00073,437082,8.736310958862305
7,441083,764.56767904,4650,61678,100.0,0.0076219732873141766,0.5767148733139038,-394.7771911621094,0.00073,438082,8.764495849609375
7,442083,764.4726299299999,4660,61821,100.0,0.008099192753434181,0.5083966255187988,-394.17254638671875,0.00073,439082,-7.609535217285156
7,443083,758.3563357400002,4670,61965,100.0,0.00825297087430954,0.5495848655700684,-395.22662353515625,0.00073,440082,9.568353652954102
7,444083,755.6995247500001,4680,62107,100.0,0.00873977318406105,0.4694260358810425,-396.35577392578125,0.00073,441082,11.572736740112305
7,445083,753.9068439700001,4690,62251,100.0,0.008994988165795803,1.3402540683746338,-399.86590576171875,0.00073,442082,-4.873367786407471
7,446083,755.0328366,4700,62395,100.0,0.009180082008242607,0.36031460762023926,-401.9580993652344,0.00073,443082,-5.738434314727783
7,447083,754.89880634,4710,62539,100.0,0.008187929168343544,0.4055926203727722,-402.052001953125,0.00073,444082,0.05563616752624512
7,448083,751.7918972000002,4720,62684,100.0,0.008425482548773289,0.3549688458442688,-400.64007568359375,0.00073,445082,8.0556058883667
7,449083,750.3733090500002,4730,62828,100.0,0.00818626582622528,0.38862839341163635,-399.2538146972656,0.00073,446082,-7.7372517585754395
7,450083,748.21917605,4740,62971,100.0,0.007807937916368246,0.3396221101284027,-398.7293701171875,0.00073,447082,0.30675309896469116
7,451083,748.0873035799999,4750,63116,100.0,0.007478091400116682,0.5267987251281738,-398.63348388671875,0.00073,448082,-0.15946507453918457
7,452083,748.1870347500002,4760,63261,100.0,0.0072884149849414825,0.28048357367515564,-397.5960998535156,0.00073,449082,10.531785011291504
7,453083,754.1880889199998,4770,63407,100.0,0.007053897250443697,0.962263822555542,-396.9967041015625,0.00073,450082,-3.2031326293945312
7,454083,753.03963744,4780,63550,100.0,0.008197902701795101,0.4357454180717468,-396.84423828125,0.00073,451082,-8.383313179016113
7,455083,757.44033933,4790,63696,100.0,0.007214749697595835,0.3287469148635864,-395.4671325683594,0.00073,452082,10.952564239501953
7,456083,757.73224302,4800,63843,100.0,0.008538803085684776,0.18885061144828796,-396.1297912597656,0.00073,453082,-5.854742050170898
7,457083,758.8805810399999,4810,63989,100.0,0.008024252019822598,0.6154525876045227,-396.0409240722656,0.00073,454082,4.522753715515137
7,458083,762.0777953399999,4820,64134,100.0,0.00763403857126832,0.3048759400844574,-394.81756591796875,0.00073,455082,4.221305847167969
7,459083,761.15909333,4830,64278,100.0,0.007726299110800028,0.36963701248168945,-394.2027282714844,0.00073,456082,9.335461616516113
7,460083,761.2060125400001,4840,64423,100.0,0.007512194104492664,0.381996750831604,-394.50347900390625,0.00073,457082,-13.61521053314209
7,461083,761.4711428699999,4850,64568,100.0,0.007206889800727367,0.4925430119037628,-394.127685546875,0.00073,458082,5.0842108726501465
7,462083,760.55069342,4860,64714,100.0,0.006910697557032108,0.4832063317298889,-394.9179992675781,0.00073,459082,-3.9511170387268066
7,463083,759.89737365,4870,64860,100.0,0.007269390858709812,0.29147639870643616,-395.35101318359375,0.00073,460082,2.369805097579956
7,464083,763.2022510399999,4880,65003,100.0,0.007104186341166496,0.39507806301116943,-395.3610534667969,0.00073,461082,-10.177811622619629
7,465083,763.0591334500001,4890,65147,100.0,0.006856607273221016,0.6337138414382935,-396.64862060546875,0.00073,462082,7.233095645904541
7,466083,763.2971079299999,4900,65289,100.0,0.0072867292910814285,0.5215839147567749,-396.07293701171875,0.00073,463082,2.9658963680267334
7,467083,763.1735023999998,4910,65431,100.0,0.007416758686304092,0.31045955419540405,-395.8827819824219,0.00073,464082,-5.955740451812744
7,468083,762.57881857,4920,65574,100.0,0.007993330247700214,0.31199806928634644,-395.07672119140625,0.00073,465082,-2.000991106033325
7,469083,754.06809832,4930,65719,100.0,0.00908126775175333,0.7549177408218384,-396.6388244628906,0.00073,466082,15.014275550842285
7,470083,697.91767557,4940,65864,100.0,0.011643094010651112,0.5803341865539551,-404.6611022949219,0.00073,467082,2.6168856620788574
7,471083,679.6058786499999,4950,66008,100.0,0.009844597429037094,0.575174868106842,-405.07501220703125,0.00073,468082,0.841407835483551
7,472083,680.4946082199999,4960,66154,100.0,0.009959203191101551,0.6852743625640869,-402.56024169921875,0.00073,469082,-0.27711355686187744
7,473083,681.1763647399998,4970,66298,100.0,0.008863239549100399,0.5060063600540161,-400.8406982421875,0.00073,470082,-15.326349258422852
7,474083,681.71741171,4980,66444,100.0,0.008470417931675911,0.41378796100616455,-399.2525634765625,0.00073,471082,8.891487121582031
7,475083,681.8738421800001,4990,66592,100.0,0.00946993101388216,0.7908104658126831,-397.93121337890625,0.00073,472082,-6.373246192932129
7,476083,681.39788443,5000,66739,100.0,0.007956216111779213,0.460021048784256,-397.4294738769531,0.00073,473082,-7.293628692626953
7,477083,681.5747613,5010,66887,100.0,0.007355515379458666,0.4514135718345642,-396.9313659667969,0.00073,474082,-3.006425380706787
7,478083,681.42356047,5020,67034,100.0,0.007143641356378794,0.4000092148780823,-395.2635192871094,0.00073,475082,4.451821804046631
7,479083,692.36622445,5030,67180,100.0,0.0068178982473909855,0.3578453063964844,-394.8700866699219,0.00073,476082,-7.12165641784668
7,480083,751.5188053799998,5040,67326,100.0,0.007195983547717333,0.32535094022750854,-394.8768615722656,0.00073,477082,-2.9552576541900635
7,481083,769.79730307,5050,67473,100.0,0.00679075438529253,0.2268826812505722,-395.15911865234375,0.00073,478082,1.706096887588501
7,482083,769.8438232900002,5060,67618,100.0,0.007072765380144119,0.4653684198856354,-394.614013671875,0.00073,479082,-0.6334562301635742
7,483083,767.9805020700001,5070,67764,100.0,0.007239686790853739,0.391482949256897,-394.699462890625,0.00073,480082,-7.115967750549316
7,484083,767.9634604700001,5080,67913,100.0,0.007128475699573755,0.5137977600097656,-395.3036193847656,0.00073,481082,-3.943262815475464
7,485083,768.18055513,5090,68060,100.0,0.007170865777879953,0.45948705077171326,-394.06500244140625,0.00073,482082,2.383070230484009
7,486083,769.04374409,5100,68207,100.0,0.007587593048810959,0.3040352463722229,-394.8185119628906,0.00073,483082,-3.5762505531311035
7,487083,769.21603258,5110,68353,100.0,0.006990561727434397,0.3813953399658203,-395.4178466796875,0.00073,484082,-2.6386661529541016
7,488083,769.04782607,5120,68496,100.0,0.0071091605350375175,0.37521791458129883,-395.4579162597656,0.00073,485082,8.094343185424805
7,489083,769.2074306100002,5130,68640,100.0,0.006905173417180777,0.4095950126647949,-395.5997619628906,0.00073,486082,-3.892180919647217
7,490083,769.1793098000002,5140,68783,100.0,0.0068349516950547695,0.2624049484729767,-395.14532470703125,0.00073,487082,10.33840560913086
7,491083,768.81525452,5150,68927,100.0,0.006458935793489218,0.4575952887535095,-395.1685791015625,0.00073,488082,5.289751052856445
7,492083,769.1441439800001,5160,69074,100.0,0.007793590892106295,0.33798933029174805,-394.65386962890625,0.00073,489082,7.91376256942749
7,493083,771.3200631899999,5170,69225,100.0,0.008093818090856075,0.3462320566177368,-394.8095397949219,0.00073,490082,5.398480415344238
7,494083,771.8134579599999,5180,69374,100.0,0.008065174333751202,0.3079073429107666,-395.21795654296875,0.00073,491082,-12.835233688354492
7,495083,769.3968673900001,5190,69524,100.0,0.007297717500478029,0.4566030502319336,-394.65948486328125,0.00073,492082,-3.5002284049987793
7,496083,769.49979795,5200,69672,100.0,0.0074130636639893055,0.3797692656517029,-394.8887023925781,0.00073,493082,-5.554459095001221
7,497083,767.0015469600002,5210,69828,100.0,0.007854522205889225,0.37627851963043213,-394.9634094238281,0.00073,494082,3.7485787868499756
7,498083,761.4921999400001,5220,69974,100.0,0.008164571598172188,0.4288676381111145,-395.13238525390625,0.00073,495082,-7.334648609161377
7,499083,760.1854304199999,5230,70123,100.0,0.008158438839018345,0.41380053758621216,-394.84442138671875,0.00073,496082,1.5513767004013062
7,500083,757.3737404799999,5240,70269,100.0,0.00767888966947794,0.25390008091926575,-395.130126953125,0.00073,497082,-8.257852554321289
7,501083,755.47219713,5250,70412,100.0,0.007604127749800682,0.3323386013507843,-394.814453125,0.00073,498082,14.078743934631348
7,502083,755.4989768500001,5260,70557,100.0,0.007386177312582731,1.0435734987258911,-395.9865417480469,0.00073,499082,4.85896110534668
7,503083,754.27220172,5270,70702,100.0,0.007161315064877272,0.35515129566192627,-395.172119140625,0.00073,500082,2.969757556915283
7,504083,754.2260435,5280,70847,100.0,0.007344821933656931,0.35844242572784424,-394.926025390625,0.00073,501082,6.775268077850342
7,505083,755.0205768699999,5290,70992,100.0,0.006921590305864811,0.41456735134124756,-394.2161865234375,0.00073,502082,5.291407585144043
7,506083,754.03068694,5300,71137,100.0,0.00689402362331748,0.2993418276309967,-394.8131103515625,0.00073,503082,1.4943320751190186
7,507083,756.2901576800002,5310,71290,100.0,0.007216728292405605,0.31544414162635803,-394.72479248046875,0.00073,504082,-0.6735000610351562
7,508083,763.0276400800001,5320,71436,100.0,0.007602093741297722,0.30325305461883545,-394.6211853027344,0.00073,505082,-6.528613090515137
7,509083,764.61582748,5330,71580,100.0,0.007515597622841597,0.37585383653640747,-393.5845031738281,0.00073,506082,-2.333702564239502
7,510083,767.8756356900001,5340,71723,100.0,0.007229216862469912,0.39162492752075195,-393.6912536621094,0.00073,507082,5.614485263824463
7,511083,770.16403826,5350,71867,100.0,0.0075455959886312485,0.44503462314605713,-393.4197082519531,0.00073,508082,1.1138627529144287
7,512083,769.8536851900001,5360,72011,100.0,0.007611491717398167,0.3348761200904846,-395.13427734375,0.00073,509082,-4.146121501922607
7,513083,771.0606025100001,5370,72158,100.0,0.007668263744562864,0.5033102035522461,-394.3041076660156,0.00073,510082,5.1791181564331055
7,514083,770.95813556,5380,72304,100.0,0.008082626387476921,0.4008953869342804,-395.3701171875,0.00073,511082,14.060269355773926
7,515083,772.7641841899999,5390,72447,100.0,0.007593985181301832,0.23996222019195557,-395.6476135253906,0.00073,512082,7.982117176055908
7,516083,773.7435601400002,5400,72589,100.0,0.007360230665653944,0.29724615812301636,-395.626953125,0.00073,513082,4.844433784484863
7,517083,774.0895290300001,5410,72732,100.0,0.00729031627997756,0.4023570418357849,-394.96038818359375,0.00073,514082,15.55539608001709
7,518083,774.12804487,5420,72875,100.0,0.006824244279414415,0.39686205983161926,-394.63238525390625,0.00073,515082,2.683047294616699
7,519083,774.16359668,5430,73017,100.0,0.007097685243934393,0.26673227548599243,-394.5576171875,0.00073,516082,3.5589940547943115
7,520083,774.1465656400001,5440,73158,100.0,0.007145879790186882,0.2951009273529053,-394.9191589355469,0.00073,517082,-4.888715744018555
7,521083,774.58499959,5450,73302,100.0,0.00676169665530324,0.37071719765663147,-394.1766662597656,0.00073,518082,-2.3148136138916016
7,522083,774.9352471500002,5460,73448,100.0,0.006762044969946146,0.2899532914161682,-393.3919372558594,0.00073,519082,4.040059566497803
7,523083,775.0632403199997,5470,73593,100.0,0.00670840498059988,0.22865182161331177,-394.1407470703125,0.00073,520082,-7.562117099761963
7,524083,775.16725892,5480,73741,100.0,0.006620162632316351,0.49737730622291565,-393.54669189453125,0.00073,521082,-8.610015869140625
7,525083,774.3020773600001,5490,73888,100.0,0.006810896098613739,0.44556090235710144,-393.1596374511719,0.00073,522082,11.956567764282227
7,526083,773.69387791,5500,74032,100.0,0.006800488568842411,0.22593525052070618,-394.2359313964844,0.00073,523082,-1.4800055027008057
7,527083,773.64748268,5510,74179,100.0,0.006827075965702534,0.25837647914886475,-394.2914123535156,0.00073,524082,3.1784677505493164
7,528083,772.5461131400001,5520,74322,100.0,0.006970583461225033,0.26289933919906616,-394.4172668457031,0.00073,525082,-1.2466528415679932
7,529083,772.50382038,5530,74468,100.0,0.006942268926650286,0.5607923269271851,-394.03076171875,0.00073,526082,3.40112566947937
7,530083,772.3811406499999,5540,74613,100.0,0.007580386009067297,0.6019129157066345,-395.3607482910156,0.00073,527082,10.599793434143066
7,531083,772.38628295,5550,74759,100.0,0.007587788626551628,0.33297306299209595,-395.3507385253906,0.00073,528082,-14.01632308959961
7,532083,772.3987009699999,5560,74907,100.0,0.007050675805658102,0.3243963122367859,-394.8543395996094,0.00073,529082,-8.681529998779297
7,533083,772.45557023,5570,75054,100.0,0.007130022160708904,0.3236520290374756,-394.4913330078125,0.00073,530082,-4.599496841430664
7,534083,771.4457059499999,5580,75208,100.0,0.006977680139243603,0.25901317596435547,-394.43316650390625,0.00073,531082,1.6829092502593994
7,535083,771.8062668799997,5590,75362,100.0,0.0068777380511164665,0.366669237613678,-394.08251953125,0.00073,532082,-6.518728256225586
7,536083,772.4638178099999,5600,75514,100.0,0.006650007329881191,0.2015272080898285,-394.13482666015625,0.00073,533082,-1.6552152633666992
7,537083,772.5185961300001,5610,75660,100.0,0.00665512727573514,0.23064494132995605,-393.88604736328125,0.00073,534082,-4.214895248413086
7,538083,772.41224694,5620,75804,100.0,0.006466042250394821,0.2615497410297394,-394.4119873046875,0.00073,535082,-2.1136295795440674
7,539083,770.96130706,5630,75949,100.0,0.0067895338870584965,0.3464196026325226,-394.5533447265625,0.00073,536082,0.6142279505729675
7,540083,771.06410315,5640,76100,100.0,0.0071626571007072926,0.3079512119293213,-393.18359375,0.00073,537082,6.994939804077148
7,541083,770.9563196599998,5650,76250,100.0,0.007456623949110508,0.3741128742694855,-394.690673828125,0.00073,538082,4.337770462036133
7,542083,769.37404216,5660,76396,100.0,0.007503483910113573,0.3453655540943146,-395.07183837890625,0.00073,539082,11.585504531860352
7,543083,769.3450152699999,5670,76540,100.0,0.007277742959558964,0.24364334344863892,-395.55133056640625,0.00073,540082,-11.89412784576416
