time/episodes,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/ent_coef,train/learning_rate,train/critic_loss,train/actor_loss,train/ent_coef_loss,train/n_updates
7920,100.0,792000,107551,-195.84980248999997,7,0.005006787367165089,0.00073,0.42619651556015015,64.35359954833984,-4.087027072906494,788999
7930,100.0,793000,107696,-196.39331055,7,0.004886709153652191,0.00073,0.3862212896347046,66.23027038574219,-8.543566703796387,789999
7940,100.0,794000,107842,-196.85216111000005,7,0.004833512008190155,0.00073,0.4295961260795593,66.35417175292969,9.512971878051758,790999
7950,100.0,795000,107987,-197.63398150999998,7,0.005031961482018232,0.00073,0.4354866147041321,65.08096313476562,-9.428778648376465,791999
7960,100.0,796000,108133,-196.08360966,7,0.004716361872851849,0.00073,0.44311678409576416,64.59774780273438,5.982197284698486,792999
7970,100.0,797000,108278,-195.45245577999998,7,0.004913329146802425,0.00073,0.4901232123374939,66.11138153076172,5.770498752593994,793999
7980,100.0,798000,108425,-194.00862447000003,7,0.004942216910421848,0.00073,0.40241539478302,66.2648696899414,-9.451908111572266,794999
7990,100.0,799000,108570,-192.91188139999997,7,0.005052718333899975,0.00073,0.3801257014274597,64.67364501953125,7.326623916625977,795999
8000,100.0,800000,108716,-196.45525969000002,7,0.004999146331101656,0.00073,0.4567462205886841,67.42747497558594,9.134527206420898,796999
8010,100.0,801000,108862,-195.62098673000003,7,0.004942106083035469,0.00073,0.3901574909687042,66.74237060546875,-2.7325119972229004,797999
8020,100.0,802000,109005,-194.59630441,7,0.005012976936995983,0.00073,0.44352126121520996,67.18323516845703,3.85009503364563,798999
8030,100.0,803000,109151,-194.51046485999998,7,0.005055875517427921,0.00073,0.4232534170150757,64.73624420166016,6.459554195404053,799999
8040,100.0,804000,109301,-195.11773906999994,7,0.004943751264363527,0.00073,0.4912104606628418,66.77626037597656,1.5298347473144531,800999
8050,100.0,805000,109455,-196.55203032,7,0.0050766970962285995,0.00073,0.3910084068775177,66.31297302246094,6.153891086578369,801999
8060,100.0,806000,109613,-196.48061009,7,0.004945811815559864,0.00073,0.4975484013557434,66.72014617919922,-0.7263453006744385,802999
8070,100.0,807000,109765,-196.09801109,7,0.004911424592137337,0.00073,0.45197105407714844,64.08940887451172,7.360058307647705,803999
8080,100.0,808000,109920,-197.09702382000003,7,0.004916124977171421,0.00073,0.4878533184528351,63.420555114746094,12.37557315826416,804999
8090,100.0,809000,110075,-197.2673918,7,0.004889655392616987,0.00073,0.4727655053138733,65.5899887084961,2.255796432495117,805999
8100,100.0,810000,110219,-194.37271690999998,7,0.0051994225941598415,0.00073,0.47449415922164917,66.0578384399414,-9.248064994812012,806999
8110,100.0,811000,110366,-193.35505649999996,7,0.005169962998479605,0.00073,0.48502394556999207,65.31560516357422,-3.8452131748199463,807999
8120,100.0,812000,110510,-195.01543363999997,7,0.0050315894186496735,0.00073,0.4604000449180603,63.949851989746094,7.593048572540283,808999
8130,100.0,813000,110656,-195.14881316999998,7,0.005035309586673975,0.00073,0.47616374492645264,65.59158325195312,-0.17755722999572754,809999
8140,100.0,814000,110801,-193.8507389,7,0.004765044432133436,0.00073,0.4654642939567566,64.25572204589844,-2.8813045024871826,810999
8150,100.0,815000,110948,-192.60450691000003,7,0.004887205548584461,0.00073,0.4521058201789856,65.76895141601562,0.440507173538208,811999
8160,100.0,816000,111094,-193.43037402000002,7,0.004960788879543543,0.00073,0.41906338930130005,66.17218017578125,1.6732821464538574,812999
8170,100.0,817000,111238,-193.3615301,7,0.004896610975265503,0.00073,0.4343564808368683,66.09671020507812,11.438435554504395,813999
8180,100.0,818000,111381,-193.03854167,7,0.004935234319418669,0.00073,0.3970463275909424,66.15621185302734,-7.75470495223999,814999
8190,100.0,819000,111525,-194.74757810999995,7,0.004806217737495899,0.00073,0.36550143361091614,64.66629791259766,9.684463500976562,815999
8200,100.0,820000,111668,-194.46990254000005,7,0.004883238580077887,0.00073,0.44566506147384644,68.04439544677734,2.621669054031372,816999
8210,100.0,821000,111812,-195.49185519000005,7,0.004967715125530958,0.00073,0.4480917453765869,66.78924560546875,5.2110490798950195,817999
8220,100.0,822000,111959,-192.74777555,7,0.00487974938005209,0.00073,0.4171598553657532,64.63922119140625,1.2965621948242188,818999
8230,100.0,823000,112105,-192.88583549999998,7,0.005146677605807781,0.00073,0.3745082914829254,64.501220703125,-12.319950103759766,819999
8240,100.0,824000,112249,-193.35228264999998,7,0.004924040753394365,0.00073,0.3745887279510498,64.25121307373047,8.198246002197266,820999
8250,100.0,825000,112392,-190.93975748999995,7,0.005161034408956766,0.00073,0.4879748821258545,65.17031860351562,-4.192282676696777,821999
8260,100.0,826000,112538,-190.11164974,7,0.005199548788368702,0.00073,0.4725640118122101,67.05909729003906,-3.3396570682525635,822999
8270,100.0,827000,112682,-189.43647055999998,7,0.00491424510255456,0.00073,0.43292927742004395,66.35846710205078,3.471618890762329,823999
8280,100.0,828000,112825,-191.92467327999998,7,0.004823483061045408,0.00073,0.4521627426147461,65.59200286865234,9.303263664245605,824999
8290,100.0,829000,112970,-190.51223952,7,0.004901018925011158,0.00073,0.4094616174697876,63.8763542175293,7.257751941680908,825999
8300,100.0,830000,113111,-191.13713831999996,7,0.0049373856745660305,0.00073,0.345172643661499,64.79491424560547,-3.8786377906799316,826999
8310,100.0,831000,113254,-190.65230881000002,7,0.004924599546939135,0.00073,0.4408038854598999,67.56788635253906,-4.911886215209961,827999
8320,100.0,832000,113398,-192.85533746000002,7,0.004943649750202894,0.00073,0.3889315724372864,64.5933837890625,2.123342514038086,828999
8330,100.0,833000,113543,-192.76391104,7,0.005016393959522247,0.00073,0.44656890630722046,64.95569610595703,2.8321914672851562,829999
8340,100.0,834000,113685,-192.37619219,7,0.005099206697195768,0.00073,0.45909762382507324,64.73200988769531,-13.661022186279297,830999
8350,100.0,835000,113824,-194.46578155,7,0.005066279321908951,0.00073,0.5375550985336304,64.43091583251953,-3.3012585639953613,831999
8360,100.0,836000,113963,-196.31711097999997,7,0.005172520410269499,0.00073,0.3957935571670532,64.04326629638672,12.280008316040039,832999
8370,100.0,837000,114102,-198.10002387999998,7,0.004956027027219534,0.00073,0.4563992917537689,65.48949432373047,14.486656188964844,833999
8380,100.0,838000,114239,-195.54780743,7,0.004948416259139776,0.00073,0.45450592041015625,66.29359436035156,-2.2157418727874756,834999
8390,100.0,839000,114374,-195.1004819,7,0.005000273697078228,0.00073,0.5299093127250671,65.65927124023438,-3.2367660999298096,835999
8400,100.0,840000,114514,-194.47590574000003,7,0.004939137492328882,0.00073,0.4506914019584656,66.54351043701172,5.212874412536621,836999
8410,100.0,841000,114652,-195.64857082999995,7,0.005005288403481245,0.00073,0.4660843014717102,64.48136138916016,-8.517768859863281,837999
8420,100.0,842000,114790,-194.85210456000001,7,0.005063472781330347,0.00073,0.45226842164993286,65.5416259765625,-10.29544734954834,838999
8430,100.0,843000,114926,-195.00449545,7,0.005020179320126772,0.00073,0.3807446360588074,65.1758041381836,-0.1811630129814148,839999
8440,100.0,844000,115063,-195.64829738000003,7,0.0048803891986608505,0.00073,0.3809908628463745,63.978397369384766,9.153725624084473,840999
8450,100.0,845000,115197,-194.99742157999998,7,0.005024741869419813,0.00073,0.40150755643844604,65.6348876953125,-0.9803146719932556,841999
8460,100.0,846000,115332,-193.69615266000005,7,0.004976361524313688,0.00073,0.42004019021987915,64.44241333007812,-7.311063766479492,842999
8470,100.0,847000,115468,-192.34858545999995,7,0.004894719924777746,0.00073,0.36802399158477783,65.56463623046875,6.881769180297852,843999
8480,100.0,848000,115604,-192.87213033,7,0.005080058239400387,0.00073,0.4325907230377197,66.18505859375,1.9351840019226074,844999
8490,100.0,849000,115741,-193.57236718000004,7,0.004913877230137587,0.00073,0.4679224193096161,64.71739959716797,2.849708080291748,845999
8500,100.0,850000,115878,-192.46645130000002,7,0.005023134406656027,0.00073,0.4386626183986664,65.79113006591797,5.670628547668457,846999
8510,100.0,851000,116014,-193.07695769000003,7,0.005055123474448919,0.00073,0.47918209433555603,63.794090270996094,-5.565277099609375,847999
8520,100.0,852000,116147,-192.27586824000002,7,0.004850676283240318,0.00073,0.4779665470123291,65.26258850097656,-3.5678951740264893,848999
8530,100.0,853000,116283,-192.73043897999997,7,0.004906375892460346,0.00073,0.4420493543148041,64.65779113769531,-5.912117958068848,849999
8540,100.0,854000,116418,-193.04796337000005,7,0.004745598416775465,0.00073,0.3976690173149109,66.88225555419922,1.4605002403259277,850999
8550,100.0,855000,116553,-192.81528282999997,7,0.004825477488338947,0.00073,0.3887922167778015,64.41254425048828,-5.880819320678711,851999
8560,100.0,856000,116689,-192.35970462,7,0.004873568657785654,0.00073,0.4104611277580261,65.19573211669922,-0.7363307476043701,852999
8570,100.0,857000,116826,-192.46827378999998,7,0.004861986264586449,0.00073,0.38094377517700195,66.22947692871094,13.305429458618164,853999
8580,100.0,858000,116963,-192.26863064,7,0.0049028838984668255,0.00073,0.45843571424484253,64.98590087890625,-2.8072357177734375,854999
8590,100.0,859000,117100,-192.77350530999996,7,0.004906074143946171,0.00073,0.40170717239379883,67.59894561767578,-5.832535743713379,855999
8600,100.0,860000,117236,-194.02539621999998,7,0.004738464020192623,0.00073,0.35323405265808105,65.57666015625,3.112941026687622,856999
8610,100.0,861000,117370,-193.49303002,7,0.004832329694181681,0.00073,0.37615400552749634,66.92739868164062,-3.7225608825683594,857999
8620,100.0,862000,117505,-192.76551896,7,0.0047515034675598145,0.00073,0.44705814123153687,66.65310668945312,-0.39224720001220703,858999
8630,100.0,863000,117641,-192.96608795,7,0.0049733370542526245,0.00073,0.4391412138938904,65.96965026855469,2.963527202606201,859999
8640,100.0,864000,117777,-191.63737831999998,7,0.004901663865894079,0.00073,0.43997740745544434,67.40650939941406,-2.002936601638794,860999
8650,100.0,865000,117914,-191.27767249000001,7,0.005046866834163666,0.00073,0.44481343030929565,64.5169677734375,-4.6338653564453125,861999
8660,100.0,866000,118050,-192.71907564,7,0.005011129658669233,0.00073,0.401000440120697,65.64680480957031,1.1392886638641357,862999
8670,100.0,867000,118187,-194.45575091000003,7,0.005058221518993378,0.00073,0.4415650963783264,64.68787384033203,-7.475742816925049,863999
8680,100.0,868000,118324,-194.70247486,7,0.00520942872390151,0.00073,0.4105791449546814,64.55598449707031,-0.4594765305519104,864999
8690,100.0,869000,118462,-195.55824536,7,0.004965933971107006,0.00073,0.5262271165847778,63.631568908691406,4.9713239669799805,865999
8700,100.0,870000,118599,-195.77124855,7,0.005085662007331848,0.00073,0.4991167187690735,64.0463638305664,-6.239067077636719,866999
8710,100.0,871000,118735,-194.52922774,7,0.005131584592163563,0.00073,0.5014270544052124,64.42564392089844,10.134148597717285,867999
8720,100.0,872000,118871,-195.79064802999997,7,0.004998707678169012,0.00073,0.5232700109481812,62.92744445800781,0.23252832889556885,868999
8730,100.0,873000,119007,-195.39404978000005,7,0.005173292476683855,0.00073,0.37458550930023193,65.26130676269531,-0.3251340389251709,869999
8740,100.0,874000,119143,-196.50371606000004,7,0.0051320078782737255,0.00073,0.47446128726005554,63.00556182861328,7.84189510345459,870999
8750,100.0,875000,119279,-197.72097669,7,0.005112845916301012,0.00073,0.5297013521194458,64.80552673339844,-0.32593202590942383,871999
8760,100.0,876000,119415,-196.24063010999998,7,0.005296478513628244,0.00073,0.4456898868083954,63.528602600097656,7.737604141235352,872999
8770,100.0,877000,119552,-196.47884811999995,7,0.005261649843305349,0.00073,0.48253875970840454,64.7203598022461,-8.981110572814941,873999
8780,100.0,878000,119687,-197.78107508000002,7,0.005261607002466917,0.00073,0.4952210783958435,61.93855285644531,-2.6001291275024414,874999
8790,100.0,879000,119824,-196.07015857,7,0.005222334060817957,0.00073,0.41545698046684265,63.86347961425781,4.360382080078125,875999
8800,100.0,880000,119964,-195.56024887,7,0.005210039671510458,0.00073,0.4390547275543213,63.72597885131836,4.794867515563965,876999
8810,100.0,881000,120105,-196.88801529,7,0.005216978024691343,0.00073,0.4913114309310913,63.64234924316406,3.790128707885742,877999
8820,100.0,882000,120242,-197.03773554,7,0.005300262942910194,0.00073,0.46456795930862427,61.963104248046875,0.29222220182418823,878999
8830,100.0,883000,120378,-197.53179113000004,7,0.0051546054892241955,0.00073,0.5060387253761292,63.83523941040039,-4.989678859710693,879999
8840,100.0,884000,120513,-197.96241331000004,7,0.005304270423948765,0.00073,0.5124638080596924,61.287105560302734,-3.8997995853424072,880999
8850,100.0,885000,120649,-198.84791491,7,0.00517016788944602,0.00073,0.37062522768974304,63.32569885253906,0.3360089063644409,881999
8860,100.0,886000,120784,-199.51192546999994,7,0.00523834815248847,0.00073,0.49071890115737915,62.97050476074219,8.474925994873047,882999
8870,100.0,887000,120919,-198.98196385,7,0.005114479921758175,0.00073,0.4605104327201843,63.745635986328125,-1.0668227672576904,883999
8880,100.0,888000,121061,-196.90415423000002,7,0.005205286666750908,0.00073,0.4179520010948181,63.38188934326172,1.186517596244812,884999
8890,100.0,889000,121194,-197.47654586000002,7,0.00532116275280714,0.00073,0.44104495644569397,64.77084350585938,-1.8056457042694092,885999
8900,100.0,890000,121329,-198.80556108999997,7,0.00548589788377285,0.00073,0.6018767356872559,63.762752532958984,12.250537872314453,886999
8910,100.0,891000,121464,-198.63020238,7,0.005248276516795158,0.00073,0.4185689091682434,65.161865234375,5.444677352905273,887999
8920,100.0,892000,121600,-199.29579375000006,7,0.005374416708946228,0.00073,0.5830325484275818,63.89947509765625,0.3130902945995331,888999
8930,100.0,893000,121737,-200.52014107000002,7,0.005260347854346037,0.00073,0.44331198930740356,62.85121536254883,-0.588877260684967,889999
8940,100.0,894000,121874,-199.98914274999998,7,0.005406389012932777,0.00073,0.4782096743583679,64.8172836303711,-5.437114715576172,890999
8950,100.0,895000,122012,-197.1156913,7,0.005363794509321451,0.00073,0.5406044721603394,63.57310485839844,4.467790126800537,891999
8960,100.0,896000,122150,-196.59073629000002,7,0.005214493256062269,0.00073,0.432486891746521,63.983619689941406,-5.276594638824463,892999
8970,100.0,897000,122286,-196.56572536,7,0.005025810562074184,0.00073,0.44848185777664185,63.9521484375,-3.8274550437927246,893999
8980,100.0,898000,122424,-198.48341109999998,7,0.005057317204773426,0.00073,0.5076000690460205,64.78324127197266,-9.375042915344238,894999
8990,100.0,899000,122560,-196.75004408,7,0.005024315323680639,0.00073,0.47979676723480225,65.15570068359375,-2.6663503646850586,895999
9000,100.0,900000,122696,-196.05940225000003,7,0.0050351317040622234,0.00073,0.5394601821899414,64.7303466796875,-6.68320369720459,896999
9010,100.0,901000,122833,-195.42745186,7,0.005233272444456816,0.00073,0.49408870935440063,66.16861724853516,-0.983839750289917,897999
9020,100.0,902000,122970,-195.67843117999996,7,0.005082151386886835,0.00073,0.3808152675628662,66.7978515625,-8.979782104492188,898999
9030,100.0,903000,123106,-192.90561875,7,0.005060778930783272,0.00073,0.3977535367012024,63.94437789916992,1.3026740550994873,899999
9040,100.0,904000,123243,-192.51885341999997,7,0.0050269803032279015,0.00073,0.37616634368896484,66.2972640991211,-3.6824100017547607,900999
9050,100.0,905000,123378,-195.20351032,7,0.005314825568348169,0.00073,0.4997512400150299,64.63847351074219,-7.776052474975586,901999
9060,100.0,906000,123513,-195.27575181,7,0.005144733935594559,0.00073,0.44163915514945984,65.88533020019531,4.046209335327148,902999
9070,100.0,907000,123649,-194.95481435000002,7,0.005267021711915731,0.00073,0.4001917243003845,65.69953918457031,2.962918281555176,903999
9080,100.0,908000,123785,-193.18355077,7,0.005151909776031971,0.00073,0.42846840620040894,64.8446273803711,-2.439192533493042,904999
9090,100.0,909000,123921,-194.71677710000003,7,0.005114048253744841,0.00073,0.47257012128829956,65.97189331054688,3.8894810676574707,905999
9100,100.0,910000,124057,-193.79737411000002,7,0.005117248743772507,0.00073,0.5185391902923584,65.35575866699219,-6.982943534851074,906999
9110,100.0,911000,124192,-194.94523282000003,7,0.005319351330399513,0.00073,0.46990275382995605,67.49168395996094,2.429619312286377,907999
9120,100.0,912000,124330,-194.10314689999998,7,0.005123472306877375,0.00073,0.3619362711906433,65.09004211425781,-13.43839168548584,908999
9130,100.0,913000,124466,-194.33222529999995,7,0.005032386165112257,0.00073,0.39238810539245605,67.25225830078125,-0.71418297290802,909999
9140,100.0,914000,124604,-193.88543722000003,7,0.005120797548443079,0.00073,0.43887263536453247,64.39891052246094,-8.110529899597168,910999
9150,100.0,915000,124740,-192.70887468,7,0.0051949420012533665,0.00073,0.4316168427467346,62.606815338134766,0.738318920135498,911999
9160,100.0,916000,124877,-191.85608968999998,7,0.005052484571933746,0.00073,0.5321545600891113,64.70680236816406,-4.970363140106201,912999
9170,100.0,917000,125014,-191.30392621000001,7,0.004928355570882559,0.00073,0.5382992625236511,64.86827850341797,6.1626691818237305,913999
9180,100.0,918000,125151,-191.15456784000003,7,0.005094700492918491,0.00073,0.46209412813186646,64.9808120727539,-5.425760746002197,914999
9190,100.0,919000,125291,-191.76288925000006,7,0.005188940558582544,0.00073,0.36685043573379517,65.59657287597656,2.155958652496338,915999
9200,100.0,920000,125429,-191.34280593,7,0.004982516169548035,0.00073,0.36597931385040283,64.59210205078125,2.980156421661377,916999
9210,100.0,921000,125570,-189.86444029000006,7,0.005121659487485886,0.00073,0.42070823907852173,65.73590087890625,-0.24767908453941345,917999
9220,100.0,922000,125709,-189.87260732,7,0.004949284717440605,0.00073,0.4220154285430908,62.54069137573242,0.9808125495910645,918999
9230,100.0,923000,125847,-189.02254259,7,0.004997325129806995,0.00073,0.38625627756118774,66.2512435913086,-6.086475372314453,919999
9240,100.0,924000,125984,-188.98833318,7,0.004809473175555468,0.00073,0.4566888213157654,66.07561492919922,6.956627368927002,920999
9250,100.0,925000,126121,-187.69102323999996,7,0.004995350260287523,0.00073,0.4866650700569153,63.7947998046875,-7.929898262023926,921999
9260,100.0,926000,126258,-188.54404463,7,0.004910790361464024,0.00073,0.39061838388442993,63.76901626586914,-8.632918357849121,922999
9270,100.0,927000,126394,-189.63487565000003,7,0.004964340943843126,0.00073,0.5129277110099792,66.64124298095703,-0.21460247039794922,923999
9280,100.0,928000,126531,-190.68888771999994,7,0.0050125825218856335,0.00073,0.4355162978172302,64.6243896484375,17.3868408203125,924999
9290,100.0,929000,126668,-190.01623432999997,7,0.005166860297322273,0.00073,0.3614102005958557,63.373291015625,0.22028732299804688,925999
9300,100.0,930000,126803,-191.85104923000003,7,0.004958289209753275,0.00073,0.44185346364974976,64.055908203125,9.476089477539062,926999
9310,100.0,931000,126939,-191.92379382999997,7,0.0051625678315758705,0.00073,0.5003588795661926,63.83954620361328,10.904099464416504,927999
9320,100.0,932000,127074,-193.08514161000002,7,0.005294516682624817,0.00073,0.41965392231941223,65.39517211914062,-16.910398483276367,928999
9330,100.0,933000,127210,-194.18565904999997,7,0.004979793913662434,0.00073,0.37432050704956055,66.7571029663086,1.2911758422851562,929999
9340,100.0,934000,127346,-195.65505599000005,7,0.00532923499122262,0.00073,0.4329826235771179,62.86071014404297,3.9726076126098633,930999
9350,100.0,935000,127482,-196.85651184999998,7,0.005273022688925266,0.00073,0.44756436347961426,64.3306655883789,-4.119380950927734,931999
9360,100.0,936000,127618,-195.56784147,7,0.005135711748152971,0.00073,0.4230867624282837,63.61224365234375,-3.783198833465576,932999
9370,100.0,937000,127754,-194.35571889000002,7,0.005036820191890001,0.00073,0.4989934265613556,65.32669067382812,4.014308929443359,933999
9380,100.0,938000,127889,-193.12031321000003,7,0.005151059944182634,0.00073,0.45330655574798584,66.22990417480469,0.9414457678794861,934999
9390,100.0,939000,128025,-193.72072872000004,7,0.005171134136617184,0.00073,0.4257170557975769,63.11287307739258,4.543527603149414,935999
9400,100.0,940000,128161,-193.92581713999996,7,0.0051984828896820545,0.00073,0.5424022674560547,62.46354675292969,1.258835792541504,936999
9410,100.0,941000,128299,-196.10439290000002,7,0.0050840904004871845,0.00073,0.4075511693954468,64.48443603515625,-9.722373962402344,937999
9420,100.0,942000,128436,-195.64860354999996,7,0.005081807263195515,0.00073,0.520431399345398,63.855045318603516,3.520829677581787,938999
9430,100.0,943000,128573,-197.09500936999996,7,0.005085436161607504,0.00073,0.35886824131011963,64.67144012451172,5.239338397979736,939999
9440,100.0,944000,128709,-196.54761534000002,7,0.005116570275276899,0.00073,0.3316659927368164,64.94596099853516,-4.571138858795166,940999
9450,100.0,945000,128845,-197.19850153000007,7,0.005087973549962044,0.00073,0.4444592297077179,64.90174865722656,0.26265448331832886,941999
9460,100.0,946000,128981,-197.52180215,7,0.004924627486616373,0.00073,0.428668737411499,63.60648727416992,-7.8746657371521,942999
9470,100.0,947000,129116,-200.96878547999998,7,0.004955211654305458,0.00073,0.4081777334213257,65.15715789794922,-4.768861293792725,943999
9480,100.0,948000,129252,-202.77758939,7,0.0049966867081820965,0.00073,0.4370315670967102,64.1310806274414,-9.794578552246094,944999
9490,100.0,949000,129387,-203.51175834000003,7,0.005119823385030031,0.00073,0.5057878494262695,63.518375396728516,-5.110934734344482,945999
9500,100.0,950000,129523,-202.51448459000002,7,0.0049128043465316296,0.00073,0.43693381547927856,63.36151123046875,0.7024121880531311,946999
9510,100.0,951000,129662,-201.57074092,7,0.005099765956401825,0.00073,0.3421495854854584,64.50456237792969,-5.930828094482422,947999
9520,100.0,952000,129798,-201.71018323,7,0.004989575129002333,0.00073,0.4975392818450928,64.01544952392578,-1.560475468635559,948999
9530,100.0,953000,129933,-200.59341260000002,7,0.0050522820092737675,0.00073,0.4194180965423584,63.943565368652344,-4.6126813888549805,949999
9540,100.0,954000,130069,-199.98739761000002,7,0.0050703492015600204,0.00073,0.4270504117012024,63.2015495300293,1.815937876701355,950999
9550,100.0,955000,130205,-201.10248809999996,7,0.005081046838313341,0.00073,0.4400911331176758,65.89179229736328,-3.36053204536438,951999
9560,100.0,956000,130341,-202.86574633,7,0.004871180281043053,0.00073,0.444949746131897,64.56683349609375,4.157607078552246,952999
9570,100.0,957000,130477,-200.59451898999998,7,0.005000576842576265,0.00073,0.3703439235687256,65.76985168457031,-2.9811558723449707,953999
9580,100.0,958000,130615,-201.0283658,7,0.004997840151190758,0.00073,0.40252918004989624,64.7159423828125,-3.3002116680145264,954999
9590,100.0,959000,130755,-199.04417831000004,7,0.005215274170041084,0.00073,0.45649558305740356,66.44256591796875,-5.926445007324219,955999
9600,100.0,960000,130892,-199.28483671000006,7,0.005066233221441507,0.00073,0.42210859060287476,67.10150146484375,-3.0330872535705566,956999
9610,100.0,961000,131031,-198.74160455,7,0.00503522576764226,0.00073,0.42754483222961426,64.7239761352539,-4.960840702056885,957999
9620,100.0,962000,131167,-197.81137051000002,7,0.005127883981913328,0.00073,0.4022383689880371,64.98423767089844,-3.099733829498291,958999
9630,100.0,963000,131304,-199.52830507,7,0.005243069026619196,0.00073,0.4250622093677521,65.13893127441406,-3.7554404735565186,959999
9640,100.0,964000,131441,-199.39959659000004,7,0.005054180976003408,0.00073,0.4596058130264282,65.4317398071289,3.2961411476135254,960999
9650,100.0,965000,131579,-199.09310101,7,0.004967817105352879,0.00073,0.4770940840244293,65.82591247558594,4.445730209350586,961999
9660,100.0,966000,131716,-198.31033536999996,7,0.00506750401109457,0.00073,0.3774297833442688,65.50080108642578,8.43183708190918,962999
9670,100.0,967000,131852,-197.08840546,7,0.004800896625965834,0.00073,0.41676467657089233,66.5259780883789,-7.6628007888793945,963999
9680,100.0,968000,131989,-196.76103167000005,7,0.005004705861210823,0.00073,0.3835322856903076,66.1275634765625,5.668948173522949,964999
9690,100.0,969000,132125,-197.89435112000004,7,0.005178188905119896,0.00073,0.45487797260284424,63.050689697265625,3.6908233165740967,965999
9700,100.0,970000,132263,-198.79967566999997,7,0.005062074866145849,0.00073,0.43005186319351196,64.89734649658203,-6.185434341430664,966999
9710,100.0,971000,132399,-200.51906673000005,7,0.005070133600383997,0.00073,0.3519168794155121,64.13533020019531,3.3535327911376953,967999
9720,100.0,972000,132534,-198.48558217,7,0.005043496377766132,0.00073,0.3663765788078308,65.72509765625,-17.341766357421875,968999
9730,100.0,973000,132670,-195.20895004000002,7,0.005176774226129055,0.00073,0.4587690830230713,64.69627380371094,5.101974964141846,969999
9740,100.0,974000,132805,-196.59749706000002,7,0.005189962685108185,0.00073,0.43563854694366455,65.8510971069336,9.95592975616455,970999
9750,100.0,975000,132940,-194.44637400999991,7,0.005127502139657736,0.00073,0.5707031488418579,65.81732940673828,4.115447521209717,971999
9760,100.0,976000,133076,-196.25450293999998,7,0.005231873132288456,0.00073,0.4055004119873047,64.429931640625,7.664682388305664,972999
9770,100.0,977000,133213,-197.26722354,7,0.005061749368906021,0.00073,0.4529387056827545,66.02335357666016,4.714748382568359,973999
9780,100.0,978000,133349,-196.66138231999997,7,0.005138408858329058,0.00073,0.3893073797225952,65.15438079833984,-5.363712310791016,974999
9790,100.0,979000,133485,-197.53806968,7,0.005329404957592487,0.00073,0.42269453406333923,65.4836196899414,-4.094990253448486,975999
9800,100.0,980000,133622,-197.27962288999996,7,0.0050012110732495785,0.00073,0.4499703645706177,64.79075622558594,-0.873971700668335,976999
9810,100.0,981000,133759,-195.85315737999994,7,0.005184948910027742,0.00073,0.39705944061279297,65.53846740722656,-5.241937160491943,977999
9820,100.0,982000,133894,-197.35595523,7,0.005019653122872114,0.00073,0.4461708664894104,63.53459167480469,6.175960540771484,978999
9830,100.0,983000,134029,-199.48653006999996,7,0.0051010986790061,0.00073,0.3549685478210449,66.85842895507812,-8.111043930053711,979999
9840,100.0,984000,134164,-199.00018749999998,7,0.005156862083822489,0.00073,0.548920214176178,66.78433227539062,8.015953063964844,980999
9850,100.0,985000,134301,-200.35979164,7,0.005249310284852982,0.00073,0.47462278604507446,65.32496643066406,5.03133487701416,981999
9860,100.0,986000,134439,-200.09224641999998,7,0.00525682233273983,0.00073,0.41467124223709106,64.31327819824219,-9.930267333984375,982999
9870,100.0,987000,134573,-200.03098779999996,7,0.0052083879709243774,0.00073,0.43474411964416504,64.94905853271484,-5.5305256843566895,983999
9880,100.0,988000,134709,-198.73510912999998,7,0.00514040095731616,0.00073,0.4127335846424103,66.57190704345703,-5.960514545440674,984999
9890,100.0,989000,134846,-197.13828754000002,7,0.004981703590601683,0.00073,0.35750508308410645,66.44973754882812,6.642721176147461,985999
9900,100.0,990000,134982,-196.95760695,7,0.0051003326661884785,0.00073,0.3977486193180084,65.81280517578125,-5.346237659454346,986999
9910,100.0,991000,135118,-196.35142423999997,7,0.00498194107785821,0.00073,0.37962764501571655,65.15914916992188,12.457006454467773,987999
9920,100.0,992000,135257,-198.53777767999998,7,0.004776302725076675,0.00073,0.35322800278663635,65.75419616699219,-5.932214736938477,988999
9930,100.0,993000,135395,-197.56599000999995,7,0.004748599603772163,0.00073,0.40962815284729004,65.80352783203125,-2.8045856952667236,989999
9940,100.0,994000,135533,-194.78645691000003,7,0.0050252280198037624,0.00073,0.4230949878692627,66.52955627441406,-9.46921157836914,990999
9950,100.0,995000,135670,-192.79626496000003,7,0.005014511756598949,0.00073,0.3943965435028076,66.88407135009766,-10.553528785705566,991999
9960,100.0,996000,135807,-190.49018307000003,7,0.004829238634556532,0.00073,0.3647393584251404,67.01979064941406,-6.2409443855285645,992999
9970,100.0,997000,135943,-189.43021525,7,0.004745570942759514,0.00073,0.352486789226532,67.30741119384766,-0.8189563751220703,993999
9980,100.0,998000,136079,-191.39386677,7,0.004845539573580027,0.00073,0.3035884499549866,68.73027038574219,2.1081461906433105,994999
9990,100.0,999000,136219,-192.89933528,7,0.00481836823746562,0.00073,0.3665331304073334,65.72561645507812,4.874942779541016,995999
10000,100.0,1000000,136357,-191.75288496999997,7,0.004884978290647268,0.00073,0.33211612701416016,67.41256713867188,0.42423224449157715,996999
