time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,train/ent_coef,train/learning_rate,train/n_updates,train/actor_loss,train/ent_coef_loss,train/critic_loss
168917,7,1221970,72.05,320.51949133000005,17570,0.05512568727135658,0.00073,1218969,-423.2389221191406,-0.11456704139709473,89.99952697753906
169022,7,1222709,72.39,330.5807887700001,17580,0.056392230093479156,0.00073,1219708,-420.91094970703125,-1.2307976484298706,101.74493408203125
169126,7,1223457,73.03,354.82840897999995,17590,0.054599445313215256,0.00073,1220456,-407.8959655761719,0.5892393589019775,85.56383514404297
169224,7,1224166,72.93,352.48062756,17600,0.05522222816944122,0.00073,1221165,-422.3929138183594,-6.501075744628906,83.7911376953125
169317,7,1224850,72.59,342.35192235999995,17610,0.05380282551050186,0.00073,1221849,-411.7423095703125,2.97416353225708,85.13517761230469
169421,7,1225596,72.78,340.06381609000005,17620,0.05657340958714485,0.00073,1222595,-420.1151123046875,4.413388252258301,115.474853515625
169525,7,1226346,72.8,331.46931678,17630,0.05740845203399658,0.00073,1223345,-400.0744934082031,-0.7686926126480103,90.50533294677734
169628,7,1227088,72.72,311.23530986,17640,0.05576014891266823,0.00073,1224087,-424.83221435546875,-4.9065842628479,106.77848052978516
169722,7,1227761,72.17,292.33176069,17650,0.060261793434619904,0.00073,1224760,-412.2815856933594,-4.52375602722168,92.71133422851562
169827,7,1228508,72.88,297.28549728999997,17660,0.05866575613617897,0.00073,1225507,-423.7195129394531,-7.133766174316406,105.31913757324219
169928,7,1229234,72.64,276.42033647999995,17670,0.059311240911483765,0.00073,1226233,-412.05889892578125,4.78397274017334,127.62431335449219
170027,7,1229945,72.36,279.3859158800001,17680,0.058030642569065094,0.00073,1226944,-418.78533935546875,-8.728281021118164,103.71453857421875
170124,7,1230633,71.76,259.3422271,17690,0.05892835929989815,0.00073,1227632,-410.7140808105469,6.327293395996094,112.75301361083984
170228,7,1231383,72.17,273.48095145999997,17700,0.05634423717856407,0.00073,1228382,-412.0028991699219,10.040257453918457,122.49735260009766
170330,7,1232109,72.59,278.58909217999997,17710,0.05719183757901192,0.00073,1229108,-415.0180969238281,-2.234832525253296,100.11318969726562
170428,7,1232811,72.15,276.93565414,17720,0.05861859396100044,0.00073,1229810,-404.8407287597656,0.2762141227722168,85.98664855957031
170533,7,1233561,72.15,269.25264132000007,17730,0.0587947852909565,0.00073,1230560,-421.19183349609375,11.241689682006836,121.40782165527344
170638,7,1234310,72.22,276.26188593,17740,0.058434322476387024,0.00073,1231309,-430.9788818359375,-1.6999435424804688,102.2080078125
170744,7,1235060,72.99,288.83968876,17750,0.06077852472662926,0.00073,1232059,-402.10498046875,8.827004432678223,120.34528350830078
170849,7,1235810,73.02,290.45793081999994,17760,0.06012304872274399,0.00073,1232809,-419.6629943847656,7.039705276489258,107.02718353271484
170950,7,1236545,73.11,308.38576247000003,17770,0.061098113656044006,0.00073,1233544,-421.4580383300781,-8.600340843200684,121.99581909179688
171055,7,1237295,73.5,319.19391461000004,17780,0.05884946882724762,0.00073,1234294,-416.25,3.9035136699676514,115.9118881225586
171158,7,1238045,74.12,323.86605899,17790,0.059338949620723724,0.00073,1235044,-427.0843505859375,-3.9406778812408447,117.14427947998047
171254,7,1238737,73.54,304.62480093000005,17800,0.060499049723148346,0.00073,1235736,-415.53582763671875,5.2887983322143555,101.15934753417969
171355,7,1239457,73.48,290.29995722999996,17810,0.06053543835878372,0.00073,1236456,-437.55511474609375,2.99867582321167,111.8778076171875
171459,7,1240207,73.96,302.43848905,17820,0.06062871590256691,0.00073,1237206,-426.8403015136719,0.5514940023422241,123.32380676269531
171559,7,1240924,73.63,302.64019362000005,17830,0.05949195474386215,0.00073,1237923,-417.9433288574219,-3.702631711959839,93.38370513916016
171661,7,1241649,73.39,307.7342424,17840,0.059600915759801865,0.00073,1238648,-414.2951965332031,-3.6417012214660645,101.06779479980469
171767,7,1242378,73.18,303.20677226,17850,0.0607425719499588,0.00073,1239377,-415.5560607910156,-3.064628839492798,129.53402709960938
171869,7,1243087,72.77,299.71520487000004,17860,0.059682779014110565,0.00073,1240086,-439.523681640625,-1.6267900466918945,118.37442016601562
171976,7,1243837,72.92,300.08013139999997,17870,0.05866888910531998,0.00073,1240836,-436.11419677734375,-3.2793397903442383,108.88973999023438
172082,7,1244587,72.92,288.44842248,17880,0.05832461267709732,0.00073,1241586,-440.65277099609375,-2.473987102508545,87.5113296508789
172183,7,1245299,72.54,288.74714731,17890,0.05942334234714508,0.00073,1242298,-440.442626953125,2.306689977645874,97.5645523071289
172285,7,1246025,72.88,289.24314420999997,17900,0.05758550763130188,0.00073,1243024,-418.6795959472656,10.122427940368652,104.42388916015625
172388,7,1246752,72.95,287.08289492,17910,0.05875306949019432,0.00073,1243751,-431.92205810546875,2.8778438568115234,121.673095703125
172486,7,1247451,72.44,276.00518157000005,17920,0.05865761637687683,0.00073,1244450,-428.28387451171875,8.999879837036133,116.42018127441406
172581,7,1248123,71.99,272.31584773,17930,0.06009867042303085,0.00073,1245122,-438.4662780761719,-7.8659443855285645,144.02490234375
172684,7,1248867,72.18,273.82199577000006,17940,0.059542540460824966,0.00073,1245866,-426.2102966308594,-7.240281581878662,123.55892181396484
172783,7,1249570,71.92,263.29451231,17950,0.06013554707169533,0.00073,1246569,-416.8665771484375,1.9732972383499146,107.85598754882812
172887,7,1250320,72.33,266.0605663900001,17960,0.06031855568289757,0.00073,1247319,-414.33172607421875,-1.4045162200927734,149.0674591064453
172991,7,1251068,72.31,259.0943294599999,17970,0.05986706539988518,0.00073,1248067,-418.26776123046875,12.854669570922852,119.98147583007812
173088,7,1251768,71.81,269.99729123,17980,0.061725977808237076,0.00073,1248767,-439.6260681152344,1.5771163702011108,97.66606140136719
173190,7,1252501,72.02,274.91301529,17990,0.06334137171506882,0.00073,1249500,-449.02947998046875,-2.1896941661834717,108.467041015625
173294,7,1253249,72.24,282.9163937299999,18000,0.061375558376312256,0.00073,1250248,-428.49163818359375,6.436814785003662,119.61741638183594
173398,7,1253999,72.47,304.88903401,18010,0.060910504311323166,0.00073,1250998,-432.8909912109375,1.857715368270874,115.25072479248047
173501,7,1254724,72.73,310.8398685,18020,0.060655318200588226,0.00073,1251723,-439.91973876953125,2.856815814971924,123.86483764648438
173604,7,1255474,73.51,318.47376412,18030,0.059670016169548035,0.00073,1252473,-439.6431884765625,-4.961498260498047,112.1231689453125
173707,7,1256207,73.4,310.55296505,18040,0.060320571064949036,0.00073,1253206,-443.2738037109375,-1.3012522459030151,112.6149673461914
173806,7,1256915,73.45,325.17728967,18050,0.05875133350491524,0.00073,1253914,-422.5841369628906,15.400035858154297,133.60183715820312
173906,7,1257632,73.12,327.21140248,18060,0.06151166558265686,0.00073,1254631,-443.0992126464844,-8.521933555603027,91.4316177368164
174011,7,1258382,73.14,339.13329354,18070,0.0606335885822773,0.00073,1255381,-409.7168273925781,-1.5036907196044922,144.14344787597656
174116,7,1259131,73.63,334.7335967799999,18080,0.06213662400841713,0.00073,1256130,-436.4425354003906,-3.8076024055480957,134.44515991210938
174221,7,1259881,73.8,334.94006551999996,18090,0.05948619544506073,0.00073,1256880,-409.3067626953125,12.33779525756836,142.3278045654297
174324,7,1260621,73.72,325.26919217,18100,0.06189877167344093,0.00073,1257620,-434.65289306640625,-6.741909027099609,156.4169464111328
174425,7,1261346,73.47,315.16037739,18110,0.05920751020312309,0.00073,1258345,-443.79248046875,-5.232601642608643,103.61277770996094
174527,7,1262076,73.52,313.30023816,18120,0.05856241285800934,0.00073,1259075,-438.7422790527344,-12.580510139465332,114.1579360961914
174633,7,1262826,73.52,316.06033709999997,18130,0.05812269449234009,0.00073,1259825,-430.0684509277344,7.635454177856445,97.623291015625
174734,7,1263544,73.37,321.21236716999994,18140,0.05815672129392624,0.00073,1260543,-419.584228515625,5.641336441040039,130.62582397460938
174836,7,1264278,73.63,326.76833987,18150,0.05692000687122345,0.00073,1261277,-429.0565185546875,-2.134906768798828,96.54154968261719
174939,7,1265017,73.85,327.77231422,18160,0.05843443423509598,0.00073,1262016,-411.78759765625,2.8999226093292236,128.298583984375
175044,7,1265767,73.85,331.73369206,18170,0.06042851507663727,0.00073,1262766,-434.43011474609375,2.7523069381713867,104.81688690185547
175145,7,1266484,73.53,322.53512802999995,18180,0.06040650233626366,0.00073,1263483,-411.4215393066406,-2.6085197925567627,94.5931167602539
175246,7,1267206,73.25,325.27450273999995,18190,0.06227356940507889,0.00073,1264205,-445.5952453613281,-0.46129366755485535,96.46498107910156
175341,7,1267882,72.61,311.56071094,18200,0.06089155748486519,0.00073,1264881,-430.48553466796875,2.074136257171631,117.03527069091797
175437,7,1268578,72.32,306.53582467,18210,0.057964667677879333,0.00073,1265577,-426.73193359375,2.743568181991577,116.27375793457031
175540,7,1269328,72.52,313.91427101999994,18220,0.060234084725379944,0.00073,1266327,-421.4067077636719,7.089815139770508,99.65470886230469
175646,7,1270078,72.52,316.74617914,18230,0.06083220988512039,0.00073,1267077,-432.0546569824219,3.2456767559051514,128.1502227783203
175750,7,1270828,72.84,318.53127870000003,18240,0.06268670409917831,0.00073,1267827,-440.5780029296875,-2.5701446533203125,88.171142578125
175850,7,1271555,72.77,310.53852293999995,18250,0.06145963817834854,0.00073,1268554,-413.7368469238281,1.1648435592651367,119.82121276855469
175954,7,1272301,72.84,314.40124103000005,18260,0.06046021729707718,0.00073,1269300,-436.4454650878906,3.6781554222106934,105.11270141601562
176058,7,1273051,72.84,300.96248684,18270,0.060620881617069244,0.00073,1270050,-437.7572937011719,0.05811262130737305,121.7103271484375
176161,7,1273801,73.17,308.3404434,18280,0.0611378513276577,0.00073,1270800,-416.58544921875,1.182073950767517,117.31201171875
176265,7,1274551,73.45,321.06434788999996,18290,0.059820279479026794,0.00073,1271550,-435.476806640625,-9.346964836120605,108.09391784667969
176366,7,1275282,74.0,338.97361642000004,18300,0.060322657227516174,0.00073,1272281,-426.2870178222656,-0.956944465637207,122.7247314453125
176467,7,1276014,74.36,349.5830846899999,18310,0.060585685074329376,0.00073,1273013,-410.33056640625,1.492936134338379,110.82130432128906
176570,7,1276764,74.36,343.02202729000004,18320,0.06035736948251724,0.00073,1273763,-421.5832214355469,6.260054588317871,118.71926879882812
176674,7,1277514,74.36,340.30997724,18330,0.06106163561344147,0.00073,1274513,-439.13433837890625,-11.66964054107666,95.70609283447266
176778,7,1278260,74.32,338.9602444099999,18340,0.061830099672079086,0.00073,1275259,-413.3964538574219,-1.6437833309173584,118.31483459472656
176879,7,1278988,74.33,336.1459389299999,18350,0.060247741639614105,0.00073,1275987,-417.1834716796875,10.474435806274414,119.92803955078125
176979,7,1279709,74.08,324.33202077,18360,0.06252581626176834,0.00073,1276708,-424.4958190917969,-2.5503244400024414,118.42515563964844
177084,7,1280459,74.08,329.10793375000003,18370,0.06012026593089104,0.00073,1277458,-432.6573486328125,-7.828014850616455,99.90377807617188
177189,7,1281209,74.08,323.10484352,18380,0.05961039662361145,0.00073,1278208,-432.60711669921875,-7.990068435668945,96.9627456665039
177286,7,1281914,73.63,316.56850613,18390,0.06126825883984566,0.00073,1278913,-438.8701171875,-0.5396733283996582,110.27388000488281
177391,7,1282664,73.82,323.80195152,18400,0.060962285846471786,0.00073,1279663,-427.89385986328125,-10.603225708007812,91.50691223144531
177493,7,1283414,74.0,323.29480509000007,18410,0.06121614947915077,0.00073,1280413,-419.2740783691406,-3.3770596981048584,112.44088745117188
177579,7,1284024,72.6,303.18787254,18420,0.06013001501560211,0.00073,1281023,-420.3149108886719,2.554879665374756,116.32058715820312
177684,7,1284774,72.6,307.95209635,18430,0.06169390305876732,0.00073,1281773,-427.12158203125,8.393915176391602,142.17568969726562
177788,7,1285524,72.64,305.74961994000006,18440,0.06211859732866287,0.00073,1282523,-439.2642517089844,-0.563201367855072,102.07733154296875
177891,7,1286273,72.85,298.32447058,18450,0.0634855329990387,0.00073,1283272,-423.838623046875,-7.43435525894165,135.7952117919922
177995,7,1287023,73.14,310.05355106999997,18460,0.06144135445356369,0.00073,1284022,-419.3843994140625,-4.463092803955078,123.2127914428711
178091,7,1287715,72.56,303.59312554,18470,0.06306634843349457,0.00073,1284714,-434.05377197265625,-11.728010177612305,126.24252319335938
178190,7,1288416,72.07,316.35261521999996,18480,0.061116691678762436,0.00073,1285415,-424.5715026855469,-2.0751185417175293,102.76244354248047
178290,7,1289124,72.1,305.52101558,18490,0.06158158555626869,0.00073,1286123,-428.9428405761719,-2.3078274726867676,110.72431945800781
178390,7,1289846,71.82,293.73444282,18500,0.05912952870130539,0.00073,1286845,-445.4471435546875,-6.618701457977295,103.01212310791016
178496,7,1290596,71.82,292.05924061,18510,0.05986850708723068,0.00073,1287595,-425.2403564453125,2.124659538269043,133.7063751220703
178597,7,1291325,73.01,314.29415152,18520,0.05840522423386574,0.00073,1288324,-419.7523498535156,5.975554943084717,139.84201049804688
178702,7,1292075,73.01,312.78688937000004,18530,0.058027930557727814,0.00073,1289074,-440.6966552734375,-1.0772671699523926,113.318115234375
178803,7,1292791,72.67,310.70751155,18540,0.05875330790877342,0.00073,1289790,-412.1351623535156,-2.6079041957855225,131.7459716796875
178901,7,1293488,72.15,315.90109215999996,18550,0.06012437865138054,0.00073,1290487,-429.6148986816406,7.042618274688721,142.15748596191406
179005,7,1294232,72.09,290.09602587999996,18560,0.059287264943122864,0.00073,1291231,-425.352294921875,-6.308788299560547,128.84112548828125
179110,7,1294982,72.67,294.20001041,18570,0.06140037998557091,0.00073,1291981,-430.92962646484375,-6.5964813232421875,87.93256378173828
179215,7,1295732,73.16,284.50584676,18580,0.06136901676654816,0.00073,1292731,-433.25494384765625,-3.536777973175049,120.11956024169922
179319,7,1296482,73.58,292.43751618,18590,0.06159509718418121,0.00073,1293481,-414.78466796875,11.894918441772461,161.10134887695312
179424,7,1297232,73.86,302.1711555,18600,0.06323235481977463,0.00073,1294231,-425.3296813964844,-0.17829060554504395,103.6776123046875
179525,7,1297951,73.55,299.95506079,18610,0.06255704909563065,0.00073,1294950,-404.3194580078125,-4.330865383148193,130.07232666015625
179630,7,1298701,73.76,304.98034779,18620,0.06354156136512756,0.00073,1295700,-419.09881591796875,-2.1607351303100586,139.74215698242188
179731,7,1299413,73.38,312.56267857000006,18630,0.06028053164482117,0.00073,1296412,-415.3854675292969,2.6969382762908936,115.94606018066406
179834,7,1300148,73.57,293.78931463000004,18640,0.05991371348500252,0.00073,1297147,-436.6081237792969,-5.435622215270996,91.07530975341797
179939,7,1300898,74.1,303.54431251,18650,0.0606423057615757,0.00073,1297897,-419.696533203125,-4.695296287536621,109.82711029052734
180039,7,1301603,73.71,318.20418209,18660,0.058094803243875504,0.00073,1298602,-427.051513671875,-0.8740144968032837,91.67686462402344
180144,7,1302353,73.71,317.64190383000005,18670,0.05748021975159645,0.00073,1299352,-418.6969909667969,-4.952646255493164,111.99413299560547
180250,7,1303103,73.71,321.98748132000003,18680,0.05829412862658501,0.00073,1300102,-412.8416442871094,-0.9261291027069092,114.11540985107422
180355,7,1303853,73.71,326.45360502999995,18690,0.05729586258530617,0.00073,1300852,-406.7215270996094,-4.205328464508057,161.29541015625
180461,7,1304603,73.71,331.77584622999996,18700,0.058793313801288605,0.00073,1301602,-425.07806396484375,-3.3645081520080566,128.22314453125
180568,7,1305353,74.02,345.64564318000004,18710,0.05888184532523155,0.00073,1302352,-407.5451354980469,5.917534351348877,114.40638732910156
180669,7,1306075,73.74,335.85154332999997,18720,0.05853618308901787,0.00073,1303074,-418.20135498046875,-5.820216178894043,130.16619873046875
180772,7,1306801,73.88,329.1334192299999,18730,0.05861634388566017,0.00073,1303800,-405.92987060546875,7.041491985321045,160.40284729003906
180872,7,1307509,73.61,352.77375149000005,18740,0.059218280017375946,0.00073,1304508,-398.8897705078125,-4.006828784942627,119.606201171875
180970,7,1308220,73.22,335.98428154,18750,0.05943430960178375,0.00073,1305219,-411.8062744140625,1.3324246406555176,105.76776123046875
181069,7,1308935,73.32,344.46018107,18760,0.05869616940617561,0.00073,1305934,-404.4068603515625,-1.1697664260864258,121.40222930908203
181166,7,1309633,72.8,337.88554543000004,18770,0.0588579997420311,0.00073,1306632,-417.6625671386719,-0.6966358423233032,124.94551086425781
181259,7,1310298,71.95,331.26243508999994,18780,0.05925220623612404,0.00073,1307297,-397.1208801269531,3.161872148513794,149.4997100830078
181357,7,1311004,71.51,320.10301495000004,18790,0.05875389650464058,0.00073,1308003,-424.49700927734375,-0.5855352878570557,98.71746826171875
181463,7,1311754,71.51,320.03937308999997,18800,0.060351427644491196,0.00073,1308753,-410.3848571777344,-8.970664978027344,108.646484375
181568,7,1312504,71.51,312.63865841,18810,0.05897483974695206,0.00073,1309503,-404.44989013671875,7.90610408782959,128.1881866455078
181673,7,1313254,71.79,314.08081986999997,18820,0.05822795256972313,0.00073,1310253,-412.9095153808594,-4.298019886016846,119.54986572265625
181770,7,1313953,71.52,303.26183376000006,18830,0.05796658992767334,0.00073,1310952,-401.614990234375,0.8277304172515869,101.40286254882812
181872,7,1314675,71.66,299.14942347000004,18840,0.05877213925123215,0.00073,1311674,-409.26068115234375,-2.1566452980041504,146.52621459960938
181979,7,1315425,72.05,318.54930478,18850,0.05762448534369469,0.00073,1312424,-405.6721496582031,-2.432884931564331,97.95081329345703
182083,7,1316175,72.4,321.92658323999996,18860,0.05859960615634918,0.00073,1313174,-404.77191162109375,8.043512344360352,137.85372924804688
182180,7,1316873,72.4,323.10748049,18870,0.05598363280296326,0.00073,1313872,-393.3463134765625,4.43601655960083,96.76220703125
182282,7,1317609,73.11,334.87377582,18880,0.05735981464385986,0.00073,1314608,-416.14703369140625,4.58224630355835,110.22055053710938
182382,7,1318317,73.13,335.80696582999997,18890,0.05853646248579025,0.00073,1315316,-392.5096130371094,8.156013488769531,114.70341491699219
182489,7,1319067,73.13,338.19818936999997,18900,0.056711722165346146,0.00073,1316066,-419.158203125,-4.570577144622803,92.8690185546875
182595,7,1319817,73.13,341.28815607,18910,0.057515766471624374,0.00073,1316816,-418.64501953125,-2.7357726097106934,103.15962219238281
182700,7,1320567,73.13,346.0509440500001,18920,0.05674988031387329,0.00073,1317566,-398.0286865234375,3.399249792098999,122.45599365234375
182787,7,1321190,72.37,345.74323566,18930,0.057044029235839844,0.00073,1318189,-408.20098876953125,1.4439674615859985,111.22492980957031
182886,7,1321903,72.28,342.84473432,18940,0.06047575920820236,0.00073,1318902,-420.7550048828125,-3.5087289810180664,124.63525390625
182973,7,1322519,70.94,317.83609622000006,18950,0.059698548167943954,0.00073,1319518,-414.7559509277344,-9.672134399414062,91.72264862060547
183071,7,1323203,70.28,288.81155665,18960,0.05948992446064949,0.00073,1320202,-415.44964599609375,3.7456884384155273,97.96554565429688
183177,7,1323953,70.8,299.19761445999995,18970,0.06137263402342796,0.00073,1320952,-405.1813049316406,-0.031806111335754395,151.69720458984375
183284,7,1324703,70.94,297.4693755800001,18980,0.05920875072479248,0.00073,1321702,-411.60406494140625,-0.6411362886428833,98.1912612915039
183389,7,1325453,71.36,305.76374689,18990,0.05792740732431412,0.00073,1322452,-402.0003356933594,-2.973853826522827,107.40331268310547
183494,7,1326203,71.36,307.78970842999996,19000,0.05710494890809059,0.00073,1323202,-415.61102294921875,0.9455253481864929,93.02494049072266
183589,7,1326886,70.69,298.23429927999996,19010,0.05812910944223404,0.00073,1323885,-402.4028625488281,3.0361783504486084,133.74147033691406
183688,7,1327596,70.29,284.60507950999994,19020,0.057396095246076584,0.00073,1324595,-401.1776428222656,9.573260307312012,140.76910400390625
183793,7,1328346,71.56,311.37326368,19030,0.05684545636177063,0.00073,1325345,-421.3425598144531,-3.6425364017486572,104.56666564941406
183894,7,1329066,71.63,310.47571007999994,19040,0.0582876093685627,0.00073,1326065,-400.8372802734375,0.5743829607963562,109.09233093261719
183993,7,1329779,72.6,322.38220516,19050,0.059595659375190735,0.00073,1326778,-403.4293212890625,2.8302712440490723,106.40476989746094
184090,7,1330476,72.73,336.5524875,19060,0.058675434440374374,0.00073,1327475,-409.3766784667969,5.600251197814941,102.20899963378906
184191,7,1331201,72.48,312.17086352999996,19070,0.06067878007888794,0.00073,1328200,-415.2034912109375,-10.117958068847656,127.2278060913086
184282,7,1331853,71.5,289.42363809,19080,0.06229685619473457,0.00073,1328852,-415.22161865234375,4.94444465637207,150.2885284423828
184388,7,1332603,71.5,264.7204178,19090,0.05998746678233147,0.00073,1329602,-410.3082275390625,1.9513256549835205,141.91856384277344
184494,7,1333353,71.5,259.11185422999995,19100,0.061419252306222916,0.00073,1330352,-426.50244140625,2.6135478019714355,111.40737915039062
184596,7,1334083,71.97,254.07538647,19110,0.060004331171512604,0.00073,1331082,-402.82318115234375,7.970607757568359,138.04319763183594
184701,7,1334833,72.37,265.3106678,19120,0.060768354684114456,0.00073,1331832,-409.6838073730469,-4.043847560882568,108.27384185791016
184802,7,1335552,72.06,244.36213070999997,19130,0.060626085847616196,0.00073,1332551,-406.0086364746094,6.4802656173706055,163.8145751953125
184904,7,1336280,72.14,244.20372026999996,19140,0.06159801781177521,0.00073,1333279,-413.9939880371094,-8.39758014678955,129.69558715820312
185006,7,1337014,72.35,245.32607354,19150,0.063175730407238,0.00073,1334013,-410.3147277832031,0.6009174585342407,136.15562438964844
185092,7,1337630,71.54,236.26585457999994,19160,0.06282877922058105,0.00073,1334629,-427.22991943359375,1.3391326665878296,123.12455749511719
185195,7,1338365,71.64,237.16014168,19170,0.06095698103308678,0.00073,1335364,-414.55755615234375,9.87216567993164,119.33096313476562
185291,7,1339059,72.06,250.12517562000005,19180,0.06286881119012833,0.00073,1336058,-418.7330017089844,-2.922881603240967,128.75535583496094
185396,7,1339809,72.06,275.62921192,19190,0.062297627329826355,0.00073,1336808,-412.72894287109375,5.911558151245117,124.62220764160156
185499,7,1340547,71.94,263.07605864000004,19200,0.06155463680624962,0.00073,1337546,-427.3979797363281,-9.036544799804688,160.09933471679688
185602,7,1341297,72.14,272.27220341,19210,0.06157371774315834,0.00073,1338296,-423.8128662109375,1.7745592594146729,142.25035095214844
185707,7,1342047,72.14,276.22013447999996,19220,0.06390143930912018,0.00073,1339046,-419.9411315917969,6.14947509765625,133.87213134765625
185812,7,1342797,72.45,286.26245772000004,19230,0.06416387110948563,0.00073,1339796,-416.67425537109375,4.5890092849731445,124.315673828125
185917,7,1343547,72.67,293.25278467,19240,0.06373797357082367,0.00073,1340546,-421.2162780761719,-6.914816856384277,113.29498291015625
186016,7,1344268,72.54,292.65401425000005,19250,0.06354755908250809,0.00073,1341267,-424.1033020019531,-9.881622314453125,124.30258178710938
186122,7,1345018,73.88,314.07204439,19260,0.06451116502285004,0.00073,1342017,-433.68853759765625,-10.981895446777344,118.9621353149414
186223,7,1345739,73.74,321.86459481,19270,0.06740839779376984,0.00073,1342738,-411.6055908203125,3.9564099311828613,145.47764587402344
186317,7,1346409,73.5,317.32461963,19280,0.06475657969713211,0.00073,1343408,-424.042724609375,-4.328618049621582,111.7145767211914
186422,7,1347159,73.5,316.42570872,19290,0.06563551723957062,0.00073,1344158,-415.8586120605469,2.9109344482421875,142.947265625
186527,7,1347909,73.62,334.66342825,19300,0.06616178900003433,0.00073,1344908,-414.5552062988281,-8.404455184936523,109.28153991699219
186629,7,1348650,73.53,330.62025618000007,19310,0.061557747423648834,0.00073,1345649,-418.38323974609375,9.998583793640137,181.76190185546875
186731,7,1349383,73.36,319.22746686,19320,0.06439373642206192,0.00073,1346382,-420.11956787109375,1.5546815395355225,107.22346496582031
186831,7,1350092,72.95,308.31644317999996,19330,0.06425461918115616,0.00073,1347091,-426.9414367675781,1.129339337348938,115.81432342529297
186934,7,1350842,72.95,317.07951448,19340,0.06473614275455475,0.00073,1347841,-434.5466613769531,2.1867244243621826,122.36187744140625
187035,7,1351570,73.02,319.22640953999996,19350,0.0655427873134613,0.00073,1348569,-430.5900573730469,13.969707489013672,150.75071716308594
187132,7,1352262,72.44,305.1336165,19360,0.06321170926094055,0.00073,1349261,-430.376220703125,7.097344875335693,145.62200927734375
187236,7,1353006,72.67,304.58347134,19370,0.0659012570977211,0.00073,1350005,-442.940673828125,0.5815644264221191,134.55218505859375
187338,7,1353750,73.41,313.82949758999996,19380,0.06588041037321091,0.00073,1350749,-427.23529052734375,-2.4096839427948,269.0461730957031
187439,7,1354469,73.1,298.83092963,19390,0.06808772683143616,0.00073,1351468,-440.27764892578125,4.0258026123046875,201.17068481445312
187540,7,1355200,72.91,282.92065534,19400,0.06851126998662949,0.00073,1352199,-449.3189392089844,-2.5531868934631348,108.72946166992188
187635,7,1355874,72.24,273.08004177,19410,0.07091817259788513,0.00073,1352873,-441.13690185546875,-9.59698486328125,163.46189880371094
187736,7,1356590,72.07,282.09358878,19420,0.06971663981676102,0.00073,1353589,-445.5624694824219,3.5229687690734863,199.34933471679688
187836,7,1357303,72.11,273.62238322,19430,0.06748456507921219,0.00073,1354302,-437.33184814453125,5.583332061767578,171.47964477539062
187938,7,1358028,71.86,260.77211594,19440,0.06722410023212433,0.00073,1355027,-448.58697509765625,3.2328357696533203,175.57785034179688
188042,7,1358778,72.08,259.15644947,19450,0.06798699498176575,0.00073,1355777,-444.68524169921875,-2.1398167610168457,164.5756378173828
188132,7,1359426,71.64,256.22933198000004,19460,0.06735202670097351,0.00073,1356425,-442.0628356933594,2.150345802307129,135.3568878173828
188235,7,1360176,71.7,254.87533379000004,19470,0.06835665553808212,0.00073,1357175,-436.90289306640625,-2.6388540267944336,143.72052001953125
188337,7,1360890,71.4,248.49056167999998,19480,0.07280132919549942,0.00073,1357889,-443.2558898925781,-5.550566673278809,138.46885681152344
188434,7,1361585,71.16,250.1903018900001,19490,0.06838980317115784,0.00073,1358584,-444.8467102050781,-2.169585704803467,124.48695373535156
188534,7,1362300,71.0,256.50068349000003,19500,0.06881310790777206,0.00073,1359299,-446.830078125,3.884526491165161,156.81924438476562
188639,7,1363050,71.76,274.10738286,19510,0.06532839685678482,0.00073,1360049,-436.643798828125,-0.7138065695762634,169.1382598876953
188746,7,1363800,72.1,277.05185903,19520,0.06717851758003235,0.00073,1360799,-462.77288818359375,-3.419708728790283,129.64146423339844
188851,7,1364550,72.47,286.75099993,19530,0.06545472890138626,0.00073,1361549,-435.5027160644531,0.7225502133369446,128.57342529296875
188953,7,1365287,72.59,284.65580181,19540,0.06256843358278275,0.00073,1362286,-444.26788330078125,-3.89854097366333,202.67941284179688
189053,7,1366004,72.26,281.49345694,19550,0.06350291520357132,0.00073,1363003,-434.7048034667969,7.398205757141113,143.883544921875
189149,7,1366688,72.62,283.19398014999996,19560,0.06202898547053337,0.00073,1363687,-426.8818054199219,4.51695442199707,159.63973999023438
189244,7,1367371,71.95,278.83581011,19570,0.06185531243681908,0.00073,1364370,-420.62261962890625,9.080683708190918,139.20147705078125
189348,7,1368116,72.26,291.53444316,19580,0.06179407984018326,0.00073,1365115,-419.9648742675781,0.16260021924972534,128.1280975341797
189452,7,1368852,72.67,295.52765800000003,19590,0.06459815800189972,0.00073,1365851,-426.1315002441406,-2.620349168777466,111.39138793945312
189558,7,1369602,73.02,304.38709486999994,19600,0.06284633278846741,0.00073,1366601,-415.01953125,6.828566551208496,149.99990844726562
189663,7,1370352,73.02,305.66351269,19610,0.0629206970334053,0.00073,1367351,-436.3397216796875,3.704836130142212,156.77774047851562
189769,7,1371102,73.02,309.89544695,19620,0.06318283826112747,0.00073,1368101,-417.5108642578125,-5.50267219543457,133.83737182617188
189874,7,1371852,73.02,312.28550923999995,19630,0.06282934546470642,0.00073,1368851,-427.9989013671875,-1.1350804567337036,98.6679458618164
189978,7,1372602,73.15,328.67447903,19640,0.0629449114203453,0.00073,1369601,-424.66119384765625,4.134815216064453,124.5831527709961
