time/fps,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/episodes,rollout/ep_len_mean,train/ent_coef,train/n_updates,train/ent_coef_loss,train/actor_loss,train/learning_rate,train/critic_loss
7,773.8438986399998,101179,734136,7570,100.0,0.006162560079246759,731135,2.2392468452453613,-394.02252197265625,0.00073,0.26476672291755676
7,773.8191779299999,101323,735136,7580,100.0,0.005822660401463509,732135,7.281414031982422,-393.94921875,0.00073,0.2071988582611084
7,773.80298604,101470,736136,7590,100.0,0.006352253258228302,733135,0.12978816032409668,-393.8785400390625,0.00073,0.18487529456615448
7,773.41937313,101616,737136,7600,100.0,0.011349983513355255,734135,-6.18467903137207,-395.64971923828125,0.00073,0.628570020198822
7,772.52245836,101763,738136,7610,100.0,0.0076574222184717655,735135,1.8941245079040527,-395.7591247558594,0.00073,0.3729962706565857
7,773.19041266,101908,739136,7620,100.0,0.007160970009863377,736135,-10.692931175231934,-395.9029541015625,0.00073,0.39407724142074585
7,773.1793151899999,102056,740136,7630,100.0,0.006567779462784529,737135,-13.888175010681152,-396.4606018066406,0.00073,0.25555628538131714
7,774.0336726900001,102204,741136,7640,100.0,0.0069311088882386684,738135,4.273693561553955,-395.0614318847656,0.00073,0.2595904767513275
7,772.5067742299999,102351,742136,7650,100.0,0.0069957603700459,739135,-4.988957405090332,-395.46368408203125,0.00073,0.3502129316329956
7,772.1056891399998,102498,743136,7660,100.0,0.006862219888716936,740135,9.076343536376953,-396.23345947265625,0.00073,0.30651557445526123
7,772.10535942,102644,744136,7670,100.0,0.006934321951121092,741135,6.489916801452637,-396.02203369140625,0.00073,0.42535537481307983
7,772.05684119,102791,745136,7680,100.0,0.006469610147178173,742135,10.588052749633789,-396.41107177734375,0.00073,0.5876076817512512
7,771.9247740400001,102939,746136,7690,100.0,0.006102375220507383,743135,6.839234352111816,-395.598876953125,0.00073,0.2853303849697113
7,772.1866451399999,103086,747136,7700,100.0,0.005498609971255064,744135,-4.588735580444336,-395.36871337890625,0.00073,0.3785910904407501
7,772.96226455,103231,748136,7710,100.0,0.005413973703980446,745135,-9.749759674072266,-395.0977783203125,0.00073,0.3599255681037903
7,772.99070465,103376,749136,7720,100.0,0.005355539731681347,746135,-5.0595703125,-394.67681884765625,0.00073,0.23085081577301025
7,772.97780001,103522,750136,7730,100.0,0.0056496416218578815,747135,8.59414291381836,-393.99029541015625,0.00073,0.20791862905025482
7,772.94266754,103667,751136,7740,100.0,0.006262612994760275,748135,-7.665225028991699,-394.7665100097656,0.00073,0.23324286937713623
7,774.4814262699999,103812,752136,7750,100.0,0.006315250415354967,749135,-2.758195638656616,-394.8136901855469,0.00073,0.2337154895067215
7,774.92319304,103958,753136,7760,100.0,0.005356155335903168,750135,7.702868461608887,-394.4269104003906,0.00073,0.15986351668834686
7,774.8741836799999,104103,754136,7770,100.0,0.005206882953643799,751135,-4.476771354675293,-394.83148193359375,0.00073,0.18058107793331146
7,774.8802930300001,104250,755136,7780,100.0,0.0051959180273115635,752135,6.245296478271484,-393.380615234375,0.00073,0.2768194377422333
7,774.9673081800001,104397,756136,7790,100.0,0.005043335258960724,753135,-2.215031862258911,-393.4299621582031,0.00073,0.2053462713956833
7,774.1484548500001,104543,757136,7800,100.0,0.005482053849846125,754135,-7.138524055480957,-393.31890869140625,0.00073,0.3584388494491577
7,768.98430959,104689,758136,7810,100.0,0.005494686309248209,755135,-4.620513916015625,-395.0609130859375,0.00073,0.372965931892395
7,769.0088492600001,104835,759136,7820,100.0,0.005358165595680475,756135,-4.501370429992676,-394.1081848144531,0.00073,0.20029422640800476
7,769.1096224800001,104981,760136,7830,100.0,0.005522171501070261,757135,-0.39722156524658203,-394.1229553222656,0.00073,0.3209846615791321
7,769.15881048,105128,761136,7840,100.0,0.00524230906739831,758135,10.381848335266113,-394.612548828125,0.00073,0.2985481023788452
7,769.1736432299999,105277,762136,7850,100.0,0.005672813858836889,759135,-5.180562496185303,-395.0027160644531,0.00073,0.22032761573791504
7,768.9693969,105424,763136,7860,100.0,0.005734531674534082,760135,6.050069332122803,-395.6289978027344,0.00073,0.23560357093811035
7,768.95804041,105572,764136,7870,100.0,0.005371171049773693,761135,11.377716064453125,-395.2066345214844,0.00073,0.20094801485538483
7,768.93030535,105722,765136,7880,100.0,0.005115528590977192,762135,-3.489351511001587,-394.5777893066406,0.00073,0.2970428466796875
7,768.91153403,105869,766136,7890,100.0,0.00512060709297657,763135,8.964826583862305,-394.4833984375,0.00073,0.2818039357662201
7,769.76292252,106019,767136,7900,100.0,0.00482130516320467,764135,-4.000905513763428,-394.4085693359375,0.00073,0.2645147442817688
7,774.93485341,106169,768136,7910,100.0,0.004838400986045599,765135,26.86544418334961,-394.21600341796875,0.00073,0.26589372754096985
7,774.9582789500001,106316,769136,7920,100.0,0.004869756754487753,766135,-4.965600490570068,-394.5943603515625,0.00073,0.22680705785751343
7,774.90164703,106463,770136,7930,100.0,0.004928106442093849,767135,-4.424229145050049,-393.7874755859375,0.00073,0.25766462087631226
7,774.88136415,106611,771136,7940,100.0,0.005016640294343233,768135,-11.278387069702148,-394.4878845214844,0.00073,0.1302516758441925
7,775.0029510900001,106762,772136,7950,100.0,0.005329692270606756,769135,3.3001017570495605,-394.1806945800781,0.00073,0.17697736620903015
7,775.08399899,106910,773136,7960,100.0,0.005074615590274334,770135,3.348039388656616,-394.3027038574219,0.00073,0.28257453441619873
7,775.12531211,107057,774136,7970,100.0,0.005151445511728525,771135,-0.8583114147186279,-394.901123046875,0.00073,0.25735294818878174
7,773.4745044799998,107205,775136,7980,100.0,0.006231044419109821,772135,-9.47848892211914,-395.7180480957031,0.00073,0.26034650206565857
7,772.2312836,107361,776136,7990,100.0,0.006141784600913525,773135,3.451864242553711,-396.461669921875,0.00073,0.252108633518219
7,771.8081507600001,107517,777136,8000,100.0,0.01019220519810915,774135,13.453569412231445,-399.95330810546875,0.00073,0.40946221351623535
7,767.1846557100001,107671,778136,8010,100.0,0.010628449730575085,775135,6.6737565994262695,-404.41375732421875,0.00073,0.4931214451789856
7,767.1213256899999,107820,779136,8020,100.0,0.009373833425343037,776135,-4.278782367706299,-406.75677490234375,0.00073,0.38234537839889526
7,766.8038181799998,107967,780136,8030,100.0,0.0072294133715331554,777135,1.5089408159255981,-404.3227844238281,0.00073,0.21684753894805908
7,766.4751314,108114,781136,8040,100.0,0.006009866949170828,778135,-0.9236131906509399,-402.0205993652344,0.00073,0.31085512042045593
7,766.54142637,108263,782136,8050,100.0,0.005640895571559668,779135,-13.250600814819336,-400.4835510253906,0.00073,0.5774630308151245
7,739.56993697,108412,783136,8060,100.0,0.02076759748160839,780135,23.766399383544922,-451.89990234375,0.00073,4.398000717163086
7,739.49023875,108560,784136,8070,100.0,0.021147852763533592,781135,-15.63438606262207,-452.1688232421875,0.00073,1.703082799911499
7,741.19071732,108707,785136,8080,100.0,0.013964585959911346,782135,-19.67930793762207,-439.27069091796875,0.00073,0.634280800819397
7,742.3171959100001,108855,786136,8090,100.0,0.009114776737987995,783135,-14.415826797485352,-426.0048828125,0.00073,0.2799190878868103
7,742.77764217,109001,787136,8100,100.0,0.007291758898645639,784135,4.028327465057373,-416.47479248046875,0.00073,0.2589684724807739
7,747.4353031899998,109149,788136,8110,100.0,0.006582700647413731,785135,-12.478154182434082,-409.82830810546875,0.00073,0.5582977533340454
7,741.9127724900001,109296,789136,8120,100.0,0.006593526341021061,786135,5.322314262390137,-405.4139404296875,0.00073,0.36469900608062744
7,741.7653414800001,109443,790136,8130,100.0,0.006914926692843437,787135,7.980515480041504,-402.1949462890625,0.00073,0.3573325276374817
7,736.13191666,109590,791136,8140,100.0,0.007593000307679176,788135,0.15593945980072021,-402.1268310546875,0.00073,0.3394359350204468
7,730.8388977999999,109738,792136,8150,100.0,0.006904788315296173,789135,-12.12176513671875,-401.8355712890625,0.00073,0.33450499176979065
7,757.8380437,109888,793136,8160,100.0,0.006447996478527784,790135,10.218198776245117,-400.4516296386719,0.00073,0.31820231676101685
7,757.8540465099998,110036,794136,8170,100.0,0.005967318546026945,791135,19.133563995361328,-399.41973876953125,0.00073,0.28381913900375366
7,757.8187730999999,110185,795136,8180,100.0,0.006201846990734339,792135,-0.10075855255126953,-398.5059814453125,0.00073,0.2692807912826538
7,757.8803549899998,110333,796136,8190,100.0,0.00622590072453022,793135,10.126872062683105,-399.1639709472656,0.00073,0.6352306604385376
7,757.87913265,110481,797136,8200,100.0,0.005949215032160282,794135,4.432031631469727,-397.10430908203125,0.00073,0.38625568151474
7,757.8598176499999,110627,798136,8210,100.0,0.00614433316513896,795135,-8.073905944824219,-397.0281982421875,0.00073,0.2894592881202698
7,763.4636814099999,110774,799136,8220,100.0,0.0058793858624994755,796135,-1.0505378246307373,-397.1395263671875,0.00073,0.2891837954521179
7,764.0128975700001,110923,800136,8230,100.0,0.005691077560186386,797135,-0.40018951892852783,-397.3675537109375,0.00073,0.3653690814971924
7,769.97777257,111069,801136,8240,100.0,0.0054473658092319965,798135,1.9290027618408203,-397.029296875,0.00073,0.22465780377388
7,775.2434469,111217,802136,8250,100.0,0.005306352395564318,799135,5.821358680725098,-396.12445068359375,0.00073,0.15355715155601501
7,775.2966316200001,111364,803136,8260,100.0,0.005001401994377375,800135,-0.5792036056518555,-395.6274108886719,0.00073,0.19776523113250732
7,775.36236049,111514,804136,8270,100.0,0.006059143226593733,801135,13.125228881835938,-396.13153076171875,0.00073,0.25968027114868164
7,775.45589154,111661,805136,8280,100.0,0.005032445769757032,802135,-3.5082201957702637,-396.01556396484375,0.00073,0.1645285040140152
7,775.5599726100002,111809,806136,8290,100.0,0.005181676242500544,803135,4.120551586151123,-395.67108154296875,0.00073,0.36209237575531006
7,775.5378185800001,111955,807136,8300,100.0,0.0051417103968560696,804135,11.926424980163574,-395.4670104980469,0.00073,0.22842147946357727
7,775.52355379,112101,808136,8310,100.0,0.004873282741755247,805135,-8.509476661682129,-395.95953369140625,0.00073,0.25052410364151
7,775.4887420700001,112250,809136,8320,100.0,0.004786359146237373,806135,-16.588335037231445,-395.22747802734375,0.00073,0.4331982135772705
7,766.5803145499998,112396,810136,8330,100.0,0.005447023082524538,807135,4.683623313903809,-395.7575988769531,0.00073,0.20692241191864014
7,763.5695257999998,112542,811136,8340,100.0,0.005686547607183456,808135,-6.050731182098389,-396.0690002441406,0.00073,0.21527454257011414
7,762.1993084000001,112687,812136,8350,100.0,0.005487038288265467,809135,6.422303199768066,-397.00970458984375,0.00073,0.3593713045120239
7,762.14437268,112834,813136,8360,100.0,0.005283727310597897,810135,-10.02956771850586,-396.63275146484375,0.00073,0.17130543291568756
7,762.1481143899999,112983,814136,8370,100.0,0.005026153288781643,811135,10.254073143005371,-396.1812744140625,0.00073,0.3099657893180847
7,762.0783313100001,113131,815136,8380,100.0,0.004624256864190102,812135,2.0627827644348145,-395.3643798828125,0.00073,0.28147682547569275
7,762.0283867899999,113280,816136,8390,100.0,0.0045736986212432384,813135,8.982654571533203,-395.5875244140625,0.00073,0.21924245357513428
7,762.0017786299999,113427,817136,8400,100.0,0.004892122931778431,814135,0.5038304328918457,-395.96722412109375,0.00073,0.14491654932498932
7,761.2140179200001,113576,818136,8410,100.0,0.004674344323575497,815135,12.434883117675781,-396.10302734375,0.00073,0.23765453696250916
7,760.9202747399999,113725,819136,8420,100.0,0.004753550048917532,816135,8.914541244506836,-395.70654296875,0.00073,0.17639899253845215
7,769.7896677299999,113874,820136,8430,100.0,0.004998219199478626,817135,9.973467826843262,-395.1459655761719,0.00073,0.18896615505218506
7,772.0753463399998,114022,821136,8440,100.0,0.00459141144528985,818135,-2.742856979370117,-395.91729736328125,0.00073,0.19233256578445435
7,773.29393206,114168,822136,8450,100.0,0.004604816436767578,819135,-10.675531387329102,-396.1413879394531,0.00073,0.20299725234508514
7,773.3662966,114315,823136,8460,100.0,0.004457734525203705,820135,8.920492172241211,-395.623779296875,0.00073,0.1634415090084076
7,772.70222274,114460,824136,8470,100.0,0.004931635223329067,821135,1.8360910415649414,-395.3484191894531,0.00073,0.15928258001804352
7,771.92777589,114606,825136,8480,100.0,0.005308716092258692,822135,15.980670928955078,-395.0675964355469,0.00073,0.21574068069458008
7,771.7193510999999,114753,826136,8490,100.0,0.005943748168647289,823135,-14.454170227050781,-396.680419921875,0.00073,0.1893860548734665
7,766.07582314,114900,827136,8500,100.0,0.005788864102214575,824135,-2.3149218559265137,-397.2303161621094,0.00073,0.20106789469718933
7,766.16379695,115047,828136,8510,100.0,0.0054556322284042835,825135,-5.355724334716797,-397.1982421875,0.00073,0.3186301589012146
7,766.4711734299999,115192,829136,8520,100.0,0.0050114355981349945,826135,1.4190492630004883,-396.4158935546875,0.00073,0.41428738832473755
7,766.5110910999999,115337,830136,8530,100.0,0.0054304408840835094,827135,8.773675918579102,-396.7140197753906,0.00073,0.233735129237175
7,766.38188564,115482,831136,8540,100.0,0.005542341154068708,828135,3.398578643798828,-396.39996337890625,0.00073,0.42627397179603577
7,766.4122670499997,115629,832136,8550,100.0,0.004560197237879038,829135,-6.147340297698975,-397.0767822265625,0.00073,0.18282988667488098
7,766.25495783,115774,833136,8560,100.0,0.004771847743541002,830135,-6.025531768798828,-396.909423828125,0.00073,0.16294103860855103
7,766.9755719199999,115919,834136,8570,100.0,0.004738726187497377,831135,-2.424679756164551,-396.8593444824219,0.00073,0.152927428483963
7,766.34401081,116064,835136,8580,100.0,0.005068458616733551,832135,7.958922386169434,-396.37469482421875,0.00073,0.34540387988090515
7,764.6335199700001,116208,836136,8590,100.0,0.00501804007217288,833135,-2.6767992973327637,-395.7908935546875,0.00073,0.4252191185951233
7,770.24789629,116348,837136,8600,100.0,0.004786188248544931,834135,7.080475807189941,-396.2221374511719,0.00073,0.2585031986236572
7,770.98533287,116490,838136,8610,100.0,0.004578007850795984,835135,-10.172521591186523,-396.2616271972656,0.00073,0.12774871289730072
7,771.0030756900001,116631,839136,8620,100.0,0.004504460841417313,836135,-2.019969940185547,-396.314697265625,0.00073,0.15702813863754272
7,770.8045843900001,116777,840136,8630,100.0,0.004564262926578522,837135,3.1353752613067627,-395.4336853027344,0.00073,0.17968446016311646
7,771.57376495,116918,841136,8640,100.0,0.0044183204881846905,838135,10.70359992980957,-395.5256652832031,0.00073,0.2415645271539688
7,771.6738586000001,117057,842136,8650,100.0,0.004728582687675953,839135,-4.047236442565918,-395.83831787109375,0.00073,0.16865618526935577
7,771.7847067300002,117196,843136,8660,100.0,0.004541012924164534,840135,-1.5821623802185059,-396.4491271972656,0.00073,0.16044487059116364
7,771.7170989099999,117335,844136,8670,100.0,0.004199636168777943,841135,-9.151373863220215,-396.364990234375,0.00073,0.32469087839126587
7,773.1229390700001,117476,845136,8680,100.0,0.004181911237537861,842135,-7.718846321105957,-395.8418884277344,0.00073,0.09886042773723602
7,774.39241723,117615,846136,8690,100.0,0.004454384092241526,843135,-0.7042455673217773,-395.58209228515625,0.00073,0.16443240642547607
7,774.4401948399999,117754,847136,8700,100.0,0.004565124865621328,844135,8.216211318969727,-396.01373291015625,0.00073,0.3111671805381775
7,774.28999075,117895,848136,8710,100.0,0.004474223591387272,845135,-13.52035140991211,-395.4660339355469,0.00073,0.15945199131965637
7,774.3275968099999,118034,849136,8720,100.0,0.004552722908556461,846135,19.459253311157227,-395.43695068359375,0.00073,0.1671900451183319
7,774.52188195,118177,850136,8730,100.0,0.004367705434560776,847135,-3.6335206031799316,-395.66571044921875,0.00073,0.10911597311496735
7,774.6375877399998,118317,851136,8740,100.0,0.004386123735457659,848135,-7.702239036560059,-395.9595642089844,0.00073,0.1465383768081665
7,773.3280369299999,118457,852136,8750,100.0,0.004470199812203646,849135,-0.6542422771453857,-395.45208740234375,0.00073,0.16797661781311035
7,773.39907979,118595,853136,8760,100.0,0.004223534371703863,850135,3.373079538345337,-395.19195556640625,0.00073,0.15509167313575745
7,773.44471134,118734,854136,8770,100.0,0.004370722454041243,851135,-18.676979064941406,-395.1466979980469,0.00073,0.15535183250904083
7,773.4905276999999,118873,855136,8780,100.0,0.004587115719914436,852135,-3.9896373748779297,-395.1632995605469,0.00073,0.23357166349887848
7,774.1708473499999,119016,856136,8790,100.0,0.0052644056268036366,853135,16.33460807800293,-395.7962341308594,0.00073,0.3106279969215393
7,756.6904284999999,119152,857136,8800,100.0,0.008493168279528618,854135,-8.14346694946289,-399.0107727050781,0.00073,0.5244507193565369
7,753.0650930699999,119288,858136,8810,100.0,0.006693856790661812,855135,-15.609542846679688,-399.2728576660156,0.00073,0.23323406279087067
7,752.8916622099999,119424,859136,8820,100.0,0.005545762367546558,856135,-6.585781097412109,-398.7086486816406,0.00073,0.25380975008010864
7,752.8319366799999,119562,860136,8830,100.0,0.005195194389671087,857135,5.503649711608887,-397.6095886230469,0.00073,0.14204536378383636
7,752.86123988,119701,861136,8840,100.0,0.004801253788173199,858135,-6.654933929443359,-397.5890197753906,0.00073,0.20449334383010864
7,754.2390423500001,119838,862136,8850,100.0,0.0044501591473817825,859135,5.570887088775635,-396.95635986328125,0.00073,0.1456241011619568
7,754.2627407300002,119976,863136,8860,100.0,0.00423783715814352,860135,0.5757607221603394,-396.2171325683594,0.00073,0.1655844748020172
7,754.23343747,120114,864136,8870,100.0,0.004466880112886429,861135,12.58603286743164,-396.11431884765625,0.00073,0.2808382511138916
7,754.1610319899999,120251,865136,8880,100.0,0.0042389389127492905,862135,8.290023803710938,-395.8013610839844,0.00073,0.1880953311920166
7,754.1674245800002,120395,866136,8890,100.0,0.004112548194825649,863135,14.388322830200195,-395.86175537109375,0.00073,0.13938647508621216
7,771.68651893,120532,867136,8900,100.0,0.004407910164445639,864135,-1.2647221088409424,-395.4561767578125,0.00073,0.22619333863258362
7,775.4359474099999,120669,868136,8910,100.0,0.004354976117610931,865135,9.066375732421875,-395.1241455078125,0.00073,0.23404249548912048
7,775.5156018600001,120806,869136,8920,100.0,0.004212779458612204,866135,-14.824548721313477,-395.43035888671875,0.00073,0.13639214634895325
7,775.5081564399999,120945,870136,8930,100.0,0.00413494324311614,867135,6.302289962768555,-395.0415954589844,0.00073,0.18353790044784546
7,775.45500522,121086,871136,8940,100.0,0.00442919647321105,868135,7.220868110656738,-395.3507080078125,0.00073,0.2054852396249771
7,775.36260538,121226,872136,8950,100.0,0.004489099606871605,869135,-3.7265377044677734,-395.69671630859375,0.00073,0.22635570168495178
7,771.46810048,121367,873136,8960,100.0,0.004849089775234461,870135,-0.8743239045143127,-395.661376953125,0.00073,0.20510481297969818
7,768.3932381899999,121506,874136,8970,100.0,0.004654784221202135,871135,0.9818732738494873,-396.1270751953125,0.00073,0.17372138798236847
7,768.3253697800002,121645,875136,8980,100.0,0.004355790093541145,872135,5.535487174987793,-395.6456298828125,0.00073,0.17890667915344238
7,768.33167742,121786,876136,8990,100.0,0.0040495614521205425,873135,-6.298778533935547,-396.4051513671875,0.00073,0.14815539121627808
7,768.3404041699999,121927,877136,9000,100.0,0.003831224050372839,874135,18.553539276123047,-395.6315612792969,0.00073,0.2534787654876709
7,768.38282101,122067,878136,9010,100.0,0.004044109955430031,875135,-6.361680030822754,-395.8760986328125,0.00073,0.2759022116661072
7,767.93527369,122208,879136,9020,100.0,0.0041555133648216724,876135,2.0597286224365234,-395.88421630859375,0.00073,0.1850735992193222
7,767.8940296900001,122350,880136,9030,100.0,0.004334079567342997,877135,3.6348414421081543,-396.1510925292969,0.00073,0.19653360545635223
7,766.8294235500001,122491,881136,9040,100.0,0.0043151224963366985,878135,-6.196465492248535,-396.0124206542969,0.00073,0.15138453245162964
7,766.29356987,122631,882136,9050,100.0,0.004202721640467644,879135,-10.880497932434082,-396.0507507324219,0.00073,0.16230285167694092
7,770.10944386,122771,883136,9060,100.0,0.004079057835042477,880135,-4.157925605773926,-395.764404296875,0.00073,0.12392835319042206
7,773.2122070299998,122912,884136,9070,100.0,0.0039457217790186405,881135,7.8151021003723145,-395.22894287109375,0.00073,0.199202299118042
7,773.2350347600001,123052,885136,9080,100.0,0.004172272980213165,882135,-0.1347196102142334,-395.2884826660156,0.00073,0.2756838798522949
7,772.46616404,123192,886136,9090,100.0,0.004144008737057447,883135,-3.7227468490600586,-395.27398681640625,0.00073,0.158216655254364
7,772.3059682499998,123333,887136,9100,100.0,0.0040246532298624516,884135,0.7380034923553467,-395.8038330078125,0.00073,0.14916199445724487
7,772.2662129099999,123472,888136,9110,100.0,0.003993373364210129,885135,6.877017974853516,-394.8805236816406,0.00073,0.17022386193275452
7,772.72006892,123613,889136,9120,100.0,0.0040874420665204525,886135,0.10645031929016113,-395.9278564453125,0.00073,0.20818719267845154
7,772.7697735400002,123751,890136,9130,100.0,0.004506529774516821,887135,-3.0697736740112305,-394.9991760253906,0.00073,0.1797129511833191
7,773.6051094799998,123892,891136,9140,100.0,0.004570838063955307,888135,11.445699691772461,-395.69903564453125,0.00073,0.15893815457820892
7,772.8275741100001,124033,892136,9150,100.0,0.0050040665082633495,889135,13.1732816696167,-396.03765869140625,0.00073,0.18371997773647308
7,770.9793225100002,124173,893136,9160,100.0,0.004610230214893818,890135,5.644889831542969,-395.7779541015625,0.00073,0.3457232117652893
7,769.5054088100001,124311,894136,9170,100.0,0.006961973384022713,891135,43.59892272949219,-396.7524719238281,0.00073,0.38097092509269714
7,757.62268228,124450,895136,9180,100.0,0.018934886902570724,892135,-7.862573623657227,-418.84075927734375,0.00073,1.4952576160430908
7,751.1499216799999,124590,896136,9190,100.0,0.014762243255972862,893135,-10.92928695678711,-424.00726318359375,0.00073,0.93461674451828
7,750.5117425599998,124730,897136,9200,100.0,0.010472411289811134,894135,-3.2633886337280273,-419.45355224609375,0.00073,0.48942887783050537
7,750.4745240799999,124868,898136,9210,100.0,0.007791394833475351,895135,-13.26235580444336,-415.54534912109375,0.00073,0.44320160150527954
7,750.4187488699998,125007,899136,9220,100.0,0.00666297972202301,896135,-5.591912269592285,-410.7812194824219,0.00073,0.3516799509525299
7,750.44349512,125147,900136,9230,100.0,0.005699765402823687,897135,-0.3624776601791382,-406.10919189453125,0.00073,0.19415496289730072
7,750.6453581999999,125285,901136,9240,100.0,0.0053027658723294735,898135,-2.116905689239502,-403.95806884765625,0.00073,0.2619475722312927
7,752.0150667300001,125424,902136,9250,100.0,0.004769297316670418,899135,-10.833995819091797,-401.18878173828125,0.00073,0.1358056217432022
7,753.8434542099999,125563,903136,9260,100.0,0.004881306551396847,900135,3.2497949600219727,-400.38287353515625,0.00073,0.23079219460487366
7,755.2824735999998,125703,904136,9270,100.0,0.004632051568478346,901135,6.860191345214844,-399.0185852050781,0.00073,0.20217134058475494
7,767.2551627199999,125843,905136,9280,100.0,0.0043441434390842915,902135,10.414241790771484,-398.2396240234375,0.00073,0.237256720662117
7,774.2679784699999,125982,906136,9290,100.0,0.005135839339345694,903135,11.013330459594727,-397.91363525390625,0.00073,0.2657248079776764
7,770.1858393399999,126121,907136,9300,100.0,0.005483721848577261,904135,-1.460989236831665,-398.0247802734375,0.00073,0.190273255109787
7,767.0868122600001,126260,908136,9310,100.0,0.005197459366172552,905135,-6.61181640625,-398.24688720703125,0.00073,0.2444605976343155
7,767.1549828,126400,909136,9320,100.0,0.005018736235797405,906135,0.5057845115661621,-396.9580383300781,0.00073,0.5268666744232178
7,761.4903787899999,126540,910136,9330,100.0,0.004940209444612265,907135,-9.651117324829102,-397.5229797363281,0.00073,0.19390986859798431
7,761.4872837200002,126680,911136,9340,100.0,0.004660001024603844,908135,-6.503843307495117,-397.2915344238281,0.00073,0.34722015261650085
7,761.4990743299999,126819,912136,9350,100.0,0.0047067259438335896,909135,-9.820549011230469,-396.57745361328125,0.00073,0.33574196696281433
7,735.2204449500001,126957,913136,9360,100.0,0.013726946897804737,910135,124.24656677246094,-441.7669372558594,0.00073,3.2215938568115234
7,719.7639143600002,127094,914136,9370,100.0,0.018975574523210526,911135,11.736133575439453,-460.0588073730469,0.00073,1.6832783222198486
7,719.3534844800001,127233,915136,9380,100.0,0.015939733013510704,912135,-22.786989212036133,-447.5284423828125,0.00073,0.5942279100418091
7,719.50964574,127370,916136,9390,100.0,0.010835958644747734,913135,-25.75716781616211,-431.59466552734375,0.00073,0.5387876033782959
7,724.3699952800001,127508,917136,9400,100.0,0.00736952293664217,914135,-19.791284561157227,-421.2525939941406,0.00073,0.2461281716823578
7,727.4478761500002,127647,918136,9410,100.0,0.006093006581068039,915135,-4.940672397613525,-412.7919006347656,0.00073,0.4111019968986511
7,726.74674424,127788,919136,9420,100.0,0.005566427018493414,916135,-3.363147735595703,-407.785888671875,0.00073,0.2978271245956421
7,732.38425288,127926,920136,9430,100.0,0.005417232867330313,917135,0.1373140811920166,-404.140869140625,0.00073,0.3563736081123352
7,732.4326757999999,128064,921136,9440,100.0,0.005475869867950678,918135,-10.359654426574707,-402.1363220214844,0.00073,0.14416512846946716
7,732.38420165,128203,922136,9450,100.0,0.005251370836049318,919135,10.085366249084473,-399.3115539550781,0.00073,0.4172687530517578
7,751.25310609,128341,923136,9460,100.0,0.0054257274605333805,920135,-9.379255294799805,-399.09844970703125,0.00073,0.23851890861988068
7,766.6569983600001,128479,924136,9470,100.0,0.005087992642074823,921135,-0.7796168327331543,-399.5175476074219,0.00073,0.29059815406799316
7,767.0044167699999,128618,925136,9480,100.0,0.0052914246916770935,922135,17.96542739868164,-398.6016845703125,0.00073,0.2041313797235489
7,766.9898810200002,128758,926136,9490,100.0,0.004979998338967562,923135,7.951418876647949,-397.9502258300781,0.00073,0.3588200807571411
7,766.99276753,128897,927136,9500,100.0,0.004717058967798948,924135,-9.377472877502441,-397.96710205078125,0.00073,0.15779317915439606
7,767.0805212500001,129037,928136,9510,100.0,0.004967741202563047,925135,18.169864654541016,-396.5229187011719,0.00073,0.20207050442695618
7,767.7819559399999,129178,929136,9520,100.0,0.0048949019983410835,926135,8.354931831359863,-397.38116455078125,0.00073,0.18761420249938965
7,767.1671565100002,129320,930136,9530,100.0,0.005293145775794983,927135,0.608515739440918,-397.3370361328125,0.00073,0.20966187119483948
7,766.4286866499999,129460,931136,9540,100.0,0.0047845360822975636,928135,2.153705358505249,-397.0977478027344,0.00073,0.17044657468795776
7,766.38794427,129602,932136,9550,100.0,0.004482152406126261,929135,7.431370735168457,-397.11663818359375,0.00073,0.18910619616508484
7,773.8218850600001,129744,933136,9560,100.0,0.004360029473900795,930135,14.029509544372559,-397.07598876953125,0.00073,0.1699647456407547
7,773.9184582100002,129883,934136,9570,100.0,0.004095294512808323,931135,7.614985942840576,-396.3106384277344,0.00073,0.21569451689720154
7,774.0123914800001,130024,935136,9580,100.0,0.004222861956804991,932135,4.899901390075684,-396.24969482421875,0.00073,0.10243847966194153
7,773.0606110399998,130166,936136,9590,100.0,0.0046517313458025455,933135,-4.266066551208496,-396.73236083984375,0.00073,0.2058257758617401
7,772.8998765299999,130307,937136,9600,100.0,0.0046136146411299706,934135,17.74187469482422,-396.3973693847656,0.00073,0.22662422060966492
7,772.8302867100001,130450,938136,9610,100.0,0.004602143075317144,935135,-4.273093223571777,-397.1534423828125,0.00073,0.21074800193309784
7,772.8014272399997,130595,939136,9620,100.0,0.004475845489650965,936135,2.3188414573669434,-396.8533935546875,0.00073,0.16539743542671204
7,773.4518870600001,130735,940136,9630,100.0,0.004490240477025509,937135,1.8560559749603271,-396.5944519042969,0.00073,0.20426489412784576
7,774.1501811699999,130873,941136,9640,100.0,0.004193111322820187,938135,2.5503530502319336,-396.54217529296875,0.00073,0.1587526500225067
7,774.2232314199999,131012,942136,9650,100.0,0.004253596067428589,939135,0.9503990411758423,-396.5544128417969,0.00073,0.34396427869796753
7,774.26290732,131150,943136,9660,100.0,0.004074054304510355,940135,-5.858101844787598,-396.42889404296875,0.00073,0.16523441672325134
