time/time_elapsed,time/fps,rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,time/total_timesteps,train/ent_coef,train/ent_coef_loss,train/n_updates,train/actor_loss,train/critic_loss,train/learning_rate
22953,7,354.15519265999995,1730,100.0,173000,0.01917998120188713,-1.6492195129394531,169999,-123.14694213867188,1.0844054222106934,0.00073
23091,7,364.02411085,1740,100.0,174000,0.020557409152388573,-3.9257454872131348,170999,-116.8602066040039,1.2033486366271973,0.00073
23227,7,377.9962431400001,1750,100.0,175000,0.02084355801343918,-5.800112724304199,171999,-123.27084350585938,1.1245663166046143,0.00073
23366,7,399.33027798,1760,100.0,176000,0.021814804524183273,3.7453033924102783,172999,-135.39353942871094,1.4649996757507324,0.00073
23504,7,418.41143988,1770,100.0,177000,0.02340010739862919,-5.746342182159424,173999,-140.3455047607422,1.6244726181030273,0.00073
23641,7,446.1936407099999,1780,100.0,178000,0.02478034980595112,1.9916884899139404,174999,-156.2382049560547,1.6180446147918701,0.00073
23779,7,474.35730855,1790,100.0,179000,0.02523978054523468,-4.021322250366211,175999,-153.92404174804688,2.0468602180480957,0.00073
23917,7,500.08151692,1800,100.0,180000,0.026463085785508156,2.1406331062316895,176999,-166.95416259765625,2.0563302040100098,0.00073
24054,7,521.45961908,1810,100.0,181000,0.02686230279505253,-1.997013807296753,177999,-170.4655303955078,1.8837780952453613,0.00073
24192,7,542.6909914,1820,100.0,182000,0.027819331735372543,3.2563130855560303,178999,-185.39187622070312,2.190798759460449,0.00073
24329,7,564.91036775,1830,100.0,183000,0.028764931485056877,-1.5508373975753784,179999,-185.37840270996094,2.6417856216430664,0.00073
24467,7,583.57624651,1840,100.0,184000,0.02868768945336342,5.504835605621338,180999,-191.8105926513672,2.7071917057037354,0.00073
24605,7,601.91062893,1850,100.0,185000,0.030947763472795486,-2.64636492729187,181999,-198.2143096923828,6.223427772521973,0.00073
24742,7,614.36120943,1860,100.0,186000,0.03302140533924103,7.766056537628174,182999,-206.73912048339844,6.889693260192871,0.00073
