rollout/ep_len_mean,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/episodes,time/time_elapsed,train/critic_loss,train/actor_loss,train/learning_rate,train/n_updates,train/ent_coef_loss,train/ent_coef
14.13,7,983311,-2.67864057,62090,139589,0.005085339769721031,1.976568579673767,0.00073,980310,15.695966720581055,0.0003538999008014798
14.14,7,983451,-2.67590249,62100,139609,0.003397837281227112,2.0257043838500977,0.00073,980450,-9.928963661193848,0.00035024480894207954
14.2,7,983598,-2.7041220999999998,62110,139629,0.00342158367857337,1.9448511600494385,0.00073,980597,-3.774808883666992,0.0003406633622944355
14.19,7,983739,-2.7013916499999997,62120,139649,0.003775685792788863,1.9407494068145752,0.00073,980738,5.778580665588379,0.00034747476456686854
14.2,7,983881,-2.7096248299999997,62130,139668,0.0040932344272732735,1.9585909843444824,0.00073,980880,-12.823747634887695,0.00033630523830652237
14.2,7,984021,-2.7221653299999997,62140,139688,0.004215305671095848,1.9361945390701294,0.00073,981020,6.484050750732422,0.0003323061973787844
14.17,7,984163,-2.7010434500000002,62150,139708,0.00388950202614069,2.010071039199829,0.00073,981162,-4.504003524780273,0.00033044544397853315
14.19,7,984305,-2.7149162799999997,62160,139727,0.003741462714970112,2.0437724590301514,0.00073,981304,39.09877014160156,0.0003201827930752188
14.18,7,984447,-2.7049816399999993,62170,139747,0.0037759272381663322,2.029686212539673,0.00073,981446,-6.435534477233887,0.0003190254792571068
14.18,7,984588,-2.69815566,62180,139766,0.003924698568880558,2.0649240016937256,0.00073,981587,13.416423797607422,0.0003166019741911441
14.18,7,984729,-2.6975589900000005,62190,139786,0.0038818928878754377,2.035280704498291,0.00073,981728,28.67551612854004,0.000323621672578156
14.23,7,984874,-2.71323948,62200,139806,0.004928075708448887,1.9951632022857666,0.00073,981873,9.37681770324707,0.0003337397938594222
14.19,7,985017,-2.68906769,62210,139826,0.00453517772257328,1.9345329999923706,0.00073,982016,-26.382951736450195,0.0003375627566128969
14.21,7,985160,-2.683403490000001,62220,139846,0.0037365700118243694,1.9217445850372314,0.00073,982159,-14.412627220153809,0.0003441491862758994
14.19,7,985300,-2.6766476,62230,139866,0.002913976088166237,2.0126521587371826,0.00073,982299,-15.171248435974121,0.00033535162219777703
14.21,7,985442,-2.68560814,62240,139886,0.0030849927570670843,1.9682116508483887,0.00073,982441,-14.064138412475586,0.0003368033794686198
14.22,7,985585,-2.68571899,62250,139906,0.004961615428328514,1.9074243307113647,0.00073,982584,-2.1160995960235596,0.000343883439199999
14.24,7,985729,-2.69583567,62260,139927,0.0036081145517528057,1.979150414466858,0.00073,982728,1.6239783763885498,0.00034599914215505123
14.26,7,985873,-2.69296755,62270,139947,0.0037361476570367813,2.0602381229400635,0.00073,982872,28.050966262817383,0.000332284631440416
14.27,7,986015,-2.6860980400000005,62280,139967,0.0031462484039366245,1.9839560985565186,0.00073,983014,-12.7565336227417,0.00032768226810730994
14.31,7,986160,-2.69635039,62290,139988,0.003351673949509859,1.9697645902633667,0.00073,983159,-5.045987606048584,0.00031497603049501777
14.29,7,986303,-2.68983978,62300,140008,0.003211847273632884,1.9927555322647095,0.00073,983302,3.130016326904297,0.00032611010828986764
14.3,7,986447,-2.69584614,62310,140028,0.0028190750163048506,1.9718178510665894,0.00073,983446,-20.15918731689453,0.00033425199217163026
14.28,7,986588,-2.6877362799999998,62320,140048,0.003698280081152916,2.0304319858551025,0.00073,983587,11.557731628417969,0.00033832978806458414
14.31,7,986731,-2.6934335200000006,62330,140068,0.004923582077026367,2.024507761001587,0.00073,983730,11.363622665405273,0.0003322437696624547
14.32,7,986874,-2.6862043399999997,62340,140088,0.004652067087590694,1.9730974435806274,0.00073,983873,-11.272871017456055,0.000329851929564029
14.32,7,987017,-2.67524053,62350,140109,0.004372642375528812,1.980210781097412,0.00073,984016,16.88455581665039,0.00033464719308540225
14.33,7,987162,-2.6676332500000006,62360,140129,0.0029923883266747,1.9513291120529175,0.00073,984161,8.371896743774414,0.00033364465343765914
14.32,7,987305,-2.6636787700000006,62370,140150,0.00321762403473258,2.026242971420288,0.00073,984304,11.05964469909668,0.0003431342192925513
14.32,7,987447,-2.6773201800000006,62380,140170,0.004092651419341564,2.035402297973633,0.00073,984446,18.747150421142578,0.0003459948638919741
14.36,7,987596,-2.6951371799999997,62390,140191,0.004644814413040876,1.977371096611023,0.00073,984595,15.116559982299805,0.00034995650639757514
14.39,7,987742,-2.6935110899999994,62400,140212,0.0032968218438327312,2.0432851314544678,0.00073,984741,5.1466169357299805,0.00035234724055044353
14.4,7,987887,-2.6895977300000005,62410,140232,0.002837040927261114,1.9785186052322388,0.00073,984886,3.8086442947387695,0.0003537529264576733
14.46,7,988034,-2.72589245,62420,140254,0.0028886711224913597,1.9299206733703613,0.00073,985033,-23.457691192626953,0.00034146723919548094
14.44,7,988175,-2.714987509999999,62430,140273,0.003954424522817135,1.9675959348678589,0.00073,985174,6.173861503601074,0.0003483779728412628
14.43,7,988317,-2.7168119399999995,62440,140294,0.0053686099126935005,1.9789855480194092,0.00073,985316,-13.236862182617188,0.0003465567424427718
14.43,7,988460,-2.7318579699999996,62450,140315,0.003632680978626013,1.9674712419509888,0.00073,985459,-22.086580276489258,0.00034382965532131493
14.39,7,988601,-2.7238171700000002,62460,140335,0.0038139130920171738,1.987369418144226,0.00073,985600,-11.637369155883789,0.0003364537551533431
14.38,7,988743,-2.7257251400000007,62470,140355,0.005183594301342964,1.9679795503616333,0.00073,985742,-1.4423494338989258,0.0003302072873339057
14.38,7,988885,-2.70965333,62480,140375,0.003734354628250003,2.000087022781372,0.00073,985884,3.8549652099609375,0.00032612564973533154
14.31,7,989027,-2.68793726,62490,140395,0.003948370460420847,1.9902241230010986,0.00073,986026,-4.372286319732666,0.0003236784541513771
14.3,7,989172,-2.7022273299999995,62500,140415,0.004412094596773386,1.9640038013458252,0.00073,986171,-6.928979873657227,0.0003270734450779855
14.26,7,989313,-2.6907551200000004,62510,140435,0.003066485049203038,2.0177950859069824,0.00073,986312,-14.575395584106445,0.0003202460065949708
14.19,7,989453,-2.65562312,62520,140454,0.004608271177858114,2.003981590270996,0.00073,986452,11.280549049377441,0.00032467208802700043
14.19,7,989594,-2.6558982399999995,62530,140474,0.0035651791840791702,2.0074784755706787,0.00073,986593,-4.9344072341918945,0.00032568059395998716
14.19,7,989736,-2.654231909999999,62540,140494,0.002932460978627205,1.975412130355835,0.00073,986735,4.545831680297852,0.0003303071134723723
14.19,7,989879,-2.6455879099999993,62550,140514,0.003041242016479373,1.9415843486785889,0.00073,986878,-21.947311401367188,0.00032741643371991813
14.21,7,990022,-2.6394339099999993,62560,140534,0.004534699954092503,2.0417044162750244,0.00073,987021,10.973782539367676,0.000325541477650404
14.2,7,990163,-2.6469934999999998,62570,140553,0.004693124908953905,1.9930212497711182,0.00073,987162,7.3670806884765625,0.00033042527502402663
14.21,7,990306,-2.66692232,62580,140573,0.004041585139930248,1.917285442352295,0.00073,987305,-16.45673942565918,0.0003318150120321661
14.19,7,990446,-2.6526725100000004,62590,140593,0.005772018805146217,1.955564022064209,0.00073,987445,6.502984046936035,0.0003355819790158421
14.17,7,990589,-2.65297675,62600,140613,0.003365752287209034,1.9639467000961304,0.00073,987588,-10.980114936828613,0.00033648827229626477
14.2,7,990733,-2.66342566,62610,140633,0.006018961779773235,2.003800392150879,0.00073,987732,9.469416618347168,0.0003422410518396646
14.25,7,990878,-2.6710802099999995,62620,140653,0.004105836618691683,1.9790821075439453,0.00073,987877,-5.714715957641602,0.0003293534100521356
14.31,7,991025,-2.69194324,62630,140673,0.0030794611666351557,1.942399024963379,0.00073,988024,-6.4226884841918945,0.0003298648225609213
14.29,7,991165,-2.6776998300000003,62640,140693,0.003825805149972439,1.976231575012207,0.00073,988164,-12.2701416015625,0.00033045929740183055
14.28,7,991307,-2.67999208,62650,140713,0.003720046253874898,1.9831165075302124,0.00073,988306,-13.212743759155273,0.0003310185275040567
14.29,7,991451,-2.6895767699999995,62660,140733,0.0038587425369769335,1.9434404373168945,0.00073,988450,-7.988381862640381,0.000327502639265731
14.31,7,991594,-2.69868062,62670,140753,0.0037823389284312725,1.9440808296203613,0.00073,988593,16.95554542541504,0.00032826123060658574
14.28,7,991734,-2.6782957200000004,62680,140773,0.0028696726076304913,2.048643112182617,0.00073,988733,-8.170764923095703,0.00032830724376253784
14.28,7,991874,-2.6849956,62690,140792,0.0043540894985198975,1.955072283744812,0.00073,988873,-8.291357040405273,0.0003211917355656624
14.27,7,992016,-2.68055294,62700,140812,0.004236913751810789,1.967403531074524,0.00073,989015,13.18453598022461,0.00032344579813070595
14.24,7,992157,-2.68706504,62710,140831,0.003391082864254713,1.945385217666626,0.00073,989156,-14.677003860473633,0.0003286844294052571
14.2,7,992298,-2.6879783600000002,62720,140851,0.0033375718630850315,1.9782665967941284,0.00073,989297,-2.539318799972534,0.00032398576149716973
14.18,7,992443,-2.6955117299999993,62730,140871,0.004884063266217709,1.9677101373672485,0.00073,989442,-5.831027507781982,0.00033499012351967394
14.73,7,992638,-3.04015674,62740,140898,0.012581558898091316,1.8222270011901855,0.00073,989637,188.98130798339844,0.00047217102837748826
15.66,7,992873,-3.49729144,62750,140930,0.012124045751988888,1.6715855598449707,0.00073,989872,54.69586181640625,0.0006625319365411997
16.85,7,993136,-4.181730760000001,62760,140966,0.006882654037326574,1.796012282371521,0.00073,990135,-1.6072041988372803,0.0007123765535652637
18.26,7,993420,-4.555576650000001,62770,141006,0.0050920480862259865,1.9717655181884766,0.00073,990419,-37.39627456665039,0.0006186951068229973
19.0,7,993634,-4.7617229100000005,62780,141035,0.00765265803784132,2.017059803009033,0.00073,990633,-44.895912170410156,0.0005269760149531066
19.06,7,993780,-4.81028302,62790,141055,0.004987145308405161,2.030228853225708,0.00073,990779,-61.38330078125,0.0004805280186701566
19.13,7,993929,-4.8266224499999995,62800,141076,0.006704682484269142,2.0308268070220947,0.00073,990928,-35.568603515625,0.00044799450552091
19.24,7,994081,-4.840596050000001,62810,141097,0.004863934591412544,2.0640788078308105,0.00073,991080,-15.095357894897461,0.0004169816675130278
19.28,7,994226,-4.844369260000001,62820,141117,0.005762672983109951,1.9721202850341797,0.00073,991225,-32.7612419128418,0.00039729764102958143
19.26,7,994369,-4.82634447,62830,141137,0.004458500538021326,2.0531809329986572,0.00073,991368,-13.644917488098145,0.0003823130391538143
18.79,7,994517,-4.50694845,62840,141160,0.004657512530684471,2.021439790725708,0.00073,991516,-11.860052108764648,0.000373213057173416
17.96,7,994669,-4.07093593,62850,141186,0.006420576479285955,2.0085506439208984,0.00073,991668,4.94904899597168,0.0003656300832517445
16.77,7,994813,-3.3956782,62860,141206,0.0038212540093809366,1.9352269172668457,0.00073,991812,-5.369021892547607,0.00036219408502802253
15.41,7,994961,-3.001954810000001,62870,141226,0.003331700572744012,2.0030934810638428,0.00073,991960,-12.005342483520508,0.00035237058182246983
14.77,7,995111,-2.81782992,62880,141246,0.004105922766029835,2.001671314239502,0.00073,992110,-5.061179161071777,0.0003436882107052952
14.76,7,995256,-2.7801421500000005,62890,141267,0.0035897442139685154,2.033588409423828,0.00073,992255,12.199455261230469,0.0003357937384862453
14.71,7,995400,-2.7505063099999996,62900,141288,0.005377528257668018,2.066926956176758,0.00073,992399,15.97373104095459,0.0003288851003162563
14.6,7,995541,-2.7189478200000003,62910,141308,0.004491098690778017,1.9896197319030762,0.00073,992540,-16.0576171875,0.00032082651159726083
14.56,7,995682,-2.71153454,62920,141328,0.0035045063123106956,2.0211267471313477,0.00073,992681,19.906482696533203,0.0003176559694111347
14.54,7,995823,-2.70848848,62930,141348,0.004135072696954012,2.02768874168396,0.00073,992822,29.42502784729004,0.00032018250203691423
14.48,7,995965,-2.6965555499999994,62940,141368,0.005317403003573418,2.065671443939209,0.00073,992964,-3.0397958755493164,0.0003229643334634602
14.38,7,996107,-2.6728567899999995,62950,141388,0.0036295894533395767,1.943403720855713,0.00073,993106,-14.549452781677246,0.00032630079658702016
14.35,7,996248,-2.66475757,62960,141407,0.0035739587619900703,1.9209635257720947,0.00073,993247,-8.778786659240723,0.0003286530845798552
14.31,7,996392,-2.6653042200000003,62970,141427,0.004525789525359869,2.0082836151123047,0.00073,993391,28.07966423034668,0.000328794150846079
14.25,7,996536,-2.6514528999999993,62980,141447,0.0033913454972207546,1.9774266481399536,0.00073,993535,-18.095205307006836,0.00032535771606490016
14.24,7,996680,-2.65940429,62990,141467,0.0033568628132343292,1.9579896926879883,0.00073,993679,-0.22542953491210938,0.00032427755650132895
14.24,7,996824,-2.6772215600000004,63000,141487,0.005058400798588991,1.9729021787643433,0.00073,993823,7.834925651550293,0.0003305330465082079
14.25,7,996966,-2.6765663499999994,63010,141506,0.004755229689180851,2.0134918689727783,0.00073,993965,-7.058837890625,0.00032722821924835443
14.27,7,997109,-2.6935531800000008,63020,141526,0.0031448998488485813,1.9502204656600952,0.00073,994108,-0.16005992889404297,0.0003277510404586792
14.27,7,997250,-2.688714060000001,63030,141546,0.0036441138945519924,2.032444477081299,0.00073,994249,29.823162078857422,0.0003292594919912517
14.29,7,997394,-2.69782495,63040,141566,0.003682766342535615,2.001178026199341,0.00073,994393,-11.011431694030762,0.00034068935201503336
14.28,7,997535,-2.6938443899999998,63050,141585,0.009107802994549274,1.9367603063583374,0.00073,994534,1.9712204933166504,0.0003466752532403916
14.28,7,997676,-2.6858910999999996,63060,141605,0.0029644453898072243,1.9819468259811401,0.00073,994675,-17.497711181640625,0.00033841191907413304
14.25,7,997817,-2.68015282,63070,141624,0.003047321457415819,1.9891105890274048,0.00073,994816,-12.102303504943848,0.00033097845152951777
14.26,7,997962,-2.6841051899999995,63080,141644,0.00349598890170455,1.930753231048584,0.00073,994961,-22.74272346496582,0.00032259311410598457
14.26,7,998106,-2.6841078799999996,63090,141664,0.005157081410288811,2.0249762535095215,0.00073,995105,17.8173828125,0.0003146622912026942
14.23,7,998247,-2.67801487,63100,141684,0.0047767674550414085,1.9478565454483032,0.00073,995246,4.525312900543213,0.00031892783590592444
14.26,7,998392,-2.70630879,63110,141703,0.003812410868704319,1.9283998012542725,0.00073,995391,-20.12452507019043,0.00031428170041181147
14.25,7,998534,-2.6863355400000004,63120,141723,0.003107528667896986,2.019000768661499,0.00073,995533,12.651437759399414,0.0003116310981567949
14.3,7,998680,-2.69351625,63130,141743,0.003250557230785489,1.9514394998550415,0.00073,995679,9.911113739013672,0.00032240673317573965
14.27,7,998821,-2.6747279299999995,63140,141763,0.003445296548306942,1.9618089199066162,0.00073,995820,14.266618728637695,0.00033153698313981295
14.27,7,998962,-2.679075760000001,63150,141783,0.0033769626170396805,2.021676540374756,0.00073,995961,11.7909574508667,0.00033514125971123576
14.31,7,999107,-2.69959455,63160,141803,0.005787624046206474,1.9956824779510498,0.00073,996106,19.195476531982422,0.0003379892441444099
14.33,7,999250,-2.713094929999999,63170,141823,0.006231614388525486,2.0552427768707275,0.00073,996249,12.416238784790039,0.0003368862671777606
14.32,7,999394,-2.7072208700000004,63180,141843,0.0032002246007323265,1.959545612335205,0.00073,996393,-15.399457931518555,0.0003413394442759454
14.3,7,999536,-2.70160008,63190,141862,0.006564079783856869,2.013389825820923,0.00073,996535,7.039588451385498,0.0003381164278835058
14.31,7,999678,-2.6936211500000007,63200,141881,0.010181372053921223,2.0222673416137695,0.00073,996677,1.9836864471435547,0.00034158467315137386
14.28,7,999820,-2.6773297099999995,63210,141902,0.0072680311277508736,2.030747890472412,0.00073,996819,-10.455561637878418,0.0003364220028743148
14.26,7,999960,-2.67652943,63220,141921,0.0038919178768992424,1.9857962131500244,0.00073,996959,4.120931148529053,0.00032527456642128527
14.2,7,1000100,-2.661978300000001,63230,141940,0.0037276940420269966,1.9658594131469727,0.00073,997099,-14.81957721710205,0.00032642032601870596
14.21,7,1000242,-2.6593798700000004,63240,141960,0.003947912715375423,2.008294105529785,0.00073,997241,19.14288330078125,0.00032823460060171783
14.22,7,1000384,-2.6726613600000007,63250,141980,0.004668393637984991,2.0676982402801514,0.00073,997383,20.342926025390625,0.0003311600012239069
14.18,7,1000525,-2.6562584599999997,63260,141999,0.006918374449014664,2.074216365814209,0.00073,997524,16.60935401916504,0.00034211899037472904
14.16,7,1000666,-2.6603557300000005,63270,142019,0.004229694604873657,1.978577733039856,0.00073,997665,0.7823473215103149,0.00034267493174411356
14.13,7,1000807,-2.69086501,63280,142039,0.004591669421643019,2.075068950653076,0.00073,997806,9.673072814941406,0.00034419988514855504
14.15,7,1000951,-2.70435393,63290,142059,0.003436779137700796,1.9689385890960693,0.00073,997950,-3.146304130554199,0.0003475304401945323
14.13,7,1001091,-2.7049514400000003,63300,142078,0.0050119636580348015,1.9253261089324951,0.00073,998090,-12.545068740844727,0.0003413789963815361
14.13,7,1001233,-2.7161126,63310,142098,0.0050088828429579735,2.0489869117736816,0.00073,998232,8.502452850341797,0.00033926841570064425
14.12,7,1001372,-2.7179721700000004,63320,142117,0.003692661877721548,1.9092851877212524,0.00073,998371,-33.33551025390625,0.0003403637674637139
14.11,7,1001511,-2.71640006,63330,142136,0.004451978951692581,1.9554436206817627,0.00073,998510,-12.623281478881836,0.00033334060572087765
14.09,7,1001651,-2.7135611000000006,63340,142156,0.004357160069048405,2.055359125137329,0.00073,998650,6.030300140380859,0.0003268015861976892
14.1,7,1001794,-2.70543305,63350,142175,0.00664938148111105,2.0070834159851074,0.00073,998793,26.296281814575195,0.00032954191556200385
14.1,7,1001935,-2.70786429,63360,142195,0.003397162538021803,1.9851443767547607,0.00073,998934,7.535430908203125,0.0003276253992225975
14.12,7,1002078,-2.70284206,63370,142214,0.005627952050417662,2.0259838104248047,0.00073,999077,14.20248031616211,0.00033596271532587707
14.14,7,1002221,-2.6758936899999997,63380,142234,0.0048298342153429985,2.013979434967041,0.00073,999220,33.14654541015625,0.0003304403799120337
14.14,7,1002365,-2.6636446399999993,63390,142254,0.005220882128924131,1.9128152132034302,0.00073,999364,-8.375246047973633,0.00032955355709418654
14.14,7,1002505,-2.65394971,63400,142274,0.0030797661747783422,1.9464823007583618,0.00073,999504,7.057978630065918,0.00032086813007481396
14.15,7,1002648,-2.6397876,63410,142293,0.008347353897988796,1.991906762123108,0.00073,999647,16.07155990600586,0.0003317795635666698
14.17,7,1002789,-2.6438350099999997,63420,142313,0.0037093309219926596,2.0074450969696045,0.00073,999788,-0.9682397842407227,0.00033474835800006986
14.2,7,1002931,-2.6568747199999994,63430,142333,0.0027331174351274967,1.9113457202911377,0.00073,999930,-7.191127300262451,0.00032732621184550226
14.23,7,1003074,-2.67701976,63440,142353,0.00521130720153451,2.0021493434906006,0.00073,1000073,3.889080762863159,0.00032256540725938976
14.22,7,1003216,-2.66641794,63450,142372,0.005246657412499189,1.9667809009552002,0.00073,1000215,-5.061963081359863,0.0003367885947227478
14.23,7,1003358,-2.66709591,63460,142392,0.0045218863524496555,2.007718086242676,0.00073,1000357,29.13872528076172,0.0003347301681060344
14.22,7,1003500,-2.66893795,63470,142411,0.004342331551015377,1.9964416027069092,0.00073,1000499,2.4102227687835693,0.0003328307648189366
14.19,7,1003640,-2.6737312400000004,63480,142431,0.003627884667366743,1.9493001699447632,0.00073,1000639,7.99812650680542,0.0003392289509065449
14.15,7,1003780,-2.66296766,63490,142451,0.004408083390444517,1.978940725326538,0.00073,1000779,-3.9549367427825928,0.00034005878842435777
14.15,7,1003920,-2.6643014,63500,142471,0.004213340580463409,1.985679030418396,0.00073,1000919,-1.8009562492370605,0.0003332913329359144
14.16,7,1004064,-2.6672911499999996,63510,142491,0.0026888293214142323,1.9773226976394653,0.00073,1001063,-7.1399030685424805,0.0003353864885866642
14.19,7,1004208,-2.67253406,63520,142511,0.0035218067932873964,1.9536622762680054,0.00073,1001207,2.6605172157287598,0.00032391221611760557
14.2,7,1004351,-2.6638485,63530,142531,0.00290790107101202,1.9770472049713135,0.00073,1001350,-8.744611740112305,0.00032772758277133107
14.2,7,1004494,-2.6560994,63540,142550,0.003680058289319277,1.977954387664795,0.00073,1001493,-7.541266918182373,0.0003297946823295206
14.2,7,1004636,-2.66464787,63550,142570,0.0035674148239195347,1.907392978668213,0.00073,1001635,-5.724077224731445,0.00033608960802666843
14.21,7,1004779,-2.6650498400000004,63560,142590,0.004154146183282137,1.9903515577316284,0.00073,1001778,-2.759775161743164,0.0003388900659047067
14.22,7,1004922,-2.66369512,63570,142609,0.0036596059799194336,1.982943058013916,0.00073,1001921,3.6318531036376953,0.0003319770621601492
14.25,7,1005065,-2.65600192,63580,142629,0.002752849832177162,1.951180338859558,0.00073,1002064,-9.94279670715332,0.0003389571502339095
14.29,7,1005209,-2.66253299,63590,142649,0.0032121222466230392,1.976980209350586,0.00073,1002208,-4.10212516784668,0.0003333841741550714
14.32,7,1005352,-2.6728348000000004,63600,142669,0.0036926735192537308,2.0221776962280273,0.00073,1002351,9.443490028381348,0.0003351687628310174
14.3,7,1005494,-2.6590481300000004,63610,142689,0.003582516685128212,1.9516311883926392,0.00073,1002493,-6.151281356811523,0.00032625754829496145
14.27,7,1005635,-2.6407497400000004,63620,142708,0.0034985169768333435,1.952594518661499,0.00073,1002634,-23.486278533935547,0.0003295739588793367
14.24,7,1005775,-2.6367897300000003,63630,142728,0.002901067491620779,1.9759098291397095,0.00073,1002774,1.1754755973815918,0.00033668760443106294
14.25,7,1005919,-2.630318429999999,63640,142748,0.005531893111765385,1.9357342720031738,0.00073,1002918,7.752146244049072,0.0003359478141646832
14.27,7,1006063,-2.6289874199999996,63650,142768,0.00348296738229692,1.9853434562683105,0.00073,1003062,3.516568899154663,0.00034317790414206684
14.22,7,1006201,-2.61605447,63660,142787,0.004046634305268526,1.9084904193878174,0.00073,1003200,7.234927654266357,0.00034253441845066845
14.2,7,1006342,-2.60716173,63670,142806,0.004042427055537701,1.9743858575820923,0.00073,1003341,17.220516204833984,0.0003507162618916482
14.17,7,1006482,-2.6058663199999996,63680,142826,0.0035080339293926954,1.996021032333374,0.00073,1003481,1.124967098236084,0.00034261756809428334
14.15,7,1006624,-2.6038694300000005,63690,142846,0.0046806419268250465,1.947221279144287,0.00073,1003623,-1.677992820739746,0.00033653175341896713
14.15,7,1006767,-2.6257847000000005,63700,142866,0.0027330592274665833,1.8593604564666748,0.00073,1003766,-26.50678825378418,0.0003286731371190399
14.16,7,1006910,-2.6535972400000003,63710,142886,0.0058550043031573296,1.971152424812317,0.00073,1003909,4.599695682525635,0.00034787366166710854
14.15,7,1007050,-2.6610606100000003,63720,142905,0.0042671263217926025,2.0185861587524414,0.00073,1004049,-18.080036163330078,0.00034696070360951126
14.2,7,1007195,-2.67219523,63730,142925,0.006006740964949131,1.9458502531051636,0.00073,1004194,13.820775032043457,0.0003407944750506431
14.19,7,1007338,-2.68449383,63740,142944,0.00671836081892252,1.9978430271148682,0.00073,1004337,15.408973693847656,0.0003341178235132247
14.18,7,1007481,-2.68614544,63750,142963,0.0037714613135904074,1.9046704769134521,0.00073,1004480,-31.24357795715332,0.00032080907840281725
14.23,7,1007624,-2.7047819899999994,63760,142983,0.004061482381075621,1.9698894023895264,0.00073,1004623,5.111895561218262,0.0003254520706832409
14.25,7,1007767,-2.7242810699999995,63770,143003,0.006884582340717316,1.9908056259155273,0.00073,1004766,34.871307373046875,0.00033077996340580285
14.28,7,1007910,-2.7366903699999994,63780,143022,0.0037162762600928545,2.0095086097717285,0.00073,1004909,18.95509910583496,0.00033939655986614525
14.28,7,1008052,-2.7353418699999996,63790,143042,0.004027157090604305,1.9392881393432617,0.00073,1005051,-15.64986515045166,0.00032925698906183243
14.25,7,1008192,-2.7044372400000003,63800,143061,0.0035618466790765524,1.9615299701690674,0.00073,1005191,-2.9949731826782227,0.00033081593574024737
14.24,7,1008334,-2.69981444,63810,143081,0.005092369392514229,2.0183725357055664,0.00073,1005333,21.46060562133789,0.0003341480914968997
14.26,7,1008476,-2.7057917199999997,63820,143100,0.004878280684351921,2.045780897140503,0.00073,1005475,10.106502532958984,0.0003314206551294774
14.21,7,1008616,-2.69615117,63830,143120,0.004677477292716503,2.009549617767334,0.00073,1005615,9.848260879516602,0.000335733377141878
14.19,7,1008757,-2.6782908099999996,63840,143139,0.004567094147205353,1.874383568763733,0.00073,1005756,-7.888230800628662,0.0003398525877855718
14.48,7,1008929,-2.853518630000001,63850,143163,0.00774251576513052,1.9641414880752563,0.00073,1005928,-7.936544418334961,0.00039400681271217763
15.04,7,1009128,-3.13281507,63860,143190,0.006044033914804459,1.9880794286727905,0.00073,1006127,-15.520465850830078,0.0003978199092671275
15.89,7,1009356,-3.6535522400000002,63870,143222,0.005121491849422455,2.050856113433838,0.00073,1006355,12.611577987670898,0.0003852006047964096
16.37,7,1009547,-3.95148704,63880,143248,0.004203823395073414,1.9845094680786133,0.00073,1006546,-5.660777568817139,0.0003637719200924039
16.37,7,1009689,-3.95858236,63890,143268,0.0035232477821409702,1.9727866649627686,0.00073,1006688,-19.78707504272461,0.0003540345642250031
16.42,7,1009834,-3.97358323,63900,143288,0.004128077067434788,2.0113601684570312,0.00073,1006833,1.9858860969543457,0.00034653759212233126
16.4,7,1009974,-3.9500808999999992,63910,143307,0.0031198281794786453,2.041989803314209,0.00073,1006973,0.2849515676498413,0.00034010695526376367
16.39,7,1010115,-3.9564859,63920,143327,0.003648045239970088,1.9768680334091187,0.00073,1007114,-13.30119514465332,0.0003297434304840863
16.41,7,1010257,-3.97157409,63930,143347,0.003534547286108136,2.0245938301086426,0.00073,1007256,4.179178714752197,0.00032690318766981363
16.41,7,1010398,-3.9697155200000003,63940,143366,0.003564711194485426,1.9634193181991577,0.00073,1007397,0.8883695602416992,0.0003300013777334243
16.08,7,1010537,-3.7851375900000006,63950,143385,0.006408450193703175,1.9779921770095825,0.00073,1007536,2.1981563568115234,0.00034036979195661843
15.5,7,1010678,-3.5064637999999997,63960,143405,0.004536750726401806,1.9658026695251465,0.00073,1007677,-10.957131385803223,0.0003372858336661011
14.62,7,1010818,-3.00087433,63970,143424,0.004376120865345001,1.9576549530029297,0.00073,1007817,-7.69477653503418,0.00032916563213802874
14.13,7,1010960,-2.7119836599999996,63980,143444,0.004228335339576006,1.9700630903244019,0.00073,1007959,-3.1305911540985107,0.0003310340107418597
14.13,7,1011102,-2.718404529999999,63990,143464,0.005599584896117449,1.9351836442947388,0.00073,1008101,-7.701968193054199,0.0003233733295928687
14.09,7,1011243,-2.7041403500000003,64000,143483,0.0035879802890121937,1.965984582901001,0.00073,1008242,2.7638800144195557,0.00031831374508328736
14.09,7,1011383,-2.7036574500000006,64010,143503,0.0036382507532835007,1.9593970775604248,0.00073,1008382,-16.0972900390625,0.0003196684119757265
14.1,7,1011525,-2.70355931,64020,143522,0.005440301261842251,1.970404028892517,0.00073,1008524,-14.699955940246582,0.0003241968515794724
14.08,7,1011665,-2.69620989,64030,143542,0.0030417372472584248,2.0107336044311523,0.00073,1008664,0.44124746322631836,0.00032054699840955436
14.1,7,1011808,-2.70665891,64040,143562,0.00607137568295002,1.9661815166473389,0.00073,1008807,-12.430645942687988,0.0003287073050159961
14.13,7,1011950,-2.70699706,64050,143581,0.003765424247831106,1.9947304725646973,0.00073,1008949,-8.748939514160156,0.0003232749586459249
14.12,7,1012090,-2.69341728,64060,143601,0.003641654970124364,1.9625483751296997,0.00073,1009089,-5.844035625457764,0.0003252336464356631
14.14,7,1012232,-2.6654590799999998,64070,143621,0.0038517729844897985,1.959028959274292,0.00073,1009231,-7.825746059417725,0.0003328593447804451
14.13,7,1012373,-2.6577698400000003,64080,143640,0.005898086354136467,2.0638983249664307,0.00073,1009372,4.843472480773926,0.00032583685242570937
14.06,7,1012508,-2.675464139999999,64090,143659,0.005238113924860954,2.0540716648101807,0.00073,1009507,20.596759796142578,0.0003372081555426121
